,start_pin,destination_pin,travel_distance,Quantity (In TON),amount
727,312021,387130,398,42.58,596120.0
728,312601,203002,699,45.36,326592.0
729,312601,302001,349,39.46,524817.94
730,312601,302026,333,40.96,286720.0
731,312601,302026,333,41.98,293859.88
732,312601,303108,451,30.0,234000.5
733,312601,304024,318,39.43,268124.12
734,312601,341305,364,31.0,263499.62
735,312601,343024,301,15.0,2306693.58
736,312601,343041,457,18.0,143280.5
737,312601,344031,471,27.0,236519.76
738,312601,380005,384,44.37,310589.56
739,312601,385565,418,22.0,525799.75
740,312601,388710,416,40.53,150447.36
741,312601,388710,416,42.66,316707.83999999997
742,312601,394540,629,44.43,322561.39
743,312601,452002,302,45.61,588368.72
744,312601,475661,562,42.0,942481.5
745,312617,125047,737,20.0,190400.0
746,312617,303012,363,44.52,267120.0
747,312617,303108,446,17.0,137360.0
748,312617,303704,367,42.0,571200.0
749,312617,322021,372,41.5,144218.98
750,312617,322201,463,5.0,84300.0
751,312617,331304,596,12.0,311040.0
752,312617,331506,513,20.0,345600.0
753,312617,332027,457,8.0,54993.74
754,312617,335707,615,25.0,220500.01
755,312617,342306,416,20.0,174400.0
756,312617,345001,680,20.0,682400.0
757,312617,360001,611,42.0,630000.0
758,312617,391320,488,39.55,308490.0
759,312617,392130,600,44.77,328611.8
760,312617,393145,578,39.92,283432.0
761,312617,395006,629,44.35,345930.0
762,312620,140401,831,45.0,364499.99
763,312620,126116,706,43.5,1394610.0
764,312620,131402,620,41.72,287868.0
765,312620,131402,620,42.36,300756.0
766,312620,262310,970,43.0,334540.0
767,312620,281305,576,43.0,928800.0
768,312620,382421,460,42.0,1288560.6400000001
769,312620,382435,400,42.0,650160.0
770,312620,383205,333,39.12,926862.36
771,312620,388255,363,41.54,262856.08
772,312620,391125,405,39.1,277610.0
773,312620,394315,644,326.5,1409226.24
774,312620,476337,409,39.78,262548.0
775,312622,122004,551,39.97,854961.5
776,312622,151001,876,4072.8,14779376.64
777,312622,201008,669,1030.74,130912226.2
778,312622,247554,799,38.5,569800.02
779,313022,303303,460,32.0,94693.44
780,313022,305813,320,35.0,823200.0
781,313022,453441,418,42.0,487200.0
782,326520,302029,316,2.16,13392.0
783,326520,473443,416,35.0,413000.0
784,327025,363650,522,34.0,264737.6
785,327025,450001,348,30.0,324000.0
786,335804,140103,383,50.61,364391.4
787,335804,143001,338,6.0,50160.0
788,335804,143117,315,20.0,533599.51
789,335804,143301,323,17.0,157419.52
790,335804,145023,444,42.0,30667392.0
791,335804,146102,381,20.0,128640.0
792,341026,131306,579,40.54,291888.0
793,341026,303601,314,13.0,106080.0
794,341026,321606,414,34.0,277440.0
795,341026,344011,468,5.0,85700.0
796,342606,209625,798,27.3,1839424.22
797,342606,221001,1167,7.0,253326.98
798,342606,262701,1023,15.0,1058987.52
799,342606,474020,645,30.0,1604421.29
800,342902,321001,424,1.3,106219.68
801,342902,382427,552,6.0,76412.0
802,342902,422202,983,12.0,121344.0
803,342902,424001,846,5.0,129851.70999999999
804,343001,345031,309,35.0,245002.24
805,360311,344032,627,37.04,285208.0
806,360311,384170,355,17.0,125800.0
807,360311,391350,319,6.0,37312.5
808,360311,391775,330,30.0,1680931.0
809,360311,395006,468,11.0,153262.0
810,360311,396439,512,6.0,93984.0
811,360560,363330,329,20.0,5024000.0
812,360560,382210,381,34.64,256336.0
813,360560,382423,406,29.57,215861.0
814,360560,382455,324,29.89,221186.0
815,361140,389140,512,31.5,256410.0
816,361345,370410,425,10.0,144000.0
817,362275,380060,426,29.02,217650.0
818,362275,382115,428,33.42,257334.0
819,362275,382405,421,32.21,251238.0
820,362275,389130,587,34.17,267893.0
821,362715,370110,443,24.0,578400.0
822,362715,380001,444,24.0,180000.0
823,362715,395007,692,32.34,196369.18
824,362715,410206,962,32.98,5522532.0200000005
825,362715,410206,962,33.84,4076668.02
826,370511,360003,400,29.86,214992.0
827,370511,363310,360,25.0,373499.0
828,370511,380001,485,36.74,562121.0
829,370511,382110,461,35.48,276744.01
830,370511,382120,470,30.05,222370.0
831,370511,382415,505,35.71,271396.01
832,370511,382427,490,35.82,272232.01
833,370511,382428,502,35.84,272384.0
834,370511,382440,494,35.84,414998.53
835,370511,389001,618,18.0,135179.0
836,370511,394170,726,41.0,299300.27
837,382424,822121,1579,55.0,457600.0
838,382450,400093,591,17.0,134912.0
839,382750,365541,386,30.0,234000.0
840,384002,370450,429,21.25,326400.0
841,388245,396125,311,41.47,311025.27
842,395002,360575,627,25.5,261120.0
843,400707,493114,1164,30.0,505198.08
844,403703,400022,600,10.0,80000.0
845,424001,400101,330,34.06,270300.16000000003
846,424001,400710,312,34.32,285542.4
847,424001,401404,324,34.52,284555.46
848,431515,411042,348,10.0,162000.0
849,440002,400703,842,30.0,209664.0
850,442908,431003,569,34.89,254697.0
851,442908,431112,521,33.76,246448.0
852,442908,444601,327,29.57,182151.2
853,442908,480221,357,35.0,245000.0
854,442916,413520,421,26.0,202800.0
855,442916,414102,539,31.0,226300.0
856,442916,422604,698,30.72,202752.0
857,442917,441902,301,10.0,76000.0
858,442917,444303,380,139.7,1378936.8
859,442917,444501,444,31.0,244900.2
860,445304,413512,450,34.97,230802.0
861,445304,481995,417,30.0,187500.0
862,454446,394150,347,39.65,293410.0
863,454446,395007,433,34.59,251040.4
864,454446,395007,433,41.16,431804.64
865,454446,395009,431,41.17,321126.01
866,454446,466554,404,13.9,90349.91
867,458441,451001,364,25.0,0.0
868,458470,246746,851,50.0,740000.0
869,458470,473331,537,10.0,665021.18
870,458470,474003,640,39.38,263846.26
871,470661,221010,463,489.3,3528596.54
872,470661,221010,463,559.2,3817949.38
873,470661,461331,411,8.0,55201.0
874,470661,497229,442,1368.9,6625476.0
875,483442,441108,406,23.0,714490.4
876,483880,227409,381,43.28,655239.06
877,483880,464551,356,10.0,160800.0
878,483880,821105,380,43.45,367065.6
879,485005,226302,404,38.28,189103.2
880,485005,229001,301,41.34,188801.43
881,485111,206122,431,16.0,469120.0
882,485111,221101,304,34.0,210800.0
883,485111,276135,346,29.65,169005.18
884,485771,222001,312,40.92,196416.0
885,485771,232104,325,31.66,151968.0
886,485771,232104,325,34.74,166752.0
887,485771,232118,352,4.7,22560.0
888,485771,234001,577,139.8,855576.0
889,485771,475675,357,15.0,390000.0
890,485771,476335,556,11.0,75900.0
891,485771,821101,379,42.94,206112.0
892,485771,821105,341,43.84,210432.0
893,485772,226009,442,650.0,4047779.84
894,485772,227405,340,42.0,1491001.35
895,485772,824220,538,33.94,288490.22000000003
896,485773,229001,353,40.86,188682.82
897,485773,229001,353,42.09,2229394.19
898,485773,231205,358,32.0,227200.0
899,485773,241123,564,40.67,285496.38
900,485773,261001,556,310.5,1424802.53
901,485773,284403,329,35.0,341703.04
902,485773,462040,430,30.0,168000.0
903,485773,463106,455,4.0,30080.0
904,485773,464221,328,45.0,1202074.2
905,485773,466448,367,44.54,285043.2
906,485773,473331,408,10.0,27776.5
907,485773,841226,552,860.6,3954089.3600000003
908,486450,226026,578,34.61,238809.0
909,486450,229413,305,29.88,203184.0
910,486450,275103,376,1668.3,10964825.68
911,486450,473995,406,12.0,85200.0
912,486776,210431,318,37.0,276379.7
913,488441,463106,346,30.0,749400.01
914,488441,473331,360,35.0,1177382.56
915,490036,496331,513,30.0,198000.0
916,490036,754295,556,29.84,162286.06
917,490036,754295,556,34.88,379392.6
918,490036,762013,436,35.0,2387000.0
919,490036,768219,332,30.0,246000.0
920,490036,769001,524,28.42,170520.0
921,490036,832301,685,31.0,778720.0
922,491107,764043,431,25.0,124000.0
923,492001,444109,577,31.05,468979.2
924,492001,494001,320,6.0,168943.76
925,493113,788803,1860,3956.3,40006105.6
926,493113,833210,499,4070.3,13024960.0
927,493114,713148,921,4090.67,20189452.7
928,493118,483880,480,31.0,1406155.8399999999
929,493118,754029,529,25.24,161536.0
930,493118,754029,529,34.64,110848.0
931,493118,764059,416,18.0,136080.0
932,493118,766001,333,36.0,500400.0
933,493118,770074,348,10.0,153999.36
934,493118,781039,1539,380.4,2586720.0
935,493118,824101,544,40.06,128192.0
936,493118,824101,544,40.65,260160.0
937,493118,824101,544,42.17,134944.0
938,493195,754027,571,35.16,127588.61
939,493195,759013,534,919.6,3926330.05
940,493195,767001,336,33.41,273962.0
941,493196,754027,546,30.06,109081.73000000001
942,493196,754027,546,31.47,228396.68
943,493332,232109,690,30.0,462000.0
944,493332,440036,382,35.0,423500.0
945,493332,494222,376,20.0,3128401.82
946,493332,497331,357,13.0,282880.0
947,493332,752001,617,27.71,454443.56
948,493332,752002,615,35.0,287000.0
949,493332,755026,574,25.99,118459.51000000001
950,493332,758035,514,32.0,499200.0
951,493332,766014,331,25.0,309146.88
952,496001,395010,1291,29.5,558848.0
953,501158,410218,650,34.3,555660.03
954,501158,410218,650,34.96,188784.0
955,501158,411042,472,386.4,2086560.0
956,501158,412801,458,34.08,490752.0
957,501158,422101,576,19.0,169099.99
958,502032,560080,574,38.5,300608.0
959,504218,431401,358,25.0,215001.6
960,504218,431602,337,31.6,461359.6
961,504218,444403,390,16.0,142077.94999999998
962,508204,404003,726,6.0,32400.0
963,508204,502220,330,39.18,289932.0
964,508204,503187,377,32.0,1452800.0
965,508204,505453,430,32.0,1359999.8
966,508204,509209,312,36.38,240107.99
967,508204,509412,333,36.02,266548.01
968,508204,517503,518,16.0,124800.0
969,508204,524344,408,30.4,159782.4
970,508204,524411,459,17.0,128969.29
971,508204,531027,501,7.0,61600.0
972,508204,532312,737,11.0,174680.0
973,508204,532455,701,16.0,269120.0
974,508204,532456,729,6.0,52680.0
975,508204,584140,412,26.0,370065.86
976,508204,585224,447,20.0,144000.0
977,508204,605602,712,30.0,2115852.8
978,508204,764045,347,35.0,226800.0
979,508218,524224,304,36.0,3212330.47
980,508218,533005,358,21.0,159604.2
981,508246,431601,492,32.0,681600.0
982,508246,503002,369,32.0,1011187.68
983,508246,504106,413,35.0,1221499.98
984,508246,504201,345,20.0,146001.91999999998
985,508246,505402,334,39.15,532440.0
986,508246,505526,303,2.94,19992.010000000002
987,508246,517132,612,30.0,127499.9
988,508246,531031,464,31.14,484289.28
989,508246,532218,630,15.0,113100.0
990,508246,533002,337,26.5,148400.0
991,508246,533294,315,35.88,185006.25
992,508246,533401,402,4.14,19458.0
993,508246,585202,422,2.44,9994.24
994,508355,533001,372,27.0,296999.98
995,508355,533005,369,10.0,55000.0
996,508355,533105,312,10.0,55000.0
997,508355,600120,455,683.21,4984427.34
998,508355,700007,1399,1521.7,43398887.04
999,509338,505188,362,8.95,41170.0
1000,509338,505531,338,10.6,56180.0
1001,515201,524134,343,21.3,144995.4
1002,515408,577102,520,32.0,1547200.0
1003,515408,605602,547,4.0,22000.0
1004,515408,620012,635,39.54,300504.0
1005,515408,635109,327,329.5,10873500.0
1006,515408,642154,710,31.0,244900.0
1007,515415,600056,413,39.92,1149696.0
1008,515415,600103,416,44.24,1008672.0
1009,516289,574219,598,36.98,1094608.0
1010,516289,600077,319,25.88,384279.47000000003
1011,516289,600077,319,38.12,187150.78
1012,516289,609109,476,40.36,306737.0
1013,516309,577202,437,1.0,6200.0
1014,516309,577401,480,3.0,24132.010000000002
1015,516310,571511,338,20.0,620000.0
1016,516310,577205,411,29.56,218744.0
1017,516310,600057,320,35.0,217000.0
1018,516311,636906,408,39.46,299896.01
1019,516311,577427,434,35.0,252000.0
1020,516311,581115,383,25.0,187500.0
1021,516311,600067,335,39.28,1312740.0
1022,516311,635117,383,31.0,195300.0
1023,516433,500014,388,31.0,248000.0
1024,516433,500049,376,35.0,415520.0
1025,516433,533436,759,11.0,92400.0
1026,516433,572107,371,41.95,335600.0
1027,516433,573220,493,42.0,898800.0
1028,516433,580024,407,30.0,684000.0
1029,516433,581205,446,10.0,76000.0
1030,516433,591136,461,38.96,100435.76000000001
1031,516433,591136,461,40.63,104740.89000000001
1032,516433,591136,461,41.1,105952.51
1033,516433,591136,461,47.04,121265.36
1034,516433,591235,507,20.0,148000.0
1035,516433,613004,609,40.0,336000.0
1036,518123,577101,514,30.0,832383.35
1037,518123,636115,514,39.74,829135.36
1038,518124,603110,456,40.18,297332.01
1039,518124,500049,307,39.6,243847.30000000002
1040,518124,502032,310,0.06,369.46999999999997
1041,518124,502032,310,6.0,207749.68
1042,518124,571313,518,32.0,732800.2000000001
1043,518124,577003,366,35.0,164076.68
1044,518124,577541,323,20.0,158000.13
1045,518124,632510,372,40.0,338880.0
1046,518124,637303,572,10.0,324880.12
1047,518206,562157,325,38.28,183744.0
1048,518220,600052,411,5.0,23725.0
1049,518220,635121,370,1.0,35800.0
1050,518220,636115,532,26.0,189280.0
1051,518220,636812,390,10.0,78800.0
1052,518220,671124,660,36.0,1028160.0
1053,518508,500078,328,31.0,229390.08000000002
1054,518508,560098,417,36.0,1065600.0
1055,518508,562123,421,31.0,266609.92
1056,521175,761017,726,31.0,1221400.0
1057,521228,533407,327,36.0,1979280.0
1058,521457,509412,345,12.0,326400.0
1059,521457,535524,640,20.0,320000.0
1060,521457,600019,532,39.04,278750.0
1061,521457,603107,594,29.76,158085.12
1062,521457,603107,594,30.92,164247.04
1063,521457,631004,555,40.07,833038.73
1064,521457,712331,1335,2767.8,22142400.0
1066,522414,531031,472,30.92,229550.08000000002
1067,522414,531031,472,34.94,129697.28
1068,522414,533201,311,35.5,269800.01
1069,522414,533431,350,7.0,57680.0
1070,522421,413531,489,31.0,1004400.0
1071,522421,445305,538,16.0,86400.0
1072,522421,506169,367,35.29,169392.0
1073,522426,524101,333,20.0,179999.0
1074,522437,494446,509,40.0,176000.0
1075,522437,764061,543,31.0,135158.02
1076,522437,505001,356,25.0,118718.43000000001
1077,522437,505402,341,36.72,249696.0
1078,522437,531031,463,34.86,192402.53
1079,522437,531031,463,35.08,193616.76
1080,522437,531031,463,35.44,1369226.11
1081,522437,600072,441,35.52,241536.0
1082,524344,635901,400,26.0,390000.0
1083,530057,500070,632,48.0,882278.4
1084,531031,764058,309,32.0,318156.8
1085,531055,494001,365,23.0,1476580.86
1086,531055,751006,493,35.0,767477.76
1087,531055,764057,301,26.0,425880.0
1088,562162,575011,343,30.0,452243.1
1089,575010,560024,354,12.5,100000.0
1090,577223,591304,421,15.0,403500.0
1091,577522,591311,446,31.0,235600.0
1092,583115,575011,484,37.0,138709.26
1093,583115,581348,410,5.0,40000.0
1094,583228,574211,420,30.0,257400.2
1095,583275,571313,445,31.0,266609.92
1096,583275,683105,862,17.5,146230.12
1097,585211,411057,441,34.08,255599.77999999997
1098,585211,412207,424,29.56,461608.96
1099,585211,414005,401,30.1,235020.8
1100,585211,414402,340,26.0,203008.0
1101,585211,415110,396,34.9,254630.4
1102,585211,517619,600,21.0,206438.4
1103,585211,577598,443,14.0,119560.0
1104,585222,400093,601,1047.75,6286500.0
1105,585222,410506,485,35.01,273358.08
1106,585222,411033,465,30.68,239549.44
1107,585222,411033,465,34.88,544686.08
1108,585222,411045,457,30.0,939240.0
1109,585222,411046,454,0.59,4611.33
1110,585222,411048,448,29.72,232053.76
1111,585222,412115,467,30.07,234786.56
1112,585222,412207,434,0.21,1639.68
1113,585222,412219,380,15.29,97856.0
1114,585222,412219,380,25.05,80160.0
1115,585222,412219,380,29.02,92864.0
1116,585222,412219,380,36.16,115712.0
1117,585222,412219,380,47.63,152416.0
1118,585222,412801,490,29.91,218223.36
1119,585222,413201,370,35.0,255500.01
1120,585222,415313,406,12.5,104000.0
1121,585222,416205,391,17.0,69632.0
1122,585222,416234,431,5.0,72999.98000000001
1123,585222,416416,392,22.0,90112.0
1124,585222,422013,598,40.0,584000.0
1125,585222,431203,462,33.89,247397.29
1126,585222,431505,415,2.99,21826.91
1127,585222,431505,415,29.48,215203.99
1128,585222,504203,416,5.0,129499.61000000002
1129,585222,515311,512,6.0,53400.0
1130,585222,572102,541,35.0,1312500.0
1131,585222,577548,528,34.88,265088.0
1132,585222,590016,404,35.0,507500.02
1133,585222,591136,322,33.52,147488.02000000002
1134,585225,403001,521,27.28,158180.34999999998
1135,585225,412206,481,25.0,2094500.0
1136,585225,414001,405,30.0,487800.0
1137,585292,415101,467,35.0,3388008.11
1138,585320,410206,593,34.95,156856.95
1139,585320,412202,449,35.62,166276.21
1140,585320,412301,473,25.0,4004066.0
1141,587122,412205,417,35.0,9897202.0
1142,587122,572129,443,36.27,275652.0
1143,587122,574104,502,32.0,1606400.0
1145,591136,400102,525,29.76,518062.0
1146,591136,415540,316,10.0,76000.0
1147,591136,574229,571,39.9,606480.0
1148,621651,517247,406,30.0,228000.0
1149,621651,673014,415,25.0,132839.81
1150,621651,673014,415,31.0,321259.2
1151,621651,678582,329,39.1,328440.0
1152,621651,678583,337,18.0,324720.0
1153,621651,685561,336,37.0,186835.2
1154,621705,602001,315,7.0,55300.0
1155,621705,626205,316,43.52,249636.0
1156,621705,631553,308,40.04,304304.0
1157,621707,689106,431,1.0,31667.85
1158,621713,560099,371,30.0,2676768.0
1159,621713,570026,529,10.0,67996.16
1160,621713,680590,409,21.0,129036.9
1161,621729,626127,317,41.87,155304.2
1162,621729,626127,317,43.41,228258.46
1163,621730,560062,365,57.24,435024.0
1164,621730,560067,366,38.22,290472.0
1165,621730,627401,449,25.0,398000.0
1166,621730,670643,582,20.0,176000.0
1167,621730,673303,511,17.0,149600.0
1168,621730,673303,511,33.78,297264.0
1169,621730,676306,481,29.3,565490.0
1170,621730,676306,481,29.7,193050.0
1171,621730,676510,474,39.88,271184.0
1172,621730,683101,482,5.0,47500.009999999995
1173,621730,690518,522,20.0,176000.0
1174,624703,560081,319,39.2,465205.06000000006
1175,624703,560099,329,35.0,217000.0
1176,624703,577006,615,25.0,577499.97
1177,624703,629172,388,39.55,249165.0
1178,624703,671314,505,35.0,2084105.9
1179,624703,686532,305,35.78,236147.99
1180,624703,691334,377,34.79,260925.0
1181,626205,683110,354,39.72,266124.0
1182,631003,627352,634,35.21,267596.02
1183,636016,600026,336,44.78,324654.87
1184,637303,562111,315,36.0,543168.0
1185,637303,673505,363,10.0,264000.0
1186,638052,603112,422,10.0,87768.23999999999
1187,641016,600018,496,24.0,371097.6
1188,641105,635109,333,20.0,266307.2
1189,641105,671319,349,31.0,553040.0
1190,713148,802101,483,763.8,8544783.36
1191,713148,847404,574,925.5,10353753.6
1192,721147,825321,380,25.0,387008.64
1193,736121,732101,376,15.15,48480.0
1194,764047,754212,750,31.0,210800.0
1195,770018,755026,341,34.06,906813.44
1196,781006,826001,1005,43.0,330240.0
1197,781023,785684,339,15.0,282000.02
1198,781023,786602,463,9.5,176320.0
1199,781023,786610,451,25.0,492000.0
1200,781104,787001,367,25.0,155000.0
1201,781313,784163,411,35.1,1603929.6
1202,782402,786001,411,20.0,836775.0
1203,782402,786010,425,10.0,98400.0
1204,782402,787053,428,22.5,227250.0
1205,782402,791111,335,30.0,177000.19
1206,782410,783325,340,3.0,30600.0
1207,782446,783334,479,31.8,267120.0
1208,784101,790104,315,14.0,246786.94
1209,784103,790104,305,15.5,1034672.5499999999
1210,788001,796911,500,30.8,249480.0
1211,791105,791001,376,5.5,130240.0
1212,791123,781006,351,35.0,553000.02
1213,793200,735210,544,30.0,546000.38
