,start_pin,destination_pin,travel_distance,quantity_tons,period,nifty_infra_price,amount
6487,305901,325220,404,10.0,September 2023,6242.85,236250.0
6488,305901,382427,518,31.0,August 2023,5947.0,948600.0
6489,305901,382870,455,30.0,September 2023,6242.85,182344.0
6490,305901,458990,324,30.0,September 2023,6242.85,162656.0
6491,305901,474001,534,65.9,September 2023,6242.85,313025.0
6492,306101,141401,741,42.0,September 2023,6242.85,199500.0
6493,306107,125055,463,5.0,August 2023,5947.0,23750.0
6494,306107,127041,455,41.5,August 2023,5947.0,233437.5
6495,306107,132105,527,1436.0,August 2023,5947.0,276430000.0
6496,306107,132105,527,1518.0,September 2023,6242.85,5313000.0
6497,306107,135021,672,39.27,September 2023,6242.85,211689.66
6498,306107,141015,660,20.0,September 2023,6242.85,112500.0
6499,306107,141115,693,45.0,August 2023,5947.0,1155937.63
6500,306107,147301,666,41.94,August 2023,5947.0,163566.0
6501,306107,203205,528,41.16,August 2023,5947.0,144060.0
6502,306107,281001,436,45.0,September 2023,6242.85,738280.0
6503,306107,301409,320,42.0,September 2023,6242.85,429843.5
6504,306107,301707,386,44.91,September 2023,6242.85,943110.0
6505,306107,312605,316,41.0,September 2023,6242.85,194750.0
6506,306107,322201,309,25.0,August 2023,5947.0,285937.13
6507,306107,344011,353,25.0,August 2023,5947.0,475391.0
6508,306308,122104,445,13.0,September 2023,6242.85,82469.19
6509,306308,125004,422,21.0,August 2023,5947.0,500062.5
6510,306308,125050,666,44.0,August 2023,5947.0,428472.0
6511,306308,131001,554,41.42,September 2023,6242.85,145342.78
6512,306308,131001,554,42.8,September 2023,6242.85,230718.75
6513,306308,202281,667,27.5,August 2023,5947.0,172304.69
6514,306308,250342,658,26.5,August 2023,5947.0,160242.19
6515,306308,283123,562,30.0,September 2023,6242.85,175781.25
6516,306308,334021,326,43.0,August 2023,5947.0,443437.48
6517,306308,335041,494,23.0,August 2023,5947.0,139796.94
6518,306308,344011,418,5.0,August 2023,5947.0,84531.24
6519,306709,151001,574,41.28,August 2023,5947.0,129412.8
6520,306709,151001,574,42.25,September 2023,6242.85,464412.0
6521,306709,301021,380,42.0,August 2023,5947.0,196875.0
6522,306709,301706,389,40.14,August 2023,5947.0,213243.75
6523,306709,314025,391,19.0,August 2023,5947.0,109843.74
6524,306709,325001,311,12.0,September 2023,6242.85,68437.5
6525,306709,334604,360,20.0,September 2023,6242.85,126562.6
6526,306709,335063,505,36.0,September 2023,6242.85,2330437.5
6527,306709,335523,424,6.6,August 2023,5947.0,39084.38
6528,306709,345022,503,15.0,September 2023,6242.85,99140.7
6529,306709,345027,445,15.0,September 2023,6242.85,286406.25
6530,306709,383350,497,30.0,September 2023,6242.85,576562.5
6531,307019,151203,919,41.74,August 2023,5947.0,162786.0
6532,307019,305025,316,5.0,September 2023,6242.85,21875.0
6533,307019,321203,661,32.0,September 2023,6242.85,196500.0
6534,307019,325220,525,7.0,August 2023,5947.0,39156.24
6535,307019,325220,525,12.0,September 2023,6242.85,67125.0
6536,307019,342308,343,35.0,August 2023,5947.0,427109.36
6537,307019,370140,363,10.0,September 2023,6242.85,63281.25
6538,307019,392130,464,30.71,September 2023,6242.85,173703.44
6539,307031,123101,638,263.6,August 2023,5947.0,5640346.74
6540,307031,305801,345,42.0,September 2023,6242.85,239958.18
6541,307031,382250,372,35.47,September 2023,6242.85,216145.31
6542,307031,388245,354,39.73,September 2023,6242.85,173260.14
6543,307031,395007,549,3500.0,September 2023,6242.85,15263290.0
6544,312021,127046,593,20.5,September 2023,6242.85,125882.81
6545,312021,335512,696,25.0,August 2023,5947.0,339545.62
6546,312021,335512,696,38.0,September 2023,6242.85,132137.4
6547,312021,344022,452,42.0,August 2023,5947.0,794062.5
6548,312021,345031,552,32.0,September 2023,6242.85,183500.0
6549,312021,389154,321,35.0,August 2023,5947.0,206117.19
6550,312021,389350,414,22.0,September 2023,6242.85,134371.88
6551,312021,394210,633,39.79,September 2023,6242.85,223818.75
6552,312601,303012,368,23.0,September 2023,6242.85,154422.0
6553,312601,303012,368,39.57,September 2023,6242.85,197850.0
6554,312601,321602,519,5.0,September 2023,6242.85,175468.0
6555,312601,321605,507,25.0,August 2023,5947.0,141016.0
