,start_pin,destination_pin,travel_distance,Quantity (In TON),period,nifty_infra_price,amount,distance_per_ton,route_frequency,avg_route_price,period_dt,year,month,month_sin,month_cos
7614,953,2821,414,15.0,August 2023,5947.0,192000.0,27.6,3,223404.16666666666,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7615,953,2826,392,29.16,September 2023,6242.85,159468.75,13.443072702331962,8,130988.08625,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7616,953,2942,488,35.0,August 2023,5947.0,169531.25,13.942857142857143,2,167935.47,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7617,953,2946,482,32.47,September 2023,6242.85,167423.45,14.84447182014167,12,216653.7225,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7618,953,2989,344,35.0,September 2023,6242.85,198516.0,9.82857142857143,4,168551.265,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7619,953,3931,376,30.0,August 2023,5947.0,454312.5,12.533333333333333,4,264778.125,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7620,953,4671,701,29.78,September 2023,6242.85,162859.38,23.5392881128274,2,182428.13,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7621,953,4749,526,31.77,August 2023,5947.0,163814.06,16.556499842618823,8,249803.755,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7622,953,5105,698,25.0,August 2023,5947.0,124609.38,27.92,1,124609.38,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7623,954,5730,914,252.6,September 2023,6242.85,890552.41,3.6183689627870153,3,2208891.1633333336,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7624,956,2649,325,698.5,August 2023,5947.0,3387173.19,0.4652827487473157,5,3686680.408,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7625,956,2705,371,35.0,August 2023,5947.0,1685698.7,10.6,3,2306854.8266666667,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7626,957,2609,438,20.0,August 2023,5947.0,83197.52,21.9,3,91865.91333333333,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7627,957,4701,698,36.62,September 2023,6242.85,188821.87,19.060622610595303,2,200092.185,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7628,957,4716,514,31.0,August 2023,5947.0,181640.62,16.580645161290324,2,203750.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7629,957,4768,627,34.78,August 2023,5947.0,176617.19,18.02760207015526,1,176617.19,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7630,957,4881,333,15.0,August 2023,5947.0,82031.25,22.2,1,82031.25,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7631,959,2552,606,29.72,August 2023,5947.0,101421.28,20.390309555854643,5,116308.46199999998,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7632,959,2610,449,34.04,September 2023,6242.85,422841.78,13.1903642773208,25,183401.3612,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7633,959,2707,458,15.0,August 2023,5947.0,82266.0,30.533333333333335,1,82266.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7634,959,3892,356,30.7,August 2023,5947.0,139109.0,11.596091205211726,2,151796.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7635,962,2586,444,30.0,August 2023,5947.0,135937.5,14.8,1,135937.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7636,962,2591,438,31.0,August 2023,5947.0,169531.25,14.129032258064516,1,169531.25,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7637,962,2719,535,12.0,September 2023,6242.85,145312.5,44.583333333333336,5,238765.62800000003,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7638,962,2720,555,26.0,September 2023,6242.85,314843.75,21.346153846153847,1,314843.75,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7639,962,2774,344,34.82,September 2023,6242.85,184981.25,9.879379666858128,6,173345.05000000002,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7640,962,4705,441,9.0,September 2023,6242.85,45000.0,49.0,1,45000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7641,962,5720,582,,August 2023,5947.0,113828.13,76.38032565266298,2,110820.315,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7642,962,5767,769,32.0,September 2023,6242.85,367500.0,24.03125,1,367500.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7643,973,3687,681,31.86,September 2023,6242.85,154321.87,21.374764595103578,2,158436.435,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7644,1023,5037,331,39.82,September 2023,6242.85,348425.0,8.312405826217981,5,306348.748,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7645,1023,5053,346,30.28,August 2023,5947.0,151400.0,11.42668428005284,2,167246.87,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7646,1023,5056,333,22.0,August 2023,5947.0,118248.23,15.136363636363637,2,188264.645,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7647,1023,5061,310,39.0,September 2023,6242.85,176718.74,7.948717948717949,1,176718.74,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7648,1023,5411,330,39.8,August 2023,5947.0,186562.5,8.291457286432161,2,186046.87,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7649,1023,5754,408,15.0,September 2023,6242.85,108281.25,27.2,1,108281.25,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7650,1023,5789,312,35.0,September 2023,6242.85,697592.91,8.914285714285715,2,407328.235,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7651,1023,5862,409,34.7,August 2023,5947.0,216875.0,11.786743515850143,1,216875.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7652,1025,5048,316,76.04,August 2023,5947.0,356437.5,4.155707522356654,2,274367.19,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7653,1025,5314,316,25.08,August 2023,5947.0,112392.16,12.599681020733653,85,260750.51082352945,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7654,1025,5314,316,37.98,August 2023,5947.0,170201.6,8.32016850974197,85,260750.51082352945,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7655,1025,5825,377,35.0,August 2023,5947.0,251562.5,10.771428571428572,1,251562.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7656,1026,5098,347,26.0,August 2023,5947.0,838906.25,13.346153846153847,5,4286341.242000001,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7657,1026,5328,367,48.48,September 2023,6242.85,242400.0,7.570132013201321,8,239122.85,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7658,1026,5446,316,48.04,August 2023,5947.0,240200.0,6.577851790174854,2,131283.18,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7659,1026,5463,325,48.24,September 2023,6242.85,244968.75,6.73714759535655,3,332720.8333333333,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7660,1026,5463,325,48.26,September 2023,6242.85,482600.0,6.734355573974306,3,332720.8333333333,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7661,1026,5476,302,47.9,August 2023,5947.0,243242.19,6.304801670146138,2,245728.125,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7662,1026,5830,401,31.0,September 2023,6242.85,291778.38,12.935483870967742,1,291778.38,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7663,1026,5955,510,35.24,September 2023,6242.85,209237.5,14.472190692395005,1,209237.5,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7664,1026,5998,526,41.1,August 2023,5947.0,183023.44,12.798053527980535,1,183023.44,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7665,1027,4425,392,4.0,August 2023,5947.0,21328.8,98.0,1,21328.8,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7666,1027,4486,426,15.0,August 2023,5947.0,89765.63,28.4,2,581347.7549999999,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7667,1027,4531,615,2.0,August 2023,5947.0,12593.75,307.5,1,12593.75,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7668,1028,5309,317,33.79,September 2023,6242.85,122434.69,9.381473808819177,49,183839.89081632654,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7669,1029,4384,364,49.26,August 2023,5947.0,257845.31,7.389362565976452,11,213951.27909090908,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7670,1029,4417,366,3.0,September 2023,6242.85,72287.7,122.0,4,174709.425,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7671,1029,5368,347,39.58,August 2023,5947.0,200992.19,8.767054067710966,5,163575.94199999998,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7672,1029,5454,321,46.14,September 2023,6242.85,223490.63,6.957087126137841,9,264555.38333333336,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7673,1029,5629,317,39.74,September 2023,6242.85,192490.63,7.9768495218923,3,167121.87666666668,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7674,1029,5664,591,39.52,August 2023,5947.0,247000.0,14.954453441295545,2,251562.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7675,1029,5675,630,39.6,August 2023,5947.0,259875.0,15.909090909090908,3,201619.69999999998,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7676,1029,5678,611,37.16,September 2023,6242.85,243862.5,16.442411194833156,4,238021.875,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7677,1029,5704,499,34.62,September 2023,6242.85,227193.75,14.41363373772386,2,223715.625,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7678,1029,5985,547,39.46,September 2023,6242.85,351440.62,13.862138874809935,5,426483.126,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7679,1030,5879,329,34.28,September 2023,6242.85,140601.48,9.597432905484247,3,143838.74333333332,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7680,1030,4554,470,30.0,August 2023,5947.0,159375.0,15.666666666666666,1,159375.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7681,1030,5971,377,34.62,September 2023,6242.85,202851.56,10.889659156556904,5,205604.53,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7682,1037,5860,354,40.26,September 2023,6242.85,172992.19,8.79284649776453,2,190450.78,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7683,1043,5563,408,39.42,September 2023,6242.85,209418.75,10.350076103500761,6,248378.68000000002,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7684,1044,5532,375,26.0,September 2023,6242.85,120290.0,14.423076923076923,4,460887.25,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7685,1048,5126,301,3.1,September 2023,6242.85,21700.0,97.09677419354838,1,21700.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7686,1052,5103,323,33.86,September 2023,6242.85,162686.8,9.539279385705848,5,181182.224,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7687,1063,5240,331,21.0,August 2023,5947.0,401961.0,15.761904761904763,2,217387.1,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7688,1080,5981,335,26.6,August 2023,5947.0,340812.0,12.593984962406015,1,340812.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7689,1086,5706,379,25.0,September 2023,6242.85,287250.0,15.16,1,287250.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7690,1143,6096,354,33.0,August 2023,5947.0,408891.26,10.727272727272727,2,1374789.8050000002,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7691,1143,6835,366,255.6,September 2023,6242.85,1039525.2,1.431924882629108,1,1039525.2,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7692,1143,7109,800,1269.9,August 2023,5947.0,10687478.4,0.629970863847547,1,10687478.4,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7693,1161,6151,314,5.0,September 2023,6242.85,21640.64,62.8,1,21640.64,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7694,1204,6016,423,19.0,August 2023,5947.0,46016.0,22.263157894736842,1,46016.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7695,1237,6257,334,13.0,August 2023,5947.0,144218.88,25.692307692307693,3,1451454.91,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7696,1240,6903,532,25.0,August 2023,5947.0,305910.0,21.28,1,305910.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7697,1244,6416,360,5.0,September 2023,6242.85,20968.76,72.0,1,20968.76,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7698,1261,6550,334,2.0,August 2023,5947.0,15093.76,167.0,1,15093.76,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7699,1262,6599,423,5.0,August 2023,5947.0,37578.12,84.6,1,37578.12,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7700,1262,6612,459,5.0,August 2023,5947.0,37109.38,91.8,2,54648.44,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7701,1267,6643,414,15.0,September 2023,6242.85,807656.25,27.6,4,1275488.2825,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7702,1281,6605,305,15.0,August 2023,5947.0,111328.13,20.333333333333332,1,111328.13,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7703,1283,6517,307,35.0,August 2023,5947.0,256484.55,8.771428571428572,4,187265.72749999998,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7704,1283,6606,415,20.0,September 2023,6242.85,300000.0,20.75,2,245703.125,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7705,1283,6649,428,30.0,August 2023,5947.0,686250.0,14.266666666666667,3,352773.4366666667,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7706,1287,6598,357,5.0,August 2023,5947.0,462656.24,71.4,3,658869.8066666666,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7707,1287,6613,427,20.0,September 2023,6242.85,487500.0,21.35,4,501523.5325,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7708,1305,6498,439,5.0,September 2023,6242.85,39296.9,87.8,1,39296.9,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7709,1312,6491,457,4.35,August 2023,5947.0,32625.0,105.05747126436782,1,32625.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7710,1316,6682,363,11.5,August 2023,5947.0,140156.25,31.565217391304348,8,1422339.9224999999,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7711,1331,6669,376,2.6,September 2023,6242.85,22750.0,144.6153846153846,12,90241.92333333334,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7712,1332,6476,351,30.0,August 2023,5947.0,185154.0,11.7,4,283202.565,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7713,1339,6710,481,26.0,September 2023,6242.85,2199843.75,18.5,2,1125304.685,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7714,1340,6100,652,0.1,September 2023,6242.85,703.12,6520.0,1,703.12,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7715,1340,6113,616,29.87,August 2023,5947.0,289102.18,20.622698359558083,82,411060.63146341464,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7716,1340,6113,616,35.6,August 2023,5947.0,344561.0,17.303370786516854,82,411060.63146341464,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7717,1340,6113,616,35.85,August 2023,5947.0,173559.89,17.182705718270572,82,411060.63146341464,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7718,1340,6556,322,24.0,September 2023,6242.85,148125.12,13.416666666666666,2,155507.935,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7719,1340,6569,459,34.0,September 2023,6242.85,690093.75,13.5,1,690093.75,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7720,1340,6778,330,15.0,September 2023,6242.85,117890.63,22.0,2,80171.875,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7721,1386,7136,423,35.0,September 2023,6242.85,692343.63,12.085714285714285,4,1087085.9075,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7722,1386,7150,483,8.0,August 2023,5947.0,44256.0,60.375,3,339287.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7723,1393,6861,314,10.0,August 2023,5947.0,51562.5,31.4,1,51562.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7724,1393,7037,390,386.4,August 2023,5947.0,3612840.0,1.0093167701863355,1,3612840.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7725,1393,7057,374,15.0,August 2023,5947.0,79453.12,24.933333333333334,1,79453.12,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7726,1393,7136,480,392.4,September 2023,6242.85,8240400.0,1.2232415902140674,1,8240400.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7727,1397,6910,350,849.0,September 2023,6242.85,6072516.64,0.4122497055359246,2,4077878.11,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7728,1397,7123,348,654.0,August 2023,5947.0,5487511.26,0.5321100917431193,1,5487511.26,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7729,1397,7142,450,960.0,August 2023,5947.0,8055062.4,0.46875,1,8055062.4,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7730,1402,6101,698,593.1,August 2023,5947.0,4193217.0,1.176867307368066,1,4193217.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7731,1402,6840,436,191.7,August 2023,5947.0,1510979.4,2.2743870631194576,2,2266469.0999999996,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7732,1402,7116,514,593.1,September 2023,6242.85,4193217.0,0.8666329455403811,2,3494347.5,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7733,1404,6886,337,35.0,August 2023,5947.0,140000.0,9.628571428571428,2,209500.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7734,1404,7022,622,554.1,August 2023,5947.0,6649200.0,1.1225410575708354,1,6649200.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7735,1404,7123,522,329.5,September 2023,6242.85,1318000.0,1.5842185128983308,3,1745333.3333333333,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7736,1406,6864,401,264.0,September 2023,6242.85,763114.31,1.518939393939394,2,789687.94,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7737,1414,7127,350,8.0,September 2023,6242.85,109625.0,43.75,1,109625.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7738,1,3235,889,0.25,August 2023,5947.0,45500.0,3556.0,1,45500.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7739,3,6743,2224,26.75,September 2023,6242.85,174945.0,83.14018691588785,1,174945.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7740,17,2702,1288,38.5,September 2023,6242.85,254870.0,33.45454545454545,3,285916.6666666667,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7741,42,208,311,1.0,August 2023,5947.0,5078.12,311.0,1,5078.12,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7742,42,239,328,41.0,September 2023,6242.85,145248.91,8.0,3,282231.61666666664,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7743,42,243,430,35.0,September 2023,6242.85,514171.88,12.285714285714286,3,306054.6866666667,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7744,42,306,353,20.0,August 2023,5947.0,3129375.0,17.65,2,1577687.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7745,42,343,302,12.0,August 2023,5947.0,58125.0,25.166666666666668,7,498314.39,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7746,42,363,486,33.0,September 2023,6242.85,124069.69,14.727272727272727,1,124069.69,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7747,42,372,332,19.0,August 2023,5947.0,179609.38,17.473684210526315,8,677121.95375,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7748,43,1275,363,6.0,September 2023,6242.85,33094.0,60.5,1,33094.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7749,55,249,330,40.0,August 2023,5947.0,229177.6,8.25,1,229177.6,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7750,60,948,438,263.6,September 2023,6242.85,8248155.76,1.661608497723824,3,14987286.673333332,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7751,60,1032,397,33.53,September 2023,6242.85,183367.19,11.840143155383238,5,158613.59399999998,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7752,66,508,749,6.5,September 2023,6242.85,65000.0,115.23076923076923,1,65000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7753,75,1019,347,7.5,September 2023,6242.85,36328.5,46.266666666666666,2,157812.685,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7754,87,463,328,3.0,August 2023,5947.0,18890.62,109.33333333333333,1,18890.62,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7755,88,469,372,20.0,August 2023,5947.0,124375.0,18.6,5,111714.99799999999,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7756,88,488,432,4.95,September 2023,6242.85,35423.44,87.27272727272727,6,116402.59500000002,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7757,109,504,713,8.0,August 2023,5947.0,49375.0,89.125,1,49375.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7758,110,501,803,,September 2023,6242.85,75000.0,76.38032565266298,1,75000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7759,122,503,504,23.75,September 2023,6242.85,146582.03,21.221052631578946,2,74833.985,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7760,128,484,309,29.0,September 2023,6242.85,1151300.0,10.655172413793103,7,488742.85714285716,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7761,128,486,414,19.0,September 2023,6242.85,1516200.0,21.789473684210527,10,2302885.4689999996,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7762,128,486,414,29.75,September 2023,6242.85,240975.0,13.915966386554622,10,2302885.4689999996,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7763,132,464,320,9.0,August 2023,5947.0,58359.38,35.55555555555556,3,93984.37666666666,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7764,139,465,325,2.0,September 2023,6242.85,13125.0,162.5,1,13125.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7765,143,509,316,11.0,August 2023,5947.0,77343.2,28.727272727272727,2,58202.85,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7766,171,1114,390,42.0,September 2023,6242.85,261843.75,9.285714285714286,1,261843.75,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7767,174,649,354,20.0,September 2023,6242.85,101875.0,17.7,1,101875.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7768,174,1114,412,20.0,September 2023,6242.85,516248.0,20.6,4,380538.1875,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7769,178,1261,345,15.0,September 2023,6242.85,293203.1,23.0,2,227070.28999999998,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7770,192,927,389,20.0,September 2023,6242.85,118750.0,19.45,2,132617.19,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7771,192,1103,316,3.0,August 2023,5947.0,28175.64,105.33333333333333,3,119955.42,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7772,202,594,354,12.5,August 2023,5947.0,72656.25,28.32,2,209531.325,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7773,202,802,326,18.0,August 2023,5947.0,225000.0,18.11111111111111,3,273020.86666666664,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7774,212,902,468,15.0,August 2023,5947.0,60859.38,31.2,1,60859.38,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7775,212,906,446,30.0,September 2023,6242.85,117187.5,14.866666666666667,3,377604.17,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7776,224,914,348,15.0,September 2023,6242.85,2188828.95,23.2,3,822409.16,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7777,224,1109,318,10.0,August 2023,5947.0,248750.2,31.8,1,248750.2,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7778,239,581,310,7.0,September 2023,6242.85,192628.06,44.285714285714285,10,458460.947,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7779,239,1188,313,21.0,August 2023,5947.0,731718.74,14.904761904761905,4,352210.935,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7780,239,1203,311,17.0,August 2023,5947.0,892500.0,18.294117647058822,1,892500.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7781,249,655,477,19.0,August 2023,5947.0,427500.0,25.105263157894736,7,1455667.2257142856,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7782,249,674,364,42.0,September 2023,6242.85,231000.0,8.666666666666666,1,231000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7783,249,1302,580,16.0,August 2023,5947.0,88000.0,36.25,1,88000.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7784,250,815,428,25.0,September 2023,6242.85,203125.01,17.12,1,203125.01,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7785,273,437,544,0.5,September 2023,6242.85,25000.0,1088.0,1,25000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7786,304,770,490,42.0,August 2023,5947.0,500220.0,11.666666666666666,1,500220.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7787,312,1171,588,40.0,August 2023,5947.0,196875.0,14.7,1,196875.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7788,320,1500,655,2.5,September 2023,6242.85,15937.0,262.0,1,15937.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7789,321,997,374,10.0,September 2023,6242.85,56250.0,37.4,1,56250.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7790,321,1007,343,17.5,September 2023,6242.85,735000.0,19.6,1,735000.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7791,324,604,328,20.0,September 2023,6242.85,230624.0,16.4,2,179609.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7792,335,1772,321,21.0,August 2023,5947.0,382593.96,15.285714285714286,2,330164.205,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7793,341,1538,312,11.8,September 2023,6242.85,65407.0,26.440677966101692,3,66822.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7794,343,914,836,313.5,August 2023,5947.0,1489125.0,2.6666666666666665,2,1997002.5,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7795,343,1502,328,42.0,September 2023,6242.85,190312.5,7.809523809523809,2,201406.25,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7796,343,1612,344,24.0,September 2023,6242.85,132375.0,14.333333333333334,1,132375.0,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
7797,343,2392,749,42.0,August 2023,5947.0,2669100.0,17.833333333333332,1,2669100.0,2023-08-01,2023,8,-0.8660254037844384,-0.5000000000000004
7798,343,3260,391,32.0,September 2023,6242.85,347500.0,12.21875,3,184192.79333333333,2023-09-01,2023,9,-1.0,-1.8369701987210297e-16
