start_pin,destination_pin,bharat_sir_eway_data_apr23_may23_020424.origin_from_state,bharat_sir_eway_data_apr23_may23_020424.destination_from_state,bharat_sir_eway_data_apr23_may23_020424.rtn_period,travel_distance,bharat_sir_eway_data_apr23_may23_020424.transport_mode,bharat_sir_eway_data_apr23_may23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_apr23_may23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_apr23_may23_020424.total_tax,bharat_sir_eway_data_apr23_may23_020424.ewbs_count,bharat_sir_eway_data_apr23_may23_020424.supplier_gstin_cnt,Cost pre Km per TON,Average(Cost/KM/TON)
335804,141015,8,3,202304,304,1,@2523,38,MTS,38,186200,52136,1,1,16.11842105,
335804,143301,8,3,202304,323,1,@2523,17,MTS,17,108109,30270.52,1,1,19.6883992,
335804,143521,8,3,202305,405,1,@2523,42,MTS,42,5039211.61,1410979.25,23,1,296.2499477,
335804,144001,8,3,202305,313,1,@2523,45.46,MTS,45.46,245057.59,68616.13,1,1,17.22242845,
335804,145027,8,3,202304,442,1,@2523,20,MTS,20,118437.5,33162.5,1,1,13.39790724,
341026,203207,8,9,202304,591,1,@2523,40.92,TON,40.92,139513.79,39063.86,1,1,5.76891355,
341026,203207,8,9,202304,591,1,@2523,43.34,TON,43.34,2659762.98,744733.62,18,1,103.840447,
341026,301001,8,8,202305,410,1,@2523,20,TON,20,113750,31850,1,1,13.87195122,
341026,301702,8,8,202304,451,1,@2523,10,TON,10,113906.24,31893.76,2,1,25.25637251,
341026,321024,8,8,202305,464,1,@2523,30,TON,30,166875,46725,1,1,11.98814655,
341026,321606,8,8,202304,414,1,@2523,34,TON,34,297500,83300,2,1,21.1352657,
341026,345028,8,8,202305,316,1,@2523,43,TON,43,1038046.84,290653.16,5,1,76.39438034,
342606,141008,8,3,202304,892,1,@2523,28,MTS,28,1099019.22,307725.39,3,1,44.00301169,
342606,160101,8,4,202305,814,1,@2523,10,MTS,10,134004.6,75775.09,1,1,16.46248157,
342606,284002,8,9,202305,708,1,@2523,17,MTS,17,465426,130319.29,2,1,38.66949153,
342606,396126,8,24,202305,882,1,@2523,35,MTS,35,886979.82,248354.36,2,1,28.73274441,
342606,532401,8,37,202305,1922,1,@2523,28,MTS,28,2820584.48,789763.66,7,1,52.41163371,
342606,700071,8,19,202305,1838,2,@2523,27.3,MTS,27.3,691909.12,193734.56,2,1,13.78925811,
342902,124106,8,6,202305,491,1,@2523,21,TON,21,130200,36456,1,1,12.62729124,
342902,301701,8,8,202304,365,1,@2523,11.77,TON,11.77,117769.47,32975.46,1,1,27.41343094,
342902,382110,8,24,202305,543,1,@2523,26,TON,26,328439.27,91963,1,1,23.26386669,
342902,394221,8,24,202304,801,1,@2523,2.5,TON,2.5,79928.34,74595.76,2,1,39.91427715,
342902,457001,8,23,202305,510,1,@2523,5,TON,5,205500,214536,5,1,80.58823529,
342902,768006,8,21,202304,1845,2,@2523,24,TON,24,460800,129024,2,1,10.40650407,
342902,781101,8,18,202305,2141,1,@2523,32,TON,32,2033384.8,569347.75,5,1,29.67925035,
343041,334601,8,8,202304,600,1,@2523,800,BAG,40,237500,66500,1,1,9.895833333,
360002,396195,24,24,202304,536,1,@2523,700,Nos,,925312.5,259087.5,9,1,,
360021,385565,24,24,202304,365,1,@2523,140,BAG,7,21328,5972,1,1,8.347553816,
360311,385570,24,24,202304,345,1,@2523,30,MTS,30,338437.48,94762.52,2,1,32.69927343,
360311,391740,24,24,202304,315,1,@2523,40.39,MTS,40.39,227193.74,63614.26,1,1,17.85714207,
360560,363330,24,24,202304,329,1,@2523,20,MTS,20,8198437.5,2295562.5,66,1,1245.963146,
360560,380005,24,24,202305,395,1,@2523,41.24,MTS,41.24,244862.5,68561.5,1,1,15.03164557,
360560,382418,24,24,202305,402,1,@2523,30.3,MTS,30.3,177539.06,49710.94,1,1,14.5755595,
360560,382421,24,24,202305,407,1,@2523,39.3,MTS,39.3,233343.74,65336.26,1,1,14.58845146,
360560,382421,24,24,202305,407,1,@2523,39.45,MTS,39.45,231152.34,64722.66,1,1,14.39649854,
360560,382426,24,24,202304,392,1,@2523,34.83,MTS,34.83,201360.94,56381.06,1,1,14.74808692,
360560,391135,24,24,202304,514,1,@2523,30,MTS,30,339375,95025,2,1,22.00875486,
360560,391155,24,24,202304,525,1,@2523,11,MTS,11,67374.96,18865.04,1,1,11.66665974,
360560,396191,24,24,202304,705,1,@2523,34.73,MTS,34.73,198069.54,55459.46,1,1,8.089539364,
361140,382427,24,24,202305,337,1,@2523,12,MTS,12,65874.48,0,2,1,16.2894362,
361140,390021,24,24,202305,406,1,@2523,20,MTS,20,116250,32550,1,1,14.31650246,
361345,364140,24,24,202304,452,1,@2523,24.3,TON,24.3,138586.06,38804.1,1,1,12.61754434,
361345,364240,24,24,202304,411,1,@2523,19.9,TON,19.9,113492.29,31777.84,1,1,13.87622908,
361345,370485,24,24,202304,461,1,@2523,10,TON,10,506875.2,141925.04,9,1,109.9512364,
361345,383434,24,24,202305,609,1,@2523,10,TON,10,55468.8,15531.26,1,1,9.10817734,
361345,385566,24,24,202304,526,1,@2523,25.7,TON,25.7,576242.32,161347.84,4,1,42.62714858,
361345,388540,24,24,202304,495,1,@2523,5,TON,5,27968.75,7831.26,1,1,11.30050505,
362275,370415,24,24,202304,469,1,@2523,29.46,MTS,29.46,117839.8,32995.2,1,1,8.528770173,
362715,380004,24,24,202305,448,1,@2523,35,TON,35,582421.86,163078.14,3,1,37.14425128,
362715,380059,24,24,202304,444,1,@2523,31.4,TON,31.4,181531.24,50828.76,1,1,13.02083262,
362715,389220,24,24,202305,607,1,@2523,24,TON,24,761250,213150,5,1,52.25494234,
362715,395007,24,24,202304,690,4,@2523,31.72,TON,31.72,0,0,3,1,0,
362715,395007,24,24,202305,690,4,@2523,35.84,TON,35.84,0,0,1,1,0,
362715,410206,24,27,202305,962,1,@2523,28.68,TON,28.68,595301.34,166684.38,6,1,21.57658165,
362715,410206,24,27,202305,962,1,@2523,29.38,TON,29.38,2236046.78,626093.16,22,1,79.11412363,
362715,410206,24,27,202305,962,1,@2523,30.98,TON,30.98,381186.63,106732.26,3,1,12.79031304,
362715,410206,24,27,202305,962,1,@2523,32.68,TON,32.68,1072277.12,300237.6,8,1,34.10750247,
362715,410206,24,27,202304,962,4,@2523,34.44,TON,34.44,5305030.03,1485408.29,37,1,160.1214933,
362725,361280,24,24,202304,301,1,@2523,6,TON,6,41250,11550,1,1,22.84053156,
362725,389210,24,24,202304,596,1,@2523,5,TON,5,35312.5,9887.5,1,1,11.84983221,
362725,391520,24,24,202304,533,1,@2523,10,TON,10,66875,18725,1,1,12.54690432,
365410,390004,24,24,202305,327,1,@2523,560,BAG,28,177189.6,49613.08,1,1,19.35229358,
365540,363630,24,24,202304,315,1,@2523,5,MTS,5,32734.4,9165.64,1,1,20.78374603,
365540,395007,24,24,202304,538,4,@2523,1644,MTS,1644,4621974.48,0,1,1,5.225687732,
365541,388245,24,24,202305,418,1,@2523,41.99,MTS,41.99,125970,0,1,1,7.177033493,
365541,388245,24,24,202305,418,1,@2523,43.14,MTS,43.14,129420,0,1,1,7.177033493,
365560,361010,24,24,202304,327,1,@2523,17,MTS,17,218609.46,61210.66,2,1,39.3253211,
365560,361305,24,24,202305,338,1,@2523,33,MTS,33,172844.1,0,1,1,15.49615385,
365560,380060,24,24,202305,316,1,@2523,29.65,MTS,29.65,178363.43,49941.78,1,1,19.03680385,
365560,382421,24,24,202305,322,1,@2523,29.46,MTS,29.46,177220.46,49621.74,1,1,18.68208077,
365560,392012,24,24,202304,434,1,@2523,29.36,MTS,29.36,166641.49,0,1,1,13.07788034,
370201,392140,24,24,202304,448,1,@2523,100,KGS,0.1,1800,7912.8,1,1,40.17857143,
370511,344702,24,8,202305,597,1,@2523,35,MTS,35,397578,111322,2,1,19.02742283,
370511,360370,24,24,202304,474,1,@2523,12,MTS,12,89062,0,1,1,15.65787623,
370511,382355,24,24,202304,512,1,@2523,35.75,MTS,35.75,206679.69,57870.32,1,1,11.29150404,
370511,382424,24,24,202304,497,1,@2523,36.87,MTS,36.87,2094672,586506,10,1,114.3105992,
370511,382430,24,24,202304,505,1,@2523,5,MTS,5,56640.65,15859.4,2,1,22.43194059,
370511,382433,24,24,202304,517,1,@2523,5,MTS,5,54687.5,15312.52,2,1,21.155706,
370511,384151,24,24,202305,476,1,@2523,20,MTS,20,121406,33994,1,1,12.75273109,
370511,387560,24,24,202304,521,1,@2523,35.9,MTS,35.9,207546.88,58113.14,1,1,11.0964494,
370511,388245,24,24,202304,591,1,@2523,41.3,MTS,41.3,112377.3,0,1,1,4.604060914,
370511,389330,24,24,202305,637,1,@2523,10,MTS,10,66250,18550,1,1,10.40031397,
370511,391775,24,24,202304,601,1,@2523,41,MTS,41,460609.58,128970.7,2,1,18.69281198,
370511,396230,24,24,202305,869,1,@2523,17,MTS,17,95226,26664,1,1,6.44594869,
380007,370450,24,24,202305,414,1,@2523,705,BAG,35.25,274950,76986,1,1,18.84057971,
388245,396125,24,24,202304,311,1,@2523,35.6,MTS,35.6,211375,59185,1,1,19.09163987,
390004,400607,24,27,202305,394,1,@2523,375,bag,18.75,104867.52,30572.51,1,1,14.19526497,
390019,370155,24,24,202305,371,1,@2523,700,BAG,35,228900,64092,1,1,17.62803235,
394325,305901,24,8,202305,749,1,@2523,40,MTS,40,360000,100800,2,1,12.01602136,
395006,370001,24,24,202304,590,1,@2523,525,BAG,26.25,164062.5,45937.5,1,1,10.59322034,
400707,492005,23,22,202304,1164,1,@2523,660,BAG,33,1302463.8,364689.87,3,1,33.90773196,
401209,560038,27,29,202304,1040,1,@2523,510,BAG,25.5,1162800,325584,6,1,43.84615385,
412105,431602,27,27,202305,446,1,@2523,500,BAG,25,1740000,487200,12,1,156.0538117,
412219,425003,27,27,202304,433,1,@2523,40,MTS,40,320000,0,2,1,18.47575058,
413215,422605,27,27,202305,338,1,@2523,25,TON,25,733642.19,0,7,1,86.82156095,
425309,422403,27,27,202304,302,1,@2523,33.2,MTS,33.2,193493.58,54178.2,1,1,19.2984102,
431206,413304,27,27,202305,356,1,@2523,292,BAG,14.6,85307.8,23886.18,1,1,16.41292135,
431515,411042,27,27,202304,348,1,@2523,10,MTS,10,108000,0,2,1,31.03448276,
442502,480441,27,23,202305,306,1,@2523,30,TON,30,128906.25,36093.75,1,1,14.04207516,
442908,422103,27,27,202304,718,1,@2523,30.38,MTS,30.38,163767.34,45854.86,1,1,7.507841253,
442908,431006,27,27,202304,563,1,@2523,40.33,TON,40.33,207951.56,58226.44,1,1,9.158525645,
442908,431109,27,27,202304,624,1,@2523,17,MTS,17,193906.42,54293.8,2,1,18.27926282,
442908,431505,27,27,202305,391,1,@2523,29.22,TON,29.22,145186.88,40652.32,1,1,12.70780095,
442908,444810,27,27,202304,352,1,@2523,32,TON,32,350000,98000,2,1,31.07244318,
442916,431206,27,27,202304,551,1,@2523,29.52,MTS,29.52,156825,43911,1,1,9.641560799,
442916,431516,27,27,202304,388,1,@2523,16,MTS,16,87250,24430,1,1,14.05444588,
442917,422605,27,27,202304,679,1,@2523,15,MTS,15,89062.5,24937.5,1,1,8.744477172,
442917,444601,27,27,202304,320,1,@2523,32.54,MTS,32.54,155469.61,0,1,1,14.93062481,
442917,460001,27,23,202304,359,1,@2523,39.38,MTS,39.38,203053.13,56854.88,1,1,14.36281372,
454446,392012,23,24,202304,311,1,@2523,41.17,MTS,41.17,255382.86,71507.21,1,1,19.94575546,
454446,392012,23,24,202305,311,1,@2523,42.4,MTS,42.4,228562.71,63997.56,1,1,17.33321528,
454446,392140,23,24,202305,309,1,@2523,3.34,MTS,3.34,18004.67,5041.31,1,1,17.44537139,
454446,394150,23,24,202304,347,1,@2523,40.56,MTS,40.56,237656.45,66543.81,1,1,16.88582113,
454446,394230,23,24,202304,418,1,@2523,9.62,MTS,9.62,51406.88,14393.93,1,1,12.78409215,
454446,394270,23,24,202305,451,1,@2523,41.25,MTS,41.25,496289.48,138961.06,2,1,26.67685171,
454446,394317,23,24,202304,409,1,@2523,41.44,MTS,41.44,238851.87,66878.53,1,1,14.09242042,
454446,395006,23,24,202304,359,1,@2523,34.84,MTS,34.84,215028.3,60207.93,1,1,17.19186636,
454446,395006,23,24,202305,359,1,@2523,41.15,MTS,41.15,244328.13,68411.88,1,1,16.53899755,
454446,395009,23,24,202304,431,1,@2523,41.17,MTS,41.17,244446.88,68445.13,1,1,13.77610237,
454446,395010,23,24,202304,418,1,@2523,40.05,MTS,40.05,234668.17,65707.09,1,1,14.01765556,
454446,395023,23,24,202304,425,1,@2523,4.68,MTS,4.68,25959.35,7268.62,1,1,13.05145802,
454446,465691,23,23,202304,340,1,@2523,41,MTS,41,866765.83,242694.48,4,1,62.17832353,
454446,473110,23,23,202305,411,1,@2523,28,MTS,28,158812.64,44467.54,1,1,13.80019465,
454446,473110,23,23,202305,411,1,@2523,41,MTS,41,624609.99,174890.82,3,1,37.06664234,
454446,392140,27,24,202305,322,1,@2523,39.4,MTS,39.4,221625,62055,1,1,17.4689441,
454660,464001,23,23,202304,339,1,@2523,16,MTS,16,102528,0,1,1,18.90265487,
454660,464770,23,23,202305,438,1,@2523,4,MTS,4,21938,6142.5,1,1,12.5216895,
457001,457887,23,23,202305,310,1,@2523,31.6,TON,31.6,168122,52138,1,1,17.16231115,
458470,455223,23,23,202304,358,1,@2523,27,MTS,27,460687.5,128992.5,3,1,47.66061453,
458470,473331,23,23,202304,537,1,@2523,10,MTS,10,48089.4,0,1,1,8.955195531,
475001,457001,23,23,202304,770,1,@2523,7.5,TON,7.5,88359.38,24740.62,2,1,15.30032554,
475001,457114,23,23,202305,530,1,@2523,15,TON,15,87656.24,24543.76,1,1,11.02594214,
483880,227409,23,9,202304,393,2,@2523,817.02,TON,817.02,5117988.12,1433036.68,2,1,15.93947582,
485005,209859,23,9,202305,306,1,@2523,29.22,TON,29.22,299505,83861.4,2,1,33.49673203,
485005,223222,23,9,202305,342,2,@2523,260.6,TON,260.6,968843.04,271276.05,1,1,10.87058475,
485005,229001,23,9,202305,301,1,@2523,28.38,TON,28.38,317501.26,88900.34,2,1,37.16777526,
485005,229001,23,9,202304,301,1,@2523,34.54,TON,34.54,761814.24,213307.98,6,1,73.27574751,
485005,284403,23,9,202304,371,1,@2523,31,TON,31,8368550.44,2343194.32,64,1,727.6367655,
485111,208022,23,9,202305,339,2,@2523,69.9,MTS,69.9,1114031.25,311928.75,3,1,47.01327434,
485111,208022,23,9,202305,339,2,@2523,699,MTS,699,9462712.5,2649559.5,3,1,39.93362832,
485111,271001,23,9,202305,427,2,@2523,65.9,MTS,65.9,308082.5,86263.1,1,1,10.94847775,
485111,273303,23,9,202304,490,1,@2523,41.83,MTS,41.83,186274.43,52156.84,1,1,9.088020511,
485111,277001,23,9,202304,430,1,@2523,11,MTS,11,57337.5,16054.5,1,1,12.12209302,
485111,821108,23,10,202304,375,1,@2523,28.98,MTS,28.98,185653.13,51982.87,1,1,17.08333379,
485111,822113,23,20,202305,468,1,@2523,41.99,MTS,41.99,177145.31,49600.68,1,1,9.01442295,
485771,208002,23,9,202304,369,1,@2523,15,MTS,15,56250,15750,1,1,10.16260163,
485771,221008,23,9,202304,308,1,@2523,36.16,MTS,36.16,144639.8,40499.2,1,1,12.98699503,
485771,229001,23,9,202304,334,1,@2523,27,MTS,27,342827.25,95991.75,3,1,38.0158849,
485771,232103,23,9,202304,339,1,@2523,31.96,MTS,31.96,127839.8,35795.2,1,1,11.79939157,
485771,232104,23,9,202304,325,1,@2523,32.18,MTS,32.18,128720.4,36041.6,1,1,12.30773055,
485771,232104,23,9,202305,325,1,@2523,41.06,MTS,41.06,164239.8,45987.2,1,1,12.30767732,
485771,232118,23,9,202304,352,1,@2523,30.34,MTS,30.34,121360.2,33980.8,1,1,11.36365509,
485771,821105,23,10,202305,341,1,@2523,30.26,MTS,30.26,121039.8,33891.2,1,1,11.7301859,
485771,821105,23,10,202304,341,1,@2523,32.1,MTS,32.1,256800,71904,2,1,23.46041056,
485771,821105,23,10,202304,341,1,@2523,36.48,MTS,36.48,145920.4,40857.6,1,1,11.73023743,
485771,821105,23,10,202304,341,1,@2523,43.84,MTS,43.84,175360.2,49100.8,1,1,11.73021866,
485772,226001,23,9,202304,456,1,@2523,34.44,MTS,34.44,187291.61,52441.66,1,1,11.92587732,
485772,274802,23,9,202304,631,2,@2523,150,MTS,150,867187.5,242812.5,1,1,9.162044374,
485772,853201,23,10,202304,774,2,@2523,2483.2,MTS,2483.2,14938012.42,4182643.48,1,1,7.772131785,
485773,222129,23,9,202305,353,1,@2523,28.56,MTS,28.56,156160.16,43724.84,1,1,15.48949778,
485773,229001,23,9,202304,353,1,@2523,42.09,MTS,42.09,183319.37,51329.42,1,1,12.33828293,
485773,461111,23,23,202304,450,1,@2523,19,MTS,19,81640.62,22859.38,1,1,9.548610526,
485773,464228,23,23,202305,376,1,@2523,35,MTS,35,390468.76,109331.24,2,1,29.67087842,
485773,481001,23,23,202305,388,1,@2523,35,MTS,35,435054.18,60637.52,4,1,32.03639028,
486450,209870,23,9,202304,514,1,@2523,40.97,MTS,40.97,231736.56,64886.24,1,1,11.00437731,
486450,226010,23,9,202304,558,1,@2523,29.99,MTS,29.99,171036.87,47890.33,1,1,10.22066316,
486450,230129,23,9,202305,336,1,@2523,29.12,MTS,29.12,170625.15,47775.05,1,1,17.4386314,
486450,230204,23,9,202304,322,1,@2523,29.28,MTS,29.28,165615,46372.2,1,1,17.56599379,
486450,284003,23,9,202304,320,2,@2523,392.4,MTS,392.4,2052169.6,574607.49,1,1,16.34309378,
486450,470119,23,23,202305,383,1,@2523,29.9,MTS,29.9,156507.96,43822.24,1,1,13.66678834,
486450,824101,23,10,202305,400,1,@2523,29.98,MTS,29.98,192059.38,53776.63,1,1,16.01562542,
486776,224238,23,9,202305,437,1,@2523,41.94,MTS,41.94,1258200,352296,10,1,68.64988558,
486776,470119,23,23,202305,415,1,@2523,21,MTS,21,113531.25,31788.76,1,1,13.02710843,
486776,470673,23,23,202305,331,1,@2523,9,MTS,9,196031.34,54888.8,4,1,65.80441088,
486776,472001,23,23,202305,316,1,@2523,12,MTS,12,130500,36540,2,1,34.41455696,
486776,472336,23,23,202305,342,1,@2523,24,MTS,24,128625.12,36015.04,1,1,15.67070175,
486776,472445,23,23,202305,325,1,@2523,30,MTS,30,971719.2,272081.4,6,1,99.66350769,
488441,271503,23,9,202304,494,1,@2523,29.88,TON,29.88,119053.12,33334.88,1,1,8.065536099,
488441,462001,23,23,202304,361,1,@2523,33,TON,33,167578.12,46921.88,1,1,14.06682784,
488441,463106,23,23,202304,346,1,@2523,30,TON,30,167343.75,46856.26,1,1,16.12174855,
488441,473331,23,23,202304,360,1,@2523,35,TON,35,455962.48,0,2,1,36.18749841,
488441,473446,23,23,202304,343,1,@2523,35,TON,35,155859.38,43640.62,1,1,12.98287214,
488441,480994,23,23,202304,306,1,@2523,5,TON,5,25156.25,7043.76,1,1,16.44199346,
490024,721301,22,19,202305,742,2,@2523,786,TON,786,1847520.51,517305.74,1,1,3.167836927,
490024,764059,22,21,202304,370,1,@2523,34,TON,34,535418.4,149917.14,6,1,42.56108108,
490036,770016,21,21,202305,423,1,@2523,500,BAG,25,227343.75,63656.26,2,2,21.49822695,
490036,481990,22,23,202304,353,1,@2523,32,MTS,32,167500,46900,1,1,14.82825779,
490036,484334,22,23,202304,357,1,@2523,27,MTS,27,133523.44,37386.56,1,1,13.85241623,
490036,484661,22,23,202305,405,1,@2523,23,MTS,23,113921.87,31898.12,1,1,12.22993773,
490036,713369,22,19,202305,940,1,@2523,41.64,MTS,41.64,135330,37892.4,1,1,3.457446809,
490036,721101,22,19,202305,749,1,@2523,35.18,MTS,35.18,117853,32998.84,1,1,4.472630174,
490036,754295,22,21,202304,556,1,@2523,31.52,MTS,31.52,69825.63,19551.18,1,1,3.984316798,
490036,770031,22,21,202304,532,1,@2523,34.66,MTS,34.66,112645,31540.6,1,1,6.109022556,
490036,835233,22,20,202305,575,1,@2523,31,MTS,31,153062.5,42857.5,1,1,8.586956522,
492001,400042,22,27,202305,1135,1,@2523,492,BAG,24.6,137760,38572.8,1,1,4.933920705,
492001,413201,22,27,202305,907,1,@2523,580,BAG,29,172260,48232.8,1,1,6.549062845,
492001,431802,22,27,202305,601,1,@2523,560,BAG,28,166320,46569.6,1,1,9.883527454,
492001,482005,22,23,202304,370,1,@2523,340,BAG,17,53125,14875,1,1,8.445945946,
492001,721101,22,19,202305,742,2,@2523,420,TON,420,1396637.12,391058.39,1,1,4.48157207,
492003,494661,22,22,202304,303,1,@2523,26,MTS,26,262843.74,73596.24,2,1,33.36427266,
493116,496118,22,22,202304,379,1,@2523,30,MTS,30,3302346,924657,23,1,290.4437995,
493116,764059,22,21,202304,367,1,@2523,26,MTS,26,529819.42,148349.47,5,1,55.52498638,
493118,441918,22,27,202304,347,1,@2523,30,MTS,30,433594,121406.32,3,1,41.65168108,
493118,754029,22,21,202304,529,1,@2523,24.74,MTS,24.74,123700,34636,2,1,9.451795841,
493118,754029,22,21,202305,529,1,@2523,30.24,MTS,30.24,151200,42336,2,1,9.451795841,
493118,765001,22,21,202305,448,1,@2523,25,MTS,25,175000,49000,2,1,15.625,
493118,768222,22,21,202305,310,1,@2523,30,MTS,30,1321875.5,370125.14,9,1,142.1371505,
493118,824101,22,10,202305,544,1,@2523,30.57,MTS,30.57,229275,64197,3,1,13.78676471,
493118,824101,22,10,202305,544,1,@2523,33.43,MTS,33.43,83575,23401,1,1,4.595588235,
493118,824101,22,10,202305,544,1,@2523,41.08,MTS,41.08,410800,115024,4,1,18.38235294,
493118,824101,22,10,202305,544,1,@2523,41.51,MTS,41.51,207550,58114,2,1,9.191176471,
493118,825301,22,20,202304,656,1,@2523,31.03,MTS,31.03,108605,30409.4,1,1,5.335365854,
493195,766027,22,21,202305,343,1,@2523,28.86,MTS,28.86,148809.38,41666.63,1,1,15.03279934,
493195,769001,22,21,202305,530,1,@2523,35,MTS,35,828515.8,231984.43,4,1,44.66392453,
493196,494771,22,22,202304,310,1,@2523,15,MTS,15,77109.45,21590.66,1,1,16.58267742,
493196,822121,22,20,202304,499,1,@2523,31,MTS,31,434000,121520,4,1,28.05611222,
493196,824101,22,10,202304,572,1,@2523,39.73,MTS,39.73,99325,27811,1,1,4.370629371,
493331,711302,22,19,202305,802,1,@2523,29.76,TON,29.76,188577.7,52801.76,1,1,7.901017785,
493331,711302,22,19,202305,802,1,@2523,35.87,TON,35.87,227294.42,63642.44,1,1,7.901017598,
493331,767030,22,21,202304,323,1,@2523,5,TON,5,20570.31,5759.69,1,1,12.73703406,
493332,483113,22,23,202305,404,1,@2523,36,MTS,36,183375,51345,1,1,12.60829208,
493332,487118,22,23,202305,426,1,@2523,18,MTS,18,92531.25,25908.75,1,1,12.06719484,
493332,755026,22,21,202304,574,1,@2523,34.53,MTS,34.53,122956.15,34427.72,1,1,6.203571403,
493332,758035,22,21,202304,514,1,@2523,32,MTS,32,145000,40600,1,1,8.815661479,
493332,762026,22,21,202305,343,1,@2523,33.19,MTS,33.19,140020.31,39205.69,1,1,12.29956246,
493332,766014,22,21,202304,331,1,@2523,25,MTS,25,241521,67625.88,3,1,29.18682779,
493332,831016,22,20,202304,645,1,@2523,30.05,MTS,30.05,248181.78,69491.22,3,1,12.8045908,
493332,831016,22,20,202305,645,1,@2523,30.3,MTS,30.3,417077.75,116782.25,5,1,21.34099573,
493332,831016,22,20,202304,645,1,@2523,32.32,MTS,32.32,88977.45,24913.55,1,1,4.26824056,
495663,831016,22,20,202305,638,1,@2523,23.78,MTS,23.78,82516.35,23104.65,1,1,5.438854995,
500083,572136,36,36,202304,517,1,@2523,700,BAG,35,794500,222460,4,1,43.90715667,
501158,410218,36,27,202304,650,1,@2523,50.74,MTS,50.74,214059.38,59936.63,1,1,6.490384767,
501158,410218,36,27,202304,650,1,@2523,52.08,MTS,52.08,219712.5,61519.5,1,1,6.490384615,
501158,412201,36,27,202304,490,1,@2523,28.18,MTS,28.18,118884.38,33287.63,1,1,8.60969424,
501158,412201,36,27,202304,490,1,@2523,34.48,MTS,34.48,290925,81459,2,1,17.21938776,
501158,412201,36,27,202305,490,1,@2523,34.56,MTS,34.56,145800,40824,1,1,8.609693878,
501158,505326,36,36,202304,328,1,@2523,35,MTS,35,172265.62,48234.38,1,1,15.00571603,
501158,591217,36,29,202304,357,1,@2523,33.8,MTS,33.8,190125,53235,1,1,15.75630252,
504218,212601,36,9,202304,972,2,@2523,2740.8,MTS,2740.8,12205111.3,3417431.16,1,1,4.581399178,
504218,431401,36,27,202304,358,1,@2523,25,MTS,25,306640,85859.2,2,1,34.26145251,
504218,431602,36,27,202305,337,1,@2523,38.88,MTS,38.88,206550,57834,1,1,15.76409496,
504218,444104,36,27,202305,443,2,@2523,131.8,MTS,131.8,519292,145401.76,1,1,8.893905192,
505187,445203,36,27,202304,410,1,@2523,30,MTS,30,510937.5,143062.5,3,1,41.53963415,
508204,443404,27,27,202304,767,1,@2523,300,BAG,15,58593.75,16406.26,1,1,5.092894394,
508204,502310,36,36,202305,311,1,@2523,44.72,TON,44.72,216612.5,60651.5,1,1,15.57475884,
508204,503111,36,36,202305,302,1,@2523,40.2,MTS,40.2,191577.92,53641.82,1,1,15.78019835,
508204,504299,36,36,202304,405,1,@2523,5,MTS,5,27343.75,7656.26,1,1,13.50308642,
508204,504311,36,36,202305,510,1,@2523,32,MTS,32,170000,47600,1,1,10.41666667,
508204,505325,36,36,202304,408,1,@2523,5.5,TON,5.5,27414.06,7675.92,1,1,12.21660428,
508204,505325,36,36,202304,408,1,@2523,26,MTS,26,144218.74,40381.24,1,1,13.59528092,
508204,509102,36,36,202305,392,1,@2523,11.89,TON,11.89,57592.18,16125.8,1,1,12.35650349,
