start_pin,destination_pin,bharat_sir_eway_data_oct23_nov23_020424.origin_from_state,bharat_sir_eway_data_oct23_nov23_020424.destination_from_state,bharat_sir_eway_data_oct23_nov23_020424.rtn_period,travel_distance,bharat_sir_eway_data_oct23_nov23_020424.transport_mode,bharat_sir_eway_data_oct23_nov23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_oct23_nov23_020424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_oct23_nov23_020424.total_tax,bharat_sir_eway_data_oct23_nov23_020424.ewbs_count,bharat_sir_eway_data_oct23_nov23_020424.supplier_gstin_cnt,Cost pre Km per TON
483442,441108,23,99,202310,406,1,@2523,23,MTS,23,714490.4,0,1,1,76.51428571
483880,227409,23,9,202310,381,1,@2523,43.28,TON,43.28,511905.51,143333.55,3,1,31.04399297
483880,464551,23,23,202310,356,1,@2523,10,TON,10,125625,35175,2,1,35.28792135
483880,821105,23,10,202311,380,1,@2523,43.45,TON,43.45,286770,80295.6,2,1,17.36842105
485005,226302,23,9,202311,404,1,@2523,38.28,TON,38.28,147736.88,41366.32,1,1,9.552908739
485005,229001,23,9,202310,301,1,@2523,41.34,TON,41.34,147501.12,41300.31,1,1,11.8538206
485111,206122,23,9,202310,431,1,@2523,16,MTS,16,366500,102620,4,2,53.14675174
485111,221101,23,9,202310,304,1,@2523,34,MTS,34,164687.5,46112.5,1,1,15.93338816
485111,276135,23,9,202310,346,1,@2523,29.65,MTS,29.65,132035.3,36969.88,1,1,12.87031748
485771,222001,23,9,202310,312,1,@2523,40.92,MTS,40.92,153450,42966,1,1,12.01923077
485771,232104,23,9,202310,325,1,@2523,31.66,MTS,31.66,118725,33243,1,1,11.53846154
485771,232104,23,9,202311,325,1,@2523,34.74,MTS,34.74,130275,36477,1,1,11.53846154
485771,232118,23,9,202310,352,1,@2523,4.7,MTS,4.7,17625,4935,1,1,10.65340909
485771,234001,23,9,202310,577,2,@2523,139.8,MTS,139.8,668418.75,187157.25,1,1,8.286395147
485771,475675,23,23,202310,357,1,@2523,15,MTS,15,304687.52,85312.48,4,1,56.89776284
485771,476335,23,23,202310,556,1,@2523,11,MTS,11,59296.88,16603.12,1,1,9.695369523
485771,821101,23,10,202310,379,1,@2523,42.94,MTS,42.94,161025,45087,1,1,9.894459103
485771,821105,23,10,202311,341,1,@2523,43.84,MTS,43.84,164400,46032,1,1,10.99706745
485772,226009,23,9,202310,442,2,@2523,650,MTS,650,3162328,885451.84,1,1,11.00705882
485772,227405,23,9,202310,340,1,@2523,42,MTS,42,1164844.8,326156.55,5,1,81.57176471
485772,824220,23,10,202311,538,1,@2523,33.94,MTS,33.94,225382.98,63107.24,1,1,12.34317832
485773,229001,23,9,202310,353,1,@2523,40.86,MTS,40.86,147408.45,41274.37,1,1,10.21996273
485773,229001,23,9,202311,353,1,@2523,42.09,MTS,42.09,1741714.23,487679.96,13,1,117.2258172
485773,231205,23,9,202311,358,1,@2523,32,MTS,32,177500,49700,1,1,15.49406425
485773,241123,23,9,202310,564,1,@2523,40.67,MTS,40.67,223044.05,62452.33,1,1,9.723830188
485773,261001,23,9,202311,556,2,@2523,310.5,MTS,310.5,1113126.98,311675.55,1,1,6.447751828
485773,284403,23,9,202310,329,1,@2523,35,MTS,35,266955.5,74747.54,2,1,23.18328267
485773,462040,23,23,202310,430,1,@2523,30,MTS,30,131250,36750,1,1,10.1744186
485773,463106,23,23,202311,455,1,@2523,4,MTS,4,23500,6580,1,1,12.91208791
485773,464221,23,23,202311,328,1,@2523,45,MTS,45,1202074.2,0,10,1,81.44134146
485773,466448,23,23,202310,367,1,@2523,44.54,MTS,44.54,222690,62353.2,1,1,13.62336644
485773,473331,23,23,202310,408,1,@2523,10,MTS,10,27776.5,0,1,1,6.807965686
485773,841226,23,10,202310,552,2,@2523,860.6,MTS,860.6,3089132.31,864957.05,1,1,6.502735516
486450,226026,23,9,202310,578,1,@2523,34.61,MTS,34.61,186569.53,52239.47,1,1,9.326340768
486450,229413,23,27,202311,305,1,@2523,29.88,MTS,29.88,158737.5,44446.5,1,1,17.41803279
486450,275103,23,9,202310,376,2,@2523,1668.3,MTS,1668.3,8566270.06,2398555.62,1,1,13.65619681
486450,473995,23,23,202311,406,1,@2523,12,MTS,12,66562.5,18637.5,1,1,13.66225369
486776,210431,23,9,202310,318,1,@2523,37,MTS,37,215921.64,60458.06,1,1,18.35132075
488441,463106,23,23,202311,346,1,@2523,30,TON,30,585468.73,163931.28,4,1,56.40353854
488441,473331,23,23,202311,360,1,@2523,35,TON,35,1177382.56,0,8,1,93.44306032
490036,496331,22,22,202310,513,1,@2523,600,BAG,30,154687.5,43312.5,1,1,10.05116959
490036,754295,22,21,202311,556,1,@2523,29.84,MTS,29.84,126785.98,35500.08,2,1,7.641834388
490036,754295,22,21,202311,556,1,@2523,34.88,MTS,34.88,296400.48,82992.12,4,1,15.28366939
490036,762013,22,21,202311,436,1,@2523,35,MTS,35,1864843.75,522156.25,11,1,122.2047018
490036,768219,22,21,202311,332,1,@2523,30,MTS,30,192187.5,53812.5,1,1,19.29593373
490036,769001,22,21,202311,524,1,@2523,28.42,MTS,28.42,133218.75,37301.25,1,1,8.945610687
490036,832301,22,20,202310,685,1,@2523,31,MTS,31,608375,170345,3,1,28.64963504
491107,764043,22,21,202310,431,1,@2523,25,MTS,25,96875,27125,1,1,8.990719258
492001,444109,22,27,202310,577,1,@2523,621,BAG,31.05,366390,102589.2,2,1,20.45060659
492001,494001,22,22,202310,320,1,@2523,120,BAG,6,87656.28,81287.48,1,1,45.6543125
493113,788803,22,18,202311,1860,2,@2523,3956.3,MTS,3956.3,31254770,8751335.6,2,1,4.247311828
493113,833210,22,20,202311,499,2,@2523,4070.3,MTS,4070.3,10175750,2849210,1,1,5.01002004
493114,713148,22,19,202310,921,2,@2523,4090.67,MTS,4090.67,15773009.92,4416442.78,1,1,4.186590662
493118,483880,22,23,202311,480,1,@2523,31,MTS,31,1098559.24,307596.6,7,1,73.82790591
493118,754029,22,21,202311,529,1,@2523,25.24,MTS,25.24,126200,35336,2,1,9.451795841
493118,754029,22,21,202310,529,1,@2523,34.64,MTS,34.64,86600,24248,1,1,4.725897921
493118,764059,22,21,202310,416,1,@2523,18,MTS,18,106312.5,29767.5,1,1,14.19771635
493118,766001,22,21,202311,333,1,@2523,36,MTS,36,390937.5,109462.5,2,1,32.61073574
493118,770074,22,21,202310,348,1,@2523,10,MTS,10,120312,33687.36,2,1,34.57241379
493118,781039,22,18,202310,1539,2,@2523,380.4,TON,380.4,2020875,565845,1,1,3.451916829
493118,824101,22,10,202310,544,1,@2523,40.06,MTS,40.06,100150,28042,1,1,4.595588235
493118,824101,22,10,202311,544,1,@2523,40.65,MTS,40.65,203250,56910,2,1,9.191176471
493118,824101,22,10,202310,544,1,@2523,42.17,MTS,42.17,105425,29519,1,1,4.595588235
493195,754027,22,21,202310,571,1,@2523,35.16,MTS,35.16,99678.6,27910.01,1,1,4.96497373
493195,759013,22,21,202310,534,2,@2523,919.6,MTS,919.6,3067445.35,858884.7,1,1,6.246498131
493195,767001,22,21,202310,336,1,@2523,33.41,MTS,33.41,214032.81,59929.19,1,1,19.06622002
493196,754027,22,21,202310,546,1,@2523,30.06,MTS,30.06,85220.1,23861.63,1,1,5.192307692
493196,754027,22,21,202310,546,1,@2523,31.47,MTS,31.47,178434.9,49961.78,2,1,10.38461538
493332,232109,22,9,202310,690,1,@2523,30,MTS,30,360937.5,101062.5,2,1,17.4365942
493332,440036,22,27,202310,382,1,@2523,35,MTS,35,330859.37,92640.63,2,1,24.74640015
493332,494222,22,22,202310,376,1,@2523,20,MTS,20,2444063.8,684338.02,20,1,325.008484
493332,497331,22,22,202311,357,1,@2523,13,MTS,13,221000,61880,3,1,47.61904762
493332,752001,22,21,202311,617,1,@2523,27.71,MTS,27.71,355033.94,99409.62,2,1,20.76577683
493332,752002,22,21,202310,615,1,@2523,35,MTS,35,224218.75,62781.25,1,1,10.41666667
493332,755026,22,21,202310,574,1,@2523,25.99,MTS,25.99,92546.49,25913.02,1,1,6.203571328
493332,758035,22,21,202311,514,1,@2523,32,MTS,32,390000,109200,2,1,23.71108949
493332,766014,22,21,202311,331,1,@2523,25,MTS,25,241521,67625.88,3,1,29.18682779
496001,395010,22,24,202311,1291,1,@2523,590,BAG,29.5,436600,122248,2,1,11.46398141
501158,410218,36,27,202311,650,1,@2523,34.3,MTS,34.3,434109.39,121550.64,3,1,19.47115452
501158,410218,36,27,202310,650,1,@2523,34.96,MTS,34.96,147487.5,41296.5,1,1,6.490384615
501158,411042,36,27,202310,472,2,@2523,386.4,MTS,386.4,1630125,456435,1,1,8.938029661
501158,412801,36,27,202311,458,1,@2523,34.08,MTS,34.08,383400,107352,2,1,24.56331878
501158,422101,36,27,202311,576,1,@2523,19,MTS,19,132109.37,36990.62,2,1,12.07139711
502032,560080,36,29,202311,574,1,@2523,770,BAG,38.5,234850,65758,1,1,10.6271777
504218,431401,36,27,202311,358,1,@2523,25,MTS,25,167970,47031.6,1,1,18.76759777
504218,431602,36,27,202310,337,1,@2523,31.6,MTS,31.6,360437.18,100922.42,2,1,33.84640912
504218,444403,36,27,202311,390,1,@2523,16,MTS,16,110998.4,31079.55,1,1,17.78820513
508204,404003,36,27,202311,726,1,@2523,6,MTS,6,25312.5,7087.5,1,1,5.810950413
508204,502220,36,36,202310,330,1,@2523,39.18,MTS,39.18,226509.38,63422.62,1,1,17.51893978
508204,503187,36,36,202310,377,1,@2523,32,MTS,32,1135000,317800,6,1,94.08156499
508204,505453,36,36,202311,430,1,@2523,32,MTS,32,1062499.84,297499.96,6,1,77.21655814
508204,509209,36,36,202310,312,1,@2523,36.38,TON,36.38,187584.37,52523.62,1,1,16.52644187
508204,509412,36,36,202311,333,1,@2523,36.02,MTS,36.02,208240.63,58307.38,1,1,17.36111153
508204,517503,36,37,202310,518,1,@2523,16,TON,16,97500,27300,1,1,11.76399614
508204,524344,36,37,202310,408,1,@2523,30.4,TON,30.4,124830,34952.4,1,1,10.06433824
508204,524411,36,37,202311,459,1,@2523,17,TON,17,100757.26,28212.03,1,1,12.91263104
508204,531027,36,37,202311,501,1,@2523,7,TON,7,48125,13475,1,1,13.72255489
508204,532312,36,37,202311,737,1,@2523,11,TON,11,136468.75,38211.25,2,1,16.8334464
508204,532455,36,37,202310,701,1,@2523,16,TON,16,210250,58870,2,1,18.74554208
508204,532456,36,37,202311,729,1,@2523,6,TON,6,41156.25,11523.75,1,1,9.409293553
508204,584140,36,29,202310,412,1,@2523,26,TON,26,289113.96,80951.9,2,1,26.98972741
508204,585224,36,29,202310,447,1,@2523,20,TON,20,112500,31500,1,1,12.58389262
508204,605602,36,33,202310,712,1,@2523,30,TON,30,1653010.01,462842.79,10,1,77.38810908
508204,764045,36,21,202310,347,1,@2523,35,TON,35,177187.5,49612.5,1,1,14.58933718
508218,524224,36,37,202310,304,1,@2523,36,MTS,36,2509633.16,702697.31,12,1,229.3158955
508218,533005,36,37,202310,358,1,@2523,21,MTS,21,124690.78,34913.42,1,1,16.58563182
508246,431601,36,27,202311,492,1,@2523,32,MTS,32,532500,149100,3,1,33.82240854
508246,503002,36,36,202311,369,1,@2523,32,MTS,32,789990.4,221197.28,4,1,66.90298103
508246,504106,36,36,202311,413,1,@2523,35,TON,35,954296.86,267203.12,4,1,66.01846143
508246,504201,36,36,202310,345,1,@2523,20,MTS,20,114064,31937.92,1,1,16.53101449
508246,505402,36,36,202311,334,1,@2523,39.15,MTS,39.15,415968.76,116471.24,2,1,31.81137801
508246,505526,36,36,202310,303,1,@2523,2.94,MTs,2.94,15618.75,4373.26,1,1,17.5330033
508246,517132,36,37,202310,612,1,@2523,30,MTS,30,99609.3,27890.6,1,1,5.425343137
508246,531031,36,37,202310,464,1,@2523,31.14,TON,31.14,378351,105938.28,3,1,26.18534483
508246,532218,36,37,202311,630,1,@2523,15,MTS,15,88359,24741,1,1,9.35015873
508246,533002,36,37,202310,337,1,@2523,26.5,TON,26.5,115937.5,32462.5,1,1,12.98219585
508246,533294,36,37,202311,315,1,@2523,35.88,MTs,35.88,185006.25,0,1,1,16.36904762
508246,533401,36,37,202311,402,1,@2523,4.14,TON,4.14,15201.56,4256.44,1,1,9.134015911
508246,585202,36,29,202310,422,1,@2523,2.44,TON,2.44,7808,2186.24,1,1,7.582938389
508355,533001,36,37,202311,372,1,@2523,27,MTS,27,232031.24,64968.74,2,1,23.1014775
508355,533005,36,37,202310,369,1,@2523,10,MTS,10,42968.75,12031.25,1,1,11.6446477
508355,533105,36,37,202310,312,1,@2523,10,MTS,10,42968.75,12031.25,1,1,13.77203526
508355,600120,36,33,202311,455,2,@2523,683.21,MTS,683.21,3894083.84,1090343.5,2,1,12.52678682
508355,700007,36,19,202311,1399,2,@2523,1521.7,MTS,1521.7,33905381.16,9493505.88,4,1,15.92655611
509338,505188,36,36,202310,362,1,@2523,179,BAG,8.95,32164.06,9005.94,1,1,9.927485416
509338,505531,36,36,202311,338,1,@2523,212,BAG,10.6,43890.62,12289.38,1,1,12.25036843
515201,524134,37,37,202311,343,1,@2523,426,BAG,21.3,113277.66,31717.74,1,1,15.50495627
515408,577102,37,29,202311,520,1,@2523,32,MTS,32,1208750,338450,9,1,72.64122596
515408,605602,37,33,202311,547,1,@2523,4,MTS,4,17187.5,4812.5,1,1,7.855347349
515408,620012,37,33,202310,635,1,@2523,39.54,MTS,39.54,234768.75,65735.25,1,1,9.350393701
515408,635109,37,33,202311,327,2,@2523,329.5,MTS,329.5,8494921.86,2378578.14,6,1,78.84174298
515408,642154,37,33,202311,710,1,@2523,31,MTS,31,191328.12,53571.88,1,1,8.692781463
515415,600056,37,33,202311,413,1,@2523,39.92,MTS,39.92,898200,251496,4,1,54.47941889
515415,600103,37,33,202311,416,1,@2523,44.24,MTS,44.24,788025,220647,3,1,42.81850962
516289,574219,37,29,202311,598,1,@2523,36.98,MTS,36.98,855164,239444,4,1,38.67063639
516289,600077,37,33,202311,319,1,@2523,25.88,MTS,25.88,300218.34,84061.13,3,1,36.36488883
516289,600077,37,33,202310,319,1,@2523,38.12,MTS,38.12,146211.55,40939.23,1,1,12.02369929
516289,609109,37,33,202310,476,1,@2523,40.36,MTS,40.36,239638,67099,1,1,12.47376552
516309,577202,37,29,202311,437,1,@2523,1,MTS,1,4843.75,1356.25,1,1,11.08409611
516309,577401,37,29,202310,480,1,@2523,3,MTS,3,18853.13,5278.88,1,1,13.09245139
516310,571511,37,29,202311,338,1,@2523,20,MTS,20,484375,135625,5,1,71.65310651
516310,577205,37,29,202310,411,1,@2523,29.56,MTS,29.56,170893.75,47850.25,1,1,14.0663017
516310,600057,37,33,202311,320,1,@2523,35,MTS,35,169531.25,47468.75,1,1,15.13671875
516311,636906,33,33,202311,408,1,@2523,39.46,MTS,39.46,234293.75,65602.26,1,1,14.55269608
516311,577427,37,29,202310,434,1,@2523,35,TON,35,196875,55125,1,1,12.96082949
516311,581115,37,29,202310,383,1,@2523,25,TON,25,146484,41016,1,1,15.29859008
516311,600067,37,33,202310,335,1,@2523,39.28,TON,39.28,1025578,287162,6,1,77.93856583
516311,635117,37,33,202310,383,1,@2523,31,TON,31,152578,42722,1,1,12.85083804
516433,500014,37,36,202310,388,1,@2523,31,MTS,31,193750,54250,1,1,16.10824742
516433,500049,37,36,202310,376,1,@2523,35,MTS,35,324625,90895,2,1,24.66755319
516433,533436,37,37,202311,759,1,@2523,11,MTS,11,72187.5,20212.5,1,1,8.646245059
516433,572107,37,29,202311,371,1,@2523,41.95,MTS,41.95,262187.5,73412.5,1,1,16.84636119
516433,573220,37,29,202311,493,1,@2523,42,MTS,42,702187.5,196612.5,3,1,33.91227181
516433,580024,37,29,202311,407,1,@2523,30,MTS,30,534375,149625,3,1,43.76535627
516433,581205,37,29,202311,446,1,@2523,10,MTS,10,59375,16625,1,1,13.31278027
516433,591136,37,29,202310,461,1,@2523,38.96,MTS,38.96,78465.44,21970.32,1,1,4.368763557
516433,591136,37,29,202310,461,1,@2523,40.63,MTS,40.63,81828.82,22912.07,1,1,4.368763557
516433,591136,37,29,202310,461,1,@2523,41.1,MTS,41.1,82775.4,23177.11,1,1,4.368763557
516433,591136,37,29,202310,461,1,@2523,47.04,MTS,47.04,94738.56,26526.8,1,1,4.368763557
516433,591235,37,29,202310,507,1,@2523,20,MTS,20,115625,32375,1,1,11.40285996
516433,613004,37,33,202310,609,2,@2523,40,MTS,40,262500,73500,1,1,10.77586207
518123,577101,37,29,202310,514,1,@2523,30,MTS,30,650299.5,182083.85,5,1,42.17247082
518123,636115,37,33,202310,514,1,@2523,39.74,MTS,39.74,647762,181373.36,4,1,31.71206226
518124,603110,33,33,202311,456,1,@2523,40.18,MTS,40.18,232290.63,65041.38,1,1,12.6781801
518124,500049,37,36,202310,307,1,@2523,39.6,MTS,39.6,190505.7,53341.6,1,1,15.67019544
518124,502032,37,36,202310,310,1,@2523,0.06,MTS,0.06,288.65,80.82,1,1,15.5188172
518124,502032,37,36,202310,310,1,@2523,6,MTS,6,162304.44,45445.24,6,1,87.26045161
518124,571313,37,29,202310,518,1,@2523,32,MTS,32,572500.16,160300.04,3,1,34.53789575
518124,577003,37,29,202310,366,1,@2523,35,MTS,35,128184.91,35891.77,1,1,10.00662842
518124,577541,37,29,202310,323,1,@2523,20,MTS,20,123437.6,34562.53,1,1,19.10798762
518124,632510,37,33,202310,372,1,@2523,40,MTS,40,264750,74130,1,1,17.79233871
518124,637303,37,33,202311,572,1,@2523,10,MTS,10,253812.6,71067.52,4,1,44.37283217
518206,562157,29,29,202311,325,1,@2523,38.28,MTS,38.28,143550,40194,1,1,11.53846154
518220,600052,37,33,202310,411,1,@2523,5,MTS,5,18535,5190,1,1,9.01946472
518220,635121,37,33,202310,370,1,@2523,1,MTS,1,27968,7832,5,1,75.58918919
518220,636115,37,33,202311,532,1,@2523,26,MTS,26,147875,41405,1,1,10.69078947
518220,636812,37,33,202311,390,1,@2523,10,MTS,10,61562,17238,1,1,15.78512821
518220,671124,37,32,202310,660,1,@2523,36,MTS,36,803250,224910,4,1,33.80681818
518508,500078,37,36,202310,328,1,@2523,31,MTS,31,179211,50179.08,1,1,17.625
518508,560098,37,29,202310,417,1,@2523,36,MTS,36,832500,233100,4,1,55.45563549
518508,562123,37,29,202311,421,1,@2523,31,MTS,31,208289,58320.92,1,1,15.95961995
521175,761017,37,21,202311,726,1,@2523,31,MTS,31,954218.75,267181.25,5,1,42.39841598
521228,533407,37,37,202310,327,1,@2523,36,TON,36,1546312.5,432967.5,7,1,131.3551223
521457,509412,37,36,202310,345,1,@2523,12,MTS,12,255000,71400,4,1,61.5942029
521457,535524,37,37,202311,640,1,@2523,20,MTS,20,250000,70000,2,1,19.53125
521457,600019,37,33,202311,532,1,@2523,39.04,MTS,39.04,217773,60977,1,1,10.48534181
521457,603107,37,33,202310,594,1,@2523,29.76,MTS,29.76,123504,34581.12,1,1,6.986531987
521457,603107,37,33,202311,594,1,@2523,30.92,MTS,30.92,128318,35929.04,1,1,6.986531987
521457,631004,37,33,202310,555,1,@2523,40.07,MTS,40.07,650811.73,182227,3,1,29.26463059
521457,712331,37,19,202310,1335,2,@2523,2767.8,MTS,2767.8,17298750,4843650,1,1,4.68164794
522101,530026,37,37,202311,463,1,@2523,625,   ,,156250,43750,1,1,#DIV/0!
522414,531031,37,37,202310,472,1,@2523,30.92,MTS,30.92,179336,50214.08,2,1,12.28813559
522414,531031,37,37,202311,472,1,@2523,34.94,MTS,34.94,101326,28371.28,1,1,6.144067797
522414,533201,37,37,202310,311,1,@2523,710,BAG,35.5,210781.25,59018.76,1,1,19.09163987
522414,533431,37,37,202311,350,1,@2523,7,MTs,7,45062.5,12617.5,1,1,18.39285714
522421,413531,37,27,202310,489,1,@2523,31,MTS,31,784687.5,219712.5,6,1,51.76380368
522421,445305,37,27,202310,538,1,@2523,16,MTS,16,67500,18900,1,1,7.841542751
522421,506169,37,36,202311,367,1,@2523,35.29,MTS,35.29,132337.5,37054.5,1,1,10.21798365
522426,524101,37,37,202310,333,1,@2523,20,MTS,20,140624,39375,1,1,21.11471471
522437,494446,22,22,202311,509,1,@2523,800,BAG,40,137500,38500,1,1,6.753438114
522437,764061,22,21,202311,543,1,@2523,620,BAG,31,105592.2,29565.82,1,1,6.272928177
522437,505001,37,36,202311,356,1,@2523,25,TON,25,92748.77,25969.66,1,1,10.42121011
522437,505402,37,36,202310,341,1,@2523,36.72,TON,36.72,195075,54621,1,1,15.57917889
522437,531031,37,37,202311,463,1,@2523,34.86,TON,34.86,150314.47,42088.06,1,1,9.313060325
522437,531031,37,37,202310,463,1,@2523,35.08,TON,35.08,151263.1,42353.66,1,1,9.313060428
522437,531031,37,37,202311,463,1,@2523,35.44,TON,35.44,1069707.87,299518.24,7,1,65.19142688
522437,600072,37,33,202310,441,1,@2523,35.52,TON,35.52,188700,52836,1,1,12.04648526
524344,635901,37,33,202311,400,1,@2523,26,MTS,26,304687.5,85312.5,2,1,29.296875
530057,500070,37,36,202310,632,1,@2523,960,BAG,48,689280,192998.4,2,1,22.72151899
531031,764058,37,21,202310,309,1,@2523,32,TON,32,248560,69596.8,2,1,25.13754045
531055,494001,37,22,202310,365,1,@2523,23,MTS,23,1153578.8,323002.06,10,1,137.4126027
531055,751006,37,21,202311,493,1,@2523,35,MTS,35,599592,167885.76,4,1,34.74888438
531055,764057,37,21,202310,301,1,@2523,26,MTS,26,332718.75,93161.25,2,1,42.51453488
562162,575011,29,29,202310,343,1,@2523,30,MTS,30,452243.1,0,1,1,43.94976676
575010,560024,29,29,202311,354,1,@2523,250,BAG,12.5,78125,21875,1,1,17.65536723
577223,591304,29,29,202311,421,1,@2523,300,BAG,15,315234.36,88265.64,4,1,49.91834679
577522,591311,29,29,202311,446,1,@2523,620,BAG,31,184062.5,51537.5,1,1,13.31278027
583115,575011,29,29,202310,484,1,@2523,37,TON,37,138709.26,0,1,1,7.745658923
583115,581348,29,29,202311,410,1,@2523,5,TON,5,31250,8750,1,1,15.24390244
583228,574211,29,29,202310,420,1,@2523,30,MTS,30,201093.9,56306.3,1,1,15.95983333
583275,571313,29,29,202311,445,1,@2523,31,MTS,31,208289,58320.92,1,1,15.0988764
583275,683105,29,32,202310,862,1,@2523,17.5,MTS,17.5,114242.28,31987.84,1,1,7.57323699
585211,411057,29,27,202310,441,1,@2523,34.08,MTS,34.08,199687.33,55912.45,1,1,13.28655331
585211,412207,29,27,202310,424,1,@2523,29.56,MTS,29.56,360632,100976.96,2,1,28.77358491
585211,414005,29,27,202310,401,1,@2523,30.1,MTS,30.1,183610,51410.8,1,1,15.21197007
585211,414402,29,27,202311,340,1,@2523,26,MTS,26,158600,44408,1,1,17.94117647
585211,415110,29,27,202311,396,1,@2523,34.9,MTS,34.9,198930,55700.4,1,1,14.39393939
585211,517619,29,37,202311,600,1,@2523,21,MTS,21,161280,45158.4,2,1,12.8
585211,577598,29,29,202310,443,1,@2523,14,MTS,14,119560,0,2,1,19.27765237
585222,400093,29,27,202310,601,2,@2523,1047.75,MTS,1047.75,4911328.12,1375171.88,2,1,7.799500824
585222,410506,29,27,202310,485,1,@2523,35.01,MTS,35.01,213561,59797.08,1,1,12.57731959
585222,411033,29,27,202311,465,1,@2523,30.68,MTS,30.68,187148,52401.44,1,1,13.11827957
585222,411033,29,27,202310,465,1,@2523,34.88,MTS,34.88,425536,119150.08,2,1,26.23655914
585222,411045,29,27,202311,457,1,@2523,30,MTS,30,733781.25,205458.75,4,1,53.52160832
585222,411046,29,27,202311,454,1,@2523,0.59,MTS,0.59,3602.6,1008.73,1,1,13.4495632
585222,411048,29,27,202311,448,1,@2523,29.72,MTS,29.72,181292,50761.76,1,1,13.61607143
585222,412115,29,27,202310,467,1,@2523,30.07,MTS,30.07,183427,51359.56,1,1,13.0620985
585222,412207,29,27,202311,434,1,@2523,0.21,MTS,0.21,1281,358.68,1,1,14.05529954
585222,412219,29,27,202310,380,1,@2523,15.29,MTS,15.29,76450,21406,2,1,13.15789474
585222,412219,29,27,202310,380,1,@2523,25.05,MTS,25.05,62625,17535,1,1,6.578947368
585222,412219,29,27,202310,380,1,@2523,29.02,MTS,29.02,72550,20314,1,1,6.578947368
585222,412219,29,27,202311,380,1,@2523,36.16,MTS,36.16,90400,25312,1,1,6.578947368
585222,412219,29,27,202311,380,1,@2523,47.63,MTS,47.63,119075,33341,1,1,6.578947368
585222,412801,29,27,202310,490,1,@2523,29.91,MTS,29.91,170487,47736.36,1,1,11.63265306
585222,413201,29,27,202311,370,1,@2523,35,MTS,35,199609.38,55890.63,1,1,15.41385174
585222,415313,29,27,202311,406,1,@2523,12.5,MTS,12.5,81250,22750,1,1,16.00985222
585222,416205,29,27,202310,391,1,@2523,17,MTS,17,54400,15232,1,1,8.184143223
585222,416234,29,27,202311,431,1,@2523,5,MTS,5,57031.23,15968.75,2,1,26.46460789
585222,416416,29,27,202310,392,1,@2523,22,MTS,22,70400,19712,1,1,8.163265306
585222,422013,29,27,202311,598,1,@2523,40,MTS,40,456250,127750,2,1,19.07399666
585222,431203,29,27,202311,462,1,@2523,33.89,MTS,33.89,193279.13,54118.16,1,1,12.3444407
585222,431505,29,27,202311,415,1,@2523,2.99,MTS,2.99,17052.27,4774.64,1,1,13.74241044
585222,431505,29,27,202311,415,1,@2523,29.48,MTS,29.48,168128.12,47075.87,1,1,13.74246947
585222,504203,29,36,202311,416,1,@2523,5,MTS,5,101171.57,28328.04,3,1,48.64017788
585222,515311,29,37,202311,512,1,@2523,6,MTS,6,41718.75,11681.25,1,1,13.58032227
585222,572102,29,29,202311,541,1,@2523,35,MTS,35,1312500,0,8,1,69.31608133
585222,577548,29,29,202311,528,1,@2523,34.88,MTS,34.88,207100,57988,1,1,11.24526515
585222,590016,29,29,202310,404,1,@2523,35,MTS,35,396484.38,111015.64,2,1,28.03991372
585222,591136,29,29,202310,322,1,@2523,33.52,MTS,33.52,115225.02,32263,1,1,10.67546769
585225,403001,29,30,202311,521,1,@2523,27.28,TON,27.28,123578.4,34601.95,1,1,8.694817658
585225,412206,29,27,202311,481,1,@2523,25,TON,25,1636328.12,458171.88,11,1,136.0771825
585225,414001,29,27,202310,405,1,@2523,30,TON,30,381093.75,106706.25,2,1,31.36574074
585292,415101,29,27,202311,467,1,@2523,35,MTS,35,2646881.3,741126.81,16,1,161.9382869
585320,410206,29,27,202310,593,1,@2523,34.95,MTS,34.95,122544.49,34312.46,1,1,5.912782655
585320,412202,29,27,202311,449,1,@2523,35.62,MTS,35.62,129903.29,36372.92,1,1,8.122316233
585320,412301,29,27,202311,473,1,@2523,25,MTS,25,3128180,875886,22,1,264.5395349
587122,412205,29,27,202310,417,1,@2523,35,TON,35,7732188.92,2165013.08,75,1,529.7834135
587122,572129,29,29,202310,443,1,@2523,36.27,TON,36.27,215353.12,60298.88,1,1,13.40293423
587122,574104,29,29,202311,502,1,@2523,32,TON,32,1255000,351400,7,1,78.125
587122,576211,29,29,202311,422,1,@2523,600,NOS,,576562.5,161437.52,4,1,#DIV/0!
591136,400102,29,27,202311,525,1,@2523,29.76,MTS,29.76,404735.92,113326.08,2,1,25.90475678
591136,415540,29,27,202310,316,1,@2523,10,MTS,10,59375,16625,1,1,18.78955696
591136,574229,29,29,202310,571,1,@2523,39.9,MTS,39.9,473812.48,132667.52,2,1,20.79684676
621651,517247,33,37,202310,406,1,@2523,30,MTS,30,178125,49875,1,1,14.62438424
621651,673014,33,32,202310,415,1,@2523,25,MTS,25,103781.1,29058.71,1,1,10.00299759
621651,673014,33,32,202311,415,1,@2523,31,MTS,31,250983.75,70275.45,2,1,19.50903614
621651,678582,33,32,202310,329,1,@2523,39.1,MTS,39.1,256593.75,71846.25,1,1,19.94680851
