start_pin,destination_pin,bharat_sir_eway_data_oct23_nov23_020424.origin_from_state,bharat_sir_eway_data_oct23_nov23_020424.destination_from_state,bharat_sir_eway_data_oct23_nov23_020424.rtn_period,travel_distance,bharat_sir_eway_data_oct23_nov23_020424.transport_mode,bharat_sir_eway_data_oct23_nov23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_oct23_nov23_020424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_oct23_nov23_020424.total_tax,bharat_sir_eway_data_oct23_nov23_020424.ewbs_count,bharat_sir_eway_data_oct23_nov23_020424.supplier_gstin_cnt,Cost pre Km per TON
306709,345027,8,8,202310,445,1,@2523,41.47,MTS,41.47,220309.38,61686.64,1,1,11.93820252
306709,452001,8,23,202311,560,1,@2523,42,TON,42,378550.78,105994.22,2,1,16.09484609
306709,458001,8,23,202310,333,1,@2523,41,TON,41,344047.16,96333.2,2,1,25.19938182
307019,181133,8,1,202311,1283,1,@2523,34.54,MTS,34.54,148522,41586.16,1,1,3.351519875
307019,324005,8,8,202310,384,1,@2523,39.16,MTS,39.16,263766.88,0,2,1,17.54067714
307019,335040,8,8,202311,788,1,@2523,25,MTS,25,165234.36,46265.62,1,1,8.387530964
307019,345027,8,8,202311,431,1,@2523,41.26,MTS,41.26,186959.36,52348.62,1,1,10.51334022
307019,360003,8,24,202310,446,1,@2523,32,MTS,32,187500,52500,1,1,13.13761211
307019,363641,8,24,202311,416,1,@2523,42,MTS,42,1111810.56,311306.96,8,2,63.63384615
307019,388350,8,24,202311,327,1,@2523,25,MTS,25,1761718.75,493281.25,11,1,215.5007645
307019,389001,8,24,202311,360,1,@2523,29.45,MTS,29.45,490066.41,137218.59,3,1,46.22395869
307019,391740,8,24,202311,347,1,@2523,37.29,MTS,37.29,121365.9,33982.45,1,1,9.379394929
307031,342022,8,8,202311,313,1,@2523,15,MTS,15,195000,54600,2,1,41.53354633
312021,132101,8,6,202310,630,1,@2523,19.5,TON,19.5,130710.94,36599.06,1,1,10.63988116
312021,244001,8,9,202311,766,2,@2523,329.5,TON,329.5,1565174.43,438248.84,1,1,6.201240229
312021,301021,8,8,202311,468,1,@2523,11.5,TON,11.5,75289.06,21080.94,1,1,13.98904868
312021,335704,8,8,202310,630,1,@2523,30,TON,30,195000,54600,1,1,10.31746032
312021,341023,8,8,202310,303,1,@2523,28,TON,28,184625,51695,1,1,21.76155116
312021,455001,8,23,202311,312,1,@2523,41,TON,41,3465704.58,970397.22,20,1,270.9275
312021,457888,8,23,202311,429,1,@2523,42,TON,42,1230468.75,344531.25,5,1,68.29108392
312601,110033,8,7,202310,616,1,@2523,45.63,MTS,45.63,270928,75859.88,1,1,9.638794254
312601,301408,8,8,202311,470,1,@2523,19,MTS,19,134406,0,1,1,15.05106383
312601,302001,8,8,202310,349,1,@2523,46,MTS,46,6984824,499100,24,1,435.0830946
312601,306421,8,8,202310,353,1,@2523,39.97,MTS,39.97,212341,59455.38,1,1,15.04960165
312601,321202,8,8,202311,546,1,@2523,15,MTS,15,736872,206324.96,8,1,89.97216117
312601,321205,8,8,202311,519,1,@2523,30,MTS,30,970313,271687.52,5,1,62.31939627
312601,322212,8,8,202311,448,1,@2523,12,MTS,12,73219,20501.26,1,1,13.61960565
312601,328027,8,8,202311,592,1,@2523,10,MTS,10,182343,51056.28,3,1,30.80118243
312601,331023,8,8,202310,596,1,@2523,10,MTS,10,129531,36268.76,2,1,21.73338926
312601,331403,8,8,202311,591,1,@2523,21,MTS,21,326592,0,2,1,26.31472081
312601,332709,8,8,202310,432,1,@2523,16,MTS,16,98500,27580,1,1,14.2505787
312601,341024,8,8,202311,345,1,@2523,9,MTS,9,112500,31500,2,1,36.23188406
312601,343039,8,8,202310,370,1,@2523,11,MTS,11,68406,19153.76,1,1,16.80737101
312601,344032,8,8,202311,469,1,@2523,39.67,MTS,39.67,421494,118018.24,2,1,22.65459766
312601,363641,8,24,202310,618,1,@2523,27,MTS,27,122808,34386.21,1,1,7.359942467
312601,382355,8,24,202310,366,1,@2523,44.66,MTS,44.66,187083,52383.36,1,1,11.44549346
312601,384001,8,24,202310,396,1,@2523,39.27,MTS,39.27,227030,63568.31,1,1,14.59913626
312601,385320,8,24,202311,428,1,@2523,39.3,MTS,39.3,224133,62757.19,1,1,13.32506956
312601,385535,8,24,202311,386,1,@2523,41.09,MTS,41.09,231131,64716.75,1,1,14.5725231
312601,388710,8,24,202311,416,1,@2523,42.42,MTS,42.42,123018,34445.04,1,1,6.971153846
312601,389320,8,24,202310,417,1,@2523,43.36,MTS,43.36,264225,73983,1,1,14.61330935
312601,392130,8,24,202311,602,1,@2523,38.61,MTS,38.61,220198,61655.34,1,1,9.473644357
312601,394270,8,24,202311,663,1,@2523,39.5,MTS,39.5,231445,64804.69,1,1,8.837657751
312601,394516,8,24,202310,655,1,@2523,44.57,MTS,44.57,268116,75072.59,1,1,9.18414639
312601,455336,8,23,202311,422,1,@2523,45.67,MTS,45.67,956216,267740.36,4,1,49.61494837
312601,457661,8,23,202310,368,1,@2523,42,MTS,42,439688,123112.5,2,1,28.44772257
312601,462001,8,23,202311,419,1,@2523,45.9,MTS,45.9,251016,70284.38,1,1,13.05192881
312601,466331,8,23,202310,449,1,@2523,35,MTS,35,743752,208250,4,1,47.32752148
312617,247776,8,9,202311,790,1,@2523,42,TON,42,150281.25,42078.75,1,1,4.529272152
312617,301406,8,8,202311,482,1,@2523,34,TON,34,215687.5,60392.5,1,1,13.16130705
312617,303012,8,8,202311,363,1,@2523,44.58,TON,44.58,1100568.76,308159.24,5,1,68.00964249
312617,321615,8,8,202311,482,1,@2523,20,TON,20,126875,35525,1,1,13.16130705
312617,331023,8,8,202311,594,1,@2523,20,TON,20,124062.5,34737.5,1,1,10.44297138
312617,333028,8,8,202310,505,1,@2523,10,TON,10,63281.25,17718.76,1,1,12.53094059
312617,333034,8,8,202310,538,1,@2523,10,TON,10,331250,92750.02,5,1,61.57063197
312617,335001,8,8,202310,744,1,@2523,23,TON,23,158484.38,44375.62,1,1,9.261593034
312617,335803,8,8,202310,702,1,@2523,44.95,TON,44.95,463546.88,129793.12,2,1,14.6901711
312617,342028,8,8,202310,470,1,@2523,26,TON,26,178343.75,49936.26,1,1,14.59441489
312617,342303,8,8,202311,407,1,@2523,10,TON,10,464531.25,130068.8,7,1,114.1354423
312617,344031,8,8,202311,469,1,@2523,7,TON,7,27599.68,0,1,1,8.406847396
312617,344031,8,8,202310,469,1,@2523,35,TON,35,539896.88,0,4,1,32.89045873
312617,395006,8,24,202310,629,1,@2523,39.46,TON,39.46,240459.37,67328.63,1,1,9.687996619
312620,124001,8,6,202311,617,1,@2523,42.5,TON,42.5,1899218.74,531781.26,9,1,72.42706607
312620,151505,8,3,202311,835,1,@2523,43.5,TON,43.5,152929.69,42820.31,1,1,4.21032941
312620,203135,8,9,202311,645,1,@2523,41.5,TON,41.5,1131523.44,316826.56,6,1,42.27228692
312620,204101,8,9,202310,640,1,@2523,39.38,TON,39.38,201822.5,56510.3,1,1,8.0078125
312620,370490,8,24,202311,781,1,@2523,34,TON,34,765000,214200,4,1,28.80921895
312620,388255,8,24,202310,363,1,@2523,42.7,TON,42.7,663333.38,185733.34,6,1,42.79542584
312620,394327,8,24,202310,634,1,@2523,44.74,TON,44.74,234185.94,65572.06,1,1,8.256112076
312620,395007,8,24,202310,667,1,@2523,44.32,TON,44.32,270075,75621,1,1,9.136056972
312620,452016,8,23,202311,349,1,@2523,39.04,MTS,39.04,195200,54656,1,1,14.32664756
312620,461228,8,23,202311,527,1,@2523,40,TON,40,2056250,575750,11,1,97.54506641
312620,465661,8,23,202311,393,1,@2523,40,TON,40,362500,101500,2,1,23.05979644
312622,121001,8,6,202310,583,1,@2523,39.54,MTS,39.54,228590.63,64005.38,1,1,9.916381006
312622,122101,8,6,202310,556,2,@2523,109.25,MTS,109.25,614531.25,172068.75,1,1,10.11690647
312622,124106,8,6,202311,584,1,@2523,40.32,MTS,40.32,453600,127008,2,1,19.26369863
312622,202127,8,9,202310,760,2,@2523,4066.94,MTS,4066.94,11529774.9,3228336.98,1,1,3.730263158
312622,303108,8,8,202311,433,1,@2523,39.36,MTS,39.36,215250,60270,1,1,12.62990762
312622,322701,8,8,202310,368,1,@2523,40.79,MTS,40.79,216696.88,60675.14,1,1,14.43614164
312622,388245,8,24,202311,402,1,@2523,41.78,MTS,41.78,799000.72,223720.21,7,1,47.5721393
313022,123305,8,6,202310,614,1,@2523,41.78,MTS,41.78,1069564.88,299478.16,8,1,41.69368945
313022,151301,8,3,202311,911,1,@2523,74.42,MTS,74.42,915366,256302.48,3,1,13.50164654
313022,151401,8,3,202311,931,1,@2523,52.3,MTS,52.3,428860,120080.8,2,1,8.80773362
313022,301604,8,8,202311,586,1,@2523,12,MTS,12,75000,21000,1,1,10.66552901
313022,322201,8,8,202311,527,1,@2523,25,MTS,25,73979.25,0,1,1,5.61512334
313022,334803,8,8,202310,449,1,@2523,44.58,MTS,44.58,191694,53674.32,1,1,9.576837416
313022,341506,8,8,202311,402,1,@2523,20,MTS,20,362812.5,101587.5,3,1,45.12593284
313022,344034,8,8,202311,383,1,@2523,10,TON,10,63281.25,17718.76,1,1,16.52251958
313201,335701,8,8,202310,779,1,@2523,30,MTS,30,198281.24,55518.74,1,1,8.484434745
323603,282002,8,9,202310,342,2,@2523,63,TON,63,491493.62,137618.22,2,1,22.81136267
323614,201301,8,9,202311,440,1,@2523,200,BAG,10,59375,16625,1,1,13.49431818
326520,322230,8,8,202311,397,1,@2523,42,TON,42,929880,0,6,1,55.76826196
326520,454552,8,23,202310,344,1,@2523,40,TON,40,187500,52500,1,1,13.62645349
327025,311201,8,8,202310,370,1,@2523,42,MTS,42,1162218.75,325421.26,6,1,74.78885135
331403,301712,8,8,202310,375,1,@2523,10.5,TON,10.5,351093.7,98306.3,5,1,89.16665397
335804,140501,8,3,202310,372,1,@2523,49.47,MTS,49.47,285998.44,80079.56,1,1,15.54099476
335804,143001,8,3,202310,338,1,@2523,46.68,MTS,46.68,266221.85,74542.11,1,1,16.8731493
335804,143102,8,3,202310,367,1,@2523,25,MTS,25,163281.25,45718.75,1,1,17.79632153
335804,143301,8,3,202311,323,1,@2523,12,MTS,12,86812.5,24307.5,1,1,22.39744582
335804,144001,8,3,202311,313,1,@2523,30,MTS,30,1951500,546420,13,1,207.827476
335804,144102,8,3,202311,333,1,@2523,46.98,MTS,46.98,264262.5,73993.5,1,1,16.89189189
335804,174303,8,2,202310,394,1,@2523,37,MTS,37,185925,52059,1,1,12.75380711
341026,122505,8,6,202310,490,1,@2523,42,TON,42,6863062.5,1921657.5,30,1,333.4821429
341026,151002,8,3,202311,476,1,@2523,41.54,TON,41.54,549516.51,153864.63,3,1,27.79120004
341026,201306,8,9,202311,592,1,@2523,41.34,TON,41.34,930150,260442,4,1,38.00675676
341026,203207,8,9,202311,591,1,@2523,43.22,TON,43.22,548381.76,153546.88,4,1,21.46894768
341026,328025,8,8,202311,537,1,@2523,17,TON,17,108375,30345,1,1,11.87150838
342606,282006,8,9,202310,558,1,@2523,25,MTS,25,343467.3,96170.85,1,1,24.62131183
342606,391775,8,24,202311,625,1,@2523,25.5,MTS,25.5,8399895.4,2351970.92,26,1,527.0522604
342902,273164,8,99,202311,1146,1,@2523,4,TON,4,45712.31,0,1,1,9.972144415
342902,313603,8,8,202311,371,1,@2523,0.15,TON,0.15,0,13612,1,1,0
342902,324005,8,8,202310,390,1,@2523,0.8,TON,0.8,0,64150.22,1,1,0
342902,324005,8,8,202310,390,1,@2523,8,TON,8,52000,0,1,1,16.66666667
342902,382110,8,24,202310,543,1,@2523,34,TON,34,429503.27,120260.92,1,1,23.26417885
342902,390022,8,24,202311,632,1,@2523,5,TON,5,301000,242480,8,1,95.25316456
342902,483501,8,23,202310,1087,2,@2523,10,TON,10,161000,127960,2,1,14.81140754
342902,492101,8,22,202310,1587,2,@2523,28,TON,28,240800,67424,1,1,5.419029616
360024,392220,24,24,202311,355,1,@2523,500,BAG,25,76171.87,21328.12,1,1,8.582745915
360311,370510,24,33,202310,372,1,@2523,39.05,MTS,39.05,213554.69,59795.31,1,1,14.70094103
360311,384001,24,24,202310,335,1,@2523,4,MTS,4,44329.68,12412.32,2,1,33.08185075
360311,385340,24,24,202310,337,1,@2523,4,MTS,4,89954.68,25187.32,4,1,66.73195846
360311,390014,24,24,202310,338,1,@2523,5,MTS,5,26953.12,7546.88,1,1,15.94859172
360311,391150,24,24,202311,413,1,@2523,11,MTS,11,42968.75,12031.26,1,1,9.458232446
360560,382007,24,24,202310,410,1,@2523,30.55,MTS,30.55,186164.06,52125.94,1,1,14.86280468
360560,382330,24,24,202310,409,1,@2523,39.85,MTS,39.85,242835.94,67994.06,1,1,14.89914441
360560,382405,24,24,202310,386,1,@2523,34.86,MTS,34.86,212428.12,59479.88,1,1,15.78691673
360560,382470,24,24,202311,393,1,@2523,34.47,MTS,34.47,204665.62,57306.38,1,1,15.10814212
360560,394150,24,24,202310,587,1,@2523,25,MTS,25,146484.38,41015.62,1,1,9.98189983
361140,388180,24,24,202311,332,1,@2523,26,MTS,26,300625,84175,2,1,34.82680723
361140,389175,24,24,202310,539,1,@2523,36,MTS,36,212062.5,59377.5,1,1,10.92880334
361345,364760,24,24,202311,375,1,@2523,11.8,TON,11.8,65821.93,18430.14,1,1,14.87501243
361345,370165,24,24,202311,395,1,@2523,10,TON,10,342969,96031.3,6,1,86.82759494
362275,382421,24,24,202310,449,1,@2523,25,MTS,25,2142187.96,575312.54,15,1,190.8407982
362275,384265,24,24,202310,543,1,@2523,28.97,MTS,28.97,172009.38,48162.62,1,1,10.93462279
362275,387560,24,24,202311,404,1,@2523,33.4,MTS,33.4,198312.5,55527.5,1,1,14.69678218
362275,390006,24,24,202310,491,1,@2523,33.04,MTS,33.04,193593.74,54206.26,1,1,11.93355336
362715,380060,24,24,202310,448,1,@2523,0,BAG,0,129374.4,36224.84,1,1,#DIV/0!
362715,382042,24,24,202311,474,1,@2523,29.76,TON,29.76,167400,46872,1,1,11.86708861
362715,382421,24,24,202310,461,1,@2523,31.6,TON,31.6,192562.5,53917.5,1,1,13.21854664
362715,384355,24,24,202310,562,1,@2523,30,TON,30,360937.48,101062.52,2,1,21.40791696
362715,387810,24,24,202311,419,1,@2523,33.92,TON,33.92,381600,106848,2,1,26.849642
362715,395007,24,24,202310,692,1,@2523,31.4,TON,31.4,648597,0,6,1,29.84964655
362715,395007,24,24,202311,692,4,@2523,33.22,TON,33.22,719502.81,0,7,1,31.29873405
362715,410206,24,27,202310,962,1,@2523,32.98,TON,32.98,4428017.1,1239844.71,39,1,139.5672644
362715,410206,24,27,202311,962,1,@2523,33.84,TON,33.84,2979419.69,834237.49,29,1,91.52215913
365540,415612,24,27,202310,1219,4,@2523,2821,MTS,2821,8252609.82,2310730.75,1,1,2.399852338
365541,682003,24,32,202310,2296,4,@2523,10583,MTS,10583,30474489.31,8532857.01,1,1,1.254168118
365560,361140,24,24,202311,308,1,@2523,35.55,MTS,35.55,188859.38,52880.64,1,1,17.24837708
365560,361280,24,24,202311,317,1,@2523,29.89,MTS,29.89,165796.24,46422.96,1,1,17.49804383
365560,382007,24,24,202310,335,1,@2523,24.75,MTS,24.75,146953.13,41146.88,1,1,17.7238812
365560,382007,24,24,202310,335,1,@2523,39.51,MTS,39.51,240764.06,67413.94,1,1,18.19029832
365560,382355,24,24,202310,342,1,@2523,29.48,MTS,29.48,179643.75,50300.26,1,1,17.81798246
365560,382355,24,24,202310,342,1,@2523,29.53,MTS,29.53,177641.26,0,1,1,17.5895323
365560,382421,24,24,202310,322,1,@2523,35.76,MTS,35.76,217912.5,61015.5,1,1,18.92468944
365560,391775,24,24,202310,349,1,@2523,29.46,MTS,29.46,360885,101047.8,2,1,35.10028653
370415,281403,24,9,202310,1190,1,@2523,41.48,TON,41.48,173138,48479,1,1,3.507572749
370511,382210,24,24,202311,483,1,@2523,35.54,MTS,35.54,211018.75,59085.26,1,1,12.29296066
370511,382210,24,24,202311,483,1,@2523,35.8,MTS,35.8,425125,59517.5,2,1,24.58592133
370511,382428,24,24,202310,502,1,@2523,35.87,MTS,35.87,218582.81,61203.2,1,1,12.13894408
370511,385120,24,24,202310,543,1,@2523,25,MTS,25,305467,85532,2,1,22.50217311
370511,387001,24,24,202311,543,1,@2523,37,MTS,37,210148,58842,1,1,10.45980787
370511,395003,24,24,202311,745,1,@2523,40.27,MTS,40.27,235957,66068,1,1,7.864931844
370511,395003,24,24,202310,745,1,@2523,41.59,MTS,41.59,250189,70054,1,1,8.074637198
383001,396171,24,27,202310,459,1,@2523,300,BAG,15,85547,23953.16,1,1,12.42512709
394110,365630,24,24,202310,464,1,@2523,30,   ,,17740.8,14292.62,1,1,#DIV/0!
396210,380018,26,24,202311,359,1,@2523,430,BAG,21.5,149425,41839,1,1,19.35933148
400707,452001,23,23,202311,602,1,@2523,50,BAG,2.5,936000,0,3,1,621.9269103
412219,424001,27,27,202310,336,1,@2523,25,MTS,25,1342578.33,39921.94,13,1,159.8307536
412219,424001,27,27,202311,336,1,@2523,31,MTS,31,744000,0,6,1,71.42857143
413215,425105,27,27,202310,538,1,@2523,610,BAG,30.5,184086.56,51544.24,1,1,11.21863368
413215,425412,27,27,202310,569,1,@2523,600,BAG,30,145312.5,40687.5,1,1,8.512741652
441122,483105,27,23,202311,313,1,@2523,30,MTS,30,153535.2,42989.86,1,1,16.35092652
442404,422101,27,27,202311,830,2,@2523,814.8,TON,814.8,2679871.82,0,1,1,3.962642647
442404,424001,27,27,202311,677,2,@2523,1183.2,TON,1183.2,3891847.6,0,1,1,4.858575947
442502,444001,27,27,202311,390,1,@2523,34,TON,34,84920.81,0,1,1,6.404284314
442908,461111,27,23,202311,453,2,@2523,488.95,MTS,488.95,4311658.9,1207264.5,2,1,19.46622521
442908,507133,27,36,202310,386,1,@2523,25,TON,25,156250,43750,1,1,16.19170984
442916,424206,27,27,202310,563,1,@2523,42.56,MTS,42.56,221445.4,62004.6,1,1,9.241801774
442916,431514,27,27,202311,346,1,@2523,26,MTS,26,310375,86905,2,1,34.50144509
442917,443201,27,27,202310,525,1,@2523,31,MTS,31,205859.53,57640.68,1,1,12.64881905
445304,444803,27,27,202310,322,1,@2523,26,MTS,26,113750,31850,1,1,13.58695652
445304,464668,27,23,202310,482,1,@2523,35,MTS,35,395071.6,110620.04,2,1,23.41858921
445304,481001,27,23,202310,355,1,@2523,35,MTS,35,181650.7,50862.2,1,1,14.61977465
445304,482002,27,23,202311,412,2,@2523,263.6,MTS,263.6,1276825.68,357511.19,1,1,11.75679612
454446,393030,23,24,202311,327,1,@2523,42.02,MTS,42.02,217978.75,61034.05,1,1,15.86391437
454446,395007,23,24,202310,433,1,@2523,34.33,MTS,34.33,194651.1,54502.32,2,1,13.09468822
454446,462001,23,23,202310,322,1,@2523,22.56,MTS,22.56,227856,63799.68,2,1,31.36645963
454446,462001,23,23,202311,322,1,@2523,24.22,MTS,24.22,374653.14,104902.92,3,1,48.0395982
454446,462001,23,23,202311,322,1,@2523,27.14,MTS,27.14,279881.26,78366.76,2,1,32.02639866
454446,465691,23,23,202311,340,1,@2523,35,MTS,35,525000,147000,3,1,44.11764706
454446,466554,23,23,202310,404,1,@2523,46.84,MTS,46.84,237859.14,66600.56,1,1,12.56960392
457001,457887,23,23,202310,310,1,@2523,25,TON,25,281835.13,78914.88,2,2,36.36582323
458470,282006,23,9,202310,611,2,@2523,712.9,MTS,712.9,7234822.88,2025750.42,2,1,16.60955811
461001,306101,23,8,202311,739,1,@2523,604,BAG,30.2,132326.56,37051.44,1,1,5.929193738
482001,462023,23,23,202311,351,1,@2523,600,BAG,30,164064,45937.92,1,1,15.58062678
483442,282006,23,9,202311,726,1,@2523,3,MTS,3,194832,54552.96,2,1,89.45454545
483880,480001,23,23,202311,348,1,@2523,35,TON,35,1328906.16,372093.84,9,1,109.1055961
485001,476001,9,23,202311,432,1,@2523,34.74,MTS,34.74,270972,75872.16,2,1,18.05555556
485005,229001,23,9,202310,301,1,@2523,39.32,TON,39.32,420881.28,117846.75,3,1,35.56146179
485005,233302,23,9,202310,342,2,@2523,263.6,TON,263.6,1120713.86,313799.88,1,1,12.43149132
485005,273202,23,9,202311,500,2,@2523,244.6,TON,244.6,1115823.62,312430.61,1,1,9.123660016
485005,273202,23,9,202310,500,2,@2523,365.4,TON,365.4,1642202.61,459816.73,1,1,8.988520033
485005,484886,23,23,202311,361,1,@2523,28,TON,28,112437.5,31482.5,1,1,11.12361496
485005,802152,23,10,202311,454,2,@2523,1398,TON,1398,8737500,2446500,1,1,13.76651982
485005,824101,23,10,202311,446,2,@2523,3966.79,TON,3966.79,15867160,4442804.8,1,1,8.968609865
485111,208022,23,9,202310,339,1,@2523,392.4,MTS,392.4,8608275,2410317,5,1,64.71238938
485111,208022,23,9,202310,339,2,@2523,781.8,MTS,781.8,7329375,2052225,3,1,27.65486726
485111,208022,23,9,202310,350,1,@2523,7,MTS,7,31937.5,8942.5,1,1,13.03571429
485111,222202,23,9,202310,311,1,@2523,40.53,MTS,40.53,157053.75,43975.05,1,1,12.45980707
485111,226001,23,9,202311,408,2,@2523,593.1,MTS,593.1,5545485,1552735.8,2,1,22.91666667
485111,226301,23,9,202311,418,2,@2523,559.2,MTS,559.2,2621250,733950,1,1,11.21411483
485111,276137,23,9,202310,370,1,@2523,34,MTS,34,192843.92,53996.29,1,1,15.32940541
485111,470441,23,23,202310,361,1,@2523,20,MTS,20,105000,29400,1,1,14.54293629
485111,474010,23,23,202310,425,1,@2523,42,MTS,42,278880,0,1,1,15.62352941
485111,803201,23,10,202311,550,1,@2523,41.78,MTS,41.78,235639.2,65978.97,1,1,10.25454545
485771,208001,23,9,202311,364,1,@2523,25,MTS,25,2038310.92,570727.08,21,1,223.990211
485771,221003,23,9,202311,306,1,@2523,6,MTS,6,74924.1,20978.9,3,1,40.80833333
485771,232104,23,9,202310,325,1,@2523,41.56,MTS,41.56,473784.48,132659.52,3,1,35.07695861
485771,464228,23,23,202311,396,1,@2523,17,MTS,17,248625,69615,3,1,36.93181818
485771,481335,23,23,202310,409,1,@2523,32,MTS,32,142500,39900,1,1,10.88783619
485771,821105,23,10,202311,341,1,@2523,36.52,MTS,36.52,410850,115038,3,1,32.99120235
485772,226301,23,9,202311,459,1,@2523,32.84,MTS,32.84,175792.52,49221.91,1,1,11.66230937
485772,226301,23,9,202310,459,1,@2523,38.76,MTS,38.76,205900.87,57652.25,1,1,11.57342037
485772,470117,23,23,202311,317,1,@2523,25,MTS,25,283203.25,79296.92,2,1,35.73542587
485772,470118,23,23,202310,340,1,@2523,30,MTS,30,165937.5,46462.5,1,1,16.26838235
485773,209825,23,9,202311,378,2,@2523,718.9,MTS,718.9,3650664.06,1022185.94,1,1,13.43419311
485773,229001,23,9,202311,353,1,@2523,42.79,MTS,42.79,131881.86,36926.92,1,1,8.731082095
485773,241301,23,9,202310,484,1,@2523,41.07,MTS,41.07,225254.25,63071.19,1,1,11.33190511
485773,241301,23,9,202310,484,1,@2523,41.74,MTS,41.74,228934.26,64101.6,1,1,11.33216745
485773,452001,23,23,202310,643,1,@2523,20,MTS,20,175000,49000,2,1,13.60808709
485773,472246,23,23,202310,314,1,@2523,9,MTS,9,45000,12600,1,1,15.92356688
485773,474010,23,23,202310,428,1,@2523,31,MTS,31,597670.39,0,7,1,45.04600467
485773,475330,23,23,202311,422,1,@2523,35,MTS,35,161328.12,45171.88,1,1,10.92268923
486450,209625,23,9,202311,628,1,@2523,29.1,MTS,29.1,113671.87,31828.13,1,1,6.220143039
486450,209801,23,9,202311,489,1,@2523,34.65,MTS,34.65,351914.06,98535.94,2,1,20.76942726
486450,226001,23,9,202311,550,1,@2523,29.28,MTS,29.28,960750,269010,6,1,59.65909091
486450,229413,23,27,202311,305,1,@2523,31.23,MTS,31.23,165909.37,46454.63,1,1,17.41803226
486450,276128,23,9,202310,327,1,@2523,34,MTS,34,574812.5,160947.5,3,1,51.70107034
486450,284128,23,9,202310,322,1,@2523,42,MTS,42,243468.54,68171.19,1,1,18.00270186
486776,226101,23,9,202311,581,1,@2523,35,MTS,35,643339.9,180135.19,3,1,31.63707401
486776,470119,23,23,202310,415,1,@2523,30,MTS,30,253125,70875,2,1,20.3313253
486776,477441,23,23,202310,668,1,@2523,31,MTS,31,185031.25,51808.76,1,1,8.935254491
488441,224122,23,9,202310,445,1,@2523,40.7,TON,40.7,223850,62678,1,1,12.35955056
488441,226401,23,9,202310,368,1,@2523,29.6,TON,29.6,154937.5,43382.5,1,1,14.22384511
488441,227101,23,9,202311,329,1,@2523,35,TON,35,573125,160475,3,1,49.77203647
488441,241301,23,9,202311,407,1,@2523,41.65,TON,41.65,229725.78,64323.22,1,1,13.5519041
488441,262802,23,9,202311,563,1,@2523,39.73,TON,39.73,446962.5,125149.5,2,1,19.98223801
488441,462030,23,23,202311,377,1,@2523,35,TON,35,158593.74,44406.26,1,1,12.01923001
488441,486881,23,23,202311,313,1,@2523,10,TON,10,59687.5,16712.5,1,1,19.06948882
490036,770012,21,21,202310,409,1,@2523,500,BAG,25,164062.5,45937.5,1,1,16.04523227
490036,770072,21,21,202310,377,1,@2523,640,BAG,32,162500,45500,1,1,13.46982759
490036,442304,22,27,202310,360,1,@2523,34,MTS,34,146093.75,40906.25,1,1,11.93576389
490036,470673,22,23,202310,490,1,@2523,26,MTS,26,134062.5,37537.5,1,1,10.52295918
490036,470673,22,23,202311,490,1,@2523,30,MTS,30,928125,259875,6,1,63.1377551
490036,754295,22,21,202310,556,1,@2523,30.56,MTS,30.56,130832.86,36633.2,2,1,7.699963982
493116,494115,22,22,202310,396,1,@2523,25,MTS,25,1007813.5,282187.78,8,1,101.7993434
493118,441910,22,27,202310,338,1,@2523,25,MTS,25,132031.25,36968.75,1,1,15.625
493118,480661,22,23,202311,473,1,@2523,5,MTS,5,95937.52,26862.52,4,1,40.56554757
493118,754029,22,21,202311,529,1,@2523,25.35,MTS,25.35,63375,17745,1,1,4.725897921
493118,754029,22,21,202311,529,1,@2523,30.39,MTS,30.39,75975,21273,1,1,4.725897921
493118,764059,22,21,202311,416,1,@2523,30,MTS,30,3686250,1032150,34,1,295.3725962
493118,767032,22,21,202310,341,1,@2523,15,MTS,15,185391,51909.48,2,1,36.24457478
493118,824101,22,10,202310,544,1,@2523,35.11,MTS,35.11,87775,24577,1,1,4.595588235
493195,754006,22,21,202310,580,1,@2523,31.7,MTS,31.7,208031.25,58248.75,1,1,11.31465517
493195,759107,22,21,202311,524,1,@2523,32.68,MTS,32.68,418712.5,117239.5,2,1,24.45133588
493196,754027,22,21,202311,546,1,@2523,35.7,MTS,35.7,390129.6,109236.32,4,1,20.01465201
493196,754027,22,21,202311,546,1,@2523,38.18,MTS,38.18,104307.76,29206.18,1,1,5.003663004
493221,494001,22,22,202311,339,1,@2523,20,MTS,20,325161.52,91045.26,1,1,47.95892625
493331,825409,22,20,202310,674,2,@2523,985.5,TON,985.5,2254271.14,631195.92,1,1,3.393826418
493332,482001,22,23,202311,362,1,@2523,33,MTS,33,108337.35,30334.46,1,1,9.068922652
493332,482003,22,23,202311,406,1,@2523,30,MTS,30,121875,34125,1,1,10.00615764
493332,494776,22,22,202311,302,1,@2523,30,MTS,30,798281.38,223518.82,5,3,88.11052759
493332,754025,22,21,202311,524,1,@2523,31.57,MTS,31.57,207178.12,58009.88,1,1,12.52385466
493332,759126,22,21,202311,354,1,@2523,33.31,MTS,33.31,202982.81,56835.19,1,1,17.21398284
493332,768221,22,21,202311,305,1,@2523,35,MTS,35,437500,122500,2,1,40.98360656
500028,831012,36,20,202311,1463,1,@2523,960,BAG,48,270240,75667.2,1,1,3.848257006
