start_pin,destination_pin,bharat_sir_eway_data_mar24_050424.origin_from_state,bharat_sir_eway_data_mar24_050424.destination_from_state,bharat_sir_eway_data_mar24_050424.rtn_period,travel_distance,bharat_sir_eway_data_mar24_050424.transport_mode,bharat_sir_eway_data_mar24_050424.hsn_code_4d,quantity,bharat_sir_eway_data_mar24_050424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_mar24_050424.total_tax,bharat_sir_eway_data_mar24_050424.ewbs_count,bharat_sir_eway_data_mar24_050424.supplier_gstin_cnt,Cost pre Km per TON
515408,563114,37,29,202403,336,1,@2523,25,MTS,25,582031.27,162968.77,4,1,69.2894369
515408,571606,37,29,202403,425,1,@2523,28.06,MTS,28.06,105225,29463,1,1,8.823529412
515408,571606,37,29,202403,458,1,@2523,29.44,MTS,29.44,110400,30912,1,1,8.187772926
515408,600032,37,33,202403,400,1,@2523,33.48,MTS,33.48,125550,35154,1,1,9.375
515408,603103,37,33,202403,470,1,@2523,35,MTS,35,3630725,1016603,29,1,220.712766
515408,632014,37,33,202403,343,1,@2523,22,MTS,22,94531.25,26468.75,1,1,12.52733236
515408,632104,37,33,202403,413,1,@2523,31,MTS,31,1214327.35,340011.65,13,1,94.84709443
515408,632104,37,33,202403,413,1,@2523,41,MTS,41,928264.6,259914.1,7,1,54.81985472
515408,636808,37,33,202403,415,1,@2523,5,MTS,5,28515.62,7984.37,1,1,13.74246747
515415,517590,37,37,202403,313,1,@2523,30.04,MTS,30.04,272237.5,76226.52,2,1,28.95367412
515415,524126,37,37,202403,316,1,@2523,32,MTS,32,727500.16,203700.06,4,1,71.94424051
515415,560074,37,29,202403,303,1,@2523,29.66,MTS,29.66,152934.38,42821.63,1,1,17.01732729
515415,600103,37,33,202403,416,1,@2523,44.4,MTS,44.4,220019.76,61605.54,1,1,11.91201923
515415,631501,37,33,202403,364,1,@2523,44.86,MTS,44.86,210281.25,58878.75,1,1,12.87774725
515415,641001,37,33,202403,633,1,@2523,39.58,MTS,39.58,234849.12,65757.76,1,1,9.373665191
516289,575011,37,29,202403,633,1,@2523,35.92,MTS,35.92,196438,55003,1,1,8.639437472
516289,577548,37,29,202403,482,1,@2523,38,MTS,38,275738.64,77206.82,2,1,15.05452282
516289,600077,37,33,202403,319,1,@2523,42.86,MTS,42.86,1136708.92,318278.48,8,1,83.13931046
516289,603107,37,33,202403,315,1,@2523,29.54,MTS,29.54,138469,38771,1,1,14.88097925
516289,671318,37,32,202403,637,1,@2523,36.04,MTS,36.04,230881,64647,1,1,10.05689649
516309,600120,37,33,202403,325,1,@2523,36.42,MTS,36.42,100666.3,28186.56,1,1,8.504735353
516310,560078,37,29,202403,330,1,@2523,38,MTS,38,23525325,6587091,124,1,1876.022727
516310,600014,37,33,202403,325,1,@2523,38.31,MTS,38.31,137676.56,38549.44,1,1,11.05769211
516311,560004,37,29,202403,330,1,@2523,32.34,TON,32.34,156558,43836.22,1,1,14.66970259
516311,562114,37,29,202403,319,1,@2523,41.22,TON,41.22,190436,53322.19,1,1,14.4827282
516311,572211,37,29,202403,412,1,@2523,34.5,TON,34.5,129203,36177,1,1,9.089841002
516311,577301,37,29,202403,380,1,@2523,29.62,TON,29.62,150414,42116,1,1,13.36348129
516311,600077,37,33,202403,340,1,@2523,34.44,TON,34.44,161438,45203,1,1,13.78680741
516431,533436,37,37,202403,753,1,@2523,11,MTS,11,60156.24,16843.76,1,1,7.262614995
516433,522616,37,37,202403,399,1,@2523,26,MTS,26,296562.5,83037.5,2,1,28.58709273
516433,560067,37,29,202403,320,1,@2523,31,MTS,31,418749.55,117249.87,2,1,42.21265625
516433,560068,37,29,202403,351,1,@2523,37,MTS,37,233418.14,65357.08,1,1,17.97321475
516433,575004,37,29,202403,662,1,@2523,2,MTS,2,10000,2800,1,1,7.552870091
518123,517590,37,37,202403,337,1,@2523,30.62,MTS,30.62,136354.69,38179.32,1,1,13.21402101
518123,517644,37,37,202403,333,1,@2523,30,MTS,30,173437.5,48562.5,1,1,17.36111111
518123,560060,37,29,202403,314,1,@2523,42,MTS,42,446250,124950,2,1,33.83757962
518123,562123,37,29,202403,302,1,@2523,38,MTS,38,532902.5,149212.7,3,1,46.43625828
518123,571434,37,29,202403,424,1,@2523,34.1,MTS,34.1,175828.13,49231.88,1,1,12.16096733
518123,577533,37,29,202403,369,1,@2523,2.96,MTS,2.96,11780.8,3298.62,1,1,10.78590786
518123,577533,37,29,202403,369,1,@2523,36,MTS,36,2615760,732412.8,18,1,196.9105691
518123,636115,37,33,202403,514,1,@2523,30.4,MTS,30.4,2040600,571368,15,1,130.5933852
518124,560087,37,29,202403,340,1,@2523,29.16,MTS,29.16,141243.75,39548.25,1,1,14.24632353
518124,563130,37,29,202403,343,1,@2523,30.64,MTS,30.64,143625,40215,1,1,13.66618076
518124,606105,37,33,202403,546,1,@2523,31,MTS,31,166431.25,46600.75,1,1,9.832875458
518124,632503,37,33,202403,341,1,@2523,39.2,MTS,39.2,183750,51450,1,1,13.74633431
518124,635110,37,33,202403,371,1,@2523,1,MTS,1,3182.02,890.97,1,1,8.576873315
518124,641035,37,33,202403,690,1,@2523,39.56,MTS,39.56,259612.5,72691.5,2,1,9.510869565
518206,517641,37,33,202403,340,1,@2523,36.69,MTS,36.69,106401,29792.28,1,1,8.529411765
518220,562120,37,29,202403,370,1,@2523,24,MTS,24,139500,39060,1,1,15.70945946
518220,571234,37,29,202403,546,1,@2523,25,MTS,25,142578,39922,1,1,10.44527473
518220,632202,37,33,202403,370,1,@2523,1,MTS,1,28671,8029,5,1,77.48918919
518220,635121,37,33,202403,370,1,@2523,11,MTS,11,65141,18239,1,1,16.00515971
518220,636401,37,33,202403,504,1,@2523,36,MTS,36,1211622,339258,6,1,66.77810847
518220,670704,37,32,202403,619,1,@2523,36,MTS,36,395999,110881,2,1,17.77055286
518220,673573,37,32,202403,646,1,@2523,36,MTS,36,200812,56228,1,1,8.634846921
518508,506002,37,36,202403,430,1,@2523,14,MTS,14,741726.5,207683.5,15,1,123.2103821
518508,561208,37,29,202403,323,1,@2523,36,MTS,36,410616,114972.48,2,1,35.3126935
518508,587111,37,29,202403,369,1,@2523,25.14,MTS,25.14,402240,112627.2,5,1,43.3604336
521175,416416,37,27,202403,718,2,@2523,281.2,MTS,281.2,1343579.22,376202.19,1,1,6.654623936
521175,530012,37,37,202403,455,1,@2523,30.28,MTS,30.28,560504,76835.52,4,1,40.68285743
521175,530048,37,37,202403,487,1,@2523,30.26,MTS,30.26,140019.07,0,1,1,9.501437236
521175,531061,37,37,202403,428,1,@2523,30.26,MTS,30.26,194874.4,54564.84,2,1,15.04672897
521175,533401,37,37,202403,366,1,@2523,26,MTS,26,600844.14,168236.4,4,1,63.14040984
521301,500084,37,36,202403,360,1,@2523,50,kgs,0.05,163281,45718.68,1,1,9071.166667
521457,509219,36,36,202403,333,1,@2523,550,bag,27.5,286320.31,80169.7,2,2,31.26620912
521457,444905,37,27,202403,841,1,@2523,35,MTS,35,153125,42875,1,1,5.202140309
521457,532001,37,37,202403,590,1,@2523,25,MTS,25,265625,74375,2,1,18.00847458
521457,535591,37,37,202403,585,1,@2523,5,MTS,5,28125,7875,1,1,9.615384615
521457,623517,37,33,202403,1044,1,@2523,25,MTS,25,105469,29531,1,1,4.040957854
522414,603103,33,29,202403,481,1,@2523,40.4,MTS,40.4,195687.5,54792.5,1,1,10.07016632
522414,502286,37,36,202403,353,1,@2523,5,TON,5,28125,7875,1,1,15.93484419
522414,533251,37,37,202403,316,1,@2523,32,MTS,32,182500,51100,1,1,18.04786392
522414,533436,37,37,202403,403,1,@2523,17,MTS,17,278906.25,78093.78,3,1,40.71029777
522421,502220,37,36,202403,336,1,@2523,42.96,MTS,42.96,335625,93975,2,1,23.2514881
522421,524411,37,37,202403,357,1,@2523,20,MTS,20,100000,28000,1,1,14.00560224
522437,413215,37,27,202403,535,2,@2523,3905.02,MTS,3905.02,16045520.22,4492745.66,1,1,7.680274769
522437,506003,37,36,202403,309,1,@2523,31.9,TON,31.9,139562.5,39077.5,1,1,14.15857605
522437,531031,37,37,202403,463,1,@2523,35.48,TON,35.48,291783.76,81699.44,2,1,17.76219012
522437,533201,37,37,202403,301,1,@2523,35.5,TON,35.5,119257.81,33392.18,1,1,11.16071405
522437,602105,37,33,202403,461,1,@2523,34.84,TON,34.84,157868.75,44203.25,1,1,9.829175705
522614,509380,37,36,202403,342,1,@2523,5,BAG,0.25,18750,5250,1,1,219.2982456
522614,517416,37,37,202403,489,1,@2523,36,BAG,1.8,123750,34650,1,1,140.593047
531055,520004,37,37,202403,328,1,@2523,31,MTS,31,130781.25,36618.76,1,1,12.86204268
531055,751019,37,21,202403,481,1,@2523,35.55,MTS,35.55,155531.25,43548.75,1,1,9.095634096
531055,760007,37,21,202403,326,2,@2523,458.7,MTS,458.7,1203078.36,336861.94,1,1,8.045398773
560018,575001,29,29,202403,349,1,@2523,560,BAG,28,165200,46256,1,1,16.90544413
560018,581117,29,29,202403,423,1,@2523,775,BAG,38.75,251875,70525,1,1,15.36643026
560068,581205,29,29,202403,375,1,@2523,609,BAG,30.45,161385,45187.8,1,1,14.13333333
561213,571234,29,29,202403,306,1,@2523,30.82,TON,30.82,182993.74,51238.26,1,1,19.40359371
561213,576102,29,29,202403,416,1,@2523,33.16,TON,33.16,145075,40621,1,1,10.51682692
583115,581354,29,29,202403,429,1,@2523,8,TON,8,47500,13300,1,1,13.84032634
583275,403707,29,30,202403,363,1,@2523,31,MTS,31,239160.16,66964.84,2,1,21.25301342
583275,560049,29,29,202403,339,1,@2523,36,MTS,36,225000,63000,1,1,18.43657817
583275,577411,29,29,202403,330,1,@2523,35,MTS,35,442960,124028.8,2,1,38.35151515
583275,673614,29,32,202403,610,1,@2523,25,MTS,25,155400,43512,1,1,10.19016393
583275,686631,29,32,202403,916,2,@2523,170,MTS,170,823835.94,230674.06,1,1,5.290495376
583275,689695,29,32,202403,977,1,@2523,30,MTS,30,186480,52214.4,1,1,6.362333675
585211,410507,29,27,202403,474,1,@2523,29.18,MTS,29.18,170976.42,47873.4,1,1,12.36154033
585211,411019,29,27,202403,442,1,@2523,35,MTS,35,322656.25,90343.75,2,1,20.85690045
585211,412115,29,27,202403,441,1,@2523,29.94,MTS,29.94,177768.75,49775.25,1,1,13.46371882
585211,415403,29,27,202403,360,1,@2523,30.7,MTS,30.7,167890.63,47009.38,1,1,15.19097267
585211,431123,29,27,202403,329,1,@2523,17,MTS,17,107578.89,30122.09,1,1,19.23455927
585211,508126,29,36,202403,309,1,@2523,30.88,MTS,30.88,139925,39179,1,1,14.66423948
585211,591309,29,29,202403,342,1,@2523,20,MTS,20,108124,30274.72,1,1,15.80760234
585222,410505,29,27,202403,488,1,@2523,30.08,MTS,30.08,178600,50008,1,1,12.1670082
585222,410507,29,27,202403,485,1,@2523,35,MTS,35,188671.88,52828.13,1,1,11.11469102
585222,411014,29,27,202403,444,1,@2523,34.96,MTS,34.96,415150,116242,2,1,26.7454955
585222,411044,29,27,202403,465,1,@2523,34.86,MTS,34.86,206981.25,57954.75,1,1,12.7688172
585222,411047,29,27,202403,457,1,@2523,34.54,MTS,34.54,207779.69,58178.31,1,1,13.16329338
585222,412207,29,27,202403,434,1,@2523,34.8,MTS,34.8,415968.75,116471.25,2,1,27.54176267
585222,413716,29,27,202403,473,1,@2523,34.87,MTS,34.87,187971.09,52631.91,1,1,11.39666996
585222,414306,29,27,202403,458,1,@2523,24,MTS,24,127500,35700,1,1,11.59934498
585222,415004,29,27,202403,440,1,@2523,30,MTS,30,421875,118125,6,1,31.96022727
585222,415409,29,27,202403,424,1,@2523,35,MTS,35,1011718.75,283281.25,11,1,68.17511792
585222,416416,29,27,202403,392,1,@2523,30.95,MTS,30.95,169257.81,47392.19,1,1,13.95089265
585222,416502,29,27,202403,486,1,@2523,26,MTS,26,166400,46592,2,1,13.16872428
585222,422103,29,27,202403,573,1,@2523,10,MTS,10,54687.5,15312.5,1,1,9.544066318
585222,431105,29,27,202403,497,1,@2523,32.38,MTS,32.38,172018.75,48165.25,1,1,10.68913481
585222,431804,29,27,202403,471,1,@2523,20,MTS,20,107187.5,30012.5,1,1,11.3787155
585222,581401,29,29,202403,506,1,@2523,6,MTS,6,38906.25,10893.76,1,1,12.81497036
585222,590010,29,29,202403,409,1,@2523,31,MTS,31,1307812.5,0,9,1,103.1479218
585305,396193,26,24,202403,773,1,@2523,180,BAG,9,32695.31,9154.69,1,1,4.699627713
585305,573201,29,29,202403,756,1,@2523,36,TON,36,191250,53550,1,1,7.027116402
585320,412201,29,27,202403,461,1,@2523,34.89,MTS,34.89,119064.22,33337.98,1,1,7.402516368
585320,412202,29,27,202403,449,1,@2523,35.81,MTS,35.81,122203.78,34217.06,1,1,7.600356745
585320,415023,29,27,202403,430,1,@2523,34.33,MTS,34.33,182378,51066,1,1,12.3546427
585320,415406,29,27,202403,499,1,@2523,30.01,MTS,30.01,161773,45296,1,1,10.80287867
587122,411047,29,27,202403,454,1,@2523,25.5,TON,25.5,149414.06,41835.94,1,1,12.90611212
587122,413106,29,27,202403,315,1,@2523,29.76,TON,29.76,160425,44919,1,1,17.11309524
587122,574122,29,29,202403,515,1,@2523,22,TON,22,400468.75,112131.26,3,1,35.34587379
587122,574239,29,29,202403,587,1,@2523,32,TON,32,340000,95200,2,1,18.10051107
591136,412106,29,27,202403,403,1,@2523,25,MTS,25,150390.62,42109.38,1,1,14.92710868
591136,412211,29,27,202403,437,1,@2523,25,MTS,25,150390.62,42109.38,1,1,13.76573181
600040,638001,33,33,202403,401,1,@2523,599,BAG,29.95,1004618,281293.04,6,1,83.64880786
621651,561205,33,29,202403,431,1,@2523,40,MTS,40,206250,57750,1,1,11.96345708
621651,627106,33,33,202403,421,1,@2523,57.22,MTS,57.22,295040.62,82611.38,1,1,12.2476245
621651,631005,33,33,202403,355,1,@2523,39.68,MTS,39.68,192200,53816,1,1,13.6443662
621651,673303,33,32,202403,430,1,@2523,34.66,MTS,34.66,222040.62,62171.38,1,1,14.89825548
621651,680661,33,32,202403,372,1,@2523,36,MTS,36,395684.34,110791.62,3,1,29.54632168
621705,626205,33,33,202403,316,1,@2523,35.92,MTS,35.92,115403.82,32313.18,1,1,10.16709248
621705,626205,33,33,202403,316,1,@2523,37.32,MTS,37.32,119902.4,33572.6,1,1,10.1671483
621705,626205,33,33,202403,316,1,@2523,38.14,MTS,38.14,122536.74,34310.26,1,1,10.16713408
621705,626205,33,33,202403,316,1,@2523,39.74,MTS,39.74,383032.2,107248.8,3,1,30.50143974
621705,626205,33,33,202403,316,1,@2523,42.2,MTS,42.2,135580.4,37962.6,1,1,10.16710661
621705,626205,33,33,202403,316,1,@2523,50.56,MTS,50.56,162439.86,45483.14,1,1,10.16713192
621705,626205,33,33,202403,316,1,@2523,51.14,MTS,51.14,328606.2,92009.8,2,1,20.33424009
621705,627007,33,33,202403,374,1,@2523,35,MTS,35,218750,61250,1,1,16.71122995
621705,670504,33,32,202403,578,1,@2523,32.02,MTS,32.02,205128.12,57435.88,1,1,11.08347724
621707,600060,33,33,202403,319,1,@2523,17,TON,17,99609.37,27890.62,1,1,18.36794579
621707,628008,33,33,202403,321,1,@2523,43.1,TON,43.1,212132.81,59397.18,1,1,15.33294374
621707,682308,33,32,202403,446,1,@2523,26,TON,26,168593.75,47206.25,1,1,14.5389574
621713,560064,33,29,202403,421,1,@2523,3,MTS,3,101606.64,28449.83,8,1,80.44864608
621713,572105,33,29,202403,420,1,@2523,15,MTS,15,270739.2,75806.96,4,1,42.97447619
621713,673631,33,32,202403,449,1,@2523,2,MTS,2,16920.7,4737.79,2,1,18.84265033
621713,679322,33,32,202403,394,1,@2523,36,MTS,36,154393.56,43230.2,1,1,10.88505076
621729,626127,33,33,202403,317,1,@2523,41.38,MTS,41.38,212138.71,0,1,1,16.1722399
621729,626127,33,33,202403,317,1,@2523,47.01,MTS,47.01,241001.47,0,1,1,16.17224002
621730,560039,33,29,202403,368,1,@2523,12,MTS,12,54932.4,15381.07,1,1,12.43940217
621730,560049,33,29,202403,373,1,@2523,19,MTS,19,85873.35,24044.54,1,1,12.11702413
621730,562125,33,29,202403,343,1,@2523,40.1,MTS,40.1,194234.38,54385.63,1,1,14.12172048
621730,562125,33,29,202403,343,1,@2523,49.36,MTS,49.36,254512.5,71263.5,1,1,15.03279883
621730,623526,33,33,202403,344,1,@2523,10,MTS,10,116406.25,32593.76,2,1,33.83902616
621730,628204,33,33,202403,410,1,@2523,39.74,MTS,39.74,201804.69,56505.32,1,1,12.38567089
621730,680541,33,32,202403,439,1,@2523,34.6,MTS,34.6,156781.25,43898.75,1,1,10.32175399
621730,685581,33,32,202403,501,1,@2523,29.1,MTS,29.1,163687.5,45832.5,1,1,11.22754491
624703,570015,33,29,202403,473,2,@2523,253,MTS,253,1004410.51,1610047.21,1,1,8.393238934
624703,683520,33,32,202403,343,1,@2523,30,TON,30,760683.96,212991.48,6,1,73.92458309
624703,689106,33,32,202403,335,1,@2523,1,TON,1,8998.04,2519.46,2,1,26.8598209
624703,690572,33,32,202403,360,1,@2523,30,TON,30,3723587.82,1042604.46,27,1,344.77665
624703,691334,33,32,202403,377,1,@2523,35.85,TON,35.85,207257.81,58032.19,1,1,15.33488045
626205,613701,33,33,202403,336,1,@2523,10,MTS,10,53021.87,0,1,1,15.78031845
631003,638052,33,33,202403,408,1,@2523,39.49,MTS,39.49,197450,55286,1,1,12.25490196
631004,636501,33,33,202403,330,1,@2523,31,MTS,31,575874,0,4,1,56.29266862
635109,411009,33,27,202403,884,1,@2523,1810,BAG,90.5,577390,161669.2,1,1,7.21719457
636115,576222,33,29,202403,679,1,@2523,9,MTS,9,47131.38,13196.79,1,1,7.712547865
637303,673315,33,32,202403,318,1,@2523,1,MTS,1,234062.5,65537.5,36,1,736.0455975
637303,686013,33,32,202403,353,1,@2523,25,MTS,25,121093.75,33906.25,1,1,13.72167139
637303,690533,33,32,202403,397,1,@2523,25,MTS,25,121093.75,33906.25,1,1,12.20088161
638002,600068,33,33,202403,424,1,@2523,495,bag,24.75,151965,42550.2,1,1,14.48113208
638009,600047,33,33,202403,387,1,@2523,32,MTS,32,164000,45920,1,1,13.24289406
638401,609501,33,33,202403,395,1,@2523,500,BAG,25,339840,95155.2,3,1,34.41417722
641016,600069,33,33,202403,482,1,@2523,3,MTS,3,39140.4,10959.32,1,1,27.06804979
641016,600098,33,33,202403,494,1,@2523,9,MTS,9,108720,30441.6,1,1,24.4534413
641024,609001,33,33,202403,352,1,@2523,591,BAG,29.55,166219,46541.32,1,1,15.98013767
641664,600129,33,33,202403,464,1,@2523,0,   ,,759000,212520,1,1,#DIV/0!
642006,610105,33,33,202403,358,1,@2523,566,BAG,28.3,154761,43333.08,1,1,15.27538149
682161,626204,32,33,202403,312,1,@2523,0.15,MTS,0.15,574.59,160.89,1,1,12.2775641
713148,847115,19,10,202403,574,2,@2523,745,TON,745,2717760,760972.8,1,1,6.355400697
713148,854301,19,10,202403,400,2,@2523,1641.6,TON,1641.6,6832339.2,1913054.98,1,1,10.405
721129,742101,19,19,202403,329,2,@2523,252.8,MTS,252.8,1124960,0,1,1,13.52583587
721129,742237,19,19,202403,318,1,@2523,24.5,MTS,24.5,108335.94,30334.06,1,1,13.90526762
721134,786125,19,18,202403,1561,2,@2523,63.9,MTS,63.9,419343.75,117416.25,1,1,4.204035874
723121,743401,19,19,202403,317,1,@2523,30,MTS,30,241406.25,67593.76,2,2,25.38446372
723121,816109,19,20,202403,361,1,@2523,24,MTS,24,432000,120960,4,1,49.86149584
734008,742101,19,19,202403,409,1,@2523,120,BAG,6,60938,17062.64,2,2,24.83211084
735102,851112,19,10,202403,389,1,@2523,30,TON,30,165468.75,46331.25,1,1,14.17898458
735204,781101,19,18,202403,346,1,@2523,470,BAG,23.5,165234.38,46265.63,1,1,20.32153241
735210,721152,19,19,202403,730,1,@2523,13,TON,13,82367.18,23062.82,1,1,8.679365648
736159,781005,19,18,202403,328,1,@2523,500,BAG,25,148437.5,41562.5,1,1,18.10213415
742227,734004,19,19,202403,342,2,@2523,563.2,MTS,563.2,3049480.19,0,1,1,15.83204677
752026,766001,21,21,202403,370,1,@2523,770,BAG,38.5,207900,58212,1,1,14.59459459
757075,767039,21,21,202403,602,1,@2523,600,BAG,30,496872,139124.16,3,1,27.51229236
768202,756100,21,21,202403,391,2,@2523,462,MTS,462,2203453.56,0,1,1,12.19790281
768202,814153,21,20,202403,695,1,@2523,17.5,MTS,17.5,200976.66,56273.48,2,1,16.52428859
770017,721507,21,19,202403,425,2,@2523,3909.2,MTS,3909.2,15832260,4433032.8,1,1,9.529411765
770017,754082,21,21,202403,349,1,@2523,24.59,MTS,24.59,68645.44,0,1,1,7.998853402
770017,754082,21,21,202403,349,1,@2523,37.63,MTS,37.63,92931.8,26020.9,1,1,7.076275026
770017,754082,21,21,202403,349,1,@2523,37.89,MTS,37.89,93573.9,26200.7,1,1,7.076274936
770017,764001,21,21,202403,550,1,@2523,25,MTS,25,237812.4,0,2,1,17.29544727
770017,764028,21,21,202403,513,1,@2523,35,MTS,35,303515.62,84984.38,2,1,16.90423949
770017,827014,21,20,202403,354,1,@2523,33.55,MTS,33.55,93658.18,26224.29,1,1,7.885875706
770017,827014,21,20,202403,354,1,@2523,40.14,MTS,40.14,198261.1,55513.1,2,1,13.95265582
770018,755026,21,21,202403,341,1,@2523,29.55,MTS,29.55,153660,43024.8,1,1,15.24926686
770018,827013,21,20,202403,333,1,@2523,28.65,MTS,28.65,100275,28077,1,1,10.51051051
781022,785110,18,18,202403,351,1,@2523,25,TON,25,707031.25,197968.78,4,1,80.57336182
781022,785689,18,18,202403,389,1,@2523,10,TON,10,226250,63350,3,1,58.16195373
781022,786160,18,18,202403,569,1,@2523,25,TON,25,758594,212406.36,4,1,53.32822496
781023,785112,18,18,202403,314,1,@2523,25,TON,25,180468.75,50531.26,1,1,22.98964968
781023,786151,18,18,202403,501,1,@2523,15,MTS,15,460078.12,128821.88,4,2,61.22130672
781031,791110,18,12,202403,340,1,@2523,25,MTS,25,343359.38,96140.63,2,1,40.39522118
781034,787059,18,18,202403,496,1,@2523,1000,BAG,50,238281,66718.68,1,1,9.608104839
782001,787059,18,18,202403,378,1,@2523,606,BAG,30.3,170625,47775,1,1,14.89732307
782142,786160,18,18,202403,485,1,@2523,194,BAG,9.7,71232.92,19945.22,1,1,15.1414433
782402,786001,18,18,202403,411,1,@2523,34.5,TON,34.5,3596754.37,0,14,2,253.6587588
782402,787059,18,18,202403,472,1,@2523,32.5,TON,32.5,778476.57,217973.46,3,1,50.74814668
782402,799045,18,16,202403,534,2,@2523,854.4,TON,854.4,5418765,1517254.2,1,1,11.87675562
782410,783331,18,18,202403,332,1,@2523,7,MTS,7,55671.88,15588.12,1,1,23.95519793
782446,783380,18,18,202403,357,1,@2523,30,MTS,30,1017749.44,0,5,1,95.02795892
782446,786125,18,18,202403,427,1,@2523,43,MTS,43,557656.24,156143.76,2,1,30.37177931
782446,786125,18,18,202403,450,1,@2523,500,BAG,25,380859.75,106640.76,3,1,33.8542
782446,787055,18,18,202403,318,1,@2523,7.5,MTS,7.5,121640.62,34059.38,2,1,51.00235639
782446,787055,18,18,202403,318,1,@2523,10,MTS,10,161093.74,45106.26,2,1,50.65840881
782446,792120,18,12,202403,513,1,@2523,490,BAG,24.5,128242.31,35907.85,1,1,10.20346979
784025,790105,18,12,202403,374,1,@2523,180,BAG,9,71695.8,34687.55,1,1,21.3
788711,796891,18,15,202403,555,1,@2523,250,BAG,12.5,92500,37828,1,1,13.33333333
788803,796911,18,15,202403,510,1,@2523,500,BAG,25,326562.5,91437.5,2,1,25.6127451
793101,786610,17,18,202403,452,1,@2523,50,TON,50,359375,100625,1,1,15.90154867
793101,795115,17,14,202403,483,1,@2523,15,TON,15,168750,47250,2,1,23.29192547
793200,795128,17,14,202403,410,1,@2523,30,TON,30,869531.25,243468.75,5,1,70.69359756
793200,799105,17,16,202403,421,1,@2523,15,TON,15,79687.5,22312.5,1,1,12.61876485
793200,799150,17,16,202403,485,1,@2523,10,TON,10,53125,14875,1,1,10.95360825
793210,735102,17,19,202403,616,1,@2523,35.58,TON,35.58,109869.26,30763.39,1,1,5.012905799
793210,785670,17,18,202403,585,1,@2523,15,TON,15,105234.45,29465.65,1,1,11.99252991
793210,796321,17,15,202403,461,1,@2523,27,MTS,27,254812.5,71347.5,1,1,20.47180043
793210,796571,17,15,202403,472,1,@2523,34,MTS,34,584375,163625,2,1,36.41419492
793210,799114,17,16,202403,389,1,@2523,5,MTS,5,30546.6,8553.05,1,1,15.7051928
793210,799201,17,16,202403,330,1,@2523,5.5,MTS,5.5,42453.12,11886.88,1,1,23.39014876
796101,796290,15,14,202403,324,1,@2523,25,MTS,25,207031.25,57968.75,1,1,25.55941358
797001,795116,13,14,202403,390,1,@2523,500,BAG,25,367187.5,102812.5,2,1,37.66025641
800009,854303,10,10,202403,377,1,@2523,2,TON,2,36562.5,110501.56,1,1,48.49137931
801103,834003,10,20,202403,364,1,@2523,27.1,TON,27.1,406500,113820,1,1,41.20879121
821101,811105,10,10,202403,302,1,@2523,300,   ,,71015.63,19884.38,1,1,#DIV/0!
824101,847407,10,10,202403,310,1,@2523,22,MTS,22,99000,0,1,1,14.51612903
827014,844502,20,10,202403,346,1,@2523,15,MTS,15,93750,26250,1,1,18.06358382
827014,848101,20,10,202403,403,2,@2523,124.6,MTS,124.6,2177386,609668.08,4,1,43.36230279
828124,852201,20,10,202403,486,2,@2523,786.8,TON,786.8,10159558.16,2844676.28,4,1,26.56893831
831016,713101,20,19,202403,356,2,@2523,1312.8,TON,1312.8,10347489.6,2897297.08,2,1,22.14044944
841226,852127,10,10,202403,402,1,@2523,15,TON,15,93984.38,26315.62,1,1,15.58613267
854311,824210,10,10,202403,486,1,@2523,10,MTS,10,373437.5,104562.5,7,1,76.83899177
123305,142003,6,3,202403,342,1,@2523,6.5,MTS,6.5,24899.03,6971.73,1,1,11.20064327
124106,173001,6,2,202403,301,1,@2523,36.83,MTS,36.83,166885.94,46728.07,1,1,15.05398694
124146,140119,6,3,202403,377,1,@2523,4,MTS,4,17768.76,4975.25,1,1,11.78299735
124146,144020,6,3,202403,431,1,@2523,31,MTS,31,395685.86,110792.04,3,1,29.6149884
124146,151001,6,3,202403,347,1,@2523,16,MTS,16,76412.48,21395.49,1,1,13.76305476
124146,151103,6,3,202403,324,1,@2523,39.26,MTS,39.26,208568.75,58399.25,1,1,16.39660494
124146,152001,6,3,202403,497,1,@2523,30,MTS,30,786820.49,220309.74,6,1,52.7713273
124146,248002,6,5,202403,361,1,@2523,44.49,MTS,44.49,246780.47,69098.53,1,1,15.36530479
124146,249403,6,5,202403,324,1,@2523,39.21,MTS,39.21,220556.25,61755.75,1,1,17.36111111
124146,263151,6,5,202403,401,1,@2523,20,MTS,20,121875,34125,1,1,15.19638404
127022,202130,6,9,202403,341,1,@2523,12.5,TON,12.5,70312.5,19687.5,1,1,16.49560117
140113,121003,3,6,202403,317,2,@2523,659,TON,659,2251930.85,630540.64,1,1,10.77979182
140113,181133,3,1,202403,316,2,@2523,395.4,TON,395.4,4192685.74,1173952.01,2,1,33.55587468
140113,243001,3,9,202403,534,2,@2523,656.4,TON,656.4,2243046.15,628052.92,1,1,6.399239724
141110,193201,3,1,202403,600,1,@2523,510,BAG,25.5,601800,168504,4,1,39.33333333
142038,247662,3,9,202403,312,1,@2523,400,BAG,20,100000,28000,1,1,16.02564103
151111,182204,3,1,202403,699,1,@2523,22.24,MTS,22.24,100775,28217,1,1,6.482474964
151111,182204,3,1,202403,699,1,@2523,22.86,MTS,22.86,103584.38,29003.63,1,1,6.482475277
