start_pin,destination_pin,bharat_sir_eway_data_mar24_050424.origin_from_state,bharat_sir_eway_data_mar24_050424.destination_from_state,bharat_sir_eway_data_mar24_050424.rtn_period,travel_distance,bharat_sir_eway_data_mar24_050424.transport_mode,bharat_sir_eway_data_mar24_050424.hsn_code_4d,quantity,bharat_sir_eway_data_mar24_050424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_mar24_050424.total_tax,bharat_sir_eway_data_mar24_050424.ewbs_count,bharat_sir_eway_data_mar24_050424.supplier_gstin_cnt,Cost pre Km per TON
711202,734313,19,19,202403,631,1,@2523,510,BAG,25.5,1147500,464268,6,1,71.31537242
713148,848101,19,10,202403,513,2,@2523,373.8,TON,373.8,2727244.8,763628.54,2,1,14.22222222
713347,805130,19,10,202403,308,1,@2523,600,BAG,30,131250,36750,1,1,14.20454545
713359,824101,19,10,202403,310,1,@2523,15,TON,15,166406.25,87500,3,1,35.78629032
721134,723202,19,19,202403,301,1,@2523,11,MTS,11,63250,17710,1,1,19.10299003
721134,827302,19,20,202403,384,1,@2523,28.44,MTS,28.44,177750,49770,1,1,16.27604167
721147,825406,19,20,202403,348,1,@2523,5,MTS,5,27895.05,7810.61,1,1,16.03163793
722183,732125,19,19,202403,340,1,@2523,25,MTS,25,1015433.97,284320.28,7,1,119.46282
723121,743232,19,19,202403,349,1,@2523,19,MTS,19,217312.5,60847.52,2,1,32.7722063
723126,781125,19,18,202403,1016,1,@2523,41,MTS,41,590760,165412.8,2,1,14.18187056
735102,813104,19,10,202403,340,1,@2523,5,TON,5,26406.25,7393.75,1,1,15.53308824
735210,721659,19,19,202403,758,1,@2523,28,TON,28,177406.24,49673.76,1,1,8.358756125
754223,768003,21,21,202403,324,1,@2523,1250,BAG,62.5,481250,134750,1,1,23.7654321
756001,764001,21,21,202403,750,1,@2523,310,BAG,15.5,80600,22568,1,1,6.933333333
764039,754027,21,21,202403,533,1,@2523,30.23,TON,30.23,78598,22007.44,1,1,4.87804878
768202,761109,21,21,202403,347,1,@2523,30,MTS,30,180000,50400,1,1,17.29106628
769004,757001,21,21,202403,368,1,@2523,700,BAG,35,198275,55517,1,1,15.39402174
770017,754082,21,21,202403,349,1,@2523,38.99,MTS,38.99,1059195.28,296574.74,11,1,77.83902272
770017,754082,21,21,202403,349,1,@2523,39.02,MTS,39.02,963645.7,269820.8,10,1,70.76274895
770017,764076,21,21,202403,561,1,@2523,20,MTS,20,113281.24,31718.76,1,1,10.0963672
770017,766012,21,21,202403,353,1,@2523,25,MTS,25,440156.16,60156.24,4,1,49.87605212
770017,766107,21,21,202403,402,1,@2523,35,MTS,35,499023.42,139726.58,3,1,35.46719403
770017,767040,21,21,202403,383,1,@2523,34.63,MTS,34.63,146095.32,40906.68,1,1,11.01501362
770017,827014,21,20,202403,354,1,@2523,24.53,MTS,24.53,60579.78,16962.34,1,1,6.976327845
770017,827014,21,20,202403,354,1,@2523,34.42,MTS,34.42,85004.32,23801.21,1,1,6.976327651
770017,827014,21,20,202403,354,1,@2523,37.72,MTS,37.72,93154.07,26083.14,1,1,6.976327953
770031,758082,21,21,202403,310,1,@2523,32,MTS,32,113749.76,31849.94,1,1,11.46670968
781005,785693,18,18,202403,435,1,@2523,20,MTS,20,293750,82250,2,1,33.76436782
781022,785684,18,18,202403,344,1,@2523,10,TON,10,76093.8,21306.26,1,1,22.1202907
781022,786156,18,18,202403,525,1,@2523,20,TON,20,150625,42175,1,1,14.3452381
781023,785672,18,18,202403,361,1,@2523,30,MTS,30,229687.5,64312.5,1,1,21.20844875
781023,786188,18,18,202403,553,1,@2523,20,MTS,20,150625,42175,1,1,13.61889693
781023,791111,18,12,202403,333,1,@2523,15,MTS,15,254062.5,71137.5,3,2,50.86336336
781023,795001,18,14,202403,473,1,@2523,25,TON,25,286719,80281.32,2,1,24.24684989
781034,791111,18,12,202403,380,1,@2523,350,NOS,,198046.88,55453.13,2,1,#DIV/0!
782140,795002,18,14,202403,385,1,@2523,30,MTS,30,195000,54600,1,1,16.88311688
782140,795003,18,14,202403,393,1,@2523,5,MTS,5,32500,9100,1,1,16.5394402
782402,783301,18,18,202403,316,1,@2523,8,TON,8,118000,33040,2,1,46.67721519
782402,787032,18,18,202403,366,1,@2523,40,TON,40,1260000,352800,4,1,86.06557377
782402,791001,18,12,202403,686,1,@2523,45,TON,45,578390.62,161949.37,2,1,18.73633366
782410,783135,18,18,202403,342,1,@2523,30,MTS,30,707343.72,198056.28,3,1,68.94188304
782446,783334,18,18,202403,479,1,@2523,40.74,MTS,40.74,267356.24,74859.76,1,1,13.70041702
782446,787035,18,18,202403,380,1,@2523,44,MTS,44,275000,77000,1,1,16.44736842
782446,791102,18,12,202403,479,1,@2523,35,MTS,35,2180937.48,610662.52,8,1,130.0887253
782446,999999,18,99,202403,410,1,@2523,34,MTS,34,204000,0,1,1,14.63414634
784103,790104,18,12,202403,305,1,@2523,130,BAG,6.5,96891.6,27129.64,2,1,48.87344262
788003,796691,18,15,202403,306,1,@2523,25,TON,25,464062.5,129937.5,2,1,60.66176471
788106,795149,18,14,202403,306,1,@2523,160,BAG,8,104750,29330,2,1,42.79003268
793200,784167,17,18,202403,419,1,@2523,10,MTS,10,77187.5,21612.5,1,1,18.42183771
793200,799101,17,16,202403,380,1,@2523,25,TON,25,1628906.25,456093.75,12,2,171.4638158
793210,735102,17,19,202403,616,1,@2523,34.58,TON,34.58,213562.62,59797.54,2,1,10.02581159
793210,782140,17,18,202403,324,1,@2523,19.9,MTS,19.9,89550,25074,1,1,13.88888889
793210,792110,17,12,202403,781,1,@2523,30,TON,30,213281.4,59718.79,1,1,9.102919334
793210,799012,17,16,202403,358,1,@2523,25,TON,25,1312500.5,367500.14,7,1,146.6481006
793210,799102,17,16,202403,375,1,@2523,25,MTS,25,194921.88,54578.13,1,1,20.7916672
796101,796730,15,15,202403,370,1,@2523,11,TON,11,102265.62,28634.38,1,1,25.12668796
800001,831016,10,20,202403,458,1,@2523,705,BAG,35.25,437100,122388,2,1,27.07423581
822101,825102,20,20,202403,320,1,@2523,5,MTS,5,201250.15,56350.12,7,1,125.7813438
824101,847227,10,10,202403,357,1,@2523,35,MTS,35,472500,0,3,1,37.81512605
824121,845438,10,10,202403,328,2,@2523,13.7,MTS,13.7,61650,0,1,1,13.7195122
827014,801109,20,10,202403,324,1,@2523,30,MTS,30,382500,107100,2,1,39.35185185
827014,821115,20,10,202403,302,2,@2523,653.8,MTS,653.8,3064690.11,858113.23,1,1,15.5215364
831016,800001,20,10,202403,458,2,@2523,1122.4,TON,1122.4,17693513.6,4954183.8,4,1,34.41921397
831016,822115,20,20,202403,406,1,@2523,30,MTS,30,304770,85335.6,2,1,25.02216749
831016,841226,20,10,202403,597,2,@2523,2493.8,TON,2493.8,19656131.6,5503716.84,2,1,13.20268007
833210,811105,20,10,202403,395,1,@2523,2,MTS,2,18000,5040,2,1,22.78481013
834001,851204,20,10,202403,337,2,@2523,129.4,TON,129.4,617328.58,172852,1,1,14.15637982
834005,752077,20,21,202403,499,1,@2523,620,BAG,31,384400,107632,2,1,24.8496994
841226,852221,10,10,202403,402,1,@2523,27,TON,27,170437.5,47722.5,1,1,15.70273632
854318,802116,10,10,202403,409,1,@2523,650,BAG,32.5,204750,57330,1,1,15.40342298
999999,221110,99,9,202403,480,1,@2523,29.24,MTS,29.24,113304,31725,1,1,8.072845417
999999,221110,99,9,202403,480,1,@2523,30.16,MTS,30.16,234010,65522,2,1,16.16448386
999999,391340,99,24,202403,1000,1,@2523,24000,KGS,24,11690964,3273469.92,4,1,487.1235
110085,151001,7,3,202403,325,1,@2523,775,BAG,38.75,279000,78120,1,1,22.15384615
110090,242301,7,9,202403,326,1,@2523,545,BAG,27.25,1457875,408205,8,1,164.1104294
110092,462001,7,23,202403,838,1,@2523,1550,BAG,77.5,4572810,1280386.8,10,1,70.41050119
122508,496330,6,22,202403,1236,1,@2523,320,BAG,16,93750,26250,1,1,4.74059466
123305,152026,6,3,202403,345,1,@2523,21,MTS,21,136171.87,38128.12,1,1,18.79528916
124106,143001,6,3,202403,501,1,@2523,40.19,MTS,40.19,216649.42,60661.84,1,1,10.75974053
124106,144514,6,3,202403,370,1,@2523,32,TON,32,114005,31921.4,1,1,9.628800676
124106,151001,6,3,202403,302,1,@2523,40,TON,40,502325,140651,3,1,41.58319536
124106,160014,6,4,202403,301,1,@2523,1,TON,1,4765.62,1334.38,1,1,15.83262458
124106,173001,6,2,202403,301,1,@2523,27.85,MTS,27.85,126195.31,35334.69,1,1,15.05398641
124146,141008,6,3,202403,373,1,@2523,400,BAG,20,111876,31325.28,1,1,14.99678284
124146,249403,6,5,202403,324,1,@2523,39.31,MTS,39.31,221118.75,61913.25,1,1,17.36111111
124146,262523,6,5,202403,482,1,@2523,35,MTS,35,303488.14,84976.68,2,1,17.98981269
127022,151101,6,3,202403,315,1,@2523,34,TON,34,191781.25,53698.75,1,1,17.90674603
140113,176309,3,2,202403,418,1,@2523,26.02,TON,26.02,258167.18,72286.82,2,1,23.73654237
140401,182204,3,1,202403,674,1,@2523,25.86,MTS,25.86,117178.13,32809.88,1,1,6.722923136
140417,176309,3,2,202403,477,1,@2523,24.53,TON,24.53,112109.76,31390.74,1,1,9.581367444
141010,176309,3,2,202403,386,1,@2523,27.35,MTS,27.35,135681.64,37990.86,1,1,12.85216963
145025,281403,3,9,202403,632,1,@2523,275,BAG,13.75,80566.41,22558.59,1,1,9.271163406
171102,151002,2,3,202403,349,1,@2523,12.51,TON,12.51,57794.28,16182.4,1,1,13.23738259
184102,185211,1,1,202403,303,1,@2523,8,TON,8,112500,31500,3,1,46.41089109
201010,221007,9,9,202403,839,1,@2523,6.95,MTS,6.95,40614.06,11371.94,1,1,6.965136639
201010,221104,9,9,202403,834,1,@2523,20,MTS,20,127500,35700,1,1,7.643884892
209862,221107,9,9,202403,336,1,@2523,895,BAG,44.75,295350,82698,1,1,19.64285714
210341,271201,9,9,202403,333,1,@2523,15,TON,15,1188515.62,332784.5,13,1,237.9410651
212106,273406,9,9,202403,364,1,@2523,350,BAG,17.5,86406.25,24193.76,1,1,13.56456044
212107,209310,9,9,202403,337,1,@2523,30,MTS,30,175312.5,49087.5,1,1,17.34050445
212107,225001,9,9,202403,349,1,@2523,12.5,MTS,12.5,76367.25,21382.84,1,1,17.50538682
212107,273001,9,9,202403,338,2,@2523,1449.8,MTS,1449.8,7543367.39,0,1,1,15.39360946
227409,221715,9,9,202403,339,1,@2523,10,TON,10,63437.5,17762.5,1,1,18.71312684
227409,231223,9,9,202403,429,1,@2523,32,TON,32,187500,52500,1,1,13.65821678
229303,233302,9,9,202403,327,2,@2523,1274.4,MTS,1274.4,3808455.19,0,1,1,9.138929659
231311,212635,9,9,202403,321,1,@2523,35,MTS,35,194687.5,54512.5,1,1,17.32866044
244715,246443,5,5,202403,305,1,@2523,147,BAG,7.35,41917.96,20915.5,1,1,18.69876659
273001,262122,9,9,202403,488,1,@2523,100,BAG,5,36000,0,1,1,14.75409836
273002,735102,9,19,202403,660,1,@2523,30.15,MTS,30.15,174870,48963.6,1,1,8.787878788
273006,206001,9,9,202403,507,1,@2523,780,BAG,39,253500,70980,1,1,12.82051282
273164,802212,10,10,202403,361,1,@2523,820,BAG,41,203081.2,56862.74,1,1,13.72077562
275101,282001,9,9,202403,710,1,@2523,500,Nos,,129690,36313.2,1,1,#DIV/0!
282006,305901,9,8,202403,432,1,@2523,1.6,MTS,1.6,33920,108480.4,4,1,49.07407407
284121,205263,9,9,202403,335,1,@2523,32.5,TON,32.5,154883,43368,1,1,14.22576349
284121,261001,9,9,202403,400,2,@2523,508.6,TON,508.6,5711578,0,2,1,28.075
301707,207121,8,9,202403,321,1,@2523,39.78,MTS,39.78,161606.25,45249.75,1,1,12.65576324
303108,140401,8,3,202403,382,1,@2523,40.96,MTS,40.96,1747271.68,489236.16,14,1,111.6701571
303108,244001,8,9,202403,365,1,@2523,40.62,MTS,40.62,225314.27,63088,1,1,15.1969318
303108,476115,8,23,202403,399,1,@2523,20,MTS,20,116250,32550,1,1,14.56766917
303604,140401,8,3,202403,576,2,@2523,10.9,MTS,10.9,103550,171836,2,1,16.49305556
303604,140401,8,3,202403,576,2,@2523,15,MTS,15,142500,876470,2,1,16.49305556
305901,208001,8,9,202403,733,2,@2523,851.5,MTS,851.5,4044625,1132495,1,1,6.480218281
305901,301707,8,8,202403,388,1,@2523,38.95,MTS,38.95,97375,0,1,1,6.443298969
305901,301707,8,8,202403,388,1,@2523,39.61,MTS,39.61,198050,0,2,1,12.88659794
305901,301707,8,8,202403,388,1,@2523,40.21,MTS,40.21,100525,0,1,1,6.443298969
305901,301707,8,8,202403,388,1,@2523,44.07,MTS,44.07,110175,0,1,1,6.443298969
305901,325221,8,8,202403,404,1,@2523,21,MTS,21,108937.5,30502.5,1,1,12.84034653
305901,326001,8,8,202403,362,1,@2523,26,MTS,26,809250,226590,6,1,85.98066298
305901,326519,8,8,202403,329,1,@2523,25,MTS,25,128515.63,35984.38,1,1,15.62500061
305901,457001,8,23,202403,381,1,@2523,38.94,MTS,38.94,185573.44,51960.56,1,1,12.50820227
305901,458667,8,23,202403,309,1,@2523,42,MTS,42,738281.25,206718.75,4,1,56.88713592
306107,121102,8,6,202403,462,1,@2523,29.5,MTS,29.5,140125,39235,1,1,10.28138528
306107,124501,8,6,202403,452,1,@2523,42,MTS,42,1103156.25,308883.75,5,1,58.10978982
306107,127032,8,6,202403,440,1,@2523,43.57,MTS,43.57,214446.09,60044.91,1,1,11.18607935
306107,127306,8,6,202403,427,1,@2523,41.5,MTS,41.5,208796.88,58463.13,1,1,11.78278717
306107,136026,8,6,202403,565,1,@2523,41,MTS,41,419609.38,117490.63,2,1,18.11393827
306107,136042,8,6,202403,565,1,@2523,42,MTS,42,213281.25,59718.75,1,1,8.987831858
306107,142042,8,3,202403,679,1,@2523,46.47,MTS,46.47,167989.05,47036.93,1,1,5.324005891
306107,148024,8,3,202403,602,1,@2523,25,MTS,25,453515.64,126984.39,3,1,30.13392957
306107,201009,8,9,202403,550,1,@2523,45,MTS,45,1496250,418950,7,1,60.45454545
306107,203205,8,9,202403,532,1,@2523,44.91,MTS,44.91,336825,94311,3,1,14.09774436
306107,244001,8,9,202403,634,1,@2523,41.78,MTS,41.78,215428.13,60319.88,1,1,8.132886624
306107,244901,8,9,202403,656,1,@2523,25,MTS,25,763281.25,213718.75,6,1,46.54153963
306107,301707,8,8,202403,386,1,@2523,40.22,MTS,40.22,603300,0,6,1,38.86010363
306107,301707,8,8,202403,386,1,@2523,40.61,MTS,40.61,913725,0,9,1,58.29015544
306107,301707,8,8,202403,386,1,@2523,45.01,MTS,45.01,337575,0,3,1,19.43005181
306107,301707,8,8,202403,386,1,@2523,45.78,MTS,45.78,457800,0,4,1,25.90673575
306107,334023,8,8,202403,389,1,@2523,35,MTS,35,161328.13,45171.88,1,1,11.84929343
306107,335503,8,8,202403,421,1,@2523,35,MTS,35,202890.63,56809.38,1,1,13.76929963
306107,335804,8,8,202403,418,1,@2523,40.08,MTS,40.08,200400,0,2,1,11.96172249
306107,335804,8,8,202403,418,1,@2523,41.16,MTS,41.16,411600,0,4,1,23.92344498
306107,335804,8,8,202403,418,1,@2523,41.44,MTS,41.44,207200,0,2,1,11.96172249
306107,344031,8,8,202403,350,1,@2523,38,MTS,38,148437.5,41562.5,1,1,11.16071429
306107,344034,8,8,202403,303,1,@2523,10,MTS,10,59531.25,16668.76,1,1,19.64727723
306107,345001,8,27,202403,426,1,@2523,12,MTS,12,53437.5,14962.5,1,1,10.45334507
306107,345027,8,8,202403,395,1,@2523,5,MTS,5,26875,7525,1,1,13.60759494
306107,370201,8,24,202403,618,1,@2523,40.51,MTS,40.51,192422.5,53878.3,1,1,7.686084142
306107,370201,8,24,202403,618,1,@2523,41.92,MTS,41.92,199120,55753.6,1,1,7.686084142
306107,382110,8,24,202403,523,1,@2523,40.14,MTS,40.14,206971.88,57952.13,1,1,9.858986854
306107,382421,8,24,202403,618,1,@2523,39.88,MTS,39.88,189430,53040.4,1,1,7.686084142
306107,390001,8,24,202403,581,1,@2523,40.36,MTS,40.36,252880.63,70806.58,1,1,10.78420847
306308,385310,24,24,202403,346,1,@2523,300,BAG,15,83203.2,23296.9,1,1,16.03144509
306308,126115,8,6,202403,597,1,@2523,23,TON,23,146625,41055,1,1,10.67839196
306308,152026,8,3,202403,597,1,@2523,43,TON,43,1987288,556440.64,11,1,77.41373534
306308,343029,8,8,202403,301,1,@2523,20,TON,20,107812.5,30187.5,1,1,17.90905316
306308,344031,8,8,202403,319,1,@2523,15,TON,15,86718.74,24281.26,1,1,18.12303866
306709,151001,8,3,202403,574,1,@2523,41.79,MTS,41.79,382002.39,106960.68,3,1,15.92508711
306709,201008,8,9,202403,572,1,@2523,42.18,MTS,42.18,257044.92,71972.58,2,1,10.65384615
306709,203205,8,9,202403,573,1,@2523,41.7,MTS,41.7,508239.6,142307.12,4,1,21.27050611
306709,301019,8,8,202403,437,1,@2523,41.68,MTS,41.68,175389.44,0,1,1,9.629290618
306709,301021,8,8,202403,413,1,@2523,32,MTS,32,195000,54600,1,1,14.75484262
306709,301035,8,8,202403,391,1,@2523,5,TON,5,31875,8925,1,1,16.30434783
306709,301706,8,8,202403,389,1,@2523,40.83,MTS,40.83,172251.56,48230.44,1,1,10.84511552
306709,303108,8,8,202403,352,1,@2523,41.44,MTS,41.44,174825,48951,1,1,11.98508523
306709,321609,8,8,202403,356,1,@2523,15,TON,15,97968.74,27431.26,1,1,18.34620599
306709,323603,8,8,202403,338,1,@2523,44.96,TON,44.96,147187.8,41212.58,1,1,9.685650888
306709,327025,8,8,202403,416,1,@2523,20,TON,20,124062.5,34737.5,1,1,14.91135817
306709,327601,8,8,202403,485,1,@2523,44,TON,44,192500,53900,1,1,9.020618557
306709,331304,8,8,202403,348,1,@2523,34,TON,34,159375,44625,1,1,13.46982759
306709,334023,8,8,202403,406,1,@2523,30,TON,30,190312.5,53287.5,1,1,15.625
306709,455336,8,23,202403,675,1,@2523,41.5,TON,41.5,230843.75,64636.25,1,1,8.240740741
307019,152023,8,3,202403,917,1,@2523,32,MTS,32,415000,116200,2,1,14.14258451
307019,321201,8,8,202403,643,1,@2523,10,MTS,10,55468.74,15531.24,1,1,8.626553655
307019,360311,8,24,202403,489,1,@2523,1,MTS,1,6015.62,1684.37,1,1,12.30188139
307019,360311,8,24,202403,489,1,@2523,31.88,MTS,31.88,446320,124969.6,4,1,28.62985685
307019,362560,8,24,202403,579,1,@2523,37,MTS,37,98443.31,27564.13,1,1,4.595215889
307019,370410,8,27,202403,432,1,@2523,42,MTS,42,232968.75,65231.25,1,1,12.83998843
307019,395002,8,24,202403,508,1,@2523,40.09,MTS,40.09,219242.19,61387.81,1,1,10.76525603
307019,395003,8,24,202403,498,1,@2523,33.96,MTS,33.96,364699.85,102115.95,5,1,21.56445866
307031,332714,8,8,202403,566,2,@2523,359.81,MTS,359.81,711096.1,0,1,1,3.491713776
307031,344701,8,8,202403,370,1,@2523,35,MTS,35,142187.5,39812.5,1,1,10.97972973
307031,388239,8,24,202403,341,1,@2523,34.74,MTS,34.74,173971.66,48712.08,2,1,14.68568858
307031,388239,8,24,202403,341,1,@2523,34.86,MTS,34.86,174572.6,48880.34,2,1,14.68568871
307031,388239,8,24,202403,341,1,@2523,42.15,MTS,42.15,2744035.06,768329.9,26,1,190.9139653
312021,360311,24,24,202403,635,1,@2523,43,MTS,43,211640.63,59259.38,1,1,7.750984435
312021,393110,24,24,202403,594,1,@2523,840,BAG,42,210000,58800,1,1,8.417508418
312021,123401,8,6,202403,475,2,@2523,131.8,TON,131.8,1157091.97,323985.76,2,1,18.48242105
312021,132040,8,6,202403,678,1,@2523,41.5,TON,41.5,219171.88,61368.12,1,1,7.789454455
312021,282006,8,9,202403,544,1,@2523,42,TON,42,315000,88200,1,1,13.78676471
312021,325221,8,8,202403,329,1,@2523,10,TON,10,113437.48,31762.52,2,1,34.4794772
312021,341304,8,8,202403,360,1,@2523,20,TON,20,116562.5,32637.5,1,1,16.18923611
312021,382150,8,24,202403,442,1,@2523,42,TON,42,238809.38,66866.62,1,1,12.86411226
312021,385001,8,24,202403,329,1,@2523,42.5,TON,42.5,363324.86,101730.96,2,1,25.98425603
312021,389154,8,24,202403,321,1,@2523,25,TON,25,142929.69,40020.31,1,1,17.81055327
312021,394320,8,24,202403,620,1,@2523,40.08,TON,40.08,212925,59619,1,1,8.568548387
312021,451447,8,23,202403,469,1,@2523,11,TON,11,59640.63,16699.37,1,1,11.56050204
312601,110037,8,7,202403,591,1,@2523,41.88,MTS,41.88,227722.51,63762.3,1,1,9.200508018
312601,122001,8,6,202403,576,1,@2523,41.95,MTS,41.95,226136.72,63318.28,1,1,9.35872401
312601,202143,8,9,202403,737,2,@2523,3941.37,MTS,3941.37,34289919,9601178.25,3,1,11.8046133
312601,302001,8,8,202403,349,1,@2523,39.34,MTS,39.34,150598.44,42167.56,1,1,10.96883972
312601,302026,8,8,202403,333,1,@2523,44,MTS,44,171875,48125,1,1,11.73048048
312601,321202,8,8,202403,546,1,@2523,32,MTS,32,176500,49420,1,1,10.10187729
312601,322230,8,8,202403,501,1,@2523,17,MTS,17,91906.24,25733.76,1,1,10.79091699
312601,333026,8,8,202403,557,1,@2523,14.5,MTS,14.5,80429.68,22520.32,1,1,9.958482016
312601,333026,8,8,202403,557,1,@2523,41.5,MTS,41.5,495380.32,64454.68,2,1,21.43065562
312601,335038,8,8,202403,763,1,@2523,4,MTS,4,17187.5,4812.5,1,1,5.63155308
312601,344001,8,8,202403,541,1,@2523,40,MTS,40,239375,67025,1,1,11.06169131
312601,362266,8,24,202403,797,1,@2523,41.5,MTS,41.5,957385.51,268067.94,6,1,28.94545842
312601,382110,8,24,202403,416,1,@2523,44.82,MTS,44.82,234604.69,65689.31,1,1,12.58263235
312601,385535,8,24,202403,386,1,@2523,40.1,MTS,40.1,213031.25,59648.75,1,1,13.76295337
312601,389001,8,24,202403,389,2,@2523,65.9,MTS,65.9,13200188.01,3696052.68,39,1,514.9263319
312601,396421,8,24,202403,664,1,@2523,44.39,MTS,44.39,243451.39,68166.39,1,1,8.259600352
312617,301001,8,8,202403,489,1,@2523,8.5,TON,8.5,49804.69,13945.32,1,1,11.98236256
312617,302001,8,8,202403,343,1,@2523,44.56,TON,44.56,194950,54586,1,1,12.75510204
312617,302029,8,8,202403,341,1,@2523,44.55,TON,44.55,191425.78,53599.22,1,1,12.60080637
312617,303012,8,8,202403,363,1,@2523,43.99,TON,43.99,204141.1,57159.5,1,1,12.7840913
312617,303108,8,8,202403,446,1,@2523,5,TON,5,19745.32,0,1,1,8.854403587
312617,321201,8,8,202403,540,1,@2523,18,TON,18,210937.5,59062.52,2,1,21.70138889
312617,325219,8,8,202403,308,1,@2523,20,TON,20,104687.5,29312.5,1,1,16.99472403
312617,332311,8,8,202403,480,1,@2523,16.7,TON,16.7,97329.69,27252.32,1,1,12.1419274
312617,335063,8,8,202403,891,1,@2523,21.5,TON,21.5,743093.76,208066.24,6,1,38.79068515
312617,394540,8,24,202403,628,1,@2523,45,TON,45,161015.62,45084.38,1,1,5.697651097
312620,121001,8,5,202403,599,1,@2523,43,TON,43,215000,60200,1,1,8.347245409
312620,132001,8,6,202403,724,2,@2523,511.2,TON,511.2,2267683.2,634951.3,1,1,6.127071823
312620,303007,8,8,202403,319,1,@2523,40.07,TON,40.07,264211.56,73979.24,2,1,20.6700625
312620,303303,8,8,202403,406,1,@2523,44.5,TON,44.5,131344.54,0,1,1,7.269858859
312620,325220,8,8,202403,342,1,@2523,10,TON,10,176874.98,49525.02,3,1,51.71783041
312620,343001,8,8,202403,379,1,@2523,17,TON,17,50388,0,1,1,7.820580475
312620,380051,8,24,202403,400,1,@2523,41.4,TON,41.4,216703.12,60676.88,1,1,13.0859372
312620,384265,8,24,202403,390,1,@2523,25,TON,25,84300,23604,1,1,8.646153846
312620,390009,8,24,202403,500,1,@2523,41.52,TON,41.52,220575,61761,1,1,10.625
312620,394125,8,24,202403,598,1,@2523,40.78,TON,40.78,155575.7,43561.2,1,1,6.379598662
312620,394230,8,24,202403,654,1,@2523,42.61,TON,42.61,233023.44,65246.56,1,1,8.362003148
312620,394320,8,24,202403,639,1,@2523,40.76,TON,40.76,219721.87,61522.13,1,1,8.436032672
312620,394320,8,24,202403,639,1,@2523,40.83,TON,40.83,220099.22,61627.78,1,1,8.436032912
312620,451001,8,23,202403,414,1,@2523,42,TON,42,248976,69713.28,2,1,14.31884058
312620,803201,8,10,202403,1340,2,@2523,126.3,MTS,126.3,712410.94,199475.06,1,1,4.209421657
312622,122001,8,6,202403,558,1,@2523,38.85,MTS,38.85,209425.98,58639.28,1,1,9.660627448
312622,122004,8,6,202403,551,1,@2523,39.93,MTS,39.93,430495.72,120538.82,2,1,19.56671544
312622,122101,8,6,202403,556,1,@2523,40.77,MTS,40.77,219775.99,61537.28,1,1,9.695377914
312622,203205,8,9,202403,661,1,@2523,142.16,MTS,142.16,1732646.08,485140.92,4,1,18.4387292
312622,322001,8,8,202403,344,1,@2523,40.47,MTS,40.47,183379.69,51346.32,1,1,13.17223855
312622,380001,8,24,202403,372,1,@2523,42,MTS,42,462000,129360,2,1,29.56989247
313022,123305,8,6,202403,614,1,@2523,41.52,MTS,41.52,371604,104049.12,2,1,14.57654723
313022,123305,8,6,202403,614,1,@2523,42.24,MTS,42.24,945120,264633.6,5,1,36.44136808
313022,123305,8,6,202403,614,1,@2523,42.32,MTS,42.32,757528,212107.84,4,1,29.15309446
313022,344701,8,8,202403,477,1,@2523,12,TON,12,70687.5,19792.5,1,1,12.34931866
313022,360005,8,24,202403,511,1,@2523,49.54,MTS,49.54,173390,48549.2,1,1,6.849315068
313022,360311,8,24,202403,533,1,@2523,41.3,MTS,41.3,144550,40474,1,1,6.566604128
313022,394405,8,24,202403,490,1,@2523,45.42,MTS,45.42,151884.48,42527.65,1,1,6.824489796
313201,335001,8,8,202403,883,1,@2523,35,MTS,35,137090.8,0,1,1,4.43587769
314001,324001,8,8,202403,384,1,@2523,500,BAG,25,263672,73828.16,2,1,27.46583333
322001,313031,8,8,202403,470,1,@2523,15,MTS,15,418359.39,117140.66,5,1,59.34175745
324004,458558,8,23,202403,318,1,@2523,7.5,TON,7.5,41250,11550,1,1,17.29559748
327025,385310,8,24,202403,410,1,@2523,20,MTS,20,118225,33103,1,1,14.41768293
327025,396195,8,24,202403,510,1,@2523,34,MTS,34,138125,38675,1,1,7.965686275
334601,344026,8,8,202403,332,1,@2523,3,MTS,3,53105.35,14869.52,1,1,53.3186245
335804,144224,8,3,202403,422,1,@2523,22.5,MTS,22.5,226125,63315,2,1,23.81516588
335804,177202,8,2,202403,385,1,@2523,25,MTS,25,163671.88,45828.13,1,1,17.00487065
341026,151002,8,3,202403,476,1,@2523,41.3,TON,41.3,106785.48,29899.93,1,1,5.431942947
341026,203205,8,9,202403,596,1,@2523,41.56,TON,41.56,124680,34910.4,1,1,5.033557047
341026,203205,8,9,202403,596,1,@2523,42.6,TON,42.6,127800,35784,1,1,5.033557047
341026,203207,8,9,202403,591,1,@2523,41.52,TON,41.52,1717669.12,480947.36,16,1,69.99945881
341026,303504,8,8,202403,374,1,@2523,34,TON,34,143437.5,40162.5,1,1,11.28008021
341026,335513,8,8,202403,373,1,@2523,34,TON,34,810687.48,226992.52,5,2,63.92426116
342606,151001,8,3,202403,540,1,@2523,32.8,MTS,32.8,444537.09,165867.83,1,1,25.09807419
342606,201301,8,9,202403,578,1,@2523,27,MTS,27,1431588.6,400844.84,4,1,91.73321799
342606,221001,8,9,202403,1167,1,@2523,13.3,MTS,13.3,605769.12,169615.36,3,1,39.02874925
