start_pin,destination_pin,bharat_sir_eway_data_jun23_jul23_020424.origin_from_state,bharat_sir_eway_data_jun23_jul23_020424.destination_from_state,bharat_sir_eway_data_jun23_jul23_020424.rtn_period,travel_distance,bharat_sir_eway_data_jun23_jul23_020424.transport_mode,bharat_sir_eway_data_jun23_jul23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_jun23_jul23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_jun23_jul23_020424.total_tax,bharat_sir_eway_data_jun23_jul23_020424.ewbs_count,bharat_sir_eway_data_jun23_jul23_020424.supplier_gstin_cnt,Cost pre Km per TON
210341,207001,9,9,202307,345,1,@2523,25,TON,25,116308.6,0,1,1,13.48505507
210341,222001,9,9,202306,346,1,@2523,20,TON,20,258125,72275,2,1,37.30130058
210341,231210,9,9,202306,398,1,@2523,30,TON,30,180937.5,50662.5,1,1,15.15389447
210341,242407,9,9,202307,389,1,@2523,25,TON,25,146484.38,41015.62,1,1,15.06266118
210341,262724,9,9,202307,352,1,@2523,15,TON,15,178125,49875,2,1,33.73579545
210341,272154,9,9,202306,428,1,@2523,9,TON,9,60890.63,17049.38,1,1,15.80753634
211001,221716,9,9,202306,302,1,@2523,600,BAG,30,157031.25,43968.76,1,1,17.33236755
212107,206244,9,9,202307,354,1,@2523,24,MTS,24,567375.36,158865.12,4,1,66.78146893
212107,226002,9,9,202307,316,1,@2523,11,MTS,11,140937.5,39462.52,2,1,40.54588608
224001,206122,9,9,202307,308,1,@2523,370,Bag,18.5,91054.68,25495.32,1,1,15.98011232
227409,277001,8,9,202306,401,1,@2523,38.2,TON,38.2,131790,36901.2,1,1,8.603491272
229001,232333,9,9,202306,359,1,@2523,32,TON,32,1676500,469420,8,1,145.9348886
229001,233001,9,9,202307,355,1,@2523,17,TON,17,103328.12,28931.88,1,1,17.12147804
229303,243001,9,9,202307,308,2,@2523,194.55,MTS,194.55,1548676.36,0,2,1,25.84512979
229303,243001,9,9,202306,308,2,@2523,263.4,MTS,263.4,815101.84,0,1,1,10.04720784
229303,274001,9,9,202307,376,2,@2523,62.85,MTS,62.85,250152.43,0,1,1,10.58550542
231304,210506,9,9,202306,400,1,@2523,10,MTS,10,55781.24,15618.76,1,1,13.94531
231304,262701,9,9,202306,544,1,@2523,26,MTS,26,125937.5,35262.5,1,1,8.903952206
231304,271208,9,9,202306,401,1,@2523,30,MTS,30,187500,52500,1,1,15.58603491
232101,271201,9,9,202307,320,1,@2523,600,BAG,30,1033593.75,289406.34,9,1,107.6660156
232101,713371,9,19,202307,451,1,@2523,30.73,MTS,30.73,116774,32696.72,1,1,8.425720621
262309,262545,5,5,202307,305,1,@2523,130,Bag,6.5,36562.5,10237.5,1,1,18.44262295
262701,273303,9,9,202307,420,1,@2523,10,MTS,10,61719,17281.32,1,1,14.695
273308,735102,9,19,202306,770,1,@2523,34.82,MTS,34.82,212402,59472.56,1,1,7.922077922
282007,244001,9,9,202307,342,1,@2523,500,BAG,25,132812.5,37187.5,1,1,15.53362573
284121,227805,9,9,202307,413,1,@2523,4,TON,4,24563,6878,1,1,14.86864407
285001,231210,9,9,202306,505,1,@2523,600,NOS,,540000,0,3,1,#DIV/0!
301018,274703,8,9,202306,920,1,@2523,100,BAG,5,43162.5,12085.5,1,1,9.383152174
301701,247671,8,5,202307,374,1,@2523,12.5,MTS,12.5,204101.56,184078.13,3,1,43.6580877
301705,249205,8,5,202306,392,1,@2523,40,BAG,2,16200,24371.2,1,1,20.66326531
301706,244001,8,9,202307,322,1,@2523,10,MTS,10,31250,8750,1,1,9.704968944
303108,136128,8,6,202306,342,1,@2523,20,MTS,20,260312.6,72887.53,2,1,38.05739766
303108,140603,8,3,202306,392,1,@2523,40.6,MTS,40.6,675609.99,189170.82,3,1,42.45061262
303108,328029,8,8,202307,349,1,@2523,25,MTS,25,153515.75,42984.42,1,1,17.59492837
303108,477222,8,23,202307,506,1,@2523,20,MTS,20,350000,98000,3,1,34.58498024
305901,203205,8,9,202306,518,1,@2523,45.98,MTS,45.98,321860,90120.8,2,1,13.51351351
305901,208020,8,9,202306,728,2,@2523,128.8,MTS,128.8,631120,176713.6,1,1,6.730769231
305901,301707,8,8,202306,388,1,@2523,44.19,MTS,44.19,618660,0,4,1,36.08247423
305901,326037,8,8,202306,427,1,@2523,15,MTS,15,78984.38,22115.62,1,1,12.33167525
305901,383001,8,24,202306,387,1,@2523,42,MTS,42,411600,115248,2,1,25.32299742
305901,453331,8,23,202307,513,1,@2523,16.5,MTS,16.5,80850,22638,1,1,9.55165692
305901,453441,8,23,202307,508,1,@2523,41,MTS,41,416405.76,116593.62,2,1,19.99259458
305901,455221,8,23,202307,559,1,@2523,42,MTS,42,219844,61556.32,1,1,9.363829968
305901,456001,8,23,202307,445,1,@2523,10.5,MTS,10.5,51450,14406,1,1,11.01123596
305901,456313,8,23,202306,436,1,@2523,37,MTS,37,198296.88,55523.13,1,1,12.29214481
305901,473770,8,23,202307,526,1,@2523,45,MTS,45,481640.13,134859.24,2,1,20.34812548
305901,475220,8,23,202306,617,1,@2523,45,MTS,45,1770468.38,495731.15,8,1,63.76619413
305901,476444,8,23,202307,512,1,@2523,30,MTS,30,173437.5,48562.5,1,1,11.29150391
306107,122506,8,6,202306,421,1,@2523,41.5,MTS,41.5,213984.38,59915.63,1,1,12.24762499
306107,125005,8,6,202306,430,1,@2523,45,MTS,45,1125562.5,315157.5,5,1,58.16860465
306107,125120,8,6,202307,513,1,@2523,15,MTS,15,471092,131905.76,5,1,61.22053281
306107,125120,8,6,202306,513,1,@2523,45.01,MTS,45.01,228566.41,63998.6,1,1,9.898879305
306107,125133,8,6,202307,516,1,@2523,19,MTS,19,119937,33582.36,1,1,12.23347613
306107,203205,8,9,202306,528,1,@2523,41.47,MTS,41.47,580580,162562.4,4,1,26.51515152
306107,203205,8,9,202307,528,1,@2523,42.31,MTS,42.31,296170,82927.6,2,1,13.25757576
306107,203205,8,9,202306,528,1,@2523,42.38,MTS,42.38,444990,124597.2,3,1,19.88636364
306107,203205,8,9,202307,528,1,@2523,44.76,MTS,44.76,626640,175459.2,4,1,26.51515152
306107,203205,8,9,202306,528,1,@2523,46.44,MTS,46.44,812700,227556,5,1,33.14393939
306107,247663,8,5,202307,521,2,@2523,984.39,MTS,984.39,3445365,964702.2,1,1,6.717850288
306107,301405,8,8,202306,365,1,@2523,42,MTS,42,200156,56043.68,1,1,13.05649054
306107,301406,8,8,202306,332,1,@2523,38,MTS,38,181093.52,50706.18,1,1,14.35427394
306107,301406,8,8,202306,332,1,@2523,45,MTS,45,490781.5,137418.82,2,1,32.85016734
306107,301408,8,8,202306,319,1,@2523,42,MTS,42,200156,56043.68,1,1,14.93924466
306107,301411,8,8,202306,384,1,@2523,20,MTS,20,351249,98349.72,3,1,45.73554688
306107,301707,8,8,202306,386,1,@2523,45.37,MTS,45.37,2064335,0,13,1,117.8756477
306107,301707,8,8,202306,386,1,@2523,46.93,MTS,46.93,328510,0,2,1,18.13471503
306107,301707,8,8,202307,400,1,@2523,44.4,MTS,44.4,155400,0,1,1,8.75
306107,326037,8,8,202306,423,1,@2523,31,MTS,31,165656.25,46383.76,1,1,12.63297872
306107,328022,8,8,202306,425,1,@2523,20,MTS,20,122500,34300,1,1,14.41176471
306107,331001,8,8,202306,302,1,@2523,35,MTS,35,514500,144060,3,1,48.67549669
306107,331001,8,8,202306,302,1,@2523,45.31,MTS,45.31,184001.06,51520.28,1,1,13.44681159
306107,331302,8,8,202307,375,1,@2523,21,MTS,21,131578,36841.84,1,1,16.70831746
306107,331803,8,8,202306,366,1,@2523,8,MTS,8,43375,12145,1,1,14.81386612
306107,333001,8,8,202306,309,1,@2523,10,MTS,10,343000,96040,7,1,111.0032362
306107,334023,8,8,202306,368,1,@2523,15,MTS,15,90234,25265.52,1,1,16.34673913
306107,335804,8,8,202307,418,1,@2523,40.07,MTS,40.07,140245,0,1,1,8.373205742
306107,335804,8,8,202306,418,1,@2523,43.3,MTS,43.3,151550,0,1,1,8.373205742
306107,335804,8,8,202307,418,1,@2523,43.58,MTS,43.58,305060,0,2,1,16.74641148
306107,335804,8,8,202307,418,1,@2523,47.16,MTS,47.16,495180,0,3,1,25.11961722
306107,343040,8,8,202306,339,1,@2523,28,MTS,28,152687,42752.36,1,1,16.08586178
306107,345001,8,8,202306,426,1,@2523,30,MTS,30,165937.5,46462.5,1,1,12.98415493
306308,126102,8,6,202306,573,1,@2523,42,MTS,42,1008126,282275.27,7,1,41.89005236
306308,127306,8,6,202307,471,1,@2523,38.5,MTS,38.5,116391.34,32589.66,1,1,6.418581079
306308,152116,8,3,202306,536,1,@2523,13,MTS,13,79218.75,22181.25,1,1,11.36893657
306308,343029,8,8,202307,301,1,@2523,5,MTS,5,28750,8050,1,1,19.10299003
306308,344001,8,8,202306,305,1,@2523,5,MTS,5,28828.12,8071.88,1,1,18.90368525
306308,344701,8,8,202307,356,1,@2523,35,MTS,35,204531.24,57268.76,1,1,16.41502729
306308,345028,8,8,202306,392,1,@2523,25,MTS,25,149218.74,41781.26,1,1,15.22640204
306709,127306,8,6,202306,463,1,@2523,15,TON,15,92812.5,25987.5,1,1,13.36393089
306709,201008,8,9,202307,572,1,@2523,41.78,MTS,41.78,979741,274327.48,7,1,40.9965035
306709,203205,8,9,202307,573,1,@2523,42.37,MTS,42.37,283879,79486.12,2,1,11.69284468
306709,301001,8,8,202307,378,1,@2523,5,TON,5,120625,33775,4,1,63.82275132
306709,301019,8,8,202307,437,1,@2523,10,TON,10,126875,35525,2,1,29.03318078
306709,301701,8,8,202306,366,1,@2523,42.82,TON,42.82,164857,46159.96,1,1,10.51912568
306709,326501,8,8,202307,374,1,@2523,5,TON,5,30312.5,8487.5,1,1,16.20989305
306709,327024,8,8,202307,402,1,@2523,7,TON,7,43531.24,12188.76,1,1,15.46952381
306709,327601,8,8,202307,485,1,@2523,3,TON,3,17015.62,4764.38,1,1,11.69458419
306709,334021,8,8,202306,330,1,@2523,25,MTS,25,162109.5,45390.66,1,1,19.64963636
306709,334603,8,8,202307,356,1,@2523,15,MTS,15,96796.95,27103.16,1,1,18.12676966
306709,335707,8,8,202306,363,1,@2523,15,MTS,15,663046.95,185653.22,7,1,121.771708
306709,344001,8,8,202307,329,1,@2523,42,MTS,42,4637642.52,249900,21,1,335.6232827
306709,383340,8,24,202306,532,1,@2523,25,TON,25,171875,48125,1,1,12.92293233
306709,385565,8,24,202307,410,1,@2523,12,TON,12,82500,23100,1,1,16.76829268
306709,456665,8,23,202306,523,1,@2523,34,TON,34,190718.75,53401.25,1,1,10.72538241
307019,123305,8,6,202307,668,1,@2523,41.76,MTS,41.76,427655.8,119743.64,4,1,15.33053864
307019,303008,8,8,202306,382,1,@2523,15,MTS,15,80390.62,22509.38,1,1,14.02977661
307019,321611,8,8,202306,559,1,@2523,10,MTS,10,60312.5,16887.5,1,1,10.78935599
307019,331022,8,8,202307,503,1,@2523,30,MTS,30,169218.74,47381.24,1,1,11.21396554
307019,331502,8,8,202306,465,1,@2523,15,MTS,15,94680.6,0,2,1,13.57427957
307019,342301,8,8,202307,374,1,@2523,34,MTS,34,146093.74,40906.24,1,1,11.4889698
307019,370001,8,24,202307,477,1,@2523,28.27,MTS,28.27,167853.12,46998.87,1,1,12.44758873
307019,370240,8,24,202306,399,1,@2523,34.85,MTS,34.85,204199.22,57175.78,1,1,14.68515047
307019,395003,8,24,202306,498,1,@2523,41.18,MTS,41.18,108783.56,30459.4,1,1,5.304538211
307031,123101,8,6,202307,639,2,@2523,65.9,MTS,65.9,343388.43,96148.77,1,1,8.15453846
307031,332714,8,8,202307,566,2,@2523,512.23,MTS,512.23,1012325.27,0,1,1,3.491713776
307031,332714,8,8,202307,566,2,@2523,3500,MTS,3500,6917085,0,1,1,3.491713781
307031,344702,8,8,202306,319,1,@2523,20,MTS,20,384062.8,107537.62,3,1,60.19793103
307031,388245,8,24,202307,354,1,@2523,41.72,MTS,41.72,727753.68,203771.04,8,1,49.27615906
307031,388245,8,24,202306,354,1,@2523,41.76,MTS,41.76,910564.3,254958.1,10,1,61.59519963
307031,388245,8,24,202306,354,1,@2523,42.28,MTS,42.28,921902.7,258132.8,10,1,61.59519667
307031,390002,8,24,202307,369,2,@2523,524.2,MTS,524.2,2824620.25,790893.67,1,1,14.60281844
312021,307029,8,8,202307,330,1,@2523,35,TON,35,317187.48,88812.52,2,1,27.46211948
312021,328001,8,8,202307,580,1,@2523,43,TON,43,570195.48,0,4,1,22.86268966
312021,387120,8,24,202306,398,1,@2523,40.17,TON,40.17,222817.97,62389.03,1,1,13.93687194
312021,387130,8,24,202306,398,1,@2523,42.63,TON,42.63,239793.75,67142.25,1,1,14.13316583
312021,391240,8,24,202307,511,1,@2523,40.1,TON,40.1,223682.81,62631.19,1,1,10.91609577
312021,391410,8,24,202307,483,1,@2523,39.8,TON,39.8,218900,61292,1,1,11.38716356
312021,451556,8,23,202307,415,1,@2523,42,TON,42,471843.75,132116.25,2,1,27.07078313
312021,455001,8,23,202307,320,1,@2523,41.5,TON,41.5,938563.17,262797.67,5,1,70.6749375
312601,110044,8,7,202307,615,1,@2523,39.54,MTS,39.54,691951,193746.01,3,1,28.45532568
312601,124146,8,6,202306,575,2,@2523,3924.56,MTS,3924.56,35321040,9889891.5,3,1,15.65217391
312601,201309,8,9,202306,620,1,@2523,45.6,MTS,45.6,245813,68827.5,1,1,8.694574137
312601,303012,8,8,202306,368,1,@2523,45.48,MTS,45.48,220294,61682.26,1,1,13.16237907
312601,303303,8,8,202306,408,1,@2523,43.8,MTS,43.8,546362,0,2,1,30.57357418
312601,307515,8,8,202307,340,1,@2523,13,MTS,13,304282,85198.76,4,1,68.84208145
312601,321023,8,8,202307,656,1,@2523,42,MTS,42,239531,67068.76,1,1,8.693779036
312601,321411,8,8,202306,506,1,@2523,5,MTS,5,138673,38828.16,5,1,54.81146245
312601,331304,8,8,202306,598,1,@2523,25,MTS,25,454688,127312.5,3,1,30.41391304
312601,341024,8,8,202306,345,1,@2523,15,MTS,15,5650317,1582087.38,65,1,1091.848696
312601,341508,8,8,202306,323,1,@2523,34,MTS,34,189656,53103.76,1,1,17.26971408
312601,342022,8,8,202306,482,1,@2523,5,MTS,5,57968,16231.24,2,1,24.05311203
312601,343022,8,8,202307,420,1,@2523,19,MTS,19,105984,29675.62,1,1,13.28120301
312601,363410,8,24,202307,518,1,@2523,42,MTS,42,249375,69825,1,1,11.46235521
312601,364710,8,24,202306,550,1,@2523,16,MTS,16,74037,20730.48,1,1,8.413295455
312601,380001,8,24,202306,387,1,@2523,45.34,MTS,45.34,262122,73394.13,1,1,14.93863761
312601,380005,8,24,202306,384,1,@2523,44.3,MTS,44.3,242266,67834.38,1,1,14.2415585
312601,382440,8,24,202307,397,1,@2523,44.5,MTS,44.5,486718,136281.26,2,1,27.55033538
312601,389001,8,24,202306,389,1,@2523,4,MTS,4,41288,11560.5,2,1,26.53470437
312601,391445,8,24,202307,500,1,@2523,40.82,MTS,40.82,226423,63398.56,1,1,11.09372856
312601,392130,8,24,202306,602,1,@2523,39.68,MTS,39.68,446400,124992,2,1,18.68770764
312601,394180,8,24,202306,622,1,@2523,44.64,MTS,44.64,261563,73237.5,1,1,9.420235049
312617,124106,8,6,202307,597,1,@2523,41.51,TON,41.51,138880.84,38886.64,1,1,5.604221219
312617,124106,8,6,202306,597,1,@2523,42,TON,42,120601.74,33768.49,1,1,4.809832496
312617,303301,8,8,202307,375,1,@2523,43.34,TON,43.34,209928.12,58779.88,1,1,12.91666636
312617,303702,8,8,202306,368,1,@2523,39.15,TON,39.15,180457.04,50527.96,1,1,12.52547615
312617,321022,8,8,202306,580,1,@2523,42.5,TON,42.5,533906.25,149493.76,2,1,21.65948276
312617,321201,8,8,202306,540,1,@2523,42,TON,42,260531.25,72948.76,1,1,11.48726852
312617,322215,8,8,202307,472,1,@2523,43,TON,43,322137.2,0,2,1,15.87195507
312617,333031,8,8,202306,558,1,@2523,21,TON,21,148145.16,0,2,1,12.64252944
312617,335524,8,8,202307,696,1,@2523,10,TON,10,126250,35350,2,1,18.13936782
312617,344001,8,8,202307,539,1,@2523,42,TON,42,630000,176400,3,1,27.82931354
312617,388255,8,24,202307,360,1,@2523,43.9,TON,43.9,293754.22,82251.18,2,1,18.58733359
312617,388255,8,24,202307,360,1,@2523,44.74,TON,44.74,149687.51,41912.5,1,1,9.293666493
312617,396125,8,24,202307,717,1,@2523,39.08,TON,39.08,226541.87,63431.73,1,1,8.084902193
312617,396325,8,24,202306,690,1,@2523,44.64,TON,44.64,255285,71479.8,1,1,8.288043478
312620,110082,8,7,202306,625,1,@2523,41.5,TON,41.5,434453.12,121646.88,2,1,16.74999981
312620,122051,8,6,202307,562,1,@2523,42,TON,42,236250,66150,1,1,10.0088968
312620,127306,8,6,202306,567,1,@2523,39.27,MTS,39.27,242295.14,67842.86,2,1,10.88180008
312620,141015,8,3,202307,919,1,@2523,42.8,TON,42.8,125725,35203,1,1,3.19640914
312620,302013,8,8,202306,354,1,@2523,42,TON,42,117442.5,0,1,1,7.899011299
312620,343030,8,8,202307,342,1,@2523,10,MTS,10,60000,16800,1,1,17.54385965
312620,360006,8,24,202307,619,1,@2523,42.12,MTS,42.12,236924.74,66339,1,1,9.087227508
312620,382440,8,24,202306,398,1,@2523,39.48,MTS,39.48,215905.89,60453.75,1,1,13.74055498
312620,383205,8,24,202307,333,1,@2523,39.42,MTS,39.42,121610.7,34051,1,1,9.264264264
312620,388255,8,24,202306,363,1,@2523,42.6,TON,42.6,547302.66,153244.75,5,1,35.39250766
312620,388255,8,24,202307,363,1,@2523,44.74,TON,44.74,116838.06,32714.66,1,1,7.194187168
312620,391440,8,24,202306,504,1,@2523,42,MTS,42,1534312.82,429607.5,6,1,72.48265401
312620,393145,8,24,202307,582,1,@2523,24.24,TON,24.24,137486.25,38496.15,1,1,9.745489691
312620,394125,8,24,202307,598,1,@2523,39.19,MTS,39.19,149509.85,41862.76,1,1,6.379598662
312620,394125,8,24,202306,598,1,@2523,41.5,MTS,41.5,434453.12,121646.88,2,1,17.5062707
312620,450001,8,23,202306,443,1,@2523,34,TON,34,405875,113645,4,1,26.9469526
312620,451770,8,23,202306,470,1,@2523,36.5,MTS,36.5,187062.06,52377.5,1,1,10.90422967
312620,465674,8,23,202306,416,1,@2523,42,TON,42,3634968.75,1017791.25,29,1,208.0453726
312620,470002,8,23,202306,717,1,@2523,15,MTS,15,88920,24897.6,2,1,8.267782427
312622,121001,8,6,202307,583,1,@2523,39.89,MTS,39.89,218148.44,61081.57,1,1,9.380360313
312622,124103,8,6,202306,561,2,@2523,558.8,MTS,558.8,5587921.76,1564618.1,2,1,17.82506236
312622,301030,8,8,202306,479,1,@2523,40.33,MTS,40.33,207321.61,58050.06,1,1,10.73200428
312622,322023,8,8,202306,381,1,@2523,17,MTS,17,99078.21,27741.9,1,1,15.29692913
312622,322023,8,8,202307,381,1,@2523,22,MTS,22,131656.36,36863.8,1,1,15.70703412
312622,326033,8,8,202307,311,1,@2523,7,MTS,7,84218.82,23581.3,2,1,38.68572347
313001,335001,8,8,202307,813,1,@2523,7.5,MTS,7.5,39609.38,11090.62,1,1,6.49600328
313021,450700,8,23,202307,400,2,@2523,65.9,MTS,65.9,228928.03,64099.85,1,1,8.684674886
313022,123305,8,6,202306,614,1,@2523,42.18,MTS,42.18,1619707.32,453518.04,12,1,62.54053591
313022,303303,8,8,202307,460,1,@2523,30,MTS,30,93119.7,0,1,1,6.747804348
313022,321001,8,8,202307,587,1,@2523,27,MTS,27,335230.92,0,4,1,21.15155026
313022,325204,8,8,202306,314,1,@2523,7.5,MTS,7.5,43242.18,12107.82,1,1,18.36185987
313022,326001,8,8,202307,370,1,@2523,34.95,MTS,34.95,300351.54,84098.42,2,1,23.22634961
313022,326023,8,8,202307,343,1,@2523,5,MTS,5,27421.86,7678.12,1,1,15.98942274
313022,344001,8,8,202307,424,1,@2523,15,TON,15,176250,49350,2,1,27.71226415
313022,344022,8,8,202306,349,1,@2523,10,TON,10,55625,15575,1,1,15.93839542
313022,394310,8,24,202307,524,1,@2523,39.96,MTS,39.96,255744.56,71608.48,2,1,12.2137672
313201,326514,8,8,202307,303,1,@2523,7,MTS,7,38390.62,10749.38,1,1,18.10024517
313201,342312,8,8,202307,357,1,@2523,33,MTS,33,196968.74,55151.24,1,1,16.71918683
313333,344012,8,8,202307,363,1,@2523,2.5,MTS,2.5,13320,3729.6,1,1,14.67768595
313333,344012,8,8,202307,363,1,@2523,7.5,MTS,7.5,84023,23526.44,2,1,30.86244261
324004,241405,8,9,202306,678,1,@2523,60,TON,60,360000,100800,1,1,8.849557522
326520,202001,8,9,202306,617,2,@2523,647,TON,647,2457306,688045.68,1,1,6.155591572
326520,301402,8,8,202306,447,1,@2523,22,TON,22,230485,64536,2,1,23.43756356
327025,307029,8,8,202307,407,1,@2523,20,MTS,20,108850,30478,1,1,13.37223587
327025,385565,8,24,202307,409,1,@2523,5,MTS,5,450740.65,126207.4,14,1,220.4110758
327025,385565,8,24,202306,409,1,@2523,12,MTS,12,157995,44238.6,2,1,32.19132029
327025,451113,8,23,202306,306,1,@2523,15,MTS,15,82106.25,22989.75,1,1,17.8880719
327025,461441,8,23,202307,422,1,@2523,34,MTS,34,382840,107195.2,2,1,26.68246445
331001,305204,8,8,202307,379,1,@2523,10.5,TON,10.5,58898.44,16491.56,1,1,14.80046237
332714,321001,8,8,202306,325,1,@2523,11,MTS,11,451343.86,126376.34,7,1,126.2500308
335804,141015,8,3,202306,304,1,@2523,17,MTS,17,95359,26700.52,1,1,18.45181889
335804,141015,8,3,202307,304,1,@2523,22,MTS,22,1402431,392680.68,12,1,209.6936304
335804,143001,8,3,202306,338,1,@2523,45.36,MTS,45.36,248062.5,69457.5,1,1,16.17973373
335804,144001,8,3,202307,313,1,@2523,48.28,MTS,48.28,256487.5,71816.5,1,1,16.97284345
335804,144102,8,3,202307,333,1,@2523,45.27,MTS,45.27,233423.47,65358.57,1,1,15.48423639
335804,144102,8,3,202306,333,1,@2523,46.32,MTS,46.32,249693.62,69914.21,1,1,16.18805463
335804,327021,8,8,202306,829,1,@2523,7,MTS,7,39156.25,10963.76,1,1,6.747587455
341026,201301,8,9,202307,535,1,@2523,40.24,TON,40.24,220062.5,61617.5,1,1,10.22196262
341026,203207,8,9,202307,591,1,@2523,40.16,TON,40.16,115398.32,32311.53,1,1,4.862037468
341026,203207,8,9,202307,591,1,@2523,42.12,TON,42.12,2057515.27,576104.33,17,1,82.65463714
341026,203207,8,9,202307,591,1,@2523,42.16,TON,42.16,1453742.88,407048.04,12,1,58.34444562
341026,322255,8,8,202307,414,1,@2523,23,TON,23,133328.12,37331.88,1,1,14.002113
341026,322255,8,8,202306,414,1,@2523,30,TON,30,171562.5,48037.5,1,1,13.8134058
341026,323803,8,8,202306,327,1,@2523,46.64,TON,46.64,218625,61215,1,1,14.33486239
341026,332718,8,8,202307,394,1,@2523,18,TON,18,106312.5,29767.5,1,1,14.99048223
342606,146001,8,3,202307,940,2,@2523,14,MTS,14,165648.03,46381.45,1,1,12.58723632
342606,440023,8,27,202306,1088,1,@2523,29,MTS,29,427235.3,119625.89,1,1,13.54067254
342606,496001,8,22,202306,1581,2,@2523,20.55,MTS,20.55,304337.69,85214.56,1,1,9.367248546
342606,534216,8,37,202306,2150,1,@2523,28,MTS,28,439740,123127.2,1,1,7.304651163
342606,812001,8,10,202306,1674,1,@2523,17.7,MTS,17.7,226560,63436.8,1,1,7.646356033
342902,143001,8,3,202306,948,2,@2523,28,TON,28,571200,159936,3,1,21.51898734
342902,301701,8,8,202307,365,1,@2523,15.95,TON,15.95,159594.14,44686.36,1,1,27.41343067
342902,303507,8,8,202306,314,1,@2523,40,TON,40,505292.01,141481.76,1,1,40.23025557
342902,389151,8,24,202307,597,1,@2523,7.55,TON,7.55,101395.74,78153.23,1,1,22.49564378
342902,444104,8,27,202306,987,2,@2523,5,TON,5,49000,20356,1,1,9.929078014
342902,483501,8,23,202306,1087,1,@2523,7,TON,7,62300,58478,1,1,8.187672493
342902,483501,8,23,202306,1087,1,@2523,12.5,TON,12.5,88750,62314,1,1,6.53173873
343001,326033,8,8,202306,646,1,@2523,600,BAG,30,450000,126000,3,1,23.21981424
360311,344033,24,8,202306,543,1,@2523,500,BAG,25,62500,17500,1,1,4.604051565
360311,385310,24,24,202306,458,1,@2523,30,MTS,30,1246875,349125,7,1,90.74781659
360311,389310,24,24,202307,375,1,@2523,34,MTS,34,197625,55335,1,1,15.5
360311,391243,24,24,202307,352,1,@2523,16,MTS,16,93750,26250,1,1,16.6459517
360311,391410,24,24,202306,319,1,@2523,38.95,MTS,38.95,232482.8,65095.2,1,1,18.71081404
360311,392011,24,24,202306,400,1,@2523,200,NOS,,172970,48431.6,3,1,#DIV/0!
360560,380055,24,24,202306,379,1,@2523,29.8,MTS,29.8,183921.88,51498.12,1,1,16.28463105
360560,380055,24,24,202306,379,1,@2523,34.79,MTS,34.79,214719.54,60121.46,1,1,16.28463127
360560,380058,24,24,202307,383,1,@2523,39.58,MTS,39.58,238098.44,66667.56,1,1,15.70659285
360560,391115,24,24,202306,513,1,@2523,25,MTS,25,142578.12,39921.88,1,1,11.11720234
360560,391760,24,24,202306,476,1,@2523,40.02,MTS,40.02,241996.14,67758.86,1,1,12.70352954
360560,394327,24,24,202307,601,1,@2523,30,MTS,30,1155003.2,0,11,1,64.06007765
361140,380060,24,24,202307,340,1,@2523,34.16,MTS,34.16,197487.5,55296.5,1,1,17.00367647
361140,382350,24,24,202306,354,1,@2523,16,MTS,16,87500,24500,1,1,15.44844633
361140,387320,24,24,202306,378,1,@2523,36,MTS,36,197623.42,0,2,1,14.52259112
361140,388306,24,24,202306,384,1,@2523,13,MTS,13,85312.5,23887.5,1,1,17.08984375
361345,370205,24,24,202307,400,1,@2523,13,TON,13,73125,20475,1,1,14.0625
361345,382315,24,24,202307,526,1,@2523,20,TON,20,115625,32375,1,1,10.99096958
362275,370421,24,24,202307,468,1,@2523,32.17,MTS,32.17,178447,0,1,1,11.85256477
362275,380081,24,24,202306,450,1,@2523,41.59,MTS,41.59,253439.06,70962.94,1,1,13.54166653
362275,382213,24,24,202306,405,1,@2523,25,MTS,25,439453.12,123046.88,3,1,43.40277728
362275,382421,24,24,202306,449,1,@2523,41.27,MTS,41.27,232143.74,65000.26,1,1,12.5278391
362275,382460,24,24,202306,354,1,@2523,10,MTS,10,61718.74,17281.26,1,1,17.43467232
362275,382845,24,24,202306,469,1,@2523,25,MTS,25,144531.24,40468.76,1,1,12.32675821
362275,388180,24,24,202307,418,1,@2523,15,MTS,15,91406.24,25593.76,1,1,14.57834769
362715,370140,24,24,202306,404,1,@2523,10,TON,10,253124.96,70875.04,4,1,62.65469307
362715,370415,24,24,202307,491,1,@2523,29.42,TON,29.42,181576.56,50841.44,1,1,12.57001001
362715,370435,24,24,202307,512,1,@2523,34.14,TON,34.14,173367.36,0,1,1,9.918222759
362715,370640,24,24,202306,617,1,@2523,16.5,TON,16.5,104414.06,29235.94,1,1,10.25628014
362715,380006,24,24,202307,442,1,@2523,30.96,TON,30.96,181406.24,50793.76,1,1,13.25650379
362715,380059,24,24,202306,444,1,@2523,24.04,TON,24.04,140859.38,39440.62,1,1,13.19679101
362715,388306,24,24,202306,450,1,@2523,24,TON,24,118376.02,0,1,1,10.96074259
362715,393110,24,24,202306,613,1,@2523,30.08,TON,30.08,184240,51587.2,1,1,9.991843393
362715,395007,24,24,202306,690,1,@2523,30.3,TON,30.3,120431.96,0,1,1,5.760365428
362715,395007,24,24,202306,690,1,@2523,30.76,TON,30.76,122260.29,0,1,1,5.760364957
