start_pin,destination_pin,bharat_sir_eway_data_jun23_jul23_020424.origin_from_state,bharat_sir_eway_data_jun23_jul23_020424.destination_from_state,bharat_sir_eway_data_jun23_jul23_020424.rtn_period,travel_distance,bharat_sir_eway_data_jun23_jul23_020424.transport_mode,bharat_sir_eway_data_jun23_jul23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_jun23_jul23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_jun23_jul23_020424.total_tax,bharat_sir_eway_data_jun23_jul23_020424.ewbs_count,bharat_sir_eway_data_jun23_jul23_020424.supplier_gstin_cnt,Cost pre Km per TON
531055,764051,37,21,202306,313,1,@2523,21,MTS,21,2137443,598484.03,22,1,325.1853035
531055,765015,37,21,202307,319,1,@2523,22,MTS,22,313407.6,87754.14,3,1,44.65768025
531055,766110,37,21,202306,373,1,@2523,16,MTS,16,87250,24430,1,1,14.61963807
560022,580020,29,29,202307,399,1,@2523,1,NOS,,25930.95,5258.82,6,1,#DIV/0!
561213,603202,29,33,202306,342,1,@2523,17,TON,17,86328.12,24171.88,1,1,14.84831785
561213,683502,29,32,202306,622,1,@2523,39.14,TON,39.14,163446.19,45764.94,1,1,6.71372573
561213,683502,29,32,202307,622,1,@2523,42,TON,42,164725.31,46123.09,1,1,6.305516383
562149,400067,29,27,202307,1023,1,@2523,200,BAG,10,65625,18375,1,1,6.414956012
577501,571314,29,29,202307,320,1,@2523,11,MTS,11,60156.25,16843.76,1,1,17.08984375
583115,575007,29,29,202306,466,1,@2523,31,TON,31,570242.35,0,5,1,39.47406549
583115,575010,29,29,202306,462,1,@2523,27,TON,27,166640.62,46659.38,1,1,13.3590364
583228,581421,29,29,202306,350,1,@2523,24.66,MTS,24.66,138712.5,38839.5,1,1,16.07142857
583275,415511,29,27,202306,533,1,@2523,15,MTS,15,87660,24544.8,1,1,10.96435272
583275,571617,29,29,202306,433,1,@2523,32,MTS,32,220000,61600,1,1,15.87759815
583275,671321,29,32,202306,481,1,@2523,36.17,MTS,36.17,203456.25,56967.75,1,1,11.69438669
583275,683555,29,32,202306,380,1,@2523,35,MTS,35,220290,61681.2,1,1,16.56315789
584133,580023,29,29,202306,322,1,@2523,735,BAG,36.75,180075,50421,1,1,15.2173913
585211,410218,29,27,202307,550,1,@2523,34.86,MTS,34.86,880563.6,246557.82,6,1,45.92727273
585211,411046,29,27,202306,441,1,@2523,34.96,MTS,34.96,409687.84,114712.6,2,1,26.5731513
585211,412303,29,27,202307,413,1,@2523,29.52,MTS,29.52,172968.6,48431.21,1,1,14.18733636
585211,412411,29,27,202306,529,1,@2523,16,MTS,16,90000,25200,1,1,10.63327032
585211,416109,29,27,202306,331,1,@2523,35.18,MTS,35.18,185794.38,52022.43,1,1,15.9554385
585211,422002,29,27,202306,582,1,@2523,29.18,MTS,29.18,168696.88,47235.13,1,1,9.933419538
585211,431203,29,27,202306,471,1,@2523,25,MTS,25,136718.75,38281.25,1,1,11.61093418
585211,431515,29,27,202307,304,1,@2523,15,MTS,15,86718,24281.04,1,1,19.01710526
585211,560067,29,29,202306,537,2,@2523,452.3,MTS,452.3,3862642,0,2,1,15.90316574
585211,580030,29,29,202306,355,1,@2523,30.52,MTS,30.52,161183.75,45131.46,1,1,14.87676056
585211,581204,29,29,202306,369,1,@2523,34.5,MTS,34.5,180585.77,50564.02,1,1,14.18528495
585211,582116,29,29,202307,365,1,@2523,26,MTS,26,117812.5,32987.5,1,1,12.41438356
585222,410206,29,27,202307,559,1,@2523,28.82,MTS,28.82,202640.64,56739.39,3,1,12.57826569
585222,410221,29,27,202306,557,1,@2523,34.92,MTS,34.92,226980,63554.4,1,1,11.66965889
585222,411024,29,27,202306,458,1,@2523,34.95,MTS,34.95,412300.79,115444.22,2,1,25.75736954
585222,411028,29,27,202307,437,1,@2523,34.86,MTS,34.86,204257.81,57192.19,1,1,13.40818061
585222,411028,29,27,202306,437,1,@2523,35.13,MTS,35.13,205839.84,57635.16,1,1,13.40818053
585222,411033,29,27,202306,465,1,@2523,30.49,MTS,30.49,178652.34,50022.66,1,1,12.60080619
585222,411060,29,27,202306,442,1,@2523,34.9,MTS,34.9,204492.19,57257.81,1,1,13.25650469
585222,412207,29,27,202307,434,1,@2523,32,MTS,32,187500,52500,1,1,13.50086406
585222,412219,29,27,202306,380,1,@2523,20.82,MTS,20.82,52050,14574,1,1,6.578947368
585222,412219,29,27,202307,380,1,@2523,30.53,MTS,30.53,76325,21371,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,30.73,MTS,30.73,153650,43022,2,1,13.15789474
585222,412219,29,27,202307,380,1,@2523,34.85,MTS,34.85,87125,24395,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,35.08,MTS,35.08,263100,73668,3,1,19.73684211
585222,412219,29,27,202307,380,1,@2523,40.23,MTS,40.23,100575,28161,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,40.42,MTS,40.42,101050,28294,1,1,6.578947368
585222,413526,29,27,202307,318,1,@2523,5,MTS,5,57578.13,16121.88,2,1,36.21266038
585222,416410,29,27,202306,310,1,@2523,31,MTS,31,871875,244125,5,1,90.72580645
585222,416702,29,27,202306,565,1,@2523,6,MTS,6,19200,5376,1,1,5.663716814
585222,422001,29,27,202307,590,1,@2523,29.14,MTS,29.14,300506.39,84141.79,2,1,17.4788217
585222,422010,29,27,202307,600,1,@2523,34.2,MTS,34.2,181687.5,50872.5,1,1,8.854166667
585222,431516,29,27,202307,323,1,@2523,10,MTS,10,59844,16756.32,1,1,18.52755418
585222,431804,29,27,202307,471,1,@2523,29.57,MTS,29.57,139533.44,39069.36,1,1,10.01857767
585222,504001,29,36,202307,469,1,@2523,10,MTS,10,53906,15093.68,1,1,11.49381663
585222,524341,29,37,202306,539,1,@2523,31,MTS,31,171953,48146.84,1,1,10.29104076
585222,571424,29,29,202306,713,1,@2523,10,MTS,10,67187.5,18812.5,1,1,9.423211781
585222,571428,29,29,202306,673,1,@2523,10,MTS,10,63281,17718.68,1,1,9.40282318
585222,581205,29,29,202307,435,1,@2523,15,MTS,15,183984,51515.52,2,1,28.19678161
585222,591106,29,29,202306,448,1,@2523,31,MTS,31,171953.13,48146.88,1,1,12.38141777
585225,400702,29,27,202306,610,2,@2523,24,TON,24,148500,41580,1,1,10.14344262
585225,403001,29,30,202306,521,1,@2523,33.09,TON,33.09,139970.7,39191.8,1,1,8.119001919
585292,583101,29,29,202307,304,2,@2523,1632.5,MTS,1632.5,8137637.03,0,1,1,16.39726975
585305,396001,24,24,202306,798,1,@2523,500,BAG,25,219140,61359.2,2,1,10.98446115
585305,394601,29,24,202306,879,1,@2523,34,TON,34,229500,64260,2,1,7.679180887
585305,431203,29,27,202306,435,1,@2523,5.5,TON,5.5,20544.47,5752.45,1,1,8.587030303
585305,574201,29,29,202306,884,1,@2523,37.1,TON,37.1,202890.62,56809.38,1,1,6.186368626
585305,583231,29,29,202307,329,1,@2523,5,TON,5,36633.58,0,2,1,22.2696535
585305,583231,29,29,202306,329,1,@2523,12,TON,12,65625,18375,1,1,16.62234043
585320,410505,29,27,202307,522,1,@2523,30.4,MTS,30.4,177175,49609,1,1,11.16499042
585320,412201,29,27,202306,461,1,@2523,34.26,MTS,34.26,120445.82,33724.83,1,1,7.626116731
585320,412202,29,27,202307,449,1,@2523,34.86,MTS,34.86,122555.21,34315.46,1,1,7.829933159
585320,412202,29,27,202306,449,1,@2523,35.61,MTS,35.61,250383.88,70107.48,2,1,15.65986632
585320,581318,29,29,202306,523,1,@2523,10,MTS,10,59062,16538,1,1,11.29292543
585320,591115,29,29,202307,458,1,@2523,31,MTS,31,174375,48826,1,1,12.28165939
587122,577213,29,29,202306,370,1,@2523,22,TON,22,156406.25,43793.76,1,1,19.21452703
591136,411019,29,27,202306,384,1,@2523,36,MTS,36,188437.5,52762.5,1,1,13.6311849
591136,415718,29,27,202306,320,1,@2523,26,MTS,26,148281.25,41518.75,1,1,17.82226563
591136,574229,29,29,202307,571,1,@2523,40.72,MTS,40.72,241775,67697,1,1,10.39842382
591136,574242,29,29,202307,523,1,@2523,38,MTS,38,255312.5,71487.5,1,1,12.84655832
591136,577201,29,29,202307,339,1,@2523,3,MTS,3,36960.9,0,2,1,36.34306785
600035,624001,33,33,202307,420,1,@2523,500,NOS,,117190,32813.2,1,1,#DIV/0!
600039,744101,33,35,202306,1426,1,@2523,13,MTS,13,75156.25,21043.75,1,1,4.054172511
620018,600099,33,33,202306,326,1,@2523,10,mts,10,57812.5,16187.5,1,1,17.73389571
621651,600039,33,33,202306,331,1,@2523,39.96,MTS,39.96,199800,55944,1,1,15.10574018
621651,600056,33,33,202306,313,1,@2523,39.78,MTS,39.78,217546.88,60913.12,1,1,17.47204513
621651,629159,33,33,202306,438,1,@2523,25,MTS,25,152343.74,42656.26,1,1,13.91267032
621651,629201,33,33,202306,417,1,@2523,35,MTS,35,383933.1,0,2,1,26.30579651
621651,682006,33,32,202307,428,1,@2523,31,MTS,31,203437.5,56962.5,1,1,15.33294393
621704,629165,33,33,202307,467,1,@2523,10,MTS,10,189843.9,53156.34,3,1,40.65179872
621704,678731,33,32,202306,322,1,@2523,29,MTS,29,2343565.69,656198.48,16,1,250.9708385
621705,600052,33,33,202307,316,1,@2523,39.7,MTS,39.7,192296.88,53843.12,1,1,15.32832318
621705,691301,33,32,202306,480,1,@2523,1,MTS,1,71875,20125,10,1,149.7395833
621705,695036,33,32,202307,511,1,@2523,35,MTS,35,149581.25,41882.75,1,1,8.363502935
621707,560067,33,29,202307,406,1,@2523,35,TON,35,301598.7,84447.63,2,1,21.22439831
621707,576102,33,29,202307,819,1,@2523,25,TON,25,518389.56,145149.08,4,1,25.31817143
621713,570026,33,29,202307,529,1,@2523,19,MTS,19,101311.8,28367.3,1,1,10.07977316
621713,572101,33,29,202306,466,1,@2523,11,MTS,11,55355.52,15499.55,1,1,10.79896996
621713,627007,33,33,202306,380,1,@2523,15,MTS,15,91406.24,25593.76,1,1,16.03618246
621713,627106,33,33,202306,461,1,@2523,10.9,MTS,10.9,56714.06,15879.94,1,1,11.28660471
621713,627106,33,33,202306,461,1,@2523,17.12,MTS,17.12,89077.5,24941.7,1,1,11.28660521
621713,635109,33,33,202306,344,1,@2523,15,MTS,15,67204.65,0,1,1,13.02415698
621713,643001,33,33,202307,352,1,@2523,21.32,MTS,21.32,119925,33579,1,1,15.98011364
621713,686664,33,32,202306,490,1,@2523,29.3,MTS,29.3,160234.38,44865.63,1,1,11.16071463
621729,626127,33,33,202307,317,1,@2523,35.88,MTS,35.88,250944.72,0,2,1,22.06309148
621729,626127,33,33,202306,317,1,@2523,45.49,MTS,45.49,163800.39,0,1,1,11.3589904
621729,626127,33,33,202306,317,1,@2523,46.11,MTS,46.11,166032.89,0,1,1,11.35899067
621729,641023,33,33,202306,305,1,@2523,20,MTS,20,101562.5,28437.5,1,1,16.64959016
621730,563101,33,29,202306,411,1,@2523,40.28,MTS,40.28,213987.5,59916.5,1,1,12.92579075
621730,571440,33,29,202306,344,1,@2523,19,MTS,19,495636.85,138778.3,5,1,75.8318314
621730,575011,33,29,202307,733,1,@2523,3,MTS,3,103125.02,28875.02,6,1,46.8963256
621730,626125,33,33,202307,320,1,@2523,17,MTS,17,172656.26,48343.76,2,1,31.73828309
621730,627108,33,33,202307,434,1,@2523,30,MTS,30,334687.5,43312.5,2,1,25.70564516
621730,628401,33,33,202307,369,1,@2523,20,MTS,20,216250,60550,2,1,29.30216802
621730,628712,33,33,202307,347,1,@2523,11,MTS,11,112578.13,31521.88,2,1,29.49387739
621730,670643,33,32,202306,584,1,@2523,39.84,MTS,39.84,261450,73206,1,1,11.23715753
621730,686101,33,32,202307,473,1,@2523,30.24,MTS,30.24,198450,55566,1,1,13.87420719
621730,686533,33,32,202306,466,1,@2523,4,MTS,4,54375,15225,3,1,29.17113734
621730,686533,33,32,202306,466,1,@2523,38.66,MTS,38.66,175178.13,49049.88,1,1,9.723712724
624703,571114,33,29,202306,332,1,@2523,15,TON,15,294140.61,82359.36,3,1,59.06437952
624703,571606,33,29,202307,472,1,@2523,39.86,TON,39.86,211756.25,59291.75,1,1,11.25529661
624703,635110,33,33,202307,311,1,@2523,25,TON,25,1730700.9,0,18,1,222.5981865
624703,683585,33,32,202307,329,1,@2523,31,TON,31,1423678.22,398629.89,11,1,139.5899814
636115,671315,33,32,202307,529,1,@2523,30,MTS,30,144998.1,40599.47,1,1,9.136616257
700002,833210,19,20,202307,369,1,@2523,6.4,MTS,6.4,28800,8064,1,1,12.19512195
713148,804408,19,10,202306,383,1,@2523,15,MTS,15,94453.12,26446.88,1,1,16.44092602
721129,742235,19,19,202306,304,1,@2523,30,MTS,30,261374.88,0,2,1,28.65952632
721147,741152,19,19,202307,331,1,@2523,25,MTS,25,125000,35000,1,1,15.10574018
721212,400002,19,27,202306,1942,1,@2523,20,BAG,1,6171.8,2109.46,1,1,3.178063852
722183,781315,19,18,202307,811,2,@2523,1269,MTS,1269,6662250,1865430,1,1,6.473489519
723121,743372,19,19,202307,322,1,@2523,16,TON,16,202000,56560,2,1,39.20807453
735102,733145,19,19,202306,354,1,@2523,5,TON,5,58828.12,16471.88,2,1,33.23622599
735102,813102,19,10,202306,334,1,@2523,5,TON,5,58359.38,16340.62,2,1,34.94573653
742212,782480,19,18,202307,947,2,@2523,1263,TON,1263,7104375,1989225,1,1,5.939809926
751006,768111,21,21,202307,313,1,@2523,20,TON,20,99687.5,27912.5,1,1,15.92452077
755024,811201,21,10,202307,732,1,@2523,42.14,MTS,42.14,200823.44,56230.56,1,1,6.510416748
755026,752089,21,21,202306,305,1,@2523,30,MTS,30,505312.5,141487.5,4,1,55.22540984
756001,768201,21,21,202307,452,1,@2523,625,BAG,31.25,406250,113750,2,1,28.76106195
764039,754027,21,21,202307,533,1,@2523,29.43,TON,29.43,76518,21425.04,1,1,4.87804878
766012,754211,21,21,202307,440,1,@2523,600,BAG,30,234375,65625,2,1,17.75568182
768004,757038,21,21,202306,309,1,@2523,200,BAG,10,44688,30625.56,1,1,14.46213592
768038,754024,21,21,202307,328,2,@2523,1362,TON,1362,4408902.96,0,1,1,9.869146341
768038,756029,21,21,202306,487,2,@2523,1113,TON,1113,3770978.67,0,1,1,6.957127305
768038,760008,21,21,202307,358,1,@2523,15,TON,15,213550.8,59794.2,4,1,39.7673743
768202,755019,21,21,202307,344,2,@2523,981,MTS,981,4884928.74,0,1,1,14.47540698
768202,756001,21,21,202307,458,2,@2523,57,MTS,57,259677.18,0,1,1,9.947030568
769001,495671,21,22,202307,310,1,@2523,546,BAG,27.3,125580,35162.4,1,1,14.83870968
770017,827014,21,20,202306,354,1,@2523,35,MTS,35,91369.25,25583.39,1,1,7.374435028
770018,752068,21,21,202307,382,1,@2523,17.5,TON,17.5,179514.46,50264.04,2,1,26.85332236
770018,755026,21,21,202307,341,1,@2523,31.96,MTS,31.96,997152,279202.56,6,1,91.49560117
781001,791112,18,12,202306,405,1,@2523,150,KGS,0.15,3197.44,9007.09,1,1,52.6327572
781001,791125,18,12,202307,579,1,@2523,250,NOS,,2548800,713664,18,1,#DIV/0!
781006,791111,18,12,202307,340,1,@2523,392,BAG,19.6,147000,41160,1,1,22.05882353
781022,786125,18,18,202307,481,1,@2523,30,MTS,30,372656.4,104343.8,2,2,25.82511435
781022,786602,18,18,202306,468,1,@2523,15,TON,15,227343.9,63656.28,2,1,32.38517094
781023,785107,18,18,202307,307,1,@2523,6,MTS,6,46687.5,13072.5,1,1,25.34609121
781023,786003,18,18,202306,428,1,@2523,0.25,MTS,0.25,1871.09,523.9,1,1,17.48682243
781023,786003,18,18,202306,428,1,@2523,25,MTS,25,189453.12,53046.88,1,1,17.70589907
781023,786181,18,18,202306,508,1,@2523,20,MTS,20,104687.6,29312.52,1,1,10.30389764
781023,786610,18,18,202306,428,1,@2523,0.4,MTS,0.4,2943.75,824.26,1,1,17.1948014
781023,787055,18,18,202306,368,1,@2523,30,MTS,30,231093.75,64706.26,1,1,20.93240489
781025,311601,18,8,202306,2082,1,@2523,6000,KGS,6,1548000,433440,1,1,123.9193084
781031,784165,18,18,202306,314,1,@2523,15,MTS,15,463359.39,129740.62,4,1,98.37778981
781031,787001,18,18,202306,363,1,@2523,10,MTS,10,77812.5,21787.5,1,1,21.43595041
782140,795002,18,14,202307,389,1,@2523,30,MTS,30,191250,53550,1,1,16.38817481
782402,787032,18,18,202307,366,1,@2523,22.5,TON,22.5,176835.94,49514.06,1,1,21.47370249
782446,783380,18,18,202307,357,1,@2523,25,MTS,25,887655.79,0,5,1,99.45723137
782446,785692,18,18,202306,357,1,@2523,12.5,MTS,12.5,1389453.18,389046.82,14,1,311.3620571
782446,787054,18,18,202307,304,1,@2523,25,MTS,25,891796.86,249703.14,5,1,117.3416921
783334,781038,18,18,202306,314,1,@2523,30,BAG,1.5,8671.8,23616.7,1,1,18.41146497
784160,791122,18,12,202307,395,1,@2523,180,BAG,9,891562.5,249637.5,15,2,250.7911392
787059,791122,18,12,202307,363,1,@2523,240,BAG,12,6306750.32,1789619.97,70,10,1447.830652
791123,781006,12,18,202306,351,1,@2523,800,BAG,40,250000,70000,1,1,17.80626781
793200,783331,17,18,202307,464,1,@2523,24,MTS,24,157500,44100,1,1,14.14331897
793200,783380,17,18,202307,367,1,@2523,30,TON,30,460312.8,128887.58,2,1,41.80861035
793200,784163,17,18,202307,510,1,@2523,25.08,MTS,25.08,116622,32654.16,1,1,9.117647059
793200,785001,17,18,202307,455,1,@2523,680,BAG,34,478135.2,133877.85,3,1,30.90725275
793200,799001,17,16,202307,371,1,@2523,35,TON,35,235156.25,65843.75,1,1,18.10983827
793210,735102,17,19,202306,616,1,@2523,24.02,TON,24.02,482810.64,135186.96,4,1,32.63045406
793210,735102,17,19,202307,616,1,@2523,29.01,TON,29.01,418822.29,117270.24,3,1,23.43696363
793210,782140,17,18,202307,324,1,@2523,34.14,MTS,34.14,153630,43016.4,1,1,13.88888889
793210,782140,17,18,202306,324,1,@2523,41.08,MTS,41.08,184860,51760.8,1,1,13.88888889
793210,782140,17,18,202307,324,1,@2523,43.48,MTS,43.48,195660,54784.8,1,1,13.88888889
793210,782140,17,18,202307,324,1,@2523,44.95,MTS,44.95,202275,56637,1,1,13.88888889
793210,799001,17,16,202307,355,1,@2523,24,MTS,24,300000,84000,2,1,35.21126761
793210,799145,17,16,202306,472,1,@2523,24,MTS,24,191250,53550,1,1,16.88294492
796101,796290,15,14,202307,324,1,@2523,6.5,MTS,6.5,53929.69,15100.31,1,1,25.60764008
796101,796321,15,15,202306,309,1,@2523,20,MTS,20,750000,210000,4,1,121.3592233
801305,855107,10,10,202306,334,2,@2523,1108.2,MTS,1108.2,5306615.7,0,1,1,14.33682635
802158,812001,10,10,202306,318,1,@2523,20,MTS,20,243750.2,68250.08,2,1,38.32550314
803101,845101,10,10,202307,314,1,@2523,6.5,TON,6.5,35851.56,10038.44,1,1,17.56568349
821105,843315,10,10,202307,350,1,@2523,25,TON,25,1321370.55,0,8,1,151.0137771
821303,843320,10,10,202307,328,1,@2523,4,MTS,4,90312.5,25287.5,5,1,68.83574695
823001,841428,10,10,202307,308,1,@2523,4.6,MTS,4.6,28897.2,8091.22,1,1,20.3961039
823001,841437,10,10,202307,371,1,@2523,20,MTS,20,125640,35179.2,1,1,16.93261456
824101,845106,10,10,202306,369,1,@2523,18,MTS,18,1080000,0,15,1,162.601626
824101,854105,10,10,202306,423,2,@2523,319.5,MTS,319.5,1278000,0,1,1,9.456264775
825406,334003,20,8,202307,1450,1,@2523,258,BAG,12.9,72562.5,20317.5,1,1,3.879310345
827014,802133,20,10,202306,395,1,@2523,15,MTS,15,332578.12,93121.88,4,1,56.13132827
827014,821109,20,10,202306,342,1,@2523,35,MTS,35,6498621.64,1819614.04,37,2,542.909076
827014,822120,20,20,202306,346,1,@2523,35,MTS,35,1217343.74,340856.26,7,2,100.5238431
827014,843301,20,10,202307,446,2,@2523,505.2,MTS,505.2,4041600,1131648,2,1,17.93721973
828124,846001,20,10,202307,450,2,@2523,186,TON,186,2802725.36,784763.12,4,1,33.4853687
831016,803201,20,10,202306,435,2,@2523,499.2,MTS,499.2,1440082.82,403223.18,1,1,6.631681127
831016,822114,20,20,202307,354,1,@2523,15,MTS,15,88593.74,24806.26,1,1,16.68432015
831016,822115,20,20,202307,406,1,@2523,30,MTS,30,1174620,328893.6,10,1,96.43842365
832302,814145,20,20,202306,313,1,@2523,32,MTS,32,144000,0,1,1,14.37699681
833210,735101,20,19,202306,647,2,@2523,699,MTS,699,2796000,782880,1,1,6.182380216
833210,822121,20,20,202307,432,1,@2523,10,MTS,10,480000,0,12,1,111.1111111
841226,852127,10,10,202306,402,1,@2523,3.5,MTS,3.5,20289.09,5680.94,1,1,14.42010661
841226,852219,10,10,202307,429,1,@2523,19,MTS,19,114890.56,32169.38,1,1,14.09527175
841301,834001,10,20,202307,396,1,@2523,200,   ,,48437.5,13562.5,1,1,#DIV/0!
852113,825123,10,10,202306,800,1,@2523,8,MTS,8,91500,25620,2,1,14.296875
123305,152031,6,3,202306,338,1,@2523,20,MTS,20,735000,205800,6,1,108.7278107
124106,143401,6,3,202306,507,1,@2523,28,TON,28,222468.74,62291.26,2,1,15.67122711
124146,151103,6,3,202306,324,1,@2523,10,MTS,10,61719,17281.25,1,1,19.04907407
124146,262401,6,5,202307,349,1,@2523,30,MTS,30,180469,50531.25,1,1,17.23677173
127022,133204,6,6,202306,316,1,@2523,19,MTS,19,332203.14,93016.86,3,1,55.33030313
127022,247001,6,9,202306,319,1,@2523,10,MTS,10,123750,34650,2,1,38.79310345
140113,176309,3,2,202306,418,1,@2523,24.11,TON,24.11,119608.2,33490.3,1,1,11.86827122
140113,176309,3,2,202306,418,1,@2523,24.25,TON,24.25,120302.74,33684.76,1,1,11.86827209
140113,243001,3,9,202306,525,2,@2523,527.2,TON,527.2,2101931.63,588540.86,1,1,7.594232351
140113,246444,3,5,202306,470,1,@2523,21.8,TON,21.8,120921.87,33858.13,1,1,11.80186121
140113,246444,3,5,202306,470,1,@2523,22.48,TON,22.48,124693.75,34914.25,1,1,11.8018617
140113,249192,3,5,202306,311,1,@2523,33.29,TON,33.29,182054.69,50975.31,1,1,17.58440539
142038,248001,3,5,202306,347,1,@2523,550,BAG,27.5,279296.87,78203.12,2,1,29.26873146
171102,151002,2,3,202306,349,1,@2523,12.04,TON,12.04,245530.52,68748.55,4,1,58.43237918
175018,172114,2,2,202306,345,1,@2523,10.5,TON,10.5,58455.46,16367.54,1,1,16.13677295
175027,172114,2,2,202307,330,1,@2523,10,TON,10,181078.12,50701.88,3,1,54.87215758
180010,194302,1,38,202307,704,1,@2523,18.7,TON,18.7,113953.12,31906.88,1,1,8.655894507
181133,182204,1,1,202306,313,1,@2523,380,BAG,19,1893824.99,488775.08,16,6,318.4504776
181133,182204,1,1,202306,313,1,@2523,490,BAG,24.5,2482968.73,383731.24,15,4,323.7880589
181133,194101,8,38,202306,948,1,@2523,218,BAG,10.9,87200,0,1,1,8.438818565
184101,185101,1,1,202306,326,1,@2523,360,BAG,18,111093.75,31106.26,1,1,18.9321319
184102,185121,1,1,202307,305,1,@2523,8,TON,8,75000,21000,2,1,30.73770492
184151,185101,1,1,202307,326,1,@2523,150,BAG,7.5,45117.18,12632.82,1,1,18.45283436
190019,194201,1,1,202307,574,1,@2523,100,BAG,5,67240,0,2,1,23.42857143
202127,209821,9,9,202306,480,1,@2523,15,TON,15,184687.5,51712.52,2,1,25.65104167
202127,229302,9,9,202306,518,1,@2523,10,TON,10,61250,17150,1,1,11.82432432
210341,224204,9,9,202306,322,1,@2523,32,TON,32,626500,175420,3,1,60.80163043
210341,231225,9,9,202306,460,1,@2523,30,TON,30,180937.5,50662.5,1,1,13.11141304
210341,242405,9,9,202307,374,1,@2523,10,TON,10,115625,32375,2,1,30.9157754
210341,272165,9,9,202307,417,1,@2523,25,TON,25,167187.5,46812.5,1,1,16.03717026
211002,201009,9,9,202306,662,1,@2523,783,NOS,,197995.4,61598.44,1,1,#DIV/0!
212107,209881,9,9,202306,310,1,@2523,10,MTS,10,495625.1,138775.06,8,1,159.8790645
212107,284302,9,9,202307,405,1,@2523,30,MTS,30,337031.4,94368.8,2,1,27.73920988
212107,285001,9,9,202307,354,1,@2523,15,MTS,15,1219219.5,341381.6,14,1,229.6081921
221405,110041,9,7,202307,814,1,@2523,315,BAG,15.75,124425,34839,1,1,9.705159705
224001,306107,9,8,202307,911,1,@2523,16,MTS,16,72000,20160,1,1,4.939626784
224238,242401,9,9,202306,378,1,@2523,15,MTS,15,93046.95,26053.16,1,1,16.41039683
226007,311601,9,8,202306,749,1,@2523,6050,BAG,302.5,1560900,437052,1,1,6.889185581
226401,274304,9,9,202307,373,1,@2523,1,NOS,,1118.91,368.48,1,1,#DIV/0!
227409,233225,9,9,202307,356,1,@2523,10,TON,10,267812.48,74987.52,4,2,75.22822472
227409,242307,9,9,202306,313,1,@2523,25,TON,25,420703.1,117796.9,3,2,53.76397444
227409,277001,9,9,202306,401,1,@2523,25,TON,25,562233.68,55219,6,2,56.0831601
227409,284003,9,9,202307,378,1,@2523,6,TON,6,35975.48,0,1,1,15.86220459
229303,243720,9,9,202306,406,1,@2523,31,MTS,31,187707.48,0,2,1,14.91399015
229303,273202,9,9,202307,347,1,@2523,17,MTS,17,137201.9,0,2,1,23.25850144
229303,274302,9,9,202307,423,1,@2523,20,MTS,20,130937.5,36662.5,1,1,15.47724586
229303,283121,9,9,202307,426,1,@2523,25,MTS,25,141796.88,39703.12,1,1,13.31426103
229303,283135,9,9,202307,317,1,@2523,31,MTS,31,250191.7,0,2,1,25.45962145
229303,284003,9,9,202306,372,1,@2523,16,MTS,16,50481.12,0,1,1,8.481370968
231304,226101,9,9,202306,411,1,@2523,30,MTS,30,343125,0,2,1,27.82846715
231304,272205,9,9,202306,324,1,@2523,7,MTS,7,45062.5,12617.5,1,1,19.86882716
231311,271870,9,9,202307,388,1,@2523,42,MTS,42,265781.04,0,1,1,16.30958763
231311,274407,9,9,202307,333,1,@2523,22.5,MTS,22.5,279140.64,78159.36,2,1,37.25600801
231311,285001,9,9,202307,475,1,@2523,25,MTS,25,1950391.23,156187.52,14,1,164.243472
263139,262554,5,5,202307,329,1,@2523,280,BAG,14,77658,26679.56,1,1,16.86018237
273308,222202,9,9,202307,326,1,@2523,35.22,MTS,35.22,142641,39939.48,1,1,12.42331288
273308,229301,9,9,202307,360,1,@2523,43.02,MTS,43.02,178533,49989.24,1,1,11.52777778
284121,205265,9,9,202307,344,1,@2523,20,TON,20,128973,36112,1,1,18.74607558
284121,243001,9,9,202307,572,2,@2523,131.8,TON,131.8,5463373.6,0,8,1,72.46853147
284121,261136,9,9,202306,444,1,@2523,36,TON,36,247666,69346,1,1,15.49461962
284121,273004,9,9,202306,580,2,@2523,65.9,MTS,65.9,328511.5,0,1,1,8.594827586
285001,221314,9,9,202307,419,1,@2523,620,BAG,31,456276.6,127757.46,3,1,35.12792363
285001,224149,9,9,202307,443,1,@2523,840,BAG,42,222600,62328,1,1,11.96388262
301701,251314,8,9,202306,308,1,@2523,20,MTS,20,103125,51515.63,1,1,16.74107143
301707,474001,8,23,202307,339,1,@2523,10,MTS,10,196000,54880,4,1,57.81710914
303108,328026,8,8,202307,313,1,@2523,21,MTS,21,143718.75,40241.26,1,1,21.86501597
303108,335526,8,8,202306,423,1,@2523,22.5,MTS,22.5,130078.13,36421.88,1,1,13.66725821
305901,243001,8,9,202307,752,2,@2523,63.9,MTS,63.9,1878660,526024.8,6,1,39.09574468
305901,282001,8,9,202307,431,1,@2523,527.2,MTS,527.2,30999360,8679820.8,12,1,136.4269142
