start_pin,destination_pin,bharat_sir_eway_data_aug23_sep23_020424.origin_from_state,bharat_sir_eway_data_aug23_sep23_020424.destination_from_state,bharat_sir_eway_data_aug23_sep23_020424.rtn_period,travel_distance,bharat_sir_eway_data_aug23_sep23_020424.transport_mode,bharat_sir_eway_data_aug23_sep23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_aug23_sep23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_aug23_sep23_020424.total_tax,bharat_sir_eway_data_aug23_sep23_020424.ewbs_count,bharat_sir_eway_data_aug23_sep23_020424.supplier_gstin_cnt,Cost pre Km per TON
831016,851122,20,10,202308,424,2,@2523,241.6,MTS,241.6,2562168,717407.04,3,1,25.01179245
833210,813107,20,10,202308,379,1,@2523,22,MTS,22,88000,24640,1,1,10.55408971
833210,835231,20,20,202309,319,1,@2523,35,MTS,35,209453,58646.84,1,1,18.75978504
833210,852202,20,10,202309,500,2,@2523,128.8,MTS,128.8,515200,144256,1,1,8
833210,853204,20,10,202309,513,2,@2523,191.7,MTS,191.7,766800,214704,1,1,7.797270955
841226,852201,10,10,202308,389,1,@2523,30,MTS,30,380625,106575,2,1,32.61568123
854326,825301,10,20,202308,413,1,@2523,380,BAG,19,115193.2,89675.21,1,1,14.67990315
855107,802163,10,10,202308,466,1,@2523,575,BAG,28.75,143750,40250,1,1,10.72961373
110096,800025,7,10,202308,1034,1,@2523,2200,BAG,110,748000,134640,1,1,6.576402321
123305,140123,6,3,202308,362,1,@2523,40,MTS,40,148200.8,41496.22,1,1,10.23486188
123413,122505,6,6,202309,500,1,@2523,8,MTS,8,594750,166530,12,1,148.6875
124106,173001,6,2,202309,301,1,@2523,20.6,MTS,20.6,96562.5,27037.5,1,1,15.5730897
124146,140119,6,3,202308,377,1,@2523,39.29,MTS,39.29,239423,67038.56,1,1,16.16376357
134107,281001,6,9,202309,433,1,@2523,41,TON,41,246000,68880,1,1,13.85681293
140113,176309,3,2,202309,418,1,@2523,23.79,   ,,118020.7,33045.8,1,1,#DIV/0!
140113,184144,3,1,202309,304,1,@2523,49.31,TON,49.31,327449.22,91685.78,1,1,21.84416127
140113,246171,3,5,202308,407,1,@2523,21.58,TON,21.58,118015.62,33044.38,1,1,13.43673162
140113,249161,3,5,202309,397,1,@2523,34.08,TON,34.08,186375,52185,1,1,13.77518892
140114,181133,3,1,202309,314,2,@2523,6,MTS,6,30246.6,8469.05,1,1,16.0544586
140114,181133,3,1,202308,314,2,@2523,75,MTS,75,378082.5,105863.1,1,1,16.0544586
140114,182101,3,1,202308,388,2,@2523,16,TON,16,58451.18,16366.33,1,1,9.415460696
140114,182101,3,1,202309,388,2,@2523,60.1,TON,60.1,228409.39,63954.63,1,1,9.795074789
140401,246726,3,9,202308,307,1,@2523,18.5,MTS,18.5,118226.47,33103.41,1,1,20.81635179
146001,190025,3,1,202308,477,1,@2523,18,MTS,18,451969.02,126551.34,4,1,52.64023061
151401,246734,3,9,202308,490,1,@2523,700,BAG,35,351764,98493.92,2,1,20.51102041
171102,151002,2,3,202308,349,1,@2523,24.3,TON,24.3,238195.84,66694.84,2,1,28.08681359
173220,172105,2,2,202309,329,1,@2523,240,BAG,12,74062.5,20737.5,1,1,18.75949848
175018,194101,2,38,202308,880,1,@2523,2,TON,2,24687.5,6912.5,2,1,14.02698864
175027,194302,2,38,202308,1031,1,@2523,220,BAG,11,70468.99,19731.32,1,1,6.213648708
180010,194101,1,38,202309,946,1,@2523,5.95,TON,5.95,36257.81,10152.19,1,1,6.44159575
180010,194302,1,38,202309,704,1,@2523,10.5,TON,10.5,63984.37,17915.63,1,1,8.65589421
181133,191111,1,1,202308,309,1,@2523,585,BAG,29.25,234000,0,1,1,25.88996764
181133,191202,1,1,202308,414,1,@2523,480,BAG,24,10175625,127575,53,2,1024.116848
184101,184206,1,1,202309,315,1,@2523,19,TON,19,126765.62,35494.38,1,1,21.18055472
184102,185121,1,1,202309,305,1,@2523,9,TON,9,45703.12,12796.88,1,1,16.64958834
190010,194101,1,38,202309,669,1,@2523,180,BAG,9,57240,16027.2,1,1,9.506726457
191131,194101,1,38,202309,655,1,@2523,204,bag,10.2,71400,19992,1,1,10.6870229
201001,263601,9,5,202309,348,1,@2523,1516,BAG,75.8,472992,132437.76,1,1,17.93103448
201010,221104,9,9,202309,797,1,@2523,15,MTS,15,515390.64,144309.36,5,1,43.11088582
202143,262124,9,9,202308,346,1,@2523,12.5,MTS,12.5,147266,41234.38,2,1,34.0499422
203205,209625,9,9,202309,400,1,@2523,25,MTS,25,265000,74200,2,1,26.5
210341,224122,9,9,202308,362,1,@2523,15,TON,15,204140.63,57159.38,2,1,37.59495948
212107,206241,9,9,202309,378,1,@2523,14,MTS,14,84656.32,23703.78,1,1,15.99703704
212107,284302,9,9,202309,405,1,@2523,29,MTS,29,170375,47705,1,1,14.50617284
212111,228411,9,9,202309,800,1,@2523,5,MTS,5,53437.08,14962.52,2,1,13.35927
226030,231304,9,9,202308,402,1,@2523,680,BAG,34,170000,47600,1,1,12.43781095
227409,273163,9,9,202309,307,1,@2523,11,TON,11,73562.5,20597.5,1,1,21.78338762
227409,284001,9,9,202308,392,1,@2523,24,TON,24,90964.1,0,1,1,9.668803146
229301,272208,9,9,202309,336,1,@2523,800,BAG,40,231250.39,64750.1,1,1,17.20613021
229303,273151,9,9,202309,405,1,@2523,35,MTS,35,230781.24,64618.76,1,1,16.28086349
229303,274302,9,9,202308,420,1,@2523,15,MTS,15,105234.38,29465.62,1,1,16.70386984
231311,209731,9,9,202308,477,1,@2523,30,MTS,30,5227499.1,0,31,1,365.3039203
263153,262576,5,5,202309,315,1,@2523,7,TON,7,36715,10280,1,1,16.65079365
273201,226101,9,9,202309,314,1,@2523,0.5,MTS,0.5,2609.36,730.64,2,2,16.62012739
274001,208007,9,9,202309,402,1,@2523,17.1,TON,17.1,49563.28,13877.72,1,1,7.21004335
274001,208007,9,9,202309,402,1,@2523,35,TON,35,91875,25725,1,1,6.529850746
274001,226008,9,9,202309,342,1,@2523,45,TON,45,354375,0,2,1,23.02631579
284121,210208,9,9,202309,473,1,@2523,10,TON,10,56330,15772,1,1,11.90909091
284121,243001,9,9,202308,519,2,@2523,458.3,TON,458.3,4477591,0,2,1,18.82466281
301701,247001,8,9,202309,379,1,@2523,30,MTS,30,140625,39375,1,1,12.36807388
303108,140401,8,3,202308,382,1,@2523,40.78,MTS,40.78,481614.65,134852.11,2,1,30.91641332
303108,328001,8,8,202308,350,1,@2523,16,MTS,16,388750.08,108850.04,4,1,69.41965714
303108,476115,8,23,202309,399,1,@2523,41,MTS,41,734156.25,205563.75,3,1,44.87781955
305901,208020,8,9,202309,681,2,@2523,194.7,MTS,194.7,924825,258951,1,1,6.975036711
305901,314025,8,8,202308,361,1,@2523,30,MTS,30,285000,79800,2,1,26.31578947
305901,382010,8,24,202309,483,1,@2523,25,MTS,25,155859.17,43640.57,1,1,12.90759172
305901,474004,8,23,202308,529,2,@2523,778.8,MTS,778.8,3699300,1035804,1,1,8.979206049
305901,476224,8,23,202308,440,1,@2523,15,MTS,15,86719,24281.32,1,1,13.13924242
306101,142056,3,3,202308,756,1,@2523,34.75,MTS,34.75,137263,38433.64,1,1,5.224886757
306107,360001,24,24,202309,705,1,@2523,540,BAG,27,145547,40753.16,1,1,7.646283163
306107,125055,8,6,202308,471,1,@2523,13,MTS,13,80031.25,22408.75,1,1,13.07059448
306107,125113,8,6,202309,490,1,@2523,45.12,MTS,45.12,246750.24,69090.07,1,1,11.16072514
306107,127021,8,6,202309,427,1,@2523,41,MTS,41,495202.88,138656.81,2,1,28.28599303
306107,140603,8,3,202309,671,1,@2523,45,MTS,45,253125,70875,1,1,8.383010432
306107,203001,8,9,202309,549,1,@2523,41,MTS,41,584250,163590,3,1,25.95628415
306107,203205,8,9,202308,528,1,@2523,42.59,MTS,42.59,149065,41738.2,1,1,6.628787879
306107,203205,8,9,202308,528,1,@2523,45.84,MTS,45.84,802200,224616,5,1,33.14393939
306107,301030,8,8,202308,343,1,@2523,40,MTS,40,190000,53200,1,1,13.8483965
306107,301707,8,8,202309,386,1,@2523,44.47,MTS,44.47,1712095,0,11,1,99.74093264
306107,321408,8,8,202308,362,1,@2523,3,MTS,3,19171.88,5368.12,1,1,17.65366483
306107,331023,8,8,202308,358,1,@2523,18,MTS,18,113625,31815,1,1,17.63268156
306107,331301,8,8,202309,387,1,@2523,38,MTS,38,238687.5,66832.5,1,1,16.23062016
306107,335804,8,8,202309,418,1,@2523,46.37,MTS,46.37,1298360,0,8,1,66.98564593
306107,335804,8,8,202308,418,1,@2523,47.75,MTS,47.75,501375,0,3,1,25.11961722
306107,344702,8,8,202309,422,1,@2523,45,MTS,45,203906.25,57093.76,1,1,10.73755924
306107,394325,8,24,202309,730,1,@2523,42,MTS,42,1596000,446880,8,1,52.05479452
306107,473001,8,23,202309,458,1,@2523,45,MTS,45,2380079,666422.12,11,1,115.4817564
306107,476229,8,23,202308,538,1,@2523,15,MTS,15,176953,49546.84,2,1,21.92726146
306308,124507,8,6,202309,510,1,@2523,42.68,MTS,42.68,233406.49,65353.75,1,1,10.72305024
306308,125120,8,6,202309,657,1,@2523,42.5,MTS,42.5,266289.06,74560.94,1,1,9.53671985
306308,333001,8,8,202308,421,1,@2523,43,MTS,43,0,0,21,1,0
306709,151001,8,3,202308,574,1,@2523,41.64,MTS,41.64,522165.6,146206.4,4,1,21.8466899
306709,301019,8,8,202308,437,1,@2523,21,MTS,21,267421.98,74878.18,2,1,29.14045767
306709,314038,8,8,202308,354,1,@2523,13,TON,13,75765.62,21214.38,1,1,16.46362886
306709,335701,8,8,202308,394,1,@2523,42,MTS,42,6014532.3,1684069.1,27,1,363.4597716
307019,151204,8,3,202309,909,1,@2523,7,MTS,7,83562.5,23397.5,2,1,13.13256326
307019,184101,8,1,202309,1214,1,@2523,42,MTS,42,135410.94,37915.06,1,1,2.655741351
307019,326514,8,8,202309,412,1,@2523,20,MTS,20,119687.5,33512.5,1,1,14.52518204
307019,344701,8,8,202309,352,1,@2523,10,MTS,10,119374.98,33424.98,2,1,33.91334659
307019,360006,8,24,202309,457,2,@2523,197.7,MTS,197.7,654363.28,183221.72,1,1,7.242625865
307031,387370,8,24,202308,321,1,@2523,35.49,MTS,35.49,202404.08,56673.15,1,1,17.7667598
307031,388245,8,24,202309,354,1,@2523,34.79,MTS,34.79,379292.75,106202,5,1,30.79759834
307031,400081,8,27,202309,777,2,@2523,1701.4,MTS,1701.4,9388138.05,2628678.66,1,1,7.101531535
312021,136118,8,6,202308,718,1,@2523,42.5,TON,42.5,888621.47,248814.02,4,1,29.12080845
312021,201204,8,9,202308,660,1,@2523,43,TON,43,246578.13,69041.87,1,1,8.688447146
312021,202001,8,9,202309,718,2,@2523,128.8,TON,128.8,607109.11,169990.55,1,1,6.564874717
312021,250002,8,9,202309,677,2,@2523,65.9,TON,65.9,645798.26,180823.51,2,1,14.47514048
312021,250002,8,9,202309,677,2,@2523,659,TON,659,2905610.08,813570.82,1,1,6.512732644
312021,303002,8,8,202308,336,1,@2523,42,TON,42,370781.24,103818.76,2,1,26.27418084
312021,333516,8,8,202309,535,1,@2523,14,TON,14,80718.74,22601.26,1,1,10.77686782
312021,335001,8,8,202309,700,1,@2523,21,TON,21,127640.62,35739.38,1,1,8.683035374
312021,382470,8,24,202308,372,1,@2523,41.98,TON,41.98,226298.44,63363.56,1,1,14.49092758
312021,383110,8,24,202309,319,1,@2523,10,TON,10,60765.63,17014.37,1,1,19.04878683
312021,388001,8,24,202308,436,1,@2523,38.95,TON,38.95,213007.81,59642.19,1,1,12.54300444
312021,388001,8,24,202309,437,1,@2523,40.05,TON,40.05,219023.44,61326.56,1,1,12.5143022
312021,396445,8,24,202308,592,1,@2523,42,TON,42,768625.2,215215.05,3,1,30.91317568
312601,110056,8,7,202308,612,1,@2523,39.98,MTS,39.98,243628,68215.88,1,1,9.957102734
312601,184151,8,1,202308,1125,2,@2523,65.9,MTS,65.9,8885388,2487906.78,24,1,119.8501163
312601,303702,8,8,202308,373,1,@2523,4.5,MTS,4.5,29241,0,1,1,17.42091153
312601,303702,8,8,202308,373,1,@2523,45,MTS,45,246094,68906.26,1,1,14.66154304
312601,304001,8,8,202309,337,1,@2523,35,MTS,35,2088310,49000,9,1,177.0504451
312601,321205,8,8,202309,519,1,@2523,6.7,MTS,6.7,39363,11021.5,1,1,11.31998965
312601,321205,8,8,202309,519,1,@2523,33,MTS,33,211922,59338.12,1,1,12.37356221
312601,322219,8,8,202309,487,1,@2523,45,MTS,45,235547,65953.12,1,1,10.74820899
312601,362001,8,24,202308,712,1,@2523,15,MTS,15,74109,20750.65,1,1,6.939044944
312601,380001,8,24,202308,387,1,@2523,44.52,MTS,44.52,257381,72066.75,1,1,14.93861598
312601,380005,8,24,202308,384,1,@2523,39.44,MTS,39.44,431376,120785,2,1,28.48313895
312601,389001,8,24,202308,389,1,@2523,44.82,MTS,44.82,266119,74513.25,1,1,15.26351048
312601,394516,8,24,202308,655,1,@2523,44.82,MTS,44.82,793453,222167.15,3,1,27.02763556
312601,396001,8,24,202308,708,1,@2523,39.5,MTS,39.5,188582,52802.87,1,1,6.743259672
312617,303325,8,8,202308,418,1,@2523,44.59,TON,44.59,213892.66,59889.94,1,1,11.47577771
312617,303805,8,8,202309,376,1,@2523,42.22,TON,42.22,214398.44,60031.56,1,1,13.50565175
312617,322230,8,8,202308,500,1,@2523,35,TON,35,546678.13,114384.38,3,1,31.23875029
312617,332001,8,8,202309,450,1,@2523,22.5,TON,22.5,143085.94,40064.06,1,1,14.13194469
312617,332311,8,8,202309,480,1,@2523,17.5,TON,17.5,105820.31,29629.68,1,1,12.59765595
312617,334001,8,8,202309,517,1,@2523,27,TON,27,100503.28,0,1,1,7.19989111
312617,335063,8,8,202308,891,1,@2523,39.19,TON,39.19,205135.16,57437.84,1,1,5.874719524
312617,342606,8,8,202308,319,1,@2523,12,TON,12,68812.5,19267.5,1,1,17.97609718
312617,382330,8,24,202309,373,1,@2523,44.5,TON,44.5,246835.94,69114.06,1,1,14.8709787
312617,391740,8,24,202309,484,1,@2523,44.61,TON,44.61,245355,68699.4,1,1,11.36363636
312617,394540,8,24,202309,628,1,@2523,42.5,TON,42.5,156054.69,43695.31,1,1,5.846934807
312620,124001,8,6,202308,617,1,@2523,30,TON,30,200625,56175,1,1,10.83873582
312620,124507,8,6,202309,606,1,@2523,41.5,TON,41.5,220468.75,61731.25,1,1,8.76650165
312620,127306,8,6,202308,567,1,@2523,39.75,MTS,39.75,981031.6,274688.4,8,1,43.52740785
312620,151201,8,3,202308,911,1,@2523,20,TON,20,130937.5,36662.5,1,1,7.186470911
312620,204101,8,9,202308,640,1,@2523,44.28,TON,44.28,249075,69741,1,1,8.7890625
312620,250104,8,9,202309,759,1,@2523,41.9,TON,41.9,242234.37,67825.63,1,1,7.616930014
312620,322201,8,8,202308,466,1,@2523,20,MTS,20,0,0,1,1,0
312620,332713,8,8,202309,496,1,@2523,41,TON,41,125770.06,0,1,1,6.184601692
312620,341025,8,8,202308,429,1,@2523,35,MTS,35,219843.74,61556.26,1,1,14.64160773
312620,344031,8,8,202309,473,1,@2523,15,MTS,15,94453.12,26446.88,1,1,13.31263143
312620,380001,8,24,202309,389,1,@2523,43,MTS,43,245234.37,68665.63,1,1,14.66098942
312620,380059,8,24,202309,400,1,@2523,39.05,MTS,39.05,222707.03,62357.97,1,1,14.25781242
312620,385320,8,24,202308,430,1,@2523,27,MTS,27,165796.87,46423.13,1,1,14.28052283
312620,388255,8,24,202309,363,1,@2523,41.8,TON,41.8,132748.02,37169.45,1,1,8.748732651
312620,388510,8,24,202308,481,1,@2523,42,MTS,42,258562.5,72397.5,1,1,12.79885655
312620,389320,8,24,202308,418,1,@2523,44.28,TON,44.28,498150,139482,2,1,26.9138756
312620,394125,8,24,202308,598,1,@2523,39.16,MTS,39.16,448186.2,125492.13,3,1,19.13879599
312622,121001,8,6,202308,583,1,@2523,39.96,MTS,39.96,218531.25,61188.75,1,1,9.380360206
312622,122103,8,6,202308,561,2,@2523,250,MTS,250,2734375,765625,2,1,19.49643494
312622,211012,8,9,202308,915,1,@2523,35,MTS,35,154207.9,43178.22,1,1,4.815234973
312622,301019,8,8,202309,525,1,@2523,42,MTS,42,1384687.5,387712.5,6,1,62.79761905
312622,476229,8,23,202309,542,1,@2523,39.73,MTS,39.73,198650,55622,1,1,9.225092251
313021,201303,8,9,202309,700,2,@2523,65.9,MTS,65.9,222103.59,62189.01,1,1,4.814732062
313022,123305,8,6,202309,614,1,@2523,40.8,MTS,40.8,130560,36556.8,1,1,5.211726384
313022,151301,8,3,202308,911,1,@2523,41.64,MTS,41.64,145740,40807.2,1,1,3.841931943
313022,301701,8,8,202309,527,1,@2523,42.42,MTS,42.42,148470,41571.6,1,1,6.641366224
313022,303105,8,8,202309,513,1,@2523,15,MTS,15,253125,70875,3,1,32.89473684
313022,304505,8,8,202308,368,1,@2523,42,MTS,42,413437.48,115762.48,2,1,26.74931936
313022,333001,8,8,202308,572,1,@2523,35,MTS,35,322715.4,0,3,1,16.11965035
313022,335001,8,8,202309,881,1,@2523,14,MTS,14,43028.72,0,1,1,3.488626561
313022,335703,8,8,202308,794,1,@2523,20,MTS,20,115312.5,32287.5,1,1,7.261492443
313201,344022,8,8,202308,351,1,@2523,15,MTS,15,84843.74,23756.24,1,1,16.11467047
323603,301019,8,8,202309,379,1,@2523,4,TON,4,24062.5,6737.5,1,1,15.87236148
323603,456440,8,23,202309,476,1,@2523,42,TON,42,241500,67620,1,1,12.07983193
323603,457001,8,23,202308,420,2,@2523,456,TON,456,1923636,538618.08,1,1,10.04404762
324004,241405,8,9,202308,678,1,@2523,25,TON,25,125000,35000,1,1,7.374631268
327025,363655,8,24,202308,509,1,@2523,15,MTS,15,94762.5,26533.5,1,1,12.41159136
335804,144622,8,3,202309,354,1,@2523,42,MTS,42,263156,73683.68,1,1,17.69948884
341026,131301,8,6,202308,565,1,@2523,42.36,TON,42.36,228346.87,63937.13,1,1,9.540928995
341026,335804,8,8,202309,313,1,@2523,34,TON,34,850000,238000,5,1,79.87220447
341026,344701,8,8,202308,406,1,@2523,42,TON,42,187031.24,52368.76,1,1,10.96828759
342606,122001,8,6,202309,538,1,@2523,37.9,MTS,37.9,507534.06,142109.54,1,1,24.89107807
342606,247667,8,5,202309,797,1,@2523,6,MTS,6,86178.48,24129.98,1,1,18.02143036
342606,483773,8,23,202308,1058,1,@2523,34.92,MTS,34.92,242309.88,67846.77,1,1,6.558601134
342606,506319,8,36,202309,1620,2,@2523,10,MTS,10,170460,47728.8,1,1,10.52222222
342606,562127,8,29,202308,1976,2,@2523,27,MTS,27,945358.17,264700.29,3,1,17.71926395
342902,110020,8,7,202308,499,2,@2523,17.7,TON,17.7,1412460,618928.8,12,1,159.9198397
342902,313001,8,8,202309,321,1,@2523,0.3,TON,0.3,0,23676.02,1,1,0
360021,387620,24,24,202309,306,1,@2523,360,BAG,18,81562.5,22837.5,1,1,14.80800654
360311,384210,24,24,202308,356,1,@2523,30.05,MTS,30.05,173726.56,48643.44,1,1,16.23946606
360311,387001,24,24,202309,310,1,@2523,34,MTS,34,387812.48,108587.52,2,1,36.79435294
360311,388306,24,24,202308,303,1,@2523,13,MTS,13,75562.5,21157.5,1,1,19.18316832
360311,390022,24,24,202308,320,1,@2523,34.94,MTS,34.94,203089.06,56864.94,1,1,18.16409023
360311,390022,24,24,202309,321,1,@2523,40.08,MTS,40.08,231712.5,64879.5,1,1,18.01012461
360311,391740,24,24,202309,315,1,@2523,35.15,MTS,35.15,200464.84,56130.16,1,1,18.10515839
360560,382012,24,24,202309,386,1,@2523,34.52,MTS,34.52,199568.74,55879.26,1,1,14.97733086
360560,382421,24,24,202309,407,1,@2523,34.85,MTS,34.85,198753.9,55651.1,1,1,14.0125917
360560,388530,24,24,202309,426,1,@2523,20,MTS,20,114062.5,31937.5,1,1,13.38761737
360560,389330,24,24,202309,497,1,@2523,34.19,MTS,34.19,189647.66,53101.34,1,1,11.16071451
360560,394180,24,24,202308,591,1,@2523,29.55,MTS,29.55,184687.5,51712.5,1,1,10.57529611
360575,400009,24,27,202309,893,4,@2523,4.32,MTS,4.32,15120.4,759500,1,1,3.919476587
361140,370510,24,24,202308,387,1,@2523,32,MTS,32,182500,51100,1,1,14.73675711
361345,370490,24,24,202308,533,1,@2523,4.9,TON,4.9,27562.5,7717.5,1,1,10.55347092
362275,382240,24,24,202308,377,1,@2523,29.28,MTS,29.28,171562.5,48037.5,1,1,15.54210875
362275,382721,24,24,202308,448,1,@2523,34.18,MTS,34.18,210954.68,59067.32,1,1,13.77650621
362715,382426,24,24,202309,450,1,@2523,30.02,TON,30.02,178243.74,49908.26,1,1,13.1944437
362715,395007,24,24,202309,692,4,@2523,31.88,TON,31.88,132851.61,0,1,1,6.022023067
365541,388245,24,24,202308,418,1,@2523,42.04,MTS,42.04,263590.8,0,2,1,15
365560,382210,24,24,202308,307,1,@2523,30.1,MTS,30.1,188125,52675,1,1,20.35830619
365560,382330,24,24,202308,334,1,@2523,29.44,MTS,29.44,181700.15,50876.06,1,1,18.47868292
365560,382345,24,24,202309,321,1,@2523,29.61,MTS,29.61,344679.05,96510.16,2,1,36.26364441
365560,390003,24,24,202308,340,1,@2523,29.29,MTS,29.29,335919.98,94057.6,2,1,33.73164702
365560,394230,24,24,202309,508,1,@2523,25,MTS,25,349219,97781.32,2,1,27.49755906
370511,364710,24,24,202309,469,1,@2523,39.83,MTS,39.83,228400,63952,1,1,12.226804
370511,382010,24,24,202308,507,1,@2523,10,MTS,10,119842,33556,2,1,23.63747535
370511,382110,24,24,202308,461,1,@2523,35.51,MTS,35.51,221937.5,62142.5,1,1,13.55748373
370511,382150,24,24,202308,430,1,@2523,12,MTS,12,151312,42368,2,1,29.32403101
370511,382355,24,24,202308,512,1,@2523,35.68,MTS,35.68,223000,62440,1,1,12.20703125
370511,388421,24,24,202308,540,1,@2523,35.62,MTS,35.62,203145.49,56880.74,1,1,10.56135182
370511,392012,24,24,202308,687,1,@2523,35,MTS,35,217109.55,60790.68,1,1,9.02930131
370511,396230,24,26,202308,869,1,@2523,34.94,MTS,34.94,207456,58088,1,1,6.832557934
380009,361006,24,24,202309,329,1,@2523,750,BAG,37.5,1517565,424918.2,7,1,123.0042553
382721,370201,24,24,202308,316,1,@2523,36,MTS,36,199687.5,55912.5,1,1,17.5534019
390020,303001,24,8,202308,824,1,@2523,0.05,MTS,0.05,341,95,1,1,8.276699029
395007,389260,24,24,202309,320,1,@2523,17,TON,17,110765.62,31014.38,1,1,20.36132721
400016,416701,27,27,202308,429,1,@2523,449,BAG,22.45,157150,44002,1,1,16.31701632
412219,425107,27,27,202309,409,1,@2523,26,MTS,26,156812.5,43907.5,1,1,14.74633252
413001,415612,27,27,202309,364,1,@2523,32.66,MTS,32.66,188815.63,52868.38,1,1,15.88255537
413001,422003,27,27,202309,450,1,@2523,25,MTS,25,116406,32594,1,1,10.3472
424001,400101,27,27,202309,330,1,@2523,34.38,MTS,34.38,213156,59683.68,1,1,18.78787879
424001,400604,27,27,202309,304,1,@2523,2,MTS,2,60315,16887.5,5,1,99.20230263
425309,394150,27,24,202308,335,1,@2523,30,MTS,30,483748.5,135449.58,3,1,48.1341791
440008,443104,27,27,202309,388,1,@2523,5,MTS,5,59688,16712.64,2,1,30.76701031
440035,360021,27,24,202308,1091,1,@2523,1,BAG,0.05,310,86.8,1,1,5.682859762
442908,413130,27,27,202309,880,2,@2523,139.7,TON,139.7,370074.24,0,1,1,3.010299993
442908,422101,27,27,202309,742,2,@2523,653,TON,653,1622833.64,0,1,1,3.3493221
442908,431541,27,27,202308,408,1,@2523,26,MTS,26,308750,86450,2,1,29.10539216
442908,443202,27,27,202309,390,1,@2523,32,MTS,32,180000,50400,1,1,14.42307692
442916,413520,27,27,202308,421,1,@2523,31,MTS,31,171953.12,48146.88,1,1,13.17547468
442916,422025,27,27,202309,702,1,@2523,35,MTS,35,311718.76,87281.24,2,1,12.68696622
442917,431213,27,27,202308,509,1,@2523,32,MTS,32,500000,140000,3,1,30.69744597
454446,395023,23,24,202309,425,1,@2523,34.44,MTS,34.44,188343.75,52736.25,1,1,12.86764706
454446,462010,23,23,202308,345,1,@2523,40,MTS,40,360000,0,2,1,26.08695652
454446,464993,23,23,202309,359,1,@2523,41,MTS,41,2575312.91,721087.76,14,1,174.9652089
458470,181101,23,1,202308,1212,2,@2523,985.5,MTS,985.5,10398010.5,2911442.94,2,1,8.705445545
458470,201301,23,9,202309,636,1,@2523,140.15,MTS,140.15,3153375,882945,4,1,35.37735849
474001,305901,23,8,202308,545,1,@2523,12.25,MTS,12.25,55125,15435,1,1,8.256880734
483880,227409,23,9,202309,359,2,@2523,809.75,TON,809.75,4950061.66,1386017.26,2,1,17.02806124
483880,227409,23,9,202309,381,1,@2523,42.7,TON,42.7,168348.47,47137.57,1,1,10.34799769
483880,227409,23,9,202309,381,1,@2523,43.19,TON,43.19,681121.32,190713.96,4,1,41.39198889
484776,224181,23,9,202308,430,1,@2523,840,Bag,42,187031.25,52368.75,1,1,10.35610465
485005,229001,23,9,202308,301,1,@2523,33.64,TON,33.64,102501.08,28700.3,1,1,10.12292359
485111,208022,23,9,202308,339,2,@2523,349.5,MTS,349.5,4368750,1223250,4,2,36.87315634
485111,209720,23,9,202308,487,1,@2523,26,MTS,26,105625,29575,1,1,8.341889117
485111,209801,23,9,202308,355,1,@2523,12,MTS,12,63450,17766,1,1,14.8943662
485111,221603,23,9,202309,432,1,@2523,34,MTS,34,589687.5,165112.5,3,1,40.14756944
485111,261141,23,9,202309,539,1,@2523,29.47,MTS,29.47,124326.56,34811.43,1,1,7.826994277
485771,229301,23,9,202309,352,1,@2523,29.04,MTS,29.04,108900,30492,1,1,10.65340909
485771,229301,23,9,202308,352,1,@2523,29.52,MTS,29.52,227304.88,63645.12,2,1,21.87508469
485771,231216,23,9,202309,314,1,@2523,30,MTS,30,417187.5,116812.5,3,1,44.28742038
485771,231219,23,9,202308,349,1,@2523,35,MTS,35,360937.5,101062.5,2,1,29.5487106
485771,232104,23,9,202309,325,1,@2523,31.36,MTS,31.36,117600,32928,1,1,11.53846154
485771,242406,23,9,202309,623,2,@2523,197.7,MTS,197.7,932896.87,261211.13,1,1,7.57423752
485771,275101,23,9,202308,433,1,@2523,22,MTS,22,196293.77,54962.23,2,1,20.60610645
485771,462026,23,23,202308,461,1,@2523,22,MTS,22,86129.6,24116.4,1,1,8.492368369
485771,464001,23,23,202308,357,1,@2523,10,MTS,10,608779.56,170458.44,15,1,170.5264874
485771,475661,23,23,202309,325,1,@2523,31,MTS,31,157421.88,44078.12,1,1,15.6250005
485771,821101,23,10,202308,379,1,@2523,35.44,MTS,35.44,138215.52,38700.48,1,1,10.29020173
485771,821101,23,10,202308,379,1,@2523,36.24,MTS,36.24,141335.92,39574.08,1,1,10.29023164
485771,821105,23,10,202308,341,1,@2523,35.32,MTS,35.32,137747.56,38569.44,1,1,11.43691361
485772,462020,23,23,202308,487,2,@2523,908.7,MTS,908.7,4487024.3,0,1,1,10.13932239
485772,470117,23,23,202309,317,1,@2523,30,MTS,30,161250,45150,1,1,16.95583596
485773,209801,23,9,202308,394,2,@2523,395.4,MTS,395.4,1989356.25,557019.75,1,1,12.76967005
485773,453661,23,23,202309,694,1,@2523,28.03,MTS,28.03,142355.08,39859.42,1,1,7.317966238
486450,209625,23,9,202308,628,2,@2523,1332.9,MTS,1332.9,15203377.3,4256945.64,2,1,18.16280255
486450,226017,23,9,202309,548,2,@2523,489.3,MTS,489.3,2421168.94,677927.31,1,1,9.029616792
