start_pin,destination_pin,bharat_sir_eway_data_aug23_sep23_020424.origin_from_state,bharat_sir_eway_data_aug23_sep23_020424.destination_from_state,bharat_sir_eway_data_aug23_sep23_020424.rtn_period,travel_distance,bharat_sir_eway_data_aug23_sep23_020424.transport_mode,bharat_sir_eway_data_aug23_sep23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_aug23_sep23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_aug23_sep23_020424.total_tax,bharat_sir_eway_data_aug23_sep23_020424.ewbs_count,bharat_sir_eway_data_aug23_sep23_020424.supplier_gstin_cnt,Cost pre Km per TON
341026,335512,8,8,202308,364,1,@2523,34,TON,34,2534287.63,0,17,1,204.7743722
342606,382424,8,24,202308,497,1,@2523,13,MTS,13,181770.55,50895.76,1,1,28.13350101
342606,394315,8,24,202308,775,1,@2523,13,MTS,13,164717.25,46120.83,1,1,16.3491067
342606,515004,8,37,202309,1916,2,@2523,12,MTS,12,188460,52768.8,1,1,8.196764092
342606,562162,8,29,202308,1985,2,@2523,10.4,MTS,10.4,141099.82,39507.95,1,1,6.834906995
342606,785001,8,18,202309,2582,1,@2523,19.85,MTS,19.85,472162.42,171000.02,2,1,9.21243993
342902,411033,8,27,202308,1179,1,@2523,7.5,TON,7.5,223142.88,124960.02,2,1,25.23527057
342902,480106,8,23,202308,1064,1,@2523,34,TON,34,429529.82,120268.35,1,1,11.87333647
342902,781101,8,18,202309,2141,2,@2523,12,TON,12,610041.52,170811.64,4,1,23.74441538
360311,370001,24,24,202308,317,1,@2523,34,MTS,34,1578820.28,442069.72,8,1,146.4854593
360311,370405,24,24,202308,308,1,@2523,41.18,MTS,41.18,234854.68,65759.32,1,1,18.51663902
360311,394180,24,24,202308,459,1,@2523,5,MTS,5,56193.74,15734.26,2,1,24.48528976
360560,363330,24,24,202308,329,1,@2523,10,MTS,10,1535156.1,429843.9,24,1,466.6127964
360560,370110,24,24,202309,385,1,@2523,28.19,MTS,28.19,156366.4,43782.6,1,1,14.40746696
360560,382470,24,24,202309,393,1,@2523,25,MTS,25,425781.22,119218.78,3,1,43.33651094
360560,382475,24,24,202308,395,1,@2523,35.52,MTS,35.52,213675,59829,1,1,15.22943038
360560,382610,24,24,202308,416,1,@2523,25,MTS,25,742187.5,207812.5,5,1,71.36418269
360560,382721,24,24,202309,413,1,@2523,40,MTS,40,237500,66500,1,1,14.37651332
361140,370450,24,24,202308,386,1,@2523,26,MTS,26,162500,45500,1,1,16.19170984
361140,388001,24,24,202308,377,1,@2523,41,MTS,41,675213.36,0,6,1,43.68333829
361140,390012,24,24,202308,407,1,@2523,26,MTS,26,477343.72,133656.28,3,1,45.10902665
361345,364001,24,24,202308,434,1,@2523,20,TON,20,115625,32375,1,1,13.32085253
362275,382210,24,24,202308,417,1,@2523,41.26,MTS,41.26,144410.3,0,1,1,8.393302808
362275,382210,24,24,202309,417,1,@2523,41.33,MTS,41.33,144654.62,0,1,1,8.393263323
362715,382021,24,24,202308,472,1,@2523,33.78,TON,33.78,203207.82,56898.18,1,1,12.74496869
362715,382421,24,24,202309,461,1,@2523,30.66,TON,30.66,178139.4,49879.02,1,1,12.60337648
362715,384315,24,24,202308,549,1,@2523,30.3,TON,30.3,177539.06,49710.94,1,1,10.67281406
362715,395007,24,24,202309,692,4,@2523,28.24,TON,28.24,184598.44,0,2,1,9.446202247
362715,395007,24,24,202308,692,4,@2523,29.16,TON,29.16,513596.1,0,5,1,25.45236269
362715,395007,24,24,202309,692,1,@2523,31.88,TON,31.88,265703.22,0,2,1,12.04404613
362715,410206,24,27,202308,962,4,@2523,32.92,TON,32.92,3750267.27,1050074.79,27,1,118.4206174
362725,382315,24,24,202308,502,1,@2523,5,TON,5,282187.5,79012.5,8,1,112.4252988
362725,382780,24,24,202309,452,1,@2523,6,TON,6,42656.24,11943.76,1,1,15.72870206
362725,387001,24,24,202308,503,1,@2523,5,TON,5,69062.48,19337.52,2,1,27.46023062
365560,382305,24,24,202309,351,1,@2523,32.79,MTS,32.79,199814.06,55947.94,1,1,17.36111089
365560,391775,24,24,202309,349,1,@2523,29.67,MTS,29.67,354185.92,99172.08,2,1,34.20489955
370421,361350,24,24,202308,452,1,@2523,500,BAG,25,156250,43750,1,1,13.82743363
370511,361250,24,24,202309,398,1,@2523,35.66,MTS,35.66,200587.5,56164.5,1,1,14.13316583
370511,361250,24,24,202308,398,1,@2523,35.75,MTS,35.75,402187.5,112612.52,2,1,28.26633166
370511,380058,24,24,202308,471,1,@2523,29.53,MTS,29.53,184562.5,51677.5,1,1,13.26963907
370511,380059,24,24,202308,482,1,@2523,34.71,MTS,34.71,211514.06,59223.94,1,1,12.64263471
370511,382170,24,24,202309,447,1,@2523,29.6,MTS,29.6,178062.65,49857.56,1,1,13.45778539
370511,382355,24,24,202308,512,1,@2523,35.96,MTS,35.96,224750,62930,1,1,12.20703125
370511,396210,24,24,202309,846,1,@2523,36.9,MTS,36.9,213328,59732,1,1,6.833624837
370511,383001,6,24,202309,570,1,@2523,29.83,TON,29.83,179446.24,50244.95,1,1,10.55373667
383410,344502,24,8,202308,399,1,@2523,25,TON,25,203125,56875,2,1,20.36340852
385535,312601,24,8,202309,386,1,@2523,0.3,TON,0.3,2245.31,628.69,1,1,19.38955095
416404,431203,27,27,202309,401,1,@2523,725,BAG,36.25,250125,70035,1,1,17.20698254
425309,442101,27,27,202309,370,1,@2523,8,MTS,8,32880,0,1,1,11.10810811
442502,425401,27,27,202309,631,2,@2523,135.8,TON,135.8,455222.11,0,1,1,5.312442204
442908,421201,27,27,202308,900,2,@2523,12,TON,12,148800,41664,2,1,13.77777778
442908,431103,27,27,202308,644,1,@2523,19.5,TON,19.5,117304.68,32845.32,1,1,9.341032011
442908,431133,27,27,202308,597,1,@2523,39.63,TON,39.63,207438.28,58082.72,1,1,8.767797267
442908,460440,27,23,202309,425,1,@2523,29.47,MTS,29.47,147350,41258,1,1,11.76470588
442908,480001,27,23,202309,316,2,@2523,1955.8,TON,1955.8,4860548.3,1360953.52,1,1,7.86454748
442908,480551,27,23,202308,386,1,@2523,29,MTS,29,142734.52,39965.67,1,1,12.75098446
442916,431122,27,27,202309,487,1,@2523,29.3,MTS,29.3,132765.62,37174.38,1,1,9.304414434
442917,444108,27,27,202309,469,1,@2523,30,MTS,30,150000,42000,1,1,10.66098081
442917,461001,27,23,202308,460,1,@2523,30,MTS,30,152343.9,42656.3,1,1,11.03941304
445304,431202,27,27,202309,407,1,@2523,28.98,MTS,28.98,141277.5,39557.7,1,1,11.97788698
445304,431401,27,27,202309,375,1,@2523,25,MTS,25,161419,0,2,1,17.21802667
445304,431512,27,27,202308,327,1,@2523,10,MTS,10,56562.5,15837.5,1,1,17.29740061
445304,431723,27,27,202308,332,1,@2523,10,MTS,10,55781.24,15618.76,1,1,16.80157831
445304,444001,27,27,202308,369,1,@2523,24,MTS,24,78896.4,0,1,1,8.908807588
445304,461331,27,23,202308,438,1,@2523,30,MTS,30,171093.75,47906.25,1,1,13.02083333
454446,251001,23,9,202308,1140,1,@2523,0.19,MTS,0.19,935.16,261.84,1,1,4.317451524
454446,394230,23,24,202308,418,1,@2523,40.98,MTS,40.98,252923.64,70818.62,1,1,14.76526302
454446,395007,23,24,202309,433,1,@2523,34.77,MTS,34.77,95547.96,26753.43,1,1,6.346420323
454446,396155,23,24,202308,502,1,@2523,4.1,MTS,4.1,22421.88,6278.13,1,1,10.89392673
454446,422001,23,27,202309,390,1,@2523,32.82,MTS,32.82,171792.02,48101.77,1,1,13.42146127
454446,458441,23,23,202308,327,1,@2523,0.2,MTS,0.2,753.92,211.08,3,1,11.52782875
454446,464993,23,23,202309,359,1,@2523,35,MTS,35,350000,98000,2,1,27.8551532
454446,473335,23,23,202308,495,1,@2523,21,MTS,21,124031.25,34728.76,1,1,11.93181818
454660,466446,23,23,202308,356,1,@2523,15,MTS,15,411327,115171.92,5,1,77.02752809
454660,472001,23,23,202309,587,1,@2523,15,MTS,15,94230,0,1,1,10.70187394
458441,454331,23,23,202309,360,1,@2523,16,TON,16,72500,20300,1,1,12.58680556
470661,456010,23,23,202308,435,1,@2523,6,TON,6,26438,7402,1,1,10.12950192
483880,227409,23,9,202309,381,1,@2523,42.58,TON,42.58,335750.72,94010.2,2,1,20.69599543
483880,227409,23,9,202309,381,1,@2523,43.44,TON,43.44,171265.97,47954.47,1,1,10.34799681
483880,461001,23,23,202309,393,1,@2523,30,TON,30,169687.5,47512.5,1,1,14.39249364
483880,466001,23,23,202308,481,2,@2523,630,TON,630,3510391.5,0,2,1,11.58430353
485005,223101,23,9,202309,330,2,@2523,254.6,TON,254.6,968679.17,271230.17,1,1,11.52942429
485005,229001,23,9,202309,301,1,@2523,33.72,TON,33.72,205489.68,57537.12,2,1,20.24584718
485005,229001,23,9,202308,301,1,@2523,34.66,TON,34.66,316827.06,88711.59,3,1,30.36877076
485005,229001,23,9,202309,301,1,@2523,40.7,TON,40.7,124012.9,34723.61,1,1,10.12292359
485005,477001,23,23,202309,514,1,@2523,20,TON,20,110625,30975,1,1,10.76118677
485111,224120,23,9,202309,375,1,@2523,42.96,MTS,42.96,440769.6,123415.48,2,1,27.36
485111,232110,23,9,202308,302,1,@2523,15,MTS,15,181874.85,50924.95,2,1,40.14897351
485111,276135,23,9,202309,346,1,@2523,41.9,MTS,41.9,184621.88,51694.12,1,1,12.73482693
485111,285122,23,9,202309,314,1,@2523,26,MTS,26,208000,58240,2,1,25.47770701
485771,229301,23,9,202308,352,1,@2523,22.88,MTS,22.88,88088.36,24664.64,1,1,10.9375447
485771,229301,23,9,202309,352,1,@2523,26.96,MTS,26.96,101100,28308,1,1,10.65340909
485771,229301,23,9,202308,352,1,@2523,42.18,MTS,42.18,162392.96,45470.04,1,1,10.93749731
485771,232104,23,9,202309,325,1,@2523,28.4,MTS,28.4,106500,29820,1,1,11.53846154
485771,232104,23,9,202309,325,1,@2523,36.6,MTS,36.6,137250,38430,1,1,11.53846154
485771,232118,23,9,202309,352,1,@2523,36.22,MTS,36.22,135825,38031,1,1,10.65340909
485771,282004,23,9,202309,640,1,@2523,31,MTS,31,104625,29295,1,1,5.2734375
485771,476229,23,23,202308,516,1,@2523,18,MTS,18,93375,26145,1,1,10.05329457
485771,821101,23,10,202309,379,1,@2523,43.08,MTS,43.08,336023.28,94086.72,2,1,20.58043084
485771,821105,23,10,202308,341,1,@2523,18.42,MTS,18.42,71838.36,20114.64,1,1,11.43700746
485772,221001,23,9,202309,321,1,@2523,39.7,MTS,39.7,218612.02,61211.37,1,1,17.15451713
485772,226001,23,9,202308,456,1,@2523,32.92,MTS,32.92,180031.25,50408.75,1,1,11.99287281
485772,273001,23,9,202309,517,2,@2523,61.9,MTS,61.9,904340.44,253215.33,3,1,28.25860766
485773,452001,23,23,202309,643,1,@2523,30,MTS,30,126562.5,35437.5,1,1,6.561041991
485773,452003,23,23,202309,638,1,@2523,32,MTS,32,135000,37800,1,1,6.612460815
485773,473551,23,23,202309,428,1,@2523,41,MTS,41,201796.88,56503.12,1,1,11.49970823
485773,475675,23,23,202308,373,1,@2523,30,MTS,30,157968.74,44231.26,1,1,14.11695621
485773,842005,23,10,202309,626,2,@2523,392.4,MTS,392.4,1486615.25,416252.27,1,1,6.05194889
486776,284122,23,9,202309,352,1,@2523,5,MTS,5,87734.4,24565.64,3,1,49.84909091
486776,473885,23,23,202309,496,1,@2523,30,MTS,30,532969.2,149231.4,3,1,35.81782258
488441,226103,23,9,202309,410,1,@2523,40.76,TON,40.76,222906.25,62413.75,1,1,13.33841463
488441,226301,23,9,202309,391,1,@2523,29.56,TON,29.56,143181.25,40090.75,1,1,12.38810742
488441,229801,23,9,202309,348,1,@2523,42,TON,42,939750,263130,4,1,64.29597701
488441,464770,23,23,202308,324,1,@2523,10,TON,10,61093.75,17106.26,1,1,18.85609568
488441,466116,23,23,202309,424,1,@2523,39.72,TON,39.72,170671.88,47788.12,1,1,10.13413945
488441,476224,23,23,202309,438,1,@2523,39.53,TON,39.53,192708.74,53958.46,1,1,11.13013641
490024,764071,22,21,202309,358,1,@2523,25,TON,25,140234.37,39265.63,1,1,15.66864469
490024,768212,22,21,202309,327,1,@2523,33.6,TON,33.6,173250,48510,1,1,15.76834862
490036,444805,22,27,202308,465,1,@2523,11,MTS,11,117046.87,32773.12,2,1,22.88306354
490036,767017,22,21,202309,333,1,@2523,30,MTS,30,1621875,454125,10,1,162.3498498
490036,768200,22,21,202308,324,1,@2523,33.3,MTS,33.3,179507.81,50262.19,1,1,16.63773125
490036,824201,22,6,202309,697,1,@2523,35,MTS,35,426562.5,119437.5,2,1,17.4856528
492003,494661,22,22,202309,303,1,@2523,20,MTS,20,706562.5,197837.5,6,1,116.5944719
493118,754029,22,21,202309,529,1,@2523,30.28,MTS,30.28,151400,42392,2,1,9.451795841
493118,754029,22,21,202308,529,1,@2523,34.13,MTS,34.13,170650,47782,2,1,9.451795841
493118,824101,22,10,202309,544,1,@2523,33.33,MTS,33.33,83325,23331,1,1,4.595588235
493118,824101,22,10,202309,544,1,@2523,35.32,MTS,35.32,88300,24724,1,1,4.595588235
493118,824101,22,10,202308,544,1,@2523,37.87,MTS,37.87,94675,26509,1,1,4.595588235
493118,824101,22,10,202308,544,1,@2523,40.85,MTS,40.85,102125,28595,1,1,4.595588235
493118,845450,22,10,202309,887,2,@2523,203.7,TON,203.7,706716.78,197880.7,1,1,3.911386697
493195,494553,22,22,202308,460,1,@2523,30,MTS,30,342656.4,95943.8,2,1,24.83017391
493195,754027,22,21,202309,571,1,@2523,29.44,MTS,29.44,80901.12,22652.32,1,1,4.812609457
493195,754027,22,21,202309,571,1,@2523,36.53,MTS,36.53,100384.44,28107.65,1,1,4.812609457
493195,766019,22,21,202308,338,1,@2523,16,MTS,16,83750.08,23450.03,1,1,15.48633136
493196,742227,22,19,202309,1103,2,@2523,3969.22,MTS,3969.22,10907416.56,3054076.64,1,1,2.491387126
493196,742227,22,19,202309,1103,2,@2523,4038.52,MTS,4038.52,11097852.96,3107398.83,1,1,2.491387126
493196,751024,22,21,202309,579,2,@2523,3984.4,MTS,3984.4,9961000,2789080,1,1,4.317789292
493196,754027,22,21,202309,546,1,@2523,25.5,MTS,25.5,210222,58862.16,3,1,15.0989011
493332,442710,22,27,202309,543,1,@2523,30,MTS,30,285937.5,80062.5,2,1,17.55294659
493332,482001,22,23,202308,362,1,@2523,31,MTS,31,1608230.39,450304.53,11,1,143.3104963
493332,488001,22,23,202309,582,1,@2523,21,MTS,21,100078.02,28021.88,1,1,8.188350515
493332,734015,22,19,202309,1388,2,@2523,908.7,MTS,908.7,3840166.2,1075246.54,1,1,3.044668588
493332,755026,22,21,202309,574,1,@2523,24.86,MTS,24.86,88522.73,24786.36,1,1,6.203571358
493332,767032,22,21,202308,317,1,@2523,25,MTS,25,132812.5,37187.5,1,1,16.75867508
493332,769004,22,21,202308,358,1,@2523,42,MTS,42,182280,51038.4,2,1,12.12290503
493332,441204,27,27,202309,370,1,@2523,620,BAG,31,152575.8,42721.22,1,1,13.30216216
493332,441224,27,27,202309,408,1,@2523,700,BAG,35,158593.75,44406.26,1,1,11.1060049
493770,441201,22,27,202309,312,1,@2523,891,BAG,44.55,249480,69854.4,1,1,17.94871795
495663,441601,22,27,202309,353,1,@2523,30,MTS,30,497520,139305.6,4,1,46.98016997
495663,484774,22,23,202309,355,1,@2523,35,MTS,35,1237578.31,346521.89,7,1,99.60388813
495663,769004,22,21,202309,344,1,@2523,33,MTS,33,136818,38309.04,1,1,12.05232558
500018,504001,36,36,202308,303,1,@2523,5.95,TON,5.95,33468.74,9371.26,1,1,18.56435089
501158,415523,27,27,202309,414,1,@2523,33.84,MTS,33.84,190350,53298,1,1,13.58695652
501158,410218,36,27,202308,592,1,@2523,52.99,MTS,52.99,223551.56,62594.44,1,1,7.126266812
501158,410218,36,27,202308,650,1,@2523,41.08,MTS,41.08,173306.25,48525.75,1,1,6.490384615
501158,412201,36,27,202308,490,1,@2523,51.87,MTS,51.87,218826.56,61271.44,1,1,8.609693779
501158,415522,36,27,202308,419,1,@2523,34.14,MTS,34.14,171766.87,48094.73,1,1,12.00775621
501158,590001,36,29,202308,446,1,@2523,30.63,MTS,30.63,155542.97,43552.03,1,1,11.38593058
504218,431602,36,27,202309,337,1,@2523,31.32,MTS,31.32,132620.47,37133.73,1,1,12.56489629
504218,440036,36,27,202308,301,1,@2523,35,MTS,35,164062.5,45937.5,1,1,15.5730897
504218,480106,36,23,202308,352,1,@2523,39.22,MTS,39.22,190584.88,53363.77,1,1,13.80505656
505187,441306,36,27,202308,398,1,@2523,42,MTS,42,482343.75,135056.25,2,1,28.85521357
505187,462001,36,23,202308,689,2,@2523,787.8,MTS,787.8,1846406.25,516993.75,1,1,3.401669086
508204,600052,33,33,202308,543,1,@2523,39.98,MTS,39.98,199900,55972,1,1,9.208103131
508204,605105,33,34,202309,718,1,@2523,300,Bag,15,69141,19359.48,1,1,6.419777159
508204,442401,36,27,202309,656,1,@2523,41,MTS,41,147343.75,41256.25,1,1,5.478277439
508204,505325,36,36,202308,370,1,@2523,8,MTS,8,93750,26250,2,1,31.6722973
508204,505325,36,36,202309,408,1,@2523,20,MTS,20,228124.99,63875,2,1,27.95649387
508204,509102,36,36,202309,392,1,@2523,40.17,TON,40.17,194573.43,54480.56,1,1,12.35650463
508204,524121,36,37,202309,479,1,@2523,26.5,TON,26.5,133742.18,37447.81,1,1,10.5362729
508204,524344,36,37,202308,408,1,@2523,33.71,TON,33.71,131679.68,36870.31,1,1,9.574141612
508204,531163,36,37,202309,534,1,@2523,29.88,TON,29.88,140062.5,39217.5,1,1,8.778089888
508204,533408,36,37,202309,375,1,@2523,34.7,MTS,34.7,146051.61,40894.45,1,1,11.22394697
508204,535204,36,37,202309,564,1,@2523,38.52,TON,38.52,186581.25,52242.75,1,1,8.58820922
508204,535558,36,37,202309,616,1,@2523,26,TON,26,169812.5,47547.5,1,1,10.60267857
508218,509105,36,36,202309,362,1,@2523,28,MTS,28,146895,41130.6,1,1,14.49240331
508246,413501,36,27,202309,528,1,@2523,10,MTS,10,149996,41998.88,4,1,28.40833333
508246,431504,36,27,202308,673,1,@2523,30.5,MTS,30.5,107225.8,30023.22,1,1,5.223774146
508246,505184,36,36,202308,312,1,@2523,39.69,MTS,39.69,156899.33,43931.82,1,1,12.67025618
508246,505327,36,36,202309,446,1,@2523,5.5,MTS,5.5,31367.6,8782.92,1,1,12.78744395
508246,509209,36,36,202308,317,1,@2523,30.62,MTS,30.62,126163.89,35325.88,1,1,12.99782312
515408,600052,33,33,202309,413,1,@2523,44.78,TON,44.78,216903.13,60732.88,1,1,11.7282085
515408,600069,33,33,202309,441,1,@2523,44.62,TON,44.62,216128.13,60515.88,1,1,10.98356034
515408,563114,37,29,202308,336,1,@2523,12,MTS,12,138750,38850,2,1,34.41220238
515408,577423,37,29,202308,415,1,@2523,7.5,MTS,7.5,46289.06,12960.94,1,1,14.87198715
515408,577597,37,29,202309,366,1,@2523,36,MTS,36,891562.5,249637.5,5,1,67.66564208
515408,600031,37,33,202309,400,1,@2523,39.02,MTS,39.02,257592.96,72126.04,2,1,16.50390569
515408,641103,37,33,202308,637,1,@2523,40.12,MTS,40.12,280526.56,78547.44,2,1,10.97674637
515415,533102,37,37,202308,617,1,@2523,30.5,MTS,30.5,138203.12,38696.88,1,1,7.344002976
515415,581320,37,29,202308,579,1,@2523,17,MTS,17,185937.5,52062.5,2,1,18.89032815
515415,635002,37,33,202308,369,1,@2523,39.12,MTS,39.12,195600,54768,1,1,13.5501355
516289,600014,37,33,202309,349,1,@2523,26,MTS,26,119928,33580,1,1,13.21666299
516289,600055,37,33,202308,317,1,@2523,29.46,MTS,29.46,147300,41244,1,1,15.77287066
516289,600056,37,33,202309,332,1,@2523,28.76,MTS,28.76,119085,33344,1,1,12.4718275
516289,600077,37,33,202308,319,1,@2523,30.54,MTS,30.54,96523.5,27026.58,1,1,9.907711352
516289,600077,37,33,202308,319,1,@2523,37.96,MTS,37.96,119974.86,33592.96,1,1,9.907711797
516289,600077,37,33,202308,319,1,@2523,42.26,MTS,42.26,133565.27,37398.28,1,1,9.907711925
516289,600077,37,33,202308,319,1,@2523,43.54,MTS,43.54,133524.99,37387,1,1,9.613542406
516289,600077,37,33,202308,319,1,@2523,45.14,MTS,45.14,142667.68,39946.95,1,1,9.90771171
516289,638451,37,33,202308,593,2,@2523,100,MTS,100,1064360,298020.8,2,1,17.94873524
516289,678621,37,32,202308,648,1,@2523,31.84,MTS,31.84,108256,30312,1,1,5.24691358
516289,680306,37,32,202308,727,1,@2523,37.24,MTS,37.24,126616,35452,1,1,4.676753783
516310,571511,37,29,202308,338,1,@2523,10,MTS,10,96875,27125,2,1,28.6612426
516311,560098,29,29,202309,354,1,@2523,760,BAG,38,190000,53200,1,1,14.12429379
516311,603204,33,33,202309,353,1,@2523,33.84,   ,,166556.08,46635.7,1,1,#DIV/0!
516311,560004,37,29,202308,330,1,@2523,31.74,TON,31.74,162128,45395.82,1,1,15.47879552
516311,560004,37,29,202309,330,1,@2523,32.84,TON,32.84,156877,43925.47,1,1,14.4757871
516311,572137,37,29,202309,322,1,@2523,26,TON,26,127969,35831,1,1,15.28535595
516311,600052,37,33,202309,341,1,@2523,34.62,TON,34.62,167691,46953,1,1,14.20457722
516311,601203,37,33,202309,343,1,@2523,39.8,TON,39.8,189672,53108,1,1,13.89395959
516311,636808,37,33,202308,404,1,@2523,33.82,TON,33.82,171742,48088,1,1,12.56960261
516433,413109,37,27,202309,799,1,@2523,10,MTS,10,61718.75,17281.25,1,1,7.724499374
516433,523169,37,37,202309,418,1,@2523,36,MTS,36,213750,59850,1,1,14.20454545
516433,524401,37,37,202309,345,1,@2523,5,MTS,5,86328.12,24171.88,3,1,50.04528696
516433,562106,37,29,202309,376,1,@2523,35,MTS,35,1112890.6,311609.4,7,1,84.56615502
516433,581213,37,29,202308,381,1,@2523,10,MTS,10,62500,17500,1,1,16.40419948
518123,562107,37,29,202308,312,1,@2523,40.16,MTS,40.16,194525,54467,1,1,15.52483974
518123,574201,37,29,202309,582,1,@2523,31,MTS,31,197625,55335,1,1,10.95360825
518123,577533,37,29,202308,369,1,@2523,35.18,MTS,35.18,126648,35461.44,1,1,9.756097561
518123,577533,37,29,202309,369,1,@2523,41.92,MTS,41.92,150912,42255.36,1,1,9.756097561
518123,603107,37,33,202308,422,1,@2523,30,MTS,30,109500,30660,1,1,8.6492891
518123,631003,37,33,202308,367,1,@2523,45.4,MTS,45.4,211110,59110.8,1,1,12.67029973
518123,636115,37,33,202309,514,1,@2523,25.12,MTS,25.12,204728,57323.84,2,1,15.85603113
518123,636115,37,33,202309,514,1,@2523,25.62,MTS,25.62,105042,29411.76,1,1,7.976653696
518123,636115,37,33,202308,514,1,@2523,30.12,MTS,30.12,123492,34577.76,1,1,7.976653696
518124,562149,37,29,202308,316,1,@2523,34.64,MTS,34.64,124487.5,34856.5,1,1,11.37262658
518124,572126,37,29,202309,395,1,@2523,25,MTS,25,138672,38828.16,1,1,14.04273418
518124,577418,37,29,202309,509,1,@2523,26,MTS,26,140156.38,39243.79,1,1,10.59062868
518124,600060,37,33,202308,399,1,@2523,5,MTS,5,22510.17,6302.85,1,1,11.28329323
518124,636905,37,33,202308,520,1,@2523,40,MTS,40,205375.2,57505.06,1,1,9.873807692
518206,621801,33,33,202308,591,1,@2523,40.71,   ,,131353.26,36778.92,1,1,#DIV/0!
518206,635751,37,33,202308,431,1,@2523,26,MTS,26,178750,50050,2,1,15.9512761
518206,637301,37,33,202309,575,1,@2523,40.1,MTS,40.1,125312.5,35087.5,1,1,5.434782609
518220,562159,37,29,202309,375,1,@2523,36,MTS,36,2534877,709767,19,1,187.7686667
518220,577112,37,29,202308,467,1,@2523,14,MTS,14,78094,21866,1,1,11.94463139
518220,600048,37,33,202309,453,1,@2523,1,MTS,1,22548,6312,6,1,49.77483444
518220,604201,37,33,202308,527,1,@2523,36,MTS,36,390374,109306,2,1,20.576323
518220,632209,37,33,202309,371,1,@2523,16,MTS,16,173500,48580,2,1,29.22843666
518220,638701,37,33,202309,617,1,@2523,36,MTS,36,1004060,281140,5,1,45.20349361
518508,517001,37,37,202309,317,1,@2523,34.58,MTS,34.58,162093.74,45386.26,1,1,14.78706533
518508,560048,37,29,202308,411,1,@2523,32,MTS,32,165000,46200,1,1,12.54562044
518508,560076,37,27,202309,415,1,@2523,31,MTS,31,155000,43400,1,1,12.04819277
518508,561209,37,29,202309,328,1,@2523,15,MTS,15,94920,26577.6,1,1,19.29268293
518508,577201,37,29,202308,481,1,@2523,28.96,MTS,28.96,138012.5,38643.5,1,1,9.907744283
518508,583222,37,29,202308,306,1,@2523,33.36,MTS,33.36,156375,43785,1,1,15.31862745
518508,602105,37,33,202309,436,1,@2523,34.98,MTS,34.98,165335.16,46293.84,1,1,10.84073992
518508,607303,37,33,202308,549,1,@2523,36,MTS,36,270731.24,75804.76,2,1,13.69820077
518508,609607,37,34,202309,651,1,@2523,15,MTS,15,90240,25267.2,1,1,9.241167435
518508,641001,37,33,202308,763,1,@2523,35,MTS,35,552343.74,154656.26,3,1,20.68315821
521175,530047,37,37,202309,470,1,@2523,4.5,MTS,4.5,26015.63,7284.38,1,1,12.30053428
521175,530048,37,37,202308,487,1,@2523,30.08,MTS,30.08,141718.91,0,1,1,9.674332512
521175,531011,37,37,202308,431,1,@2523,29.7,MTS,29.7,139928.58,0,1,1,10.93132251
521175,535215,37,37,202308,536,1,@2523,32,MTS,32,1046044.8,0,7,1,60.98675373
521175,535250,37,37,202308,533,1,@2523,30.38,MTS,30.38,149526.71,41867.48,1,1,9.234296164
521175,535250,37,37,202308,533,1,@2523,34.34,MTS,34.34,169017.36,47324.88,1,1,9.234296479
521457,414111,37,27,202308,760,1,@2523,35,MTS,35,159906,44774,1,1,6.011503759
521457,423702,37,27,202308,811,1,@2523,26,MTS,26,130000,36400,1,1,6.165228113
521457,531111,37,37,202309,502,1,@2523,31,MTS,31,527968,147830,3,1,33.92674463
521457,532215,37,37,202308,650,1,@2523,36,MTS,36,199685,55912,1,1,8.533547009
521457,533464,37,37,202309,313,1,@2523,5,MTS,5,29688,8313,1,1,18.96996805
521457,603107,37,33,202309,594,1,@2523,1.38,MTS,1.38,5761.5,1613.22,1,1,7.028619529
522414,494447,22,22,202308,358,1,@2523,35,MTS,35,120859.37,33840.62,1,1,9.64560016
522414,505532,37,36,202309,381,1,@2523,34.54,MTS,34.54,167303.13,46844.88,1,1,12.71325497
522414,506347,37,36,202308,386,1,@2523,15,MTS,15,80859.45,22640.65,1,1,13.96536269
522414,517501,37,37,202309,409,1,@2523,35.29,MTS,35.29,110281.25,30878.76,1,1,7.640586797
522414,531031,37,37,202309,472,1,@2523,41.52,MTS,41.52,481632,134856.96,4,1,24.57627119
522414,533305,37,37,202309,302,1,@2523,300,BAG,15,79687.5,22312.5,1,1,17.5910596
522414,533401,37,37,202309,400,1,@2523,20,MTS,20,234375,65625,2,1,29.296875
522414,533401,37,37,202308,410,1,@2523,36,TON,36,708750,198450,6,1,48.01829268
522421,506169,37,36,202308,367,1,@2523,34.53,MTS,34.53,115999.39,32479.83,1,1,9.153623868
522421,524129,37,37,202309,386,1,@2523,32,MTS,32,1240000,347200,8,1,100.388601
522426,524004,37,37,202308,302,1,@2523,14,MTS,14,87500,24500,1,1,20.69536424
522437,600044,37,33,202308,454,1,@2523,35.4,TON,35.4,331875,92925,2,1,20.64977974
522437,601102,37,33,202309,410,1,@2523,34.76,TON,34.76,162937.5,45622.5,1,1,11.43292683
522437,602105,37,33,202308,461,1,@2523,35.02,TON,35.02,328312.5,91927.5,2,1,20.3362256
