start_pin,destination_pin,bharat_sir_eway_data_dec23_feb24_020424.origin_from_state,bharat_sir_eway_data_dec23_feb24_020424.destination_from_state,bharat_sir_eway_data_dec23_feb24_020424.rtn_period,travel_distance,bharat_sir_eway_data_dec23_feb24_020424.transport_mode,bharat_sir_eway_data_dec23_feb24_020424.hsn_code_4d,quantity,bharat_sir_eway_data_dec23_feb24_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_dec23_feb24_020424.total_tax,bharat_sir_eway_data_dec23_feb24_020424.ewbs_count,bharat_sir_eway_data_dec23_feb24_020424.supplier_gstin_cnt,Cost pre Km per TON
110045,226005,7,9,202312,539,1,@2523,900,BAG,45,25830530,7232548.4,3,1,1064.956916
110059,277302,7,9,202312,957,1,@2523,500,BAG,25,151000,42280,1,1,6.31138976
110086,303007,7,8,202312,301,1,@2523,740,BAG,37,1736040,486091.2,7,1,155.8803987
121004,600019,6,33,202312,2135,1,@2523,570,BAG,28.5,592800,165984,4,1,9.742388759
123305,151001,6,3,202402,303,1,@2523,17,MTS,17,117201.74,32816.49,2,1,22.75320132
123305,151001,6,3,202312,303,1,@2523,27.5,MTS,27.5,171015.62,47884.37,1,1,20.52392679
124106,134102,6,6,202402,305,1,@2523,30,TON,30,200625,56175,1,1,21.92622951
124106,144024,6,3,202312,413,1,@2523,41,TON,41,305667.82,85586.98,2,1,18.05160456
124146,140110,6,3,202402,324,1,@2523,39.25,MTS,39.25,214648.44,60101.56,1,1,16.87885822
124146,184121,6,1,202312,612,1,@2523,41.05,MTS,41.05,205250,57470,1,1,8.169934641
124146,248001,6,5,202402,377,1,@2523,5,MTS,5,32187.5,9012.5,1,1,17.07559682
124146,248121,6,5,202402,379,1,@2523,6,MTS,6,30196.86,8455.12,1,1,13.27918206
127022,247129,6,9,202402,377,1,@2523,5,TON,5,33281.25,9318.75,1,1,17.65583554
140113,182204,3,1,202402,617,1,@2523,31.47,TON,31.47,174560.16,48876.84,1,1,8.990073127
140113,184144,3,1,202402,304,1,@2523,50.78,TON,50.78,321342.19,89975.81,1,1,20.81620082
140113,246171,3,5,202312,407,1,@2523,33.25,TON,33.25,181835.94,50914.06,1,1,13.43673237
140113,246194,3,5,202402,367,1,@2523,39.07,TON,39.07,210611.72,58971.28,1,1,14.68835159
140113,249161,3,5,202402,397,1,@2523,22.51,TON,22.51,121342.97,33976.03,1,1,13.57840064
140113,249161,3,5,202402,397,1,@2523,32.92,TON,32.92,177459.37,49688.63,1,1,13.57840012
140113,249192,3,5,202312,311,1,@2523,39.44,TON,39.44,212606.25,59529.75,1,1,17.33319936
140113,263153,3,5,202312,460,2,@2523,125.8,TON,125.8,817319.34,228849.42,2,1,14.12385671
141001,360006,3,24,202312,1476,1,@2523,698,BAG,34.9,184272,51596.16,1,1,3.577235772
142056,247662,3,10,202402,308,1,@2523,680,BAG,34,167344,46856.32,1,1,15.98013751
143001,110044,3,7,202312,476,1,@2523,615,BAG,30.75,232777.5,65177.7,1,1,15.90336134
146001,193201,3,1,202312,521,1,@2523,0.5,TON,0.5,3539.06,990.94,1,1,13.58564299
146001,193201,3,1,202312,521,1,@2523,5,TON,5,35390.62,9909.38,1,1,13.58565067
151401,247001,3,9,202312,345,1,@2523,200,BAG,10,50782,14218.96,1,1,14.71942029
180011,182204,1,1,202312,308,1,@2523,30,MTS,30,4134375,1157625,21,1,447.4431818
201008,226301,9,9,202312,522,1,@2523,28.5,MTS,28.5,455928.76,127660.06,3,1,30.6465524
201306,224001,9,9,202312,638,1,@2523,380,BAG,19,994531.2,278468.8,10,1,82.04349117
202143,284405,9,9,202312,483,1,@2523,30,MTS,30,656250.5,183750,4,1,45.28988958
203205,209861,9,9,202402,494,1,@2523,25,MTS,25,133203.13,37296.88,1,1,10.78567854
203205,242001,9,9,202312,345,1,@2523,29.5,MTS,29.5,469050,131334,3,1,46.08695652
203205,262309,9,5,202402,328,1,@2523,24,MTS,24,127200,35616,1,1,16.15853659
203205,262802,9,9,202312,396,1,@2523,19.5,MTS,19.5,516750,144690,5,1,66.91919192
203205,262903,9,9,202312,445,1,@2523,19.5,MTS,19.5,120961.1,33869.1,1,1,13.93962547
203207,208011,9,9,202312,453,1,@2523,1220,   ,,1561600,437248,4,1,#DIV/0!
209625,209746,9,9,202402,968,1,@2523,15,TON,15,89062.5,24937.5,1,1,6.133780992
210001,224123,9,9,202402,340,1,@2523,840,BAG,42,3003000,840840,11,1,210.2941176
210341,243004,9,9,202312,445,1,@2523,42,TON,42,16079249.24,0,79,1,860.3129609
210341,271604,9,9,202402,360,1,@2523,35,TON,35,467578.14,130921.86,3,1,37.10937619
210341,277207,9,9,202312,585,1,@2523,15,TON,15,198750,55650.02,2,1,22.64957265
212107,209115,9,9,202312,324,1,@2523,5,MTS,5,30390.65,8509.4,1,1,18.75966049
212107,272175,9,9,202402,302,2,@2523,62.3,MTS,62.3,316424.19,0,1,1,16.81801314
212107,284304,9,9,202312,426,1,@2523,31,MTS,31,170015.78,47604.42,1,1,12.87413146
212214,201014,9,9,202312,645,1,@2523,520,BAG,26,136500,38220,1,1,8.139534884
221003,202001,9,9,202402,691,1,@2523,600,bag,30,175781.25,49218.76,1,1,8.479558611
221107,226017,9,9,202402,400,1,@2523,580,BAG,29,160080,44822,1,1,13.8
221110,273164,9,9,202312,303,1,@2523,500,BAG,25,287109.38,80390.64,3,2,37.90222838
224159,241404,9,9,202402,337,1,@2523,4.2,MTS,4.2,27103.1,7588.86,1,1,19.14872121
229303,202001,9,9,202312,464,1,@2523,32,MTS,32,239792,40600,2,1,16.14978448
229303,282006,9,9,202402,393,2,@2523,258.2,MTS,258.2,757359.99,0,1,1,7.463689607
229303,284126,9,9,202312,411,1,@2523,5,MTS,5,26640.62,7459.38,1,1,12.96380535
231311,271824,9,9,202402,591,1,@2523,30,MTS,30,135937.5,38062.5,1,1,7.667089679
232101,262902,9,9,202402,637,1,@2523,640,BAG,32,140000,39200,1,1,6.868131868
232101,274802,9,9,202312,327,1,@2523,600,BAG,30,128906.24,36093.76,1,1,13.1402895
243004,249145,9,5,202312,358,1,@2523,102,BAG,5.1,28687.5,24272.5,1,1,15.7122905
273004,209625,9,9,202402,476,1,@2523,784,BAG,39.2,254800,71344,1,1,13.65546218
274304,226010,9,9,202402,339,1,@2523,750,BAG,37.5,228000,63840,1,1,17.93510324
282001,242407,9,9,202312,339,1,@2523,800,BAG,40,209376,58625.28,1,1,15.44070796
284121,225305,9,9,202312,362,1,@2523,5,TON,5,29858,8360,1,1,16.4961326
284121,244001,9,9,202402,597,2,@2523,395.4,TON,395.4,6282115.2,0,3,1,26.61306533
285001,201002,9,9,202402,467,1,@2523,720,BAG,36,536630.4,150256.5,3,1,31.91948608
301701,251001,8,9,202312,313,1,@2523,5.5,MTS,5.5,28359.38,7940.63,1,1,16.47364508
301707,476221,8,23,202402,313,1,@2523,5,MTS,5,29140.63,8159.38,1,1,18.62021086
303108,125120,8,6,202402,304,1,@2523,39.66,MTS,39.66,207595.51,58126.75,1,1,17.2183552
303108,247667,8,5,202312,392,1,@2523,40.46,MTS,40.46,457036.16,127970.16,4,1,28.81632653
303108,328022,8,8,202312,350,1,@2523,16,MTS,16,301250.08,84350.04,3,1,53.79465714
303331,135021,8,6,202312,532,1,@2523,41.08,MTS,41.08,221446.79,62005.1,1,1,10.13274987
305901,243001,8,9,202402,752,2,@2523,63.9,MTS,63.9,2124675,594909,7,1,44.21542553
305901,301707,8,8,202312,388,1,@2523,40.3,MTS,40.3,423150,0,3,1,27.06185567
305901,301707,8,8,202402,388,1,@2523,42.73,MTS,42.73,106825,0,1,1,6.443298969
305901,325221,8,8,202402,404,1,@2523,4,MTS,4,43000,12040,2,1,26.60891089
305901,382010,8,24,202312,483,1,@2523,20.5,MTS,20.5,249203.86,69777.08,2,1,25.16829369
305901,382610,8,24,202312,488,1,@2523,41.5,MTS,41.5,252241.94,70627.74,1,1,12.45516196
305901,383315,8,24,202312,369,1,@2523,17,MTS,17,100672,28188.16,1,1,16.04846166
305901,384210,8,24,202312,451,1,@2523,35,MTS,35,212734,59565.52,1,1,13.47697181
305901,453001,8,23,202312,488,1,@2523,42,MTS,42,444937,124582.36,2,1,21.7084797
305901,458669,8,23,202402,322,1,@2523,16,MTS,16,85750,24010,1,1,16.64402174
305901,465445,8,23,202312,442,1,@2523,27,MTS,27,327374,91664.72,2,1,27.4320429
305901,465447,8,23,202402,417,1,@2523,4,MTS,4,21250,5950,1,1,12.73980815
306101,151203,3,3,202312,640,1,@2523,46.02,MTS,46.02,196736,55086.08,1,1,6.679704476
306101,182101,3,1,202312,1124,1,@2523,43.82,MTS,43.82,179662,50305.36,1,1,3.647686833
306107,121107,8,6,202402,462,1,@2523,20,MTS,20,248750,69650,2,1,26.92099567
306107,122001,8,6,202312,427,1,@2523,40.01,MTS,40.01,434483.49,121655.37,2,1,25.4317855
306107,123106,8,8,202312,386,1,@2523,42,MTS,42,199500,55860,1,1,12.30569948
306107,124112,8,6,202402,453,1,@2523,41,MTS,41,208203.13,58296.88,1,1,11.20998923
306107,125120,8,6,202312,513,1,@2523,45.33,MTS,45.33,244356.88,68419.93,1,1,10.50803443
306107,132041,8,6,202312,597,1,@2523,40.27,MTS,40.27,213934.38,59901.63,1,1,8.898660174
306107,132105,8,6,202312,527,1,@2523,1239,MTS,1239,112749000,31569720,26,1,172.6755218
306107,132105,8,6,202312,545,1,@2523,44.12,MTS,44.12,154420,43237.6,1,1,6.422018349
306107,151502,8,3,202312,534,1,@2523,45,MTS,45,289687,81112.36,1,1,12.05522264
306107,151505,8,3,202402,546,1,@2523,20,MTS,20,497812.5,139387.5,4,1,45.58722527
306107,203205,8,9,202312,528,1,@2523,41.4,MTS,41.4,144900,40572,1,1,6.628787879
306107,203205,8,9,202312,528,1,@2523,41.7,MTS,41.7,145950,40866,1,1,6.628787879
306107,203205,8,9,202312,528,1,@2523,44.48,MTS,44.48,1245440,348723.2,8,1,53.03030303
306107,245412,8,9,202402,579,1,@2523,43,MTS,43,235156.25,65843.75,1,1,9.445164076
306107,301707,8,8,202312,386,1,@2523,40.76,MTS,40.76,285320,0,2,1,18.13471503
306107,301707,8,8,202312,386,1,@2523,41.61,MTS,41.61,145635,0,1,1,9.067357513
306107,301707,8,8,202402,386,1,@2523,42.09,MTS,42.09,1367925,0,13,1,84.19689119
306107,301707,8,8,202402,386,1,@2523,42.21,MTS,42.21,949725,0,9,1,58.29015544
306107,301707,8,8,202402,386,1,@2523,43.74,MTS,43.74,218700,0,2,1,12.95336788
306107,301707,8,8,202312,386,1,@2523,44.86,MTS,44.86,314020,0,2,1,18.13471503
306107,303105,8,8,202312,329,1,@2523,41.5,MTS,41.5,1637305.05,458445.38,8,1,119.9183396
306107,322201,8,8,202402,309,1,@2523,30,MTS,30,142500,39900,1,1,15.37216828
306107,325205,8,8,202402,316,1,@2523,39.13,MTS,39.13,141693.4,39674.16,1,1,11.45915756
306107,326001,8,8,202312,334,1,@2523,45,MTS,45,427500,119700,2,1,28.44311377
306107,335804,8,8,202402,418,1,@2523,37.86,MTS,37.86,94650,0,1,1,5.980861244
306107,335804,8,8,202312,418,1,@2523,40.39,MTS,40.39,1696380,0,12,1,100.4784689
306107,335804,8,8,202312,418,1,@2523,40.7,MTS,40.7,1566950,0,11,1,92.10526316
306107,335804,8,8,202402,418,1,@2523,41.94,MTS,41.94,104850,0,1,1,5.980861244
306107,335804,8,8,202402,418,1,@2523,41.99,MTS,41.99,209950,0,2,1,11.96172249
306107,335804,8,8,202402,418,1,@2523,43.46,MTS,43.46,543250,0,5,1,29.90430622
306107,335804,8,8,202312,418,1,@2523,45.59,MTS,45.59,1276520,0,8,1,66.98564593
306308,122003,8,6,202312,481,1,@2523,43,MTS,43,2342834.3,655991.88,10,1,113.2734275
306308,131402,8,6,202312,524,1,@2523,42.5,MTS,42.5,693281.25,194118.75,3,1,31.13072519
306308,134113,8,6,202402,748,1,@2523,43.5,MTS,43.5,211801.5,59304.42,1,1,6.509358289
306308,136132,8,6,202312,679,1,@2523,10,MTS,10,67344.55,18856.25,1,1,9.918195876
306308,152026,8,3,202312,597,1,@2523,42.8,MTS,42.8,698881.2,195686.74,4,1,27.35175879
306308,202125,8,9,202402,677,1,@2523,43,TON,43,537887,150608.36,3,1,18.47710487
306308,301024,8,8,202312,353,1,@2523,10,MTS,10,123906.64,34693.76,2,1,35.10103116
306308,321001,8,8,202312,437,1,@2523,43,MTS,43,0,0,10,1,0
306308,333024,8,8,202312,442,1,@2523,15,MTS,15,86718.74,24281.26,1,1,13.07974962
306709,125104,8,6,202312,575,1,@2523,44.73,TON,44.73,244617.19,68492.81,1,1,9.510869662
306709,132107,8,6,202312,591,1,@2523,41.43,MTS,41.43,233996.64,65519.06,2,1,9.556683587
306709,203205,8,9,202312,573,1,@2523,41.35,MTS,41.35,350317.2,98088.84,3,1,14.78534031
306709,203205,8,9,202402,573,1,@2523,41.71,MTS,41.71,596870.1,167123.65,5,1,24.97382199
306709,307026,8,8,202402,325,1,@2523,10,TON,10,121562.48,34037.52,2,1,37.40384
306709,321201,8,8,202312,401,1,@2523,43,TON,43,188125,52675,1,1,10.91022444
306709,325221,8,8,202312,437,1,@2523,34,TON,34,406406.24,113793.76,2,1,27.35268811
306709,328022,8,8,202312,440,1,@2523,45,TON,45,2214843.8,620156.2,10,1,111.860798
306709,345028,8,8,202402,403,1,@2523,35,MTS,35,1176875,329525,6,1,83.43672457
306709,370001,8,24,202402,746,1,@2523,42,TON,42,1444548.79,404473.66,6,1,46.10458285
306709,385565,8,24,202312,410,1,@2523,10,TON,10,272656.25,76343.75,4,1,66.50152439
306709,385566,8,24,202312,425,1,@2523,42,TON,42,265781.25,74418.75,1,1,14.88970588
307019,123305,8,6,202402,668,1,@2523,41.98,MTS,41.98,1461996.38,409358.97,16,1,52.13476263
307019,131103,8,6,202402,738,1,@2523,40.9,MTS,40.9,143083.75,40063.45,1,1,4.740352569
307019,304001,8,8,202312,521,1,@2523,35,MTS,35,398100.5,0,4,1,21.83166987
307019,326034,8,8,202402,450,1,@2523,15,MTS,15,130639.12,24346.88,2,1,19.3539437
307019,331001,8,8,202312,645,1,@2523,35,MTS,35,358203,100296.86,2,1,15.86724252
307019,332001,8,8,202312,553,1,@2523,42,MTS,42,925105.44,0,8,1,39.83059675
307019,332713,8,8,202312,596,1,@2523,42,MTS,42,227282.16,0,2,1,9.07966443
307019,334001,8,8,202312,517,1,@2523,39.15,MTS,39.15,189632.8,53097.18,1,1,9.368954895
307019,342301,8,8,202312,374,1,@2523,41.9,MTS,41.9,206226.56,57743.44,1,1,13.16009342
307019,345001,8,8,202402,545,1,@2523,1,MTS,1,4844,1356.24,1,1,8.888073394
307019,363035,8,24,202312,364,1,@2523,42,MTS,42,367179.96,102810.39,3,1,24.01752747
307019,363330,8,24,202312,340,1,@2523,17,MTS,17,110234.37,30865.62,1,1,19.07169031
307019,363642,8,24,202402,414,1,@2523,41.47,MTS,41.47,223549.22,62593.78,1,1,13.02083341
307019,370110,8,24,202312,402,1,@2523,35.59,MTS,35.59,191852.34,53718.66,1,1,13.40951466
307019,383335,8,24,202402,302,1,@2523,25,MTS,25,154296.87,43203.12,1,1,20.43667152
307019,390020,8,24,202312,353,1,@2523,33.87,MTS,33.87,188931.09,52900.71,1,1,15.80205351
307019,393110,8,24,202312,450,1,@2523,35,MTS,35,423281.24,118518.74,2,1,26.87499937
307019,394405,8,24,202402,469,1,@2523,39.47,MTS,39.47,113063,31657.64,1,1,6.107739921
307019,396463,8,24,202402,528,1,@2523,40.55,MTS,40.55,231261.72,64753.28,1,1,10.80137316
307031,305624,8,8,202402,344,1,@2523,42,MTS,42,466047.54,0,2,1,32.25688953
307031,327001,8,8,202312,327,1,@2523,35,MTS,35,402563.7,0,2,1,35.17376147
307031,360030,8,24,202402,511,2,@2523,65.9,MTS,65.9,329500,92260,1,1,9.784735812
307031,388245,8,24,202402,354,1,@2523,42.33,MTS,42.33,738394.4,206750.48,8,1,49.27616081
307031,392001,8,24,202402,453,2,@2523,250,MTS,250,1287925,360619,1,1,11.37240618
312021,125044,8,6,202312,651,1,@2523,41.5,TON,41.5,478641.92,134019.74,2,1,17.71665168
312021,301025,8,8,202312,475,1,@2523,30,TON,30,178125,49875,1,1,12.5
312021,331803,8,8,202402,555,1,@2523,9,TON,9,53437.5,14962.5,1,1,10.6981982
312021,341001,8,8,202402,366,1,@2523,5,TON,5,29921.88,8378.12,1,1,16.3507541
312021,341001,8,8,202312,366,1,@2523,35,TON,35,1142968.76,320031.24,7,1,89.22472756
312021,387130,8,24,202312,384,1,@2523,42.78,TON,42.78,233953.13,65506.87,1,1,14.24153676
312021,387130,8,24,202312,384,1,@2523,42.82,TON,42.82,468343.76,131136.24,2,1,28.48307352
312021,388001,8,24,202312,437,1,@2523,43.17,TON,43.17,236085.94,66104.06,1,1,12.51430219
312021,390024,8,24,202312,465,1,@2523,39.95,TON,39.95,219725,61523,1,1,11.82795699
312021,390024,8,24,202402,465,1,@2523,40,TON,40,215000,60200,1,1,11.55913978
312021,392001,8,24,202312,502,1,@2523,42,TON,42,1548186.36,433492.17,7,1,73.42944223
312021,394170,8,24,202402,575,1,@2523,39.76,TON,39.76,217437.5,60882.5,1,1,9.510869565
312021,394320,8,24,202402,620,1,@2523,39.88,TON,39.88,214978.13,60193.87,1,1,8.694556654
312601,110005,8,7,202312,607,1,@2523,45.69,MTS,45.69,253436.72,70962.28,1,1,9.138179617
312601,301408,8,8,202402,470,1,@2523,29,MTS,29,187398,0,1,1,13.74893617
312601,301703,8,8,202312,499,1,@2523,26,MTS,26,458249.5,128310.02,3,1,35.32060274
312601,302001,8,8,202312,349,1,@2523,12,MTS,12,84240,0,1,1,20.11461318
312601,303503,8,8,202312,421,1,@2523,26,MTS,26,150312.5,42087.5,1,1,13.73218527
312601,331304,8,8,202402,598,1,@2523,11,MTS,11,129765.62,36334.38,2,1,19.72721496
312601,333021,8,8,202402,491,1,@2523,32,MTS,32,179000,50120,1,1,11.39256619
312601,334023,8,8,202402,663,1,@2523,12,MTS,12,66562.5,18637.5,1,1,8.3663273
312601,334603,8,8,202312,612,1,@2523,10,MTS,10,367656.98,102943.78,6,1,60.07466993
312601,385535,8,24,202312,386,1,@2523,35,MTS,35,178281.25,49918.75,1,1,13.19624352
312601,388250,8,24,202312,432,1,@2523,42,MTS,42,948281.25,265518.75,4,1,52.26417824
312601,388710,8,24,202402,416,1,@2523,41.06,MTS,41.06,119074.01,33340.72,1,1,6.971154432
312601,393001,8,24,202402,577,1,@2523,44.6,MTS,44.6,255753.12,71610.88,1,1,9.938258038
312601,393030,8,24,202312,597,1,@2523,44.33,MTS,44.33,229961.89,64389.33,1,1,8.689280299
312601,396421,8,24,202402,664,1,@2523,44.45,MTS,44.45,1277937.51,357822.49,5,1,43.29819311
312617,301701,8,8,202402,470,1,@2523,12,TON,12,67500,18900,1,1,11.96808511
312617,302001,8,8,202402,343,1,@2523,42,TON,42,905625,253575,5,1,62.86443149
312617,302003,8,8,202402,347,1,@2523,42,TON,42,4984218.53,1395581.48,29,1,341.993861
312617,303012,8,8,202402,363,1,@2523,21.6,TON,21.6,120825,33831,1,1,15.40977961
312617,303338,8,8,202402,307,1,@2523,22,TON,22,124437.5,34842.5,1,1,18.4242671
312617,322027,8,8,202312,366,1,@2523,42,TON,42,951562.49,266437.54,4,1,61.90232175
312617,326035,8,8,202312,333,1,@2523,15,TON,15,169218.76,47381.24,2,1,33.87762963
312617,331305,8,8,202312,570,1,@2523,35,TON,35,223125,62475,1,1,11.18421053
312617,334803,8,8,202402,441,1,@2523,5,TON,5,270078.14,75621.86,9,1,122.4844172
312617,335704,8,8,202312,688,1,@2523,42,TON,42,331445.64,0,2,1,11.47029485
312617,341508,8,8,202312,322,1,@2523,34.5,TON,34.5,259634.06,40753.12,2,1,23.37150599
312617,342311,8,8,202402,481,1,@2523,5,TON,5,60390.63,16909.38,2,1,25.11044906
312617,342311,8,8,202312,481,1,@2523,35,TON,35,226953.13,63546.88,1,1,13.4810294
312617,343027,8,8,202312,440,1,@2523,42,TON,42,183750,51450,1,1,9.943181818
312617,391740,8,24,202402,484,1,@2523,44.87,TON,44.87,482352.5,135058.7,2,1,22.2107438
312620,122105,8,6,202402,551,1,@2523,32,TON,32,203500,56980,1,1,11.54151543
312620,124507,8,6,202402,606,1,@2523,44.38,TON,44.38,228834.37,64073.63,1,1,8.50866318
312620,134102,8,6,202402,860,1,@2523,42,TON,42,219843.75,61556.25,1,1,6.086482558
312620,143006,8,3,202402,1048,1,@2523,43.5,TON,43.5,383343.75,107336.25,3,1,8.408874046
312620,152026,8,3,202402,925,1,@2523,27,TON,27,171281.25,47958.75,1,1,6.858108108
312620,152128,8,3,202312,936,1,@2523,22.5,TON,22.5,146953.13,41146.88,1,1,6.977831434
312620,204216,8,9,202312,653,1,@2523,41.5,TON,41.5,453906.24,127093.76,2,1,16.74961678
312620,301019,8,8,202312,541,1,@2523,41.5,TON,41.5,434453.12,121646.88,2,1,19.35073915
312620,303704,8,8,202402,370,1,@2523,43,TON,43,339296.86,95003.14,2,1,21.32601257
312620,364210,8,24,202402,595,1,@2523,21,TON,21,243468.76,68171.26,2,1,19.48529492
312620,382210,8,24,202312,416,1,@2523,40.21,MTS,40.21,219898.97,61571.56,1,1,13.14606549
312620,382210,8,24,202402,416,1,@2523,42.43,TON,42.43,161870.45,45323.73,1,1,9.170673077
312620,382445,8,24,202312,393,1,@2523,41.5,TON,41.5,226953.12,63546.88,1,1,13.9153941
312620,383205,8,24,202402,333,1,@2523,42.88,MTS,42.88,132284.8,37039.74,1,1,9.264264264
312620,385135,8,24,202312,304,1,@2523,22,MTS,22,133375.28,37345,1,1,19.94247608
312620,385330,8,24,202402,410,1,@2523,24,TON,24,281625,78855,2,1,28.62042683
312620,388255,8,24,202402,363,1,@2523,44.44,TON,44.44,305636.1,85578.12,3,1,18.94628099
312620,391410,8,24,202312,498,1,@2523,42.66,MTS,42.66,239962.5,67189.5,1,1,11.29518072
312620,392110,8,24,202402,539,1,@2523,40.06,TON,40.06,219078.12,61341.88,1,1,10.14610366
312620,392130,8,24,202402,604,1,@2523,45.36,TON,45.36,255150,71442,1,1,9.312913907
312620,394125,8,24,202312,598,1,@2523,39.12,MTS,39.12,149242.8,41787.98,1,1,6.379598662
312620,394305,8,24,202312,635,1,@2523,42.71,MTS,42.71,443783.6,124259.4,2,1,16.36318921
312620,394327,8,24,202312,634,1,@2523,39.7,MTS,39.7,122474.5,34292.86,1,1,4.865930599
312622,121001,8,6,202402,583,1,@2523,39.34,MTS,39.34,208993.75,58518.25,1,1,9.112349914
312622,122001,8,6,202312,558,1,@2523,39.76,MTS,39.76,214998.22,60199.51,1,1,9.690680823
312622,181133,8,1,202312,1168,2,@2523,3.65,MTS,3.65,19832.86,5553.21,1,1,4.652106399
312622,303007,8,8,202402,303,1,@2523,40.22,MTS,40.22,138256.25,38711.76,1,1,11.34488449
312622,304502,8,8,202402,315,1,@2523,42,MTS,42,1258997.46,0,6,1,95.16231746
312622,326033,8,8,202402,311,1,@2523,27,MTS,27,165375,46305,1,1,19.69453376
312622,388245,8,24,202312,402,1,@2523,41.71,MTS,41.71,353367.12,98942.82,3,1,21.07462687
312622,388245,8,24,202312,402,1,@2523,42.16,MTS,42.16,595299.2,166683.8,5,1,35.12437811
313021,457001,8,23,202312,800,2,@2523,194.7,mts,194.7,564454.77,158047.34,1,1,3.623875
313022,123305,8,6,202312,614,1,@2523,41.72,MTS,41.72,1813777,507857.56,10,1,70.80618893
313022,123305,8,6,202312,614,1,@2523,41.86,MTS,41.86,1097776.94,307377.54,7,1,42.71166569
313022,142038,8,3,202312,942,1,@2523,65.96,MTS,65.96,257244,72028.32,1,1,4.140127389
313022,142038,8,3,202312,942,1,@2523,74.5,MTS,74.5,298000,83440,1,1,4.246284501
313022,302029,8,8,202312,398,1,@2523,34.5,MTS,34.5,201707.7,0,2,1,14.68994975
313022,303303,8,8,202312,460,1,@2523,40.02,MTS,40.02,152076,42581.28,1,1,8.260869565
313022,332001,8,8,202312,508,1,@2523,22,MTS,22,64312.6,0,1,1,5.754527559
313022,334604,8,8,202312,749,1,@2523,30,MTS,30,192187.5,53812.5,1,1,8.553070761
313022,370415,8,24,202312,573,1,@2523,40.78,MTS,40.78,146808,41106.24,1,1,6.282722513
313022,391330,8,24,202402,372,1,@2523,39.08,MTS,39.08,130683.52,36591.39,1,1,8.989247312
323603,301706,8,8,202312,333,1,@2523,7,TON,7,88593.76,24806.24,2,1,38.00676105
323603,456665,8,23,202312,333,1,@2523,29.5,TON,29.5,177000,49560,1,1,18.01801802
323603,457001,8,23,202312,456,1,@2523,34,TON,34,197093.75,55186.25,1,1,12.71244518
324004,458990,8,23,202312,319,1,@2523,42,TON,42,157500,44100,1,1,11.75548589
326520,244413,8,9,202312,807,2,@2523,329.5,TON,329.5,1251441,350403.48,1,1,4.706319703
326520,322033,8,8,202402,301,1,@2523,65.45,TON,65.45,306796,85904,1,1,15.57304529
326520,322213,8,8,202312,385,1,@2523,42,TON,42,430500,120540,2,1,26.62337662
326520,322242,8,8,202402,415,1,@2523,42,TON,42,177188,49612,1,1,10.16569134
326520,341303,8,8,202402,478,1,@2523,20,TON,20,232344,65056,2,1,24.30376569
331403,301712,8,8,202312,375,1,@2523,11,TON,11,338593.74,94806.26,5,1,82.08333091
334601,342003,8,8,202312,336,1,@2523,1.25,MTS,1.25,35737.3,10006.48,2,1,85.08880952
334601,342003,8,8,202312,336,1,@2523,3.25,MTS,3.25,47398.01,13271.48,1,1,43.40477106
335804,143422,8,3,202312,313,1,@2523,5,MTS,5,33594,9406.32,1,1,21.4658147
335804,146102,8,3,202312,381,1,@2523,32.5,MTS,32.5,163312.5,45727.5,1,1,13.18897638
335804,173205,8,2,202312,407,1,@2523,50.72,MTS,50.72,289262.5,80993.5,1,1,14.01259214
335804,327021,8,8,202402,829,1,@2523,20,MTS,20,122812.5,34387.5,1,1,7.407267793
341026,110075,8,7,202402,519,1,@2523,40.82,TON,40.82,220045.31,61612.69,1,1,10.38656058
341026,131306,8,6,202402,579,1,@2523,40.76,TON,40.76,210168.75,58847.25,1,1,8.905440415
341026,151002,8,3,202312,476,1,@2523,33.86,TON,33.86,307140.94,85999.46,2,1,19.05652911
341026,151002,8,3,202312,476,1,@2523,34.86,TON,34.86,158105.93,44269.66,1,1,9.52826492
341026,151002,8,3,202312,476,1,@2523,35.44,TON,35.44,160736.49,45006.22,1,1,9.52826472
341026,203207,8,9,202312,591,2,@2523,4034.4,TON,4034.4,13305265.61,3725474.37,1,1,5.580294413
341026,227409,8,9,202402,923,2,@2523,3987.4,TON,3987.4,10351477.31,2898413.65,1,1,2.8126185
341026,301019,8,8,202312,460,1,@2523,34,TON,34,2719468.68,761451.32,13,1,173.8790716
341026,321001,8,8,202402,452,1,@2523,15,TON,15,89765.62,25134.38,1,1,13.23976696
341026,322255,8,8,202312,414,1,@2523,43,TON,43,264046.88,73933.12,1,1,14.83242782
341026,323001,8,8,202312,305,1,@2523,20,TON,20,120312.5,33687.5,1,1,19.72336066
341026,328001,8,8,202402,547,1,@2523,17,TON,17,101734.38,28485.62,1,1,10.94035703
342606,301030,8,8,202312,470,1,@2523,35,MTS,35,25718400.02,7201152.4,58,1,1563.428573
342606,425003,8,27,202312,868,1,@2523,25,MTS,25,332183.65,93011.43,1,1,15.3080023
342606,500018,8,36,202402,1713,2,@2523,27.7,MTS,27.7,3292630.86,921936.65,9,1,69.39144196
342606,691571,8,32,202402,2696,2,@2523,6,MTS,6,102276,28637.28,1,1,6.322700297
342606,721151,8,19,202312,1882,1,@2523,9.3,MTS,9.3,133576.64,116476.2,1,1,7.631816987
