start_pin,destination_pin,bharat_sir_eway_data_dec23_feb24_020424.origin_from_state,bharat_sir_eway_data_dec23_feb24_020424.destination_from_state,bharat_sir_eway_data_dec23_feb24_020424.rtn_period,travel_distance,bharat_sir_eway_data_dec23_feb24_020424.transport_mode,bharat_sir_eway_data_dec23_feb24_020424.hsn_code_4d,quantity,bharat_sir_eway_data_dec23_feb24_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_dec23_feb24_020424.total_tax,bharat_sir_eway_data_dec23_feb24_020424.ewbs_count,bharat_sir_eway_data_dec23_feb24_020424.supplier_gstin_cnt,Cost pre Km per TON
312601,328024,8,8,202312,616,1,@2523,26,MTS,26,296968.74,83151.26,2,1,18.54200425
312601,331304,8,8,202312,598,1,@2523,16,MTS,16,207250,58030,2,1,21.66074415
312601,331505,8,8,202312,441,1,@2523,17,MTS,17,409594,114686.26,4,1,54.63438709
312601,333503,8,8,202312,529,1,@2523,43,MTS,43,215000,60200,1,1,9.451795841
312601,341303,8,8,202402,366,1,@2523,16,MTS,16,89500,25060,1,1,15.28346995
312601,344031,8,8,202312,471,1,@2523,4,MTS,4,54750,15330,2,1,29.06050955
312601,344032,8,8,202312,469,1,@2523,41.29,MTS,41.29,209676,58709.22,1,1,10.82756993
312601,361001,8,24,202312,703,1,@2523,46,MTS,46,217278.23,60837.91,1,1,6.718975509
312601,382355,8,24,202402,366,1,@2523,45.88,MTS,45.88,384388.16,107628.68,2,1,22.89103911
312601,382355,8,24,202312,366,1,@2523,45.9,MTS,45.9,192278,53837.8,1,1,11.44552782
312601,387411,8,24,202312,423,1,@2523,39.51,MTS,39.51,219157.04,61363.96,1,1,13.11318019
312601,387530,8,24,202402,426,1,@2523,44,MTS,44,247500,69300,1,1,13.20422535
312601,388710,8,24,202312,416,1,@2523,44.97,MTS,44.97,130413,36515.64,1,1,6.971153846
312601,388710,8,24,202402,416,1,@2523,45.75,MTS,45.75,132675,37149,1,1,6.971153846
312601,390001,8,24,202402,487,1,@2523,44.48,MTS,44.48,244639.99,68499.2,1,1,11.29363404
312601,393001,8,24,202402,577,1,@2523,44.48,MTS,44.48,460089.98,128825.2,2,1,17.92677565
312601,393001,8,24,202402,577,1,@2523,45.65,MTS,45.65,246082.03,68902.97,1,1,9.342504285
312601,394410,8,24,202402,623,1,@2523,45.9,MTS,45.9,179583.75,50283.45,1,1,6.280096308
312601,394540,8,24,202402,629,1,@2523,41.92,MTS,41.92,218114.99,61072.2,1,1,8.272058444
312601,425404,8,27,202312,468,1,@2523,39.96,MTS,39.96,115884,32447.52,1,1,6.196581197
312601,473105,8,8,202402,407,1,@2523,46,MTS,46,646875,181125,3,1,34.55159705
312617,207001,8,9,202312,669,1,@2523,42.5,TON,42.5,608281.24,170318.76,4,1,21.3938711
312617,301701,8,8,202312,470,1,@2523,44.49,TON,44.49,437948.44,122625.56,2,1,20.94414906
312617,303003,8,8,202402,427,1,@2523,42,TON,42,183750,51450,1,1,10.24590164
312617,303012,8,8,202312,363,1,@2523,41.74,TON,41.74,203482.5,56975.1,1,1,13.42975207
312617,303805,8,8,202312,376,1,@2523,42.65,TON,42.65,209917.96,58777.04,1,1,13.09009254
312617,334023,8,8,202402,655,1,@2523,15,TON,15,91640.63,25659.38,1,1,9.327290585
312617,394221,8,24,202312,651,1,@2523,44.85,TON,44.85,248777.34,69657.66,1,1,8.520545186
312620,385310,24,24,202312,393,1,@2523,240,BAG,12,68437.56,19162.52,1,1,14.51178117
312620,394210,24,24,202312,650,1,@2523,860,BAG,43,238515.62,66784.38,1,1,8.533653667
312620,122105,6,6,202402,551,1,@2523,870,BAG,43.5,231093.75,64706.26,1,1,9.641560799
312620,110041,8,7,202402,620,1,@2523,44.58,TON,44.58,703528.12,196987.88,3,1,25.45362885
312620,110041,8,7,202312,620,1,@2523,44.64,TON,44.64,244125,68355,1,1,8.820564516
312620,121004,8,6,202312,634,1,@2523,44.5,TON,44.5,945625,264775,4,1,33.51735016
312620,127306,8,6,202312,567,1,@2523,39.85,MTS,39.85,245875.14,68844.86,2,1,10.88186254
312620,127306,8,6,202312,567,1,@2523,41.89,MTS,41.89,147955.47,41427.53,1,1,6.229276475
312620,134203,8,6,202312,829,1,@2523,44.3,TON,44.3,235343.75,65896.25,1,1,6.408323281
312620,136118,8,6,202402,766,1,@2523,44,TON,44,544500,152460,3,1,16.15535248
312620,203202,8,9,202312,662,1,@2523,42,TON,42,232968.75,65231.25,1,1,8.378965257
312620,207123,8,9,202312,699,1,@2523,42.34,TON,42.34,231546.87,64833.13,1,1,7.823676512
312620,244236,8,9,202312,774,1,@2523,42.04,TON,42.04,229906.25,64373.75,1,1,7.065568475
312620,302034,8,8,202402,347,2,@2523,131.8,TON,131.8,888859.2,0,2,1,19.4351585
312620,303007,8,8,202402,319,1,@2523,39.57,MTS,39.57,136021.88,38086.12,1,1,10.77586247
312620,303325,8,8,202312,421,1,@2523,39.7,MTS,39.7,191056.24,53495.76,1,1,11.43111579
312620,322201,8,8,202312,466,1,@2523,42,MTS,42,183750,51450,1,1,9.388412017
312620,370415,8,24,202312,691,1,@2523,41.94,TON,41.94,637488,178496.64,4,1,21.99710564
312620,382240,8,24,202312,464,1,@2523,44.62,TON,44.62,250987.5,70276.5,1,1,12.12284483
312620,383325,8,24,202402,326,1,@2523,3,TON,3,15703.12,4396.88,1,1,16.05635992
312620,388255,8,24,202402,363,1,@2523,41.56,TON,41.56,190552.6,53354.72,2,1,12.63085399
312620,391760,8,24,202312,509,1,@2523,39.24,MTS,39.24,209689.15,58712.85,1,1,10.49854655
312620,394125,8,24,202402,598,1,@2523,42.1,MTS,42.1,236812.5,66307.5,1,1,9.406354515
312620,394315,8,24,202402,644,2,@2523,197.7,MTS,197.7,666644.4,186660.43,1,1,5.236024845
312620,394315,8,24,202312,644,2,@2523,488.95,MTS,488.95,1648739.4,461647.03,1,1,5.236024845
312620,394510,8,24,202402,660,1,@2523,40.07,TON,40.07,222263.28,62233.72,1,1,8.404356013
312620,395007,8,24,202312,667,1,@2523,44.5,TON,44.5,246835.94,69114.06,1,1,8.316154507
312620,452005,8,23,202402,328,1,@2523,44.8,TON,44.8,220500,61740,1,1,15.00571646
312620,457661,8,23,202312,392,1,@2523,20,MTS,20,118560,33196.8,2,1,15.12244898
312620,473331,8,23,202402,518,1,@2523,14.5,MTS,14.5,78391.28,21949.38,1,1,10.43686327
312622,110042,8,7,202402,639,2,@2523,1373.5,MTS,1373.5,6827943.2,1911824.1,1,1,7.779655712
312622,121001,8,6,202402,583,1,@2523,41.38,MTS,41.38,223064.27,62458,1,1,9.246363661
312622,122001,8,6,202402,558,1,@2523,39.86,MTS,39.86,205534.1,57549.55,1,1,9.240860035
312622,123401,8,6,202402,507,1,@2523,40.62,MTS,40.62,212620.52,59533.75,1,1,10.32422112
312622,247232,8,9,202402,804,2,@2523,62.7,MTS,62.7,695578.76,194762.06,2,1,13.79820911
312622,247667,8,5,202312,825,1,@2523,3947.48,MTS,3947.48,780337846.4,218494597.3,70,1,239.6121212
312622,303007,8,8,202402,303,1,@2523,39.68,MTS,39.68,136400,38192,1,1,11.34488449
312622,388245,8,24,202402,402,1,@2523,41.53,MTS,41.53,237717.72,66560.98,2,1,14.23880597
312622,388245,8,24,202312,402,1,@2523,42.15,MTS,42.15,119031.6,33328.85,1,1,7.024875622
312622,473995,8,23,202312,486,1,@2523,39.23,MTS,39.23,199215.04,55780.22,1,1,10.44882717
312622,476001,8,23,202312,656,1,@2523,39.41,MTS,39.41,200129.1,56036.15,1,1,7.741051702
312622,476335,8,23,202402,414,1,@2523,39.66,MTS,39.66,204496.88,57259.13,1,1,12.45471045
313022,123305,8,6,202402,614,1,@2523,42.58,MTS,42.58,952727.5,266763.7,5,1,36.44136808
313022,123305,8,6,202312,614,1,@2523,42.74,MTS,42.74,1284336.61,359614.25,7,1,48.94135322
313022,331502,8,8,202312,479,1,@2523,22,MTS,22,68658.26,0,1,1,6.515302714
313022,344044,8,8,202402,312,1,@2523,30,TON,30,171562.5,48037.5,1,1,18.32932692
313022,370001,8,24,202312,601,1,@2523,20,MTS,20,120882.6,33847.13,2,1,10.05678869
313022,394405,8,24,202312,490,1,@2523,38.2,MTS,38.2,255481.6,71534.84,2,1,13.64897959
323603,457119,8,23,202402,465,1,@2523,20,TON,20,220000,61600,2,1,23.65591398
323603,457770,8,23,202312,508,1,@2523,2,TON,2,23656.25,6623.75,2,1,23.28371063
323603,473443,8,23,202312,369,1,@2523,41,TON,41,2574671.87,720908.13,11,1,170.1812327
326520,201001,8,9,202402,614,2,@2523,263.6,TON,263.6,1001152.8,280322.78,1,1,6.185667752
326520,321001,8,8,202402,476,2,@2523,129.2,TON,129.2,476748,0,1,1,7.75210084
326520,331001,8,8,202402,527,1,@2523,25,TON,25,92250,0,1,1,7.001897533
326520,332405,8,8,202312,427,1,@2523,25,TON,25,141309,39566,1,1,13.23737705
327025,304804,8,8,202312,400,1,@2523,35,MTS,35,200331.25,56092.76,1,1,14.309375
327025,382220,8,24,202402,308,1,@2523,34,MTS,34,386388.75,108188.85,2,1,36.89732143
327025,385565,8,24,202312,409,1,@2523,34,MTS,34,208951.25,58506.35,1,1,15.025978
327025,451332,8,23,202312,393,1,@2523,35,MTS,35,194315.63,54408.38,1,1,14.12690876
333304,247663,8,5,202402,518,1,@2523,43.14,MTS,43.14,107850,30198,1,1,4.826254826
333304,328022,8,8,202402,393,1,@2523,15,MTS,15,173671.88,48628.14,2,1,29.46087871
334601,306126,8,8,202312,515,1,@2523,3,MTS,3,42683.77,11951.48,1,1,27.6270356
335804,141015,8,3,202402,304,1,@2523,5,MTS,5,90781.25,25418.75,3,1,59.72450658
335804,141015,8,3,202312,304,1,@2523,35,MTS,35,166250,46550,1,1,15.625
335804,141015,8,3,202312,304,1,@2523,44.51,MTS,44.51,222550,62314,1,1,16.44736842
335804,141015,8,3,202402,304,1,@2523,50.26,MTS,50.26,262294.38,73442.43,1,1,17.16694112
335804,144001,8,3,202402,313,1,@2523,29,MTS,29,1392271.89,389836.14,9,1,153.3845863
335804,144001,8,3,202402,313,1,@2523,45,MTS,45,946265.63,264954.38,4,1,67.18250834
335804,144001,8,3,202402,313,1,@2523,49.58,MTS,49.58,503546.88,140993.12,2,1,32.44808339
335804,177202,8,2,202312,385,1,@2523,7,MTS,7,210545,58952.6,5,1,78.12430427
335804,177203,8,2,202312,394,1,@2523,2,MTS,2,12031.25,3368.75,1,1,15.26808376
341026,151002,8,3,202402,476,1,@2523,40.26,TON,40.26,265009.21,74202.57,2,1,13.82866463
341026,151002,8,3,202312,476,1,@2523,41.24,TON,41.24,1309294.84,366602.53,7,1,66.69785189
341026,151002,8,3,202312,476,1,@2523,42.56,TON,42.56,386057.84,108096.2,2,1,19.05652919
341026,201301,8,9,202402,535,1,@2523,40.96,TON,40.96,435200,121856,2,1,19.85981308
341026,203201,8,9,202312,586,1,@2523,40.94,TON,40.94,223890.62,62689.38,1,1,9.332337676
341026,203205,8,9,202402,596,1,@2523,42.3,TON,42.3,634500,177660,5,1,25.16778523
341026,203205,8,9,202312,596,1,@2523,44.2,TON,44.2,397800,111384,3,1,15.10067114
341026,203207,8,9,202312,591,1,@2523,42.24,TON,42.24,2346919.77,657137.56,17,1,94.01277087
341026,303003,8,8,202402,348,1,@2523,12,TON,12,71812.5,20107.5,1,1,17.19647989
341026,313026,8,8,202402,440,1,@2523,34,TON,34,200812.5,56227.5,1,1,13.42329545
341026,327031,8,8,202402,594,1,@2523,42,TON,42,182437.5,51082.5,1,1,7.312710438
341026,335001,8,8,202402,382,1,@2523,6,TON,6,35718.74,10001.26,1,1,15.5840925
341026,343001,8,8,202312,343,1,@2523,10,TON,10,182656.22,51143.78,3,1,53.25254227
342005,400004,8,27,202402,991,1,@2523,880,BAG,44,268400,75152,1,1,6.155398587
342606,248001,8,5,202402,811,1,@2523,22,MTS,22,302924.16,84818.77,1,1,16.97815043
342606,263153,8,5,202402,856,1,@2523,7.3,MTS,7.3,102027.87,28567.81,1,1,16.3275941
342606,284002,8,9,202402,708,2,@2523,24.4,MTS,24.4,328916.88,92096.73,1,1,19.03983051
342606,360003,8,24,202402,717,1,@2523,6,MTS,6,174638.76,48898.86,2,1,40.59478382
342606,431605,8,27,202312,1271,1,@2523,14.8,MTS,14.8,222650.96,113973.62,1,1,11.83633657
342606,560066,8,29,202402,2024,2,@2523,24.05,MTS,24.05,326293.32,91362.13,1,1,6.703206429
342902,110020,8,7,202312,499,2,@2523,15,TON,15,126000,65030,1,1,16.83366733
342902,143001,8,3,202312,948,1,@2523,10,TON,10,86000,64904,1,1,9.071729958
342902,344001,8,8,202402,323,1,@2523,0.5,TON,0.5,0,80716.3,2,1,0
342902,344001,8,8,202402,323,1,@2523,5,TON,5,318949.78,228493.1,4,1,197.4921238
342902,360002,8,24,202312,736,1,@2523,2,TON,2,174298.37,209953.06,6,1,118.4092188
342902,361001,8,24,202402,830,1,@2523,1,TON,1,13979.57,12313.64,1,1,16.84285542
342902,396126,8,24,202402,898,1,@2523,34.5,TON,34.5,435833.88,122033.49,1,1,14.06777961
360004,370605,24,24,202402,362,1,@2523,780,BAG,39,666046.68,186493.08,3,1,47.17712707
360021,393115,24,24,202312,407,1,@2523,500,BAG,25,93750,26250,1,1,9.213759214
360311,370510,24,24,202312,372,1,@2523,38.93,MTS,38.93,203570.3,56999.7,1,1,14.05681966
360311,370510,24,24,202402,372,1,@2523,42.28,MTS,42.28,214703.12,60116.88,1,1,13.65087334
360311,382120,24,24,202312,316,1,@2523,22,TON,22,250937.72,70262.56,2,1,36.09575949
360311,382870,24,24,202402,342,1,@2523,39.96,MTS,39.96,220404.68,61713.32,1,1,16.1275808
360311,383120,24,24,202402,327,1,@2523,15,MTS,15,84375,23625,1,1,17.20183486
360311,387305,24,24,202312,324,1,@2523,30,MTS,30,161718.74,45281.26,1,1,16.63773045
360311,387620,24,24,202312,326,1,@2523,15,MTS,15,83119.52,23273.48,1,1,16.99785685
360311,391510,24,24,202312,335,1,@2523,25,MTS,25,131640.62,36859.38,1,1,15.71828299
360311,391760,24,24,202312,344,1,@2523,17,MTS,17,105612.5,29571.5,1,1,18.05959302
360550,363030,24,24,202402,302,1,@2523,30,MTS,30,530277.1,0,5,1,58.52948124
360550,380002,24,24,202402,385,1,@2523,34.86,MTS,34.86,201534.38,56429.62,1,1,15.01623414
360550,382445,24,24,202402,391,1,@2523,35,MTS,35,188671.88,52828.12,1,1,13.78676507
360550,382610,24,24,202402,412,1,@2523,25,MTS,25,398437.48,111562.52,3,1,38.68325049
360560,370110,24,24,202312,385,1,@2523,29.95,MTS,29.95,161449.22,45205.78,1,1,14.00162349
360560,382350,24,24,202312,405,1,@2523,29.03,MTS,29.03,165561.72,46357.28,1,1,14.08179023
360560,382449,24,24,202312,399,1,@2523,29.81,MTS,29.81,170010.16,47602.84,1,1,14.29354668
360560,382610,24,24,202402,416,1,@2523,30,MTS,30,164062.5,45937.5,1,1,13.14603365
360577,422103,24,27,202312,876,1,@2523,20,MTS,20,400000,112000,1,1,22.83105023
361140,370001,24,24,202402,332,1,@2523,7,MTS,7,19213.39,0,1,1,8.267379518
361140,370655,24,24,202402,423,1,@2523,26,MTS,26,294531.24,82468.76,2,1,26.78043644
361140,385360,24,24,202402,325,1,@2523,26,MTS,26,310781.24,87018.76,2,1,36.77884497
361140,387370,24,24,202402,394,1,@2523,26,MTS,26,138125,38675,1,1,13.48350254
361140,390019,24,24,202402,406,1,@2523,6,MTS,6,66937.48,18742.52,2,1,27.47844007
361345,370421,24,24,202312,443,1,@2523,10,TON,10,164062.6,45937.52,3,1,37.03444695
361345,382455,24,24,202312,445,1,@2523,26,TON,26,144218.88,40381.28,1,1,12.46489888
361345,385320,24,24,202312,509,1,@2523,24.8,TON,24.8,136400,38192,1,1,10.80550098
361345,385545,24,24,202312,595,1,@2523,5.5,TON,5.5,31796.88,8903.12,1,1,9.716388083
361345,388620,24,24,202312,476,1,@2523,9.8,TON,9.8,56196.92,15735.14,1,1,12.04701595
362275,363630,24,24,202312,358,1,@2523,6,MTS,6,38906.24,10893.76,1,1,18.11277467
362275,382210,24,24,202402,417,1,@2523,28.69,MTS,28.69,100414.98,0,1,1,8.3932837
362275,382210,24,24,202312,417,1,@2523,33.99,MTS,33.99,237930.52,0,2,1,16.78660743
362275,382330,24,24,202312,444,1,@2523,29.2,MTS,29.2,173375,48545,1,1,13.37274775
362275,396195,24,24,202402,743,1,@2523,5,MTS,5,35000.4,0,2,1,9.421372813
362715,380006,24,24,202312,462,1,@2523,34.02,TON,34.02,191362.5,53581.5,1,1,12.17532468
362715,382007,24,24,202402,468,1,@2523,31.26,TON,31.26,180721.88,50602.12,1,1,12.35309863
362715,382421,24,24,202312,461,1,@2523,31.1,TON,31.1,356032.78,99689.2,2,1,24.83297041
362715,382421,24,24,202312,461,1,@2523,34.26,TON,34.26,393018.95,110045.3,2,1,24.88428731
362715,382780,24,24,202312,438,1,@2523,30,TON,30,194531.24,54468.76,1,1,14.80450837
362715,395007,24,24,202312,692,1,@2523,32.4,TON,32.4,671213.84,0,4,1,29.93710483
362715,395007,24,24,202312,692,4,@2523,32.86,TON,32.86,340371.7,0,2,1,14.96855199
362715,395007,24,24,202312,692,1,@2523,33.18,TON,33.18,2233961.21,0,13,1,97.29558904
362715,395007,24,24,202402,692,4,@2523,34.42,TON,34.42,1470964.44,0,11,1,61.75686101
362715,410206,24,27,202402,962,1,@2523,34.34,TON,34.34,3101577.54,868441.76,23,1,93.88739304
362715,410206,24,27,202312,962,1,@2523,34.82,TON,34.82,5951118.69,1666313.22,33,1,177.6620926
365560,361010,24,24,202312,327,1,@2523,30,MTS,30,1284844.2,359756.4,7,1,130.9729052
365560,380005,24,24,202312,320,1,@2523,24.82,MTS,24.82,145429.81,40720.36,1,1,18.3105623
365560,382345,24,24,202312,321,1,@2523,24.55,MTS,24.55,145765.63,40814.38,1,1,18.49688537
365560,382421,24,24,202312,322,1,@2523,35.58,MTS,35.58,202917.37,56816.88,1,1,17.71158425
365560,382428,24,24,202402,331,1,@2523,24.58,MTS,24.58,272684.63,76351.72,2,1,33.51589237
365560,382449,24,24,202312,324,1,@2523,35.57,MTS,35.57,200081.25,56022.76,1,1,17.36111111
365560,388320,24,24,202402,318,1,@2523,35.56,MTS,35.56,196135.8,54918.04,1,1,17.34474818
365560,391775,24,24,202312,349,1,@2523,35.61,MTS,35.61,218111.25,61071.16,1,1,17.55014327
370511,382250,24,24,202312,474,1,@2523,35.6,MTS,35.6,208593.93,58406.32,1,1,12.3615613
370511,382250,24,24,202312,474,1,@2523,35.85,MTS,35.85,202409.1,0,1,1,11.91139241
370511,382427,24,24,202402,490,1,@2523,35.9,MTS,35.9,207546.88,58113.14,1,1,11.79846967
370511,382428,24,24,202402,502,1,@2523,35.72,MTS,35.72,203715.8,57040.44,1,1,11.36081653
370511,382480,24,24,202402,490,1,@2523,35.94,MTS,35.94,199354.87,55819.38,1,1,11.32016342
370655,360575,24,24,202402,561,1,@2523,41.69,TON,41.69,224735.16,62925.84,1,1,9.60895738
370655,361305,24,24,202312,453,1,@2523,30,TON,30,515624.98,144375.02,3,2,37.94149963
370655,362003,24,24,202312,493,1,@2523,7,TON,7,98105.7,0,3,1,28.42819473
370655,382007,24,24,202312,478,1,@2523,36.87,TON,36.87,213154.68,59683.32,1,1,12.09466485
370655,382355,24,24,202402,485,1,@2523,36.81,TON,36.81,212778.9,59578.1,1,1,11.9184836
370655,382421,24,24,202312,456,1,@2523,36.69,TON,36.69,217846.88,60997.12,1,1,13.02083363
370655,382425,24,24,202312,470,1,@2523,41.87,TON,41.87,235518.74,65945.26,1,1,11.9680846
370655,385001,24,24,202312,476,1,@2523,36.92,TON,36.92,204790.62,57341.38,1,1,11.65309845
370655,387810,24,24,202402,469,1,@2523,41.84,TON,41.84,470699.98,131796.02,2,1,23.9872058
380018,396210,24,26,202312,359,1,@2523,756,NOS,,197316,55248.48,1,1,#DIV/0!
382721,370460,24,24,202402,398,1,@2523,42,MTS,42,267918.84,0,2,1,16.02768844
383410,344502,24,8,202402,399,1,@2523,30,TON,30,123437.5,34562.5,1,1,10.31223893
383410,345027,24,8,202312,477,1,@2523,10,TON,10,42968.75,12031.25,1,1,9.00812369
387115,362001,24,24,202402,376,1,@2523,400,BAG,20,125000,35000,1,1,16.62234043
400709,413520,27,27,202402,489,1,@2523,660,BAG,33,165000,46200,1,1,10.22494888
401105,445102,27,27,202402,709,1,@2523,643,BAG,32.15,163965,45910.2,1,1,7.193229901
402107,395009,27,24,202312,356,1,@2523,34.28,MTS,34.28,190146.87,53241.13,1,1,15.58110914
412219,422212,27,27,202312,306,1,@2523,26,MTS,26,152750,42770,1,1,19.19934641
413215,414603,27,27,202402,301,1,@2523,34.33,TON,34.33,175404.84,49113.36,1,1,16.97466741
413215,431114,27,27,202402,349,1,@2523,34.06,TON,34.06,172960.94,48429.06,1,1,14.55050164
413228,400067,27,27,202402,448,1,@2523,25,TON,25,152500,42700,1,1,13.61607143
414001,444101,27,27,202312,391,1,@2523,29.88,TON,29.88,144731.25,40524.76,1,1,12.38810742
421302,431005,27,27,202312,397,1,@2523,27.2,MTS,27.2,438665.55,0,1,1,40.62319881
425406,421402,27,27,202402,309,1,@2523,40.72,MTS,40.72,225868.95,63243.32,1,1,17.95106768
431001,364002,27,24,202312,722,1,@2523,500,BAG,25,132812.5,37187.5,1,1,7.358033241
431703,421201,27,27,202312,570,1,@2523,260,Bag,13,159453.12,44646.88,2,1,21.51863968
440024,431122,27,27,202312,552,1,@2523,1340,BAG,67,884400,247632,2,1,23.91304348
440027,425001,27,27,202312,437,1,@2523,935,BAG,46.75,542300,151844,2,1,26.54462243
442908,413512,27,27,202312,424,1,@2523,30.21,MTS,30.21,162650.64,0,1,1,12.69811321
442908,413515,27,27,202312,360,1,@2523,31.46,TON,31.46,157300,44044,1,1,13.88888889
442908,414205,27,27,202312,519,1,@2523,29.95,MTS,29.95,163789.06,45860.94,1,1,10.5370904
442908,425001,27,27,202402,609,2,@2523,509,MTS,509,4021100,0,1,1,12.97208539
442908,431110,27,27,202402,607,1,@2523,32,TON,32,355000,99400,2,1,18.27635914
442908,431133,27,27,202312,597,1,@2523,32,MTS,32,170000,47600,1,1,8.898659966
442908,444001,27,27,202402,422,1,@2523,43,TON,43,211640.62,59259.38,1,1,11.66321062
442908,444401,27,27,202312,431,1,@2523,24,MTS,24,144375.12,40425.04,1,1,13.95737819
442908,444504,27,27,202312,371,1,@2523,26,TON,26,156406.24,43793.76,1,1,16.2146216
442908,461001,27,23,202312,467,1,@2523,30,MTS,30,257812.8,72187.6,2,1,18.40205567
442908,480555,27,23,202312,375,1,@2523,20,MTS,20,425000,119000,4,1,56.66666667
442916,422103,27,27,202402,697,1,@2523,30,MTS,30,161718.74,45281.26,1,1,7.734038259
442916,425001,27,27,202402,593,1,@2523,35,MTS,35,188671.88,52828.12,1,1,9.090430258
442916,431213,27,27,202402,486,1,@2523,16,MTS,16,90000,25200,1,1,11.57407407
442916,444504,27,27,202402,337,1,@2523,26,MTS,26,142187.5,39812.5,1,1,16.22774481
442916,505469,27,36,202312,303,1,@2523,29.59,MTS,29.59,161820.31,45309.69,1,1,18.04867959
442917,421306,27,27,202312,875,2,@2523,349.25,MTS,349.25,7249948.04,0,4,1,23.72413716
442917,431401,27,27,202402,356,1,@2523,26,MTS,26,300625,84175,2,1,32.47893258
442917,431505,27,27,202312,394,1,@2523,15,MTS,15,182812.5,51187.5,2,1,30.93274112
444601,431003,27,27,202402,346,1,@2523,590,BAG,29.5,150450,42126,1,1,14.73988439
445304,423401,27,27,202402,579,1,@2523,25,MTS,25,137109.38,38390.62,1,1,9.472150604
445304,443001,27,27,202402,480,1,@2523,41,MTS,41,272736.1,0,2,1,13.85854167
445304,443402,27,27,202402,462,1,@2523,25,MTS,25,279687.48,78312.52,2,1,24.21536623
445304,443404,27,27,202312,442,1,@2523,28.86,MTS,28.86,142045.32,39772.68,1,1,11.13546439
445304,444803,27,27,202402,322,1,@2523,31,MTS,31,171953.12,48146.88,1,1,17.22631937
445304,450001,27,23,202312,494,2,@2523,916.6,MTS,916.6,5775936.57,1617262.24,1,1,12.75603239
445304,482002,27,23,202312,412,1,@2523,25,MTS,25,409462.5,114649.5,3,1,39.75364078
445304,506001,27,36,202402,410,1,@2523,36,MTS,36,670419.72,187717.52,4,1,45.42139024
452009,516432,23,37,202312,1329,1,@2523,435,BAG,21.75,142680,39950.4,1,1,4.936042137
454446,326001,23,8,202312,424,1,@2523,33.82,MTS,33.82,123443,34564.04,1,1,8.608490566
454446,382421,23,23,202312,369,1,@2523,40.04,MTS,40.04,222096.67,62187.06,1,1,15.0321677
454446,392012,23,24,202312,311,1,@2523,40.62,MTS,40.62,210716.25,59000.55,1,1,16.68006431
454446,392130,23,24,202312,333,1,@2523,41.1,MTS,41.1,238893.75,66890.25,1,1,17.45495495
454446,393030,23,24,202312,327,1,@2523,40.2,MTS,40.2,208537.5,58390.5,1,1,15.86391437
454446,393030,23,24,202312,327,1,@2523,40.69,MTS,40.69,211079.38,59102.23,1,1,15.86391475
454446,393030,23,24,202312,327,1,@2523,41.04,MTS,41.04,638685,178831.8,3,1,47.59174312
454446,394190,23,24,202402,350,1,@2523,40.83,MTS,40.83,230944.69,64664.52,1,1,16.16071446
454446,394520,23,24,202402,436,1,@2523,41.43,MTS,41.43,234338.44,65614.77,1,1,12.9730506
454446,395006,23,24,202402,359,1,@2523,9.66,MTS,9.66,51620.63,14453.78,1,1,14.88509893
454446,395006,23,24,202312,359,1,@2523,40.63,MTS,40.63,234892.19,65769.82,1,1,16.10376062
454446,395006,23,24,202312,359,1,@2523,41.1,MTS,41.1,237609.38,66530.63,1,1,16.10376078
454446,395007,23,24,202402,433,1,@2523,38.47,MTS,38.47,110101.14,30828.32,1,1,6.609699769
454446,395007,23,24,202402,433,1,@2523,40.95,MTS,40.95,468795.6,131262.8,4,1,26.43879908
454446,395007,23,24,202402,433,1,@2523,41.55,MTS,41.55,237832.2,66593.02,2,1,13.21939954
454446,395007,23,24,202402,433,1,@2523,41.65,MTS,41.65,238404.6,66753.3,2,1,13.21939954
454446,458226,23,23,202312,387,1,@2523,25,MTS,25,139453.12,39046.88,1,1,14.41375917
454446,462001,23,23,202402,322,1,@2523,22.38,MTS,22.38,108403.13,30352.88,1,1,15.04270256
454446,462001,23,23,202402,322,1,@2523,22.52,MTS,22.52,109081.25,30542.76,1,1,15.04270186
454446,462001,23,23,202402,322,1,@2523,27.46,MTS,27.46,133009.38,37242.64,1,1,15.04270243
454446,462022,23,23,202402,345,1,@2523,30,MTS,30,150000,42000,1,1,14.49275362
454446,464881,23,23,202402,455,1,@2523,13,MTS,13,69062.5,19337.5,1,1,11.67582418
454446,466331,23,23,202312,353,1,@2523,11,MTS,11,75625,21175,1,1,19.47592068
454446,466651,23,23,202402,315,1,@2523,10,MTS,10,129687.6,36312.56,2,1,41.17066667
454446,396521,27,24,202402,449,1,@2523,500,BAG,25,257812.5,72187.5,2,1,22.96770601
454446,422001,27,27,202312,358,1,@2523,300,BAG,15,79687.5,22312.5,1,1,14.83938547
454660,460220,23,23,202402,436,1,@2523,11,MTS,11,227562.48,63717.52,4,1,47.44839033
457118,302001,23,8,202402,507,1,@2523,323,BAG,16.15,78125,21875,1,1,9.541343788
458470,283135,23,9,202312,679,2,@2523,395.4,MTS,395.4,4355402.18,1219512.62,2,1,16.22265099
458470,394120,23,24,202312,626,2,@2523,65.9,MTS,65.9,700187.5,196052.5,2,1,16.97284345
458470,401602,23,27,202312,835,2,@2523,128.8,MTS,128.8,1337616.34,374532.58,2,1,12.43738926
